Regions,Cases,Cumulative Cases,Deaths,Cumulative Deaths,Tests,Cumulative Tests,Meeting Friends/Family (Indoor) (Low),Meeting Friends/Family (Indoor) (Moderate),Meeting Friends/Family (Indoor) (High),Meeting Friends/Family (Outdoor) (Low),Meeting Friends/Family (Outdoor) (Moderate),Meeting Friends/Family (Outdoor) (High),Domestic Travel (Low),Domestic Travel (Moderate),Domestic Travel (High),International Travel (Low),International Travel (Moderate),International Travel (High),Cafes and Restaurants (Low),Cafes and Restaurants (Moderate),Cafes and Restaurants (High),Pubs and Bars (Low),Pubs and Bars (Moderate),Pubs and Bars (High),Sports and Leisure (Low),Sports and Leisure (Moderate),Sports and Leisure (High),School Closure,Non-Essential Shops,Hospitals/ Care and Nursing Home Visits (Low),Hospitals/ Care and Nursing Home Visits (Moderate),Hospitals/ Care and Nursing Home Visits (High),Temperature,Humidity,Rt
12,93,14486,11.0,1353.0,2400.0,86624.0,16,9,9,16,9,9,16,9,9,16,9,9,16,9,9,16,9,9,16,9,9,12,12,16,9,9,18.17,49.42,0.7278880473143159
12,74,14560,10.0,1363.0,3106.0,89730.0,16,9,9,16,9,9,16,9,9,16,9,9,16,9,9,16,9,9,16,9,9,12,12,16,9,9,18.46,45.35,0.6012632554219672
12,60,14620,7.0,1370.0,2945.0,92675.0,16,9,9,16,9,9,16,9,9,16,9,9,16,9,9,16,9,9,16,9,9,13,12,16,9,9,19.48,44.79,0.5483661436664501
12,61,14681,9.0,1379.0,2492.0,95167.0,16,9,0,16,9,0,16,9,0,16,9,0,16,9,9,16,9,9,16,9,9,13,12,16,9,9,18.92,49.67,0.5483661436664501
12,70,14751,5.0,1384.0,2400.0,97567.0,16,9,0,16,9,0,16,9,0,16,9,0,16,9,9,16,9,9,16,9,9,13,12,16,9,9,18.75,56.96,0.6704110437116221
12,70,14821,7.0,1391.0,2602.0,100169.0,17,12,0,17,12,0,17,12,0,17,12,0,17,12,12,17,12,12,17,12,12,13,13,17,12,12,13.98,86.52,0.6803721904252297
12,63,14884,12.0,1403.0,3006.0,103175.0,17,12,0,17,12,0,17,12,0,17,12,0,17,12,12,17,12,12,17,12,12,13,13,17,12,12,11.77,80.74,0.6803721904252297
12,56,14940,4.0,1407.0,3136.0,106311.0,17,12,0,17,12,0,17,12,0,17,12,0,17,12,12,17,12,12,17,12,12,13,13,17,12,12,11.75,74.17,0.6390906233707824
12,47,14987,9.0,1416.0,3869.0,110180.0,17,12,0,17,12,0,17,12,0,17,12,0,17,12,12,17,12,12,17,12,12,14,13,17,12,12,9.92,82.96,0.6390906233707824
12,54,15041,8.0,1424.0,3263.0,113443.0,17,12,0,17,12,0,17,12,0,17,12,0,17,12,12,17,12,12,17,12,12,14,13,17,12,12,13.08,80.67,0.691387413254546
12,57,15098,7.0,1431.0,3108.0,116551.0,17,12,0,17,12,0,17,12,0,17,12,0,17,12,12,17,12,12,17,12,12,14,13,17,12,12,13.35,79.94,0.7728480012889354
12,67,15165,4.0,1435.0,3288.0,119839.0,18,12,0,18,12,0,18,12,0,18,12,0,18,12,12,18,12,12,18,12,12,14,14,18,12,12,12.67,74.67,0.9560127802302348
12,65,15230,7.0,1442.0,3324.0,123163.0,18,12,0,18,12,0,18,12,0,18,12,0,18,12,12,18,12,12,18,12,12,14,14,18,12,12,12.9,83.73,0.9618517376320811
12,70,15300,5.0,1447.0,3681.0,126844.0,18,12,0,18,12,0,18,12,0,18,12,0,18,12,12,18,12,12,18,12,12,14,14,18,12,12,13.81,82.68,1.0616172416711438
12,70,15370,4.0,1451.0,3912.0,130756.0,18,12,0,18,12,0,18,12,0,18,12,0,18,12,12,18,12,12,18,12,12,15,14,18,12,12,15.25,85.48,1.0616172416711438
