Name,US $ TO AUSTRALIAN $ (WMR) - EXCHANGE RATE,CANADIAN $ TO US $ (WMR) - EXCHANGE RATE,SWISS FRANC TO US $ (WMR) - EXCHANGE RATE,DANISH KRONE TO US $ (WMR) - EXCHANGE RATE,US $ TO ECU/EURO (WMR) - EXCHANGE RATE,US $ TO UK £ (WMR) - EXCHANGE RATE,JAPANESE YEN TO US $ (WMR) - EXCHANGE RATE,NORWEGIAN KRONE TO US $ (WMR) - EXCHANGE RATE,US $ TO NEW ZEALAND $ (WMR) - EXCHANGE RATE,SWEDISH KRONA TO US $ (WMR) - EXCHANGE RATE,BRAZILIAN REAL TO US $ (WMR) - EXCHANGE RATE,CZECH KORUNA TO US $ (WMR) - EXCHANGE RATE,HUNGARIAN FORINT TO US $ (WMR) - EXCHANGE RATE,SOUTH KOREAN WON TO US $ (WMR) - EXCHANGE RATE,MEXICAN PESO TO US $ (WMR) - EXCHANGE RATE,POLISH ZLOTY TO US $ (WMR) - EXCHANGE RATE,SINGAPORE $ TO US $ (WMR) - EXCHANGE RATE,NEW TURKISH LIRA TO US $ (WMR) - EXCHANGE RATE,TAIWAN NEW $ TO US $ (WMR) - EXCHANGE RATE,SOUTH AFRICA RAND TO US $ (WMR) - EXCHANGE RATE,CHILEAN PESO TO US $ (WMR) - EXCHANGE RATE,CHINESE YUAN TO US $ (WMR) - EXCHANGE RATE,HONG KONG $ TO US $ (WMR) - EXCHANGE RATE,INDONESIAN RUPIAH TO US $ (WMR) - EXCHANGE RATE,ISRAELI SHEKEL TO US $ (WMR) - EXCHANGE RATE,INDIAN RUPEE TO US $ (WMR) - EXCHANGE RATE,MALAYSIAN RINGGIT TO US $ (WMR) - EXCHANGE RATE,PHILIPPINE PESO TO US $ (WMR) - EXCHANGE RATE,RUSSIAN ROUBLE TO US $ (WMR) - EXCHANGE RATE,THAI BAHT TO US $ (WMR) - EXCHANGE RATE,KUWAITI DINAR TO US $ (WMR) - EXCHANGE RATE,SAUDI RIYAL TO US $ (WMR) - EXCHANGE RATE,UAE DIRHAM TO US $ (WMR) - EXCHANGE RATE
16/04/1999,0.6469,1.4871,1.4971,6.9444,1.0706,1.6142,118.105,7.7503,0.5459,8.313,1.6675,35.4285,236.49,1216.95,9.521,4.0075,1.7048,0.38342,32.854,6.1063,475.95,8.2787,7.7485,8650,4.0278,42.7238,4.75,38.2,25.59999,37.435,0.3055,3.7503,3.673
19/04/1999,0.6518,1.4825,1.5087,7.0036,1.0613,1.61195,118.06,7.789,0.5488,8.377,1.669,35.55699,236.77,1204.15,9.4,4.009,1.7053,0.38485,32.7485,6.059,475.375,8.2787,7.7481,8600,4.0331,42.85,4.75,37.95,25.14999,37.26999,0.3054,3.7503,3.673
20/04/1999,0.6488,1.488,1.5031,6.9745,1.0657,1.6163,118.255,7.7695,0.5498,8.372,1.71,35.467,236.16,1188.25,9.415,4.0075,1.709,0.38455,32.7295,6.075,476.25,8.2783,7.7477,8620,4.0394,42.7625,4.75,38.1,25.09,37.39499,0.3052,3.7502,3.6729
21/04/1999,0.6467,1.4895,1.5087,7.0088,1.0608,1.60655,119.8,7.793,0.5468,8.403,1.73,35.68449,236.35,1188.2,9.363,4.0185,1.7135,0.38589,32.7845,6.0795,478.25,8.2783,7.748,8645,4.0396,42.76,4.75,38.1,24.95,37.605,0.3055,3.7502,3.6729
22/04/1999,0.6503,1.4813,1.5103,7.0135,1.0597,1.61115,119.595,7.8053,0.5476,8.411,1.7075,35.78149,236.06,1194.75,9.328,4.0263,1.7085,0.38815,32.83,6.085,481.95,8.2783,7.7493,8600,4.0426,42.765,4.75,38.15,25,37.55499,0.3056,3.7502,3.6729
23/04/1999,0.653,1.4763,1.5049,6.9817,1.0645,1.6169,119.395,7.7895,0.5491,8.3631,1.684,35.5515,235.65,1191.5,9.277,3.9905,1.7078,0.3872,32.745,6.099,483.75,8.2784,7.75,8575,4.0476,42.81,4.75,38,24.92999,37.575,0.3053,3.75,3.6729
26/04/1999,0.6481,1.4807,1.5119,7.0107,1.0603,1.61285,118.955,7.804,0.5473,8.391,1.698,35.58749,236.1,1186.2,9.308,3.9975,1.699,0.38876,32.695,6.0695,484.95,8.2793,7.7495,8595,4.0691,42.835,4.75,37.95,24.545,37.67499,0.3051,3.7502,3.673
27/04/1999,0.6496,1.4793,1.5075,6.9808,1.0649,1.6163,120.175,7.7825,0.5481,8.3552,1.707,35.38599,235.59,1183,9.329,3.9895,1.7005,0.38846,32.684,6.0698,485.65,8.2794,7.75,8575,4.1195,42.815,4.75,38.05,24.59999,37.63499,0.3055,3.7502,3.673
28/04/1999,0.6535,1.4766,1.5124,6.991,1.0633,1.6151,119.155,7.797,0.5502,8.388,1.698,35.51299,236.15,1179.75,9.293,3.985,1.6978,0.38911,32.685,6.0475,485.5,8.2791,7.7506,8515,4.1353,42.815,4.75,38,24.62,37.405,0.3054,3.7505,3.6729
29/04/1999,0.6593,1.4675,1.5189,7.0169,1.0591,1.61135,119.125,7.8095,0.5563,8.4031,1.6655,35.58549,236.54,1175.5,9.266,3.9755,1.6965,0.3902,32.692,6.06,486.75,8.2794,7.7502,8175,4.1616,42.8025,4.75,38.025,24.29999,37.375,0.3054,3.7505,3.673
30/04/1999,0.6628,1.4563,1.5225,7.0188,1.058,1.61005,119.365,7.7865,0.5596,8.411,1.659,35.536,236.61,1188.5,9.24,3.952,1.6935,0.39158,32.7,6.1045,483.85,8.279,7.7505,8085,4.1561,42.78,4.75,38.025,24.70499,37.11499,0.3055,3.7505,3.673
03/05/1999,0.6635,1.4567,1.5242,7.0313,1.0568,1.61005,120.125,7.7998,0.5603,8.471,1.675,35.463,236.2,1190.5,9.265,3.945,1.7025,0.39261,32.685,6.0675,483.15,8.279,7.7505,7900,4.1392,42.7625,4.75,37.875,24.75,36.965,0.3057,3.7505,3.673
04/05/1999,0.6621,1.453,1.5156,7.0065,1.0609,1.6203,120.93,7.7695,0.5587,8.4448,1.668,35.33049,235.39,1196.75,9.27,3.9305,1.7037,0.39243,32.725,6.065,480.95,8.2789,7.7508,7980,4.1095,42.76,4.75,37.75,24.75,36.81499,0.3058,3.7505,3.6729
05/05/1999,0.6615,1.456,1.503,6.9582,1.0679,1.62715,121.05,7.739,0.5577,8.428,1.683,35.155,234.31,1198,9.3,3.9165,1.7,0.39148,32.735,6.115,477.75,8.2789,7.7484,8047.5,4.1052,42.7325,4.75,37.8,24.45499,36.825,0.3055,3.7505,3.673
06/05/1999,0.6705,1.4532,1.4895,6.8952,1.0779,1.6378,120.785,7.6725,0.5642,8.3455,1.6725,34.83849,232.59,1202.5,9.33,3.8975,1.7003,0.39023,32.745,6.0875,478.75,8.2786,7.7515,8015,4.1061,42.7388,4.75,37.9,24.08989,37.02499,0.305,3.7506,3.6729
07/05/1999,0.6696,1.4587,1.4905,6.8887,1.0788,1.6339,120.705,7.6516,0.5598,8.309,1.673,34.88699,233.36,1202.5,9.348,3.895,1.698,0.39142,32.76,6.1412,477.65,8.2783,7.7509,7825,4.1199,42.735,4.75,37.88,24.265,36.83499,0.3051,3.7505,3.6729
10/05/1999,0.6691,1.4601,1.4886,6.8775,1.0803,1.63115,120.66,7.598,0.5597,8.273,1.652,34.825,232.36,1200.95,9.305,3.88,1.6987,0.39155,32.78,6.165,476.45,8.2787,7.7509,7575,4.1393,42.7225,4.75,37.625,24.265,36.745,0.3053,3.7508,3.673
11/05/1999,0.6723,1.4529,1.4992,6.9294,1.0726,1.62125,120.97,7.6603,0.5626,8.3409,1.6455,35.02499,233.08,1198.5,9.255,3.8975,1.6973,0.3932,32.73,6.1617,475.65,8.2782,7.7512,7700,4.1565,42.741,4.75,37.6,24.34499,36.765,0.3053,3.7507,3.673
12/05/1999,0.6675,1.4579,1.5028,6.9641,1.0674,1.6189,120.9,7.6905,0.5606,8.394,1.6635,35.27699,234.15,1205.5,9.33,3.9165,1.699,0.39481,32.72,6.2125,478.95,8.2783,7.7514,7812.5,4.137,42.745,4.75,37.55,25.14999,36.77499,0.3056,3.7506,3.6729
13/05/1999,0.6678,1.4602,1.5074,6.9934,1.0628,1.61915,121.67,7.7218,0.5599,8.434,1.65,35.45599,235.24,1206,9.2735,3.9465,1.7058,0.3959,32.73,6.2213,480.95,8.2778,7.7516,7787.5,4.1359,42.7525,4.75,37.64,25.84999,37.03499,0.3057,3.7505,3.6729
14/05/1999,0.6665,1.4619,1.498,6.9464,1.07,1.62105,122.065,7.6728,0.5582,8.387,1.6535,35.211,233.85,1207.5,9.355,3.933,1.711,0.39592,32.765,6.2155,486.15,8.2784,7.7519,7835,4.1018,42.7475,4.75,37.725,25.37999,37.08499,0.3057,3.7504,3.673
17/05/1999,0.6657,1.4597,1.5008,6.9641,1.0675,1.62,123.16,7.6835,0.5593,8.419,1.667,35.23499,234.5,1206.75,9.367,3.9245,1.712,0.39688,32.7845,6.195,486.65,8.2785,7.7523,7960,4.106,42.73,4.75,38,24.76999,37.23,0.3057,3.7506,3.6729
18/05/1999,0.6715,1.4592,1.5027,6.9685,1.0665,1.62045,123.205,7.7065,0.562,8.445,1.6645,35.31349,234.41,1200.5,9.299,3.9125,1.7113,0.39754,32.775,6.165,487.45,8.279,7.7537,7860,4.0846,42.735,4.75,37.725,24.75,36.94499,0.3056,3.7505,3.6729
19/05/1999,0.6631,1.4673,1.5025,6.9765,1.0658,1.6187,124.545,7.7423,0.5519,8.4463,1.6645,35.42499,234.465,1199.75,9.282,3.9145,1.7225,0.39784,32.8,6.1915,486.45,8.2783,7.7543,8050,4.0932,42.7375,4.75,37.8,24.9245,37.17999,0.3058,3.7504,3.6729
20/05/1999,0.6623,1.4661,1.509,6.9988,1.0625,1.6107,124.115,7.7673,0.5492,8.4509,1.686,35.63399,235.275,1196.75,9.325,3.9305,1.721,0.39892,32.825,6.2175,489.75,8.278,7.7538,8055,4.093,42.755,4.75,37.95,24.88499,37.11499,0.306,3.7503,3.673
21/05/1999,0.6614,1.4593,1.5204,7.0442,1.0556,1.6014,123.91,7.7915,0.5465,8.4952,1.698,35.82149,236.82,1193.25,9.3425,3.938,1.7197,0.4015,32.805,6.2055,490.75,8.278,7.7542,8040,4.1013,42.7525,4.75,37.81,24.81509,37.04999,0.3062,3.7504,3.6729
24/05/1999,0.6595,1.4557,1.5158,7.0337,1.0573,1.5954,123.82,7.805,0.5467,8.486,1.695,35.77499,236.65,1189.25,9.375,3.9375,1.7218,0.40168,32.785,6.215,490.35,8.2785,7.7545,8065,4.1161,42.7385,4.75,37.88,24.64999,37.06999,0.3063,3.7505,3.673
25/05/1999,0.6575,1.459,1.5033,7.0074,1.061,1.60155,122.72,7.7798,0.5434,8.481,1.751,35.73149,236.48,1186.55,9.523,3.9405,1.7235,0.40141,32.755,6.23,495.85,8.2789,7.7549,7990,4.1325,42.745,4.75,37.85,24.5,37.07999,0.306,3.7505,3.6729
26/05/1999,0.6487,1.4733,1.5201,7.0936,1.0478,1.597,121.87,7.851,0.5328,8.557,1.728,36.105,238.2,1191,9.685,3.9725,1.7293,0.40412,32.765,6.2683,496.35,8.279,7.7548,8100,4.13,42.83,4.75,38.05,24.48499,37.16499,0.3062,3.7506,3.673
27/05/1999,0.6495,1.476,1.5231,7.1078,1.0459,1.5969,121.905,7.9015,0.5341,8.597,1.714,36.14049,238.895,1188.45,9.74,3.993,1.731,0.40501,32.8,6.2752,492.75,8.2788,7.7552,8105,4.1241,43.025,4.75,38.115,24.67499,37.12999,0.3064,3.7506,3.673
28/05/1999,0.6539,1.4719,1.5235,7.1057,1.0457,1.6024,120.82,7.887,0.5362,8.5733,1.735,35.94899,238.925,1185.85,9.83,3.983,1.7247,0.4067,32.745,6.2375,493.55,8.2786,7.7545,8137.5,4.1155,42.92,4.22,38.05,24.73,37.14499,0.3063,3.7505,3.673
31/05/1999,0.6488,1.4767,1.5257,7.1115,1.0429,1.60325,121.795,7.9015,0.5343,8.612,1.722,36.04199,238.97,1186.35,9.695,3.968,1.726,0.40668,32.715,6.205,490.75,8.2784,7.755,8075,4.1077,42.85,4.22,37.975,24.71999,37.09499,0.3064,3.7505,3.673
01/06/1999,0.6437,1.4835,1.5218,7.1018,1.0465,1.6085,120.635,7.869,0.5286,8.581,1.736,35.86049,238.175,1187.2,9.81,3.9835,1.7225,0.4072,32.7385,6.205,493.05,8.2781,7.7556,8110,4.0909,42.97,4.22,37.95,24.64499,37.06999,0.3064,3.7506,3.673
02/06/1999,0.6445,1.4808,1.537,7.1728,1.0359,1.6095,120.835,7.9458,0.526,8.6385,1.7595,36.27499,239.865,1186.1,9.765,4.0015,1.7257,0.40925,32.7365,6.1975,494.65,8.2787,7.7556,8135,4.0876,42.93,4.22,38,24.52499,37.075,0.3063,3.7505,3.673
03/06/1999,0.6475,1.478,1.5372,7.1775,1.0353,1.6044,121.52,7.9578,0.5248,8.635,1.738,36.25249,240.07,1184.75,9.6465,3.9915,1.726,0.40991,32.75,6.1957,495.45,8.2784,7.7564,8185,4.099,42.935,4.22,38.075,24.5629,37.09499,0.3064,3.7506,3.673
04/06/1999,0.6545,1.4695,1.54,7.2115,1.0305,1.6063,121.81,7.9798,0.5335,8.654,1.73,36.362,240.915,1183.75,9.6275,4.0085,1.7265,0.41183,32.7385,6.16,494.85,8.2781,7.7563,8035,4.1006,42.9413,4.22,38.05,24.59,37.11499,0.3066,3.7506,3.673
07/06/1999,0.6585,1.4707,1.5415,7.2171,1.0297,1.60335,121.09,7.9553,0.5319,8.642,1.742,36.34949,241.21,1183.5,9.525,3.9975,1.7222,0.41255,32.625,6.085,494.45,8.2781,7.7567,7755,4.0914,42.98,4.22,37.975,24.58949,37.075,0.3066,3.7505,3.673
08/06/1999,0.6592,1.4708,1.5263,7.1253,1.0427,1.60365,120.07,7.865,0.5306,8.5445,1.7475,35.74649,239.04,1178,9.47,3.968,1.7117,0.41055,32.5775,6.0975,493.65,8.2779,7.757,7615,4.0888,43.035,4.22,37.8,24.45999,36.965,0.3065,3.7505,3.6729
09/06/1999,0.6605,1.473,1.5255,7.1233,1.0431,1.6002,118.98,7.8725,0.534,8.56,1.7485,35.80399,239.02,1166,9.58,3.9455,1.7123,0.41092,32.525,6.126,496.95,8.2778,7.7566,7755,4.0876,43.06,4.22,37.8,24.375,36.94499,0.306,3.7505,3.673
10/06/1999,0.663,1.461,1.5232,7.0837,1.049,1.60375,118.895,7.8185,0.535,8.4865,1.7555,35.55649,238.27,1167,9.586,3.923,1.7153,0.41025,32.5,6.135,498.35,8.2777,7.7565,7700,4.0855,43.01,4.22,37.825,24.38499,36.935,0.306,3.7506,3.673
11/06/1999,0.6654,1.4603,1.5218,7.0813,1.0493,1.60945,118.095,7.8135,0.5414,8.4634,1.771,35.41199,238.295,1167.4,9.533,3.9325,1.71,0.41153,32.45,6.085,498.75,8.2777,7.7571,7720,4.086,43.055,4.22,37.8725,24.435,36.91499,0.3058,3.7507,3.673
14/06/1999,0.6637,1.4591,1.5277,7.1215,1.0434,1.6096,120.4,7.8405,0.5398,8.487,1.7775,35.476,239.6,1170,9.5695,3.9425,1.7119,0.41304,32.425,6.0855,498.15,8.2776,7.757,7465,4.0891,43.145,4.22,37.85,24.435,36.995,0.306,3.7507,3.6729
15/06/1999,0.6579,1.4605,1.5311,7.1335,1.0416,1.5942,120.595,7.8595,0.5349,8.492,1.787,35.54649,239.89,1165.5,9.4935,3.9225,1.7095,0.41382,32.385,6.095,497.75,8.2781,7.7575,7260,4.0818,43.3,4.22,37.85,24.50499,36.95,0.3063,3.7506,3.6729
16/06/1999,0.6567,1.4593,1.5472,7.2037,1.0315,1.58965,120.265,7.912,0.5337,8.531,1.766,35.88499,241.27,1164.5,9.46,3.9335,1.7055,0.41606,32.37,6.0813,499.75,8.2776,7.758,7270,4.0782,43.1413,4.22,37.8,24.48499,36.91499,0.3064,3.7504,3.6729
17/06/1999,0.6575,1.4601,1.5469,7.2051,1.0317,1.5916,119.65,7.8987,0.5349,8.4953,1.7605,35.89499,241.39,1166.5,9.435,3.923,1.701,0.41656,32.35,6.0715,503.35,8.2775,7.7576,7275,4.08,43.1335,4.22,37.75,24.45499,36.855,0.3065,3.7505,3.6729
18/06/1999,0.6543,1.4648,1.5396,7.1565,1.0386,1.59285,120.725,7.8385,0.5318,8.4165,1.7515,35.52699,240.315,1163.5,9.36,3.9135,1.709,0.41653,32.345,5.9907,504.45,8.2774,7.7577,7275,4.071,43.145,4.22,37.75,24.355,36.92499,0.3063,3.7505,3.6729
21/06/1999,0.6518,1.4715,1.5468,7.2035,1.0318,1.5869,122.18,7.8472,0.5311,8.428,1.7635,35.7085,241.45,1165.5,9.377,3.9075,1.7085,0.41813,32.3505,6.0065,511.25,8.2778,7.7576,6970,4.0876,43.16,4.22,37.9,24.375,36.88499,0.3068,3.7507,3.6729
22/06/1999,0.6526,1.4695,1.5486,7.2101,1.0306,1.5881,121.825,7.8635,0.5292,8.4488,1.7675,35.69899,241.645,1159,9.385,3.9155,1.6985,0.41885,32.335,5.9815,510,8.2781,7.7576,6765,4.0997,43.2,4.22,37.725,24.44499,36.545,0.3067,3.7507,3.6729
23/06/1999,0.6561,1.4745,1.5481,7.2075,1.0311,1.5773,121.965,7.853,0.5327,8.432,1.784,35.87199,241.62,1162.5,9.405,3.9185,1.7028,0.4192,32.35,6.0217,508.45,8.2784,7.7578,6715,4.1164,43.26,4.22,37.805,24.355,36.7,0.3069,3.7506,3.6729
24/06/1999,0.6574,1.4725,1.5443,7.1862,1.0346,1.5812,122.245,7.85,0.5365,8.4539,1.805,35.70099,241.235,1157.5,9.45,3.9375,1.7018,0.4189,32.355,6.063,513.85,8.2779,7.7578,6755,4.1176,43.3275,4.22,37.855,24.34499,36.64999,0.3069,3.7506,3.673
25/06/1999,0.6625,1.4651,1.5272,7.1014,1.0466,1.5887,121.46,7.8015,0.5349,8.39,1.7955,35.284,239.53,1155,9.47,3.9108,1.702,0.41807,32.36,6.0515,517.85,8.2775,7.7576,6825,4.1092,43.325,4.22,37.85,24.38499,36.70999,0.3063,3.7507,3.673
28/06/1999,0.6579,1.4685,1.5417,7.1666,1.0373,1.5816,121.235,7.8455,0.5331,8.4445,1.786,35.34698,240.955,1156.5,9.474,3.925,1.7038,0.42003,32.35,6.0567,519.95,8.278,7.7576,6575,4.0934,43.345,4.22,37.95,24.41499,36.87,0.3065,3.7507,3.673
29/06/1999,0.6558,1.4762,1.5491,7.188,1.0338,1.5798,120.975,7.8475,0.5309,8.4605,1.764,35.366,241.515,1157.25,9.405,3.9315,1.7028,0.42127,32.295,6.0366,517.95,8.2786,7.7581,6680,4.0818,43.365,4.22,37.95,24.245,36.855,0.3067,3.7505,3.673
30/06/1999,0.6619,1.4801,1.5546,7.192,1.0313,1.57625,121.04,7.8725,0.5299,8.502,1.773,35.226,241.88,1157.5,9.448,3.9235,1.7025,0.42202,32.3,6.0345,517.65,8.2787,7.7589,6885,4.0851,43.3613,4.22,38.05,24.25499,36.875,0.3069,3.7506,3.6729
01/07/1999,0.6665,1.4691,1.567,7.2564,1.0247,1.5774,120.84,7.8975,0.5327,8.526,1.758,35.38899,243.18,1164.5,9.375,3.9175,1.6983,0.4236,32.31,6.0338,517.05,8.2786,7.7586,6850,4.0759,43.375,4.22,37.975,24.25,36.81,0.307,3.7506,3.6729
02/07/1999,0.6696,1.4659,1.5714,7.2764,1.022,1.5766,121.18,7.905,0.5331,8.5246,1.778,35.39999,243.605,1163.8,9.3665,3.9205,1.6975,0.42595,32.27,6.02,517.65,8.2785,7.7583,6815,4.0808,43.395,4.22,38.07,24.495,36.92499,0.3072,3.7506,3.673
05/07/1999,0.6664,1.4634,1.5689,7.2666,1.0231,1.57555,122.32,7.8885,0.5299,8.511,1.768,35.35599,243.45,1163.5,9.32,3.919,1.696,0.4254,32.3,6.0117,512.65,8.2787,7.7586,6700,4.104,43.245,4.22,38.15,24.45,36.89999,0.3073,3.7507,3.673
06/07/1999,0.666,1.4697,1.5641,7.2537,1.025,1.5682,122.07,7.867,0.5299,8.486,1.778,35.282,243.165,1167.5,9.325,3.9128,1.6965,0.42546,32.285,6.0507,511.75,8.2782,7.7588,6745,4.0846,43.265,4.22,38.1,24.50999,36.81,0.3074,3.7506,3.673
07/07/1999,0.663,1.4706,1.5683,7.2736,1.0224,1.5593,122.18,7.9205,0.5247,8.51,1.782,35.45549,243.675,1172,9.362,3.902,1.697,0.42647,32.285,6.053,515.05,8.2783,7.7584,6740,4.089,43.315,4.22,38.26,24.487,36.935,0.3074,3.7506,3.673
08/07/1999,0.6645,1.47,1.5767,7.3073,1.018,1.5577,122.745,7.9513,0.5239,8.564,1.79,35.57899,244.545,1180.5,9.323,3.91,1.698,0.42761,32.295,6.0715,518.55,8.2781,7.7593,6615,4.0943,43.405,4.22,38.5,24.495,37.02499,0.3076,3.7505,3.6729
09/07/1999,0.666,1.4723,1.5771,7.2992,1.019,1.5528,122.36,7.963,0.5271,8.559,1.807,35.6465,244.405,1185.5,9.343,3.9055,1.6991,0.42892,32.305,6.0935,517.75,8.2777,7.7598,6625,4.0955,43.315,4.22,38.47,24.42499,37.13499,0.3075,3.7505,3.673
12/07/1999,0.6624,1.4819,1.5842,7.3347,1.0139,1.556,122.265,8.0058,0.5253,8.604,1.8125,35.84499,245.3,1183,9.417,3.9175,1.6988,0.43053,32.255,6.132,519.45,8.2776,7.7602,6635,4.0976,43.2363,4.22,38.3,24.4325,37.155,0.3077,3.7506,3.673
13/07/1999,0.6592,1.4831,1.5761,7.306,1.018,1.55625,121.335,8.0025,0.5233,8.591,1.846,35.8445,244.69,1175.5,9.475,3.9305,1.6992,0.43016,32.285,6.173,520.15,8.2775,7.7598,6635,4.0976,43.2275,4.22,38.3,24.39,37.17499,0.3075,3.7505,3.673
14/07/1999,0.6605,1.4817,1.5731,7.2871,1.0207,1.56245,120.65,7.9775,0.5229,8.5923,1.81,35.99699,244.18,1183,9.347,3.9125,1.6985,0.43007,32.28,6.1467,517.45,8.2778,7.7596,6750,4.0863,43.24,4.22,38.32,24.355,37.125,0.3074,3.7507,3.6729
15/07/1999,0.6631,1.4809,1.5672,7.2582,1.0246,1.5689,120.39,7.937,0.5263,8.549,1.8265,35.86699,243.685,1183,9.345,3.89,1.698,0.42983,32.29,6.153,518.25,8.2775,7.76,6690,4.0793,43.245,4.22,38.15,24.34,37.125,0.3071,3.7506,3.6729
16/07/1999,0.6599,1.4827,1.5726,7.279,1.0218,1.5658,120.94,7.9585,0.5239,8.542,1.815,35.97549,244.17,1182,9.362,3.8958,1.7055,0.4319,32.385,6.1422,517.15,8.2773,7.7592,6715,4.0839,43.235,4.22,38.3,24.33499,37.155,0.3072,3.7507,3.6729
19/07/1999,0.6512,1.4926,1.5779,7.312,1.0174,1.56085,119.185,7.95,0.5202,8.54,1.793,35.995,244.96,1187.5,9.2945,3.8925,1.7032,0.43312,32.345,6.1567,515.85,8.2773,7.7585,6675,4.0754,43.21,4.22,38.3,24.31549,37.125,0.3073,3.7505,3.6729
20/07/1999,0.6497,1.491,1.5418,7.147,1.041,1.5715,119.33,7.8385,0.5225,8.3927,1.7925,35.10399,241.08,1192.5,9.28,3.84,1.7021,0.42906,32.255,6.1207,514.05,8.2777,7.7595,6690,4.0805,43.215,4.22,38.35,24.31,37.14499,0.3065,3.7504,3.673
21/07/1999,0.6465,1.5011,1.5292,7.0869,1.0501,1.5739,118.365,7.8715,0.5253,8.354,1.811,34.95999,239.66,1200.5,9.34,3.838,1.6962,0.428,32.285,6.108,516.65,8.2773,7.7606,6705,4.1005,43.225,4.22,38.4,24.27499,37.17,0.3061,3.7504,3.6729
22/07/1999,0.6475,1.5025,1.5318,7.0915,1.0492,1.5829,117.43,7.8775,0.5275,8.3729,1.821,34.931,239.925,1208,9.363,3.857,1.698,0.42847,32.2875,6.1037,518.25,8.2773,7.7611,6770,4.0952,43.2435,4.22,38.45,24.25999,37.39499,0.3061,3.7506,3.673
23/07/1999,0.6502,1.5057,1.5337,7.1109,1.0467,1.5763,116.385,7.8758,0.5317,8.383,1.814,34.94749,240.35,1208.4,9.387,3.838,1.6988,0.43012,32.274,6.1055,518.25,8.2772,7.7611,6940,4.1146,43.27,4.22,38.375,24.28499,37.375,0.3058,3.7506,3.6729
26/07/1999,0.6474,1.511,1.5054,6.9835,1.0657,1.5919,116.21,7.8125,0.5281,8.281,1.8185,34.4455,237.375,1208.5,9.425,3.8085,1.6833,0.42743,32.28,6.138,517.95,8.277,7.7615,7005,4.1081,43.27,4.22,38.4,24.25499,37.31499,0.3054,3.7505,3.6729
27/07/1999,0.6435,1.5137,1.5043,7.0049,1.0627,1.58815,116.415,7.8375,0.5235,8.283,1.816,34.54649,237.92,1203,9.372,3.819,1.687,0.42827,32.265,6.1262,514.85,8.277,7.7616,7000,4.1182,43.31,4.22,38.3,24.30499,37.27499,0.3054,3.7505,3.6726
28/07/1999,0.6445,1.5107,1.5076,7.018,1.0614,1.5884,116.2,7.8615,0.524,8.279,1.793,34.6185,238.16,1197.8,9.388,3.835,1.6785,0.42916,32.244,6.15,513.95,8.277,7.7617,6840,4.1235,43.315,4.22,38.3,24.24699,37.03499,0.3056,3.7505,3.673
29/07/1999,0.6484,1.5097,1.4901,6.9467,1.0715,1.6126,115.16,7.8078,0.5281,8.2032,1.7935,34.237,236.675,1204,9.433,3.8445,1.688,0.42781,32.21,6.166,516.25,8.2773,7.7618,6810,4.1551,43.2885,4.22,38.35,24.215,37.06499,0.3051,3.7506,3.6729
30/07/1999,0.653,1.5007,1.493,6.961,1.0703,1.61995,114.765,7.7875,0.5303,8.2,1.787,34.24199,237.01,1203.5,9.392,3.8555,1.6833,0.4295,32.195,6.1635,513.05,8.2774,7.7617,6837.5,4.1598,43.31,4.22,38.5,24.245,37.20499,0.3051,3.7504,3.6729
02/08/1999,0.6492,1.5083,1.4993,6.9812,1.0662,1.6139,114.605,7.7635,0.5272,8.209,1.808,34.3055,237.63,1200,9.385,3.91,1.6802,0.43062,32.1715,6.19,512.95,8.277,7.7622,6850,4.1639,43.3275,4.22,38.625,24.23999,37.27499,0.3047,3.7504,3.6729
03/08/1999,0.6541,1.4945,1.4992,6.9797,1.0664,1.6157,115.075,7.7523,0.5318,8.186,1.829,34.34349,237.62,1198,9.44,3.9425,1.6819,0.43097,32.175,6.199,513.6,8.2773,7.7622,6880,4.1484,43.365,4.22,38.65,24.29999,37.28499,0.3046,3.7505,3.6729
04/08/1999,0.6576,1.4909,1.4869,6.914,1.0763,1.62305,114.27,7.7198,0.5359,8.142,1.819,33.73099,236.105,1200.5,9.4325,3.9295,1.677,0.42952,32.095,6.1575,513.6,8.2774,7.7626,6915,4.1812,43.37,4.22,38.9,24.50999,37.34,0.3046,3.7507,3.673
05/08/1999,0.6551,1.4952,1.4803,6.8927,1.0801,1.6187,113.875,7.6993,0.5315,8.138,1.85,33.80049,235.65,1201,9.5165,3.9585,1.6733,0.4292,32.075,6.1685,512.95,8.2774,7.7625,7005,4.1751,43.405,4.22,38.8,24.45999,37.48,0.3044,3.7506,3.673
06/08/1999,0.6537,1.5011,1.4842,6.9022,1.0782,1.61675,114.505,7.709,0.5297,8.148,1.848,33.76949,235.985,1199.5,9.5035,3.9555,1.6669,0.43125,32.105,6.1793,512.15,8.2773,7.7629,7015,4.1681,43.465,4.22,39.045,24.825,37.685,0.3046,3.7505,3.6729
09/08/1999,0.6531,1.5025,1.4966,6.9549,1.07,1.6041,115.42,7.7415,0.5289,8.232,1.848,34.00999,237.31,1198.5,9.482,3.96,1.6677,0.43306,32.1155,6.17,511,8.2774,7.7629,7045,4.1733,43.395,4.22,39.17,25.12,37.86499,0.3048,3.7505,3.673
