,Action 1,Action 2,Action 3,Action 4,Action 5,Action 6,Action 7,Action 8,Action 9,Action 10,Action to Next Point
472,2,2,-2,-2,1,2,3,-1,1,-1,-1
473,-2,-2,-1,1,2,-1,-2,-1,-1,3,2
474,2,0,-2,-2,1,2,2,1,-1,-2,3
475,0,2,2,-1,-2,-2,-2,1,1,1,-1
476,-2,0,2,3,1,-3,-2,-2,2,2,2
477,1,0,-1,-1,1,2,3,-1,-2,-2,-2
478,-1,-2,-2,-3,-2,-2,2,-1,3,2,2
479,-1,2,-1,-1,2,2,2,2,-1,-2,-2
480,-2,-2,1,2,2,2,0,-1,-3,-2,0
481,2,3,2,2,-3,-3,-2,-1,1,2,1
482,2,2,2,1,-2,-1,1,2,2,-1,-1
483,2,2,0,-1,-1,1,1,3,1,0,-1
484,-3,-2,0,1,3,-1,-2,-2,-2,-2,-1
485,-1,3,3,2,2,-3,-2,-2,0,-1,-1
486,2,2,2,1,-2,-2,-2,2,2,0,1
487,0,3,3,-2,-3,-3,-3,-3,2,2,2
488,-2,-1,2,2,1,-2,-2,-2,-1,1,2
489,0,-1,-2,-1,0,1,1,1,-1,-1,-1
490,1,0,-1,-2,-1,2,2,2,2,-2,-2
491,-2,0,0,3,2,-2,-2,-1,0,1,1
492,2,2,1,-1,-2,-1,-1,2,2,1,0
493,1,-2,-3,-1,2,3,2,-2,0,1,2
494,0,-1,-1,1,2,3,-1,-2,-2,-2,2
495,3,3,-3,-3,-2,-2,-2,-2,-2,-2,-2
496,3,3,3,2,-3,0,2,-2,-3,-3,-3
497,-2,1,3,2,0,-2,-2,1,2,3,2
498,2,2,2,0,3,2,2,-2,-2,-2,0
499,1,1,-2,-1,2,2,1,-2,-1,-2,2
500,1,-2,-3,-2,-2,-1,-1,-1,1,-3,-2
501,-2,0,2,2,0,-1,-2,2,2,2,2
502,-2,-2,-3,-3,1,-2,0,-3,1,-1,1
503,-2,2,2,3,1,-2,-2,-1,2,3,2
504,2,-1,-1,-1,1,2,2,2,1,-2,-2
505,3,2,2,2,1,3,2,2,1,-3,-2
506,3,2,-2,-1,-1,3,3,3,2,-2,-3
507,0,0,0,-1,-1,1,0,2,1,2,2
508,-2,-2,2,1,1,0,-2,-2,0,2,2
509,-2,-2,-3,-2,-1,1,1,0,-1,-2,-2
510,2,1,-2,0,-3,-1,0,3,2,1,-2
511,1,-1,-1,-2,-1,1,1,2,2,2,0
512,2,2,2,1,-2,-2,-2,0,2,2,1
513,2,-2,-3,-2,-2,2,3,2,-2,-3,-3
514,2,-2,-3,-2,-1,0,2,1,1,-1,-1
515,0,3,1,0,-1,0,2,2,-2,-2,-3
516,2,2,1,-2,-2,-2,-2,0,2,2,0
517,2,2,-2,-1,1,2,2,2,-2,-2,0
518,2,-1,-1,-2,2,2,2,-1,-2,-3,-2
519,-2,-2,-1,0,1,1,1,0,-1,-2,-2
520,-3,-3,-3,-3,-3,1,2,0,0,1,2
521,3,2,-3,-3,-3,-3,-3,-3,-3,-3,-3
522,2,3,3,3,3,2,-3,-3,0,-1,-3
523,1,-2,-2,-1,1,2,0,-1,-3,-1,-1
524,-1,-1,2,2,0,-1,0,1,2,2,0
525,2,1,-3,-2,-1,0,3,2,-2,-2,-2
526,3,0,-2,-2,-2,1,1,2,1,-3,-3
527,-2,-1,2,2,2,0,-2,-2,-2,-1,0
528,-2,1,3,2,-1,-2,-2,-2,2,2,2
529,-2,-2,-2,2,2,2,1,0,-3,-2,-1
530,-1,-2,0,0,3,2,1,-2,-1,0,0
531,2,1,1,1,-1,3,2,-2,-2,-3,-3
532,2,2,2,0,2,3,3,3,-2,-2,-2
533,-1,-3,-3,-2,-2,-1,0,-1,-2,-3,-2
534,2,2,1,-3,-3,-2,2,3,2,2,0
535,-2,0,-3,-1,0,1,2,2,1,1,-2
536,-2,-2,-2,-2,-3,-3,-3,-3,1,2,-2
537,3,2,2,-2,-2,-2,2,3,2,-1,-2
538,-3,-3,-3,-3,-1,-3,-3,-3,-1,2,1
539,-2,-3,-2,-2,2,0,-1,-3,-2,-2,1
540,-2,-1,1,1,1,0,-2,-2,-1,1,2
541,-2,-2,0,1,2,-1,-2,-2,0,2,2
542,1,0,-3,-2,2,2,2,2,-2,-2,-2
543,-3,-3,2,2,-1,-2,-3,-2,-2,-1,0
544,-1,1,1,3,1,-2,-2,0,3,3,-2
545,3,2,-3,-3,-3,-1,-2,-3,0,-3,-2
546,-2,1,2,2,1,-3,-3,-1,3,3,3
547,-2,2,3,3,-1,0,0,0,1,1,1
548,-2,-2,-2,-1,2,1,-2,-2,-3,-2,-1
549,-2,-3,-3,2,2,2,-1,-3,-3,-2,-1
550,-2,0,2,1,1,0,-2,0,1,2,2
551,-3,-3,-2,-2,-2,-2,-2,-2,-2,-2,-2
552,-1,0,2,1,1,-1,-1,0,2,2,-1
553,1,1,-1,-2,-2,-1,2,2,2,2,-2
554,-1,-2,-1,1,2,1,-2,-3,-2,-2,1
555,-2,1,1,-2,-2,-3,-3,-2,3,2,2
556,1,1,0,0,-3,-2,-2,1,2,2,2
557,-1,0,-1,-2,-3,-2,-2,2,0,-1,-3
558,2,2,2,1,-2,-3,-2,3,3,3,3
559,-3,-3,-3,-3,-2,3,3,2,2,-3,-3
560,0,-1,-2,2,2,2,2,-2,-2,-2,2
561,3,2,2,-2,-3,1,2,2,2,0,-2
562,-2,-2,1,3,2,-2,-2,-2,0,2,2
563,1,2,2,2,1,0,0,0,1,2,2
564,-3,2,1,1,-1,-2,-2,-2,-2,1,2
565,2,2,-2,-2,-1,2,2,2,-1,-2,-3
566,-2,0,2,2,0,-2,-2,1,2,2,2
567,0,0,-3,-2,-2,0,1,1,0,-1,-2
568,2,2,-2,-2,-2,-1,-1,3,2,-1,-2
569,2,2,0,-1,-1,0,2,2,2,2,0
570,-3,-3,2,1,1,-1,-2,-2,-2,-2,1
571,3,3,3,3,-1,-1,-2,-1,-3,-2,-2
572,2,2,2,-2,-3,-2,3,3,3,3,-2
573,2,2,2,1,1,1,0,-2,-2,-1,-1
574,1,-2,-3,-1,2,2,0,-2,-3,-2,-1
575,-1,-2,-2,0,2,2,2,-2,-2,-2,0
576,-2,-2,1,0,3,1,0,-1,0,2,2
577,1,2,3,3,-2,0,0,-1,3,2,2
578,-2,-2,-2,1,2,2,2,-1,-1,0,1
579,2,2,2,-1,-2,-2,-2,0,3,2,0
580,1,-2,-2,-2,1,1,0,-1,0,-3,-1
581,-2,-2,-2,-2,0,2,2,1,0,-3,1
582,2,2,2,-1,-1,2,2,2,-1,-2,-2
583,-2,-2,-2,1,2,2,1,-2,-2,-1,1
584,-2,-1,2,3,3,-2,-2,-3,-2,-2,3
585,-2,-2,2,3,1,-3,-3,0,3,3,3
586,0,-1,-2,-2,-2,1,2,0,0,-2,-2
587,2,1,0,-2,-1,-1,1,1,1,1,-1
588,-3,-3,0,2,-2,-3,-3,-3,-3,0,-1
589,-3,-3,0,2,1,-2,-2,-3,-2,-1,1
590,1,1,1,0,0,2,2,2,2,3,-1
591,-3,-3,-3,2,-1,-3,-3,-3,-1,2,2
592,1,2,2,0,-1,-2,-2,1,2,1,1
593,-2,-1,2,2,2,2,-2,-2,-1,1,2
594,2,2,1,-2,-2,-2,2,2,0,1,-3
595,-2,-2,-2,2,2,-1,-2,-2,-2,1,3
596,-1,1,2,2,-2,0,-3,0,-1,1,1
597,-3,-2,-2,1,2,1,1,0,1,2,2
598,0,-1,-1,3,3,3,2,-2,-3,1,1
599,-3,-2,0,2,2,-1,-3,-3,-3,-3,-2
600,1,2,1,0,-2,-1,-1,1,1,1,1
601,-1,-1,-1,-1,3,3,3,3,-3,-3,-3
602,-1,0,0,0,-3,-2,-1,1,3,2,-2
603,0,0,3,1,-1,-1,-3,-2,2,2,2
604,2,2,2,1,-1,-2,-2,-1,2,2,2
605,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2
606,-2,-2,1,1,2,0,-1,0,2,2,2
607,-3,-3,-3,-3,-3,-3,-3,-3,2,2,1
608,2,2,2,3,2,-2,-2,-3,2,2,3
609,2,1,1,0,-2,0,1,2,2,1,-2
610,3,3,-1,-3,-2,-2,-2,-2,-3,-3,-3
611,-2,0,0,3,1,1,-2,-2,-2,2,1
612,-2,2,-3,-1,-2,1,1,2,-1,-2,-2
613,1,-3,-3,-2,2,3,2,2,0,-3,-3
614,2,0,-1,-1,2,2,2,-1,-2,-3,1
615,-3,-3,2,0,1,-3,-3,-3,0,0,-2
616,1,1,-2,-2,-2,-2,1,2,2,2,-1
617,0,1,0,-1,-2,-2,-2,-1,2,1,0
618,-1,0,2,2,2,2,-1,-1,0,0,3
619,2,-2,-3,-3,-3,-1,-1,-3,-3,-2,0
620,-2,0,1,1,1,0,0,-1,1,2,3
621,2,2,-1,0,1,2,2,2,2,1,-1
622,0,1,-1,-2,-1,-2,-3,-2,3,3,3
623,-2,-2,-2,1,2,2,0,-1,-2,0,0
624,-2,-2,-2,-2,-1,1,0,-2,-2,-2,-2
625,2,3,-1,-1,-1,-2,0,2,1,1,-2
626,-1,-1,2,2,2,0,-1,-1,1,1,3
627,-2,-2,2,3,2,2,0,-3,-2,2,2
628,2,-2,-2,-2,-2,2,2,1,-2,-3,-2
629,-3,-2,1,3,2,2,-2,-2,-1,2,2
630,-1,-2,-2,-2,2,2,2,1,0,-3,-2
631,0,-2,-2,-2,-1,2,2,2,2,1,-2
632,0,0,-1,-1,2,2,2,1,-1,2,2
633,-1,-1,-2,-3,-2,-2,-2,2,2,-1,-2
634,-3,-2,-1,0,2,2,0,-2,-2,0,2
635,-3,-2,-2,-1,3,2,2,0,-3,-2,-1
636,1,0,-3,1,2,3,2,2,-2,-2,-1
637,3,3,3,3,-2,-3,-3,2,2,2,-1
638,-1,-1,-1,2,2,2,-1,-2,-2,-2,-1
639,-2,-2,3,3,3,3,-2,-3,-3,-3,2
640,-2,-2,-2,-1,2,1,0,-1,-2,-1,1
641,1,-1,-3,-2,1,2,2,0,-1,-2,-2
642,-2,-2,-2,2,1,-2,0,-3,-1,1,1
643,-2,-2,-2,-1,2,2,2,1,1,1,0
644,-2,-1,-1,-1,1,-3,-2,0,1,2,1
645,2,3,-1,-2,-2,-2,2,3,2,0,-2
646,-2,-2,2,2,2,2,2,1,0,-1,2
647,2,2,3,3,-1,1,0,0,0,1,0
648,-3,-3,-3,-2,3,1,-2,-3,-1,2,3
649,1,1,1,-1,-1,0,1,2,1,-1,-2
650,-1,1,2,2,2,1,-2,-2,-2,2,1
651,-1,-1,1,1,3,2,1,-1,-1,1,2
652,2,1,-3,-3,-3,1,0,-1,-2,-2,-3
653,-2,-1,-2,-3,-2,3,3,3,-3,-3,-3
654,2,2,2,1,-2,-3,-2,-2,1,2,-1
655,3,-2,-2,-3,-3,-2,2,2,2,-1,-1
656,-2,-1,0,1,2,-2,-2,-1,2,2,2
657,3,3,3,-3,-3,-3,-3,-3,1,2,0
658,1,2,0,-1,0,2,2,2,2,2,2
659,-2,-2,1,2,0,0,-2,-2,-2,1,2
660,-1,-2,-3,1,-1,2,2,2,-2,-1,0
661,-2,-1,3,3,2,0,-2,-1,0,2,2
662,2,3,3,-1,1,0,0,0,1,0,-1
663,3,3,3,2,-3,-3,-3,-1,-2,-3,0
664,-3,-3,1,1,0,-3,-3,-2,0,2,2
665,1,-2,-2,-2,-2,0,1,2,1,-2,-1
666,-2,-2,2,1,1,-2,-2,-2,-1,0,2
667,-3,-2,2,3,2,2,0,-3,-3,2,2
668,0,-3,3,3,3,3,3,3,-3,-3,-3
669,-2,2,1,-1,-2,-2,-2,2,3,2,2
670,-1,0,2,2,2,2,1,-1,-1,0,2
671,2,2,2,2,-1,-2,-2,-2,-1,2,3
672,-1,-2,-1,-1,2,1,1,-1,-2,-1,0
673,-2,-2,-1,2,2,2,2,1,-2,-1,1
674,-2,-2,-1,1,2,2,-2,0,-3,0,-1
675,1,0,-2,-2,0,1,2,0,-1,-1,-1
676,1,3,2,0,-2,-2,1,2,3,2,2
677,3,2,2,-3,-2,-2,0,-1,-1,-2,-3
678,0,-2,-2,-2,-2,-1,1,2,0,-1,-2
679,-3,-2,-2,-2,-2,2,2,2,2,2,1
680,-1,-2,-2,-2,0,3,1,2,-2,-2,-1
681,1,-1,-2,-2,1,1,1,1,0,0,0
682,3,3,-2,-3,-3,-3,-3,2,2,2,1
683,-2,0,1,2,2,0,-1,-1,0,2,2
684,-1,-1,3,3,3,3,-3,-3,-3,-3,-2
685,1,2,1,-2,-2,-2,2,2,1,1,-2
686,2,3,2,-2,-3,-3,1,2,2,1,-2
687,2,2,2,1,-1,-2,-1,2,1,1,-1
688,-3,-3,-1,-1,-3,-3,-2,0,2,3,3
689,3,3,3,-2,-3,-3,2,2,2,-1,-3
690,-2,1,2,3,-1,1,-1,-1,0,2,2
691,-1,-1,-1,-2,-2,-2,-1,0,1,2,1
692,0,2,2,0,-2,-1,-1,2,2,3,2
693,-1,0,1,1,1,-1,-1,-1,0,1,2
694,-3,-2,-2,1,3,2,0,-2,-2,1,2
695,0,-2,2,2,2,1,-2,-2,1,2,2
696,-2,1,3,2,-2,-2,-2,0,2,2,0
697,0,0,-2,-1,-3,-3,-3,1,2,2,2
698,-2,-2,-1,0,-2,-1,-1,2,2,2,3
699,3,2,-2,-2,-2,0,2,2,0,-2,-2
700,-2,1,2,-1,-2,-2,0,2,2,1,-1
701,1,2,2,2,-1,-1,0,1,2,2,0
702,-3,-2,1,2,3,3,2,-2,-1,-1,3
703,-1,2,2,2,2,-2,-2,0,0,3,1
704,-1,3,2,2,-2,-2,-2,-1,1,2,-1
705,-3,-3,-2,2,2,-1,-2,-2,-2,0,0
706,-2,2,2,2,1,-2,-2,1,2,2,1
707,2,3,2,0,-2,-2,-2,-2,2,1,-2
708,3,2,-3,-3,2,2,0,-2,-3,-3,-3
709,-2,-2,-2,-2,-1,1,2,0,-1,-2,-1
710,-2,-2,-2,0,0,3,1,-1,-1,-3,-2
711,-1,-2,-2,-2,1,1,2,0,-1,0,2
712,-2,-2,-1,2,2,2,2,-2,-2,-1,1
713,2,2,0,-1,-1,0,0,0,-3,-2,-1
714,2,2,2,0,0,-2,-2,-2,-2,0,0
715,-2,0,1,2,-1,-2,-2,0,2,2,2
716,2,2,1,-1,-3,-2,1,2,2,0,-1
717,-3,-3,-3,-3,2,3,3,-2,-3,-2,1
718,-1,-2,-3,-2,3,3,3,-3,-3,-3,-3
719,-3,-2,0,2,2,0,-2,-2,1,2,2
720,-3,-2,3,3,2,2,-3,-3,-3,-3,-2
721,2,0,-2,-2,-2,-1,2,1,-2,-2,-3
722,1,-2,-3,-1,2,2,2,-2,-1,1,2
723,2,2,2,2,0,-2,-2,2,-1,3,-1
724,1,2,2,2,1,-2,-2,-2,2,1,1
725,2,1,0,2,2,2,2,-2,-2,-2,-1
726,2,2,2,0,-2,-2,2,2,2,0,-1
727,-1,-1,1,3,2,2,0,-3,-3,-2,0
728,-2,1,2,2,2,-1,-1,2,2,2,-1
729,1,2,2,1,-2,-2,-2,-2,0,2,2
730,-1,1,2,2,2,1,0,-3,-2,-1,2
731,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
732,0,1,-2,-2,-2,-2,-1,2,3,0,3
733,0,-3,-1,0,1,2,2,1,1,-2,-1
734,-1,-2,0,2,2,2,2,0,-1,-1,0
735,2,-2,-2,-1,2,2,2,-1,-2,-3,-3
736,-2,-2,-2,-2,0,2,2,0,-2,-2,0
737,-3,-3,-3,-3,2,-1,3,3,3,3,3
738,-3,-3,-2,1,3,2,2,-2,-2,-1,2
739,-3,-1,2,2,0,-2,-3,-2,-1,3,3
740,-3,0,2,3,2,1,0,-2,-2,-2,2
741,0,-1,-3,-2,-2,1,2,2,2,-1,-2
742,2,1,1,0,-2,-2,0,2,2,1,-2
743,-3,0,3,3,2,-3,-3,-3,-3,-3,-3
744,-1,2,3,0,3,-2,-3,0,-1,2,1
745,-2,-2,-1,1,1,1,-1,-2,-2,-2,-1
746,-2,2,2,2,0,-2,-2,-2,-2,-1,1
747,2,2,2,-2,-2,-1,1,1,1,-1,-2
748,1,2,0,-1,-3,-1,-1,1,1,1,-2
749,2,1,0,-3,-2,-1,2,2,0,-1,-3
750,2,2,1,-2,-2,-1,1,2,0,-1,-3
751,2,-2,-2,-2,3,3,3,3,2,-3,-3
752,2,-2,-2,-2,2,2,2,2,1,-2,-2
753,2,0,-2,-3,-2,-1,1,2,2,0,-1
754,-2,-3,-2,-3,-3,0,0,1,0,-2,-2
755,0,2,3,2,1,-2,-3,-2,0,1,-2
756,2,2,0,-2,-3,1,2,3,3,-2,-1
757,1,1,-2,-2,-3,-3,3,3,3,3,1
758,-1,-2,-2,-2,1,3,2,0,-2,-3,0
759,2,-2,-1,1,2,2,2,1,0,-3,-2
760,0,2,2,2,1,-2,-2,1,1,2,0
761,1,1,0,1,2,2,2,-2,-2,-2,-2
762,2,2,2,2,-2,-2,0,1,2,2,-2
763,1,1,0,1,1,1,0,0,2,2,2
764,1,-3,-3,-2,-2,0,1,-1,-1,-2,2
765,1,2,2,0,-2,-2,-2,-2,1,2,2
766,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
767,-2,-2,1,2,2,1,-2,-3,0,2,3
768,-2,-1,-3,-2,-2,0,0,2,1,0,-1
769,0,-2,-2,-2,1,3,2,-1,-2,-2,-2
770,2,-1,-2,-3,0,-2,0,1,1,1,-1
771,-2,-3,-3,1,-2,0,-3,1,-1,1,2
772,-2,-2,-2,-3,-2,-3,-3,0,0,1,0
773,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-2
774,1,2,1,-2,-2,-2,-2,1,2,0,-1
775,2,2,-2,-2,-2,0,3,2,-2,-2,-3
776,0,-2,1,3,3,3,2,-3,-3,-3,-2
777,2,3,-1,-2,-1,2,2,2,-2,-2,-2
778,-2,-2,-2,0,0,3,2,-2,-2,-1,0
779,-2,-2,1,2,2,1,-2,-2,-2,1,0
780,1,2,3,2,2,-3,-3,-2,1,3,2
781,2,2,1,-2,-2,1,1,-2,-2,-3,-3
782,-2,-1,1,2,0,-1,-3,-1,-1,1,1
783,-3,-3,-3,2,2,1,-1,-3,-3,-2,-2
784,-1,-1,-2,2,2,2,-1,-2,-3,-2,0
785,-2,-2,-2,-1,-1,3,2,-1,-2,-2,-2
786,0,2,3,2,0,-2,-2,-2,-2,2,1
787,3,1,1,-2,-3,-1,2,2,2,-2,-1
788,3,3,3,-3,-3,-3,1,2,2,-2,-2
789,0,-1,0,2,2,-2,-2,-3,-2,-2,-1
790,-1,1,2,-1,-2,-1,-1,3,2,2,-2
791,-3,-3,-3,-3,-3,-3,-3,-3,-3,-2,3
792,1,-1,-2,-2,-1,1,2,-1,-2,-2,-2
793,-1,-1,-1,0,0,0,-1,-1,1,0,2
794,3,3,-2,-3,-3,-3,2,2,-1,-2,-3
795,0,1,2,2,0,-2,0,-3,-1,0,1
796,-1,-1,-2,-3,-2,-2,1,-1,3,2,2
797,-2,2,2,2,2,-2,-2,0,1,2,2
798,0,1,2,1,-2,-2,-2,2,2,1,1
799,0,-1,-3,-2,0,2,2,-1,-2,-2,-1
800,-2,0,2,1,-2,0,-3,-1,0,3,2
801,-3,-1,2,3,3,3,-2,-2,-3,-3,1
802,-1,-1,-1,2,2,2,2,0,-1,0,2
803,-1,-1,0,2,1,2,0,1,1,1,1
804,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
805,-3,-3,-3,-3,-3,1,2,0,-2,-3,1
806,-2,-2,1,2,2,-1,-2,-3,-2,-2,2
807,-2,-1,2,1,0,-1,-2,-1,1,2,2
808,-1,2,2,1,-1,-2,-1,-1,2,2,1
809,2,-2,-2,-1,2,3,3,-2,-2,-3,-2
810,2,2,-2,-2,0,1,3,2,1,-3,-3
811,2,0,-2,-2,2,-1,3,-1,-2,-2,-2
812,-3,-3,-3,-3,-3,-3,2,-1,-3,-3,-3
813,-2,2,1,3,1,0,-2,-2,0,1,2
814,-3,-1,-2,-3,0,-3,-2,-2,1,1,1
815,-1,-2,-3,-2,-1,2,2,1,-2,-1,-1
816,-1,-2,-2,-1,2,1,0,-1,-2,-2,-1
817,1,1,0,0,2,2,2,2,-1,-2,-2
818,2,2,1,0,-3,-2,2,2,2,2,-2
819,1,2,2,-1,-2,-1,-1,2,2,0,-1
820,-3,-2,-2,3,3,1,-2,0,-3,-1,2
821,3,-1,0,-1,-1,3,3,3,2,-2,-3
822,-3,-2,-2,0,1,0,-2,-2,-2,-2,1
823,0,-3,-1,2,3,3,3,-2,-2,-3,-3
824,-3,-3,-2,-2,0,1,-1,-1,-2,2,2
825,-1,2,2,2,-2,-1,1,2,2,2,1
826,0,1,-3,-2,0,2,3,2,2,-1,1
827,2,0,-3,-2,-1,2,1,1,-1,-2,-2
828,-2,2,2,2,1,-2,-3,-2,3,3,3
829,-2,2,3,2,2,-2,-3,-2,0,2,2
830,-3,-2,3,3,3,3,-2,-3,-3,2,2
831,2,-2,-2,-2,-1,0,1,-1,-2,-2,-2
832,-3,0,-1,2,1,1,-2,-2,1,2,2
833,2,2,-2,-2,-1,1,1,1,-1,-2,-2
834,2,1,1,-2,-1,2,2,1,-2,-1,-2
835,-2,-1,2,2,2,1,-2,-3,-2,-1,2
836,0,-1,-1,0,0,0,-3,-2,-1,1,3
837,-3,1,2,2,1,-1,-2,-1,1,2,2
838,-1,2,2,2,-2,-1,0,1,2,2,-1
839,-3,0,3,3,3,3,-3,-3,-3,1,2
840,-3,-3,-3,-3,0,-1,-3,-3,-3,-1,-2
841,-2,2,2,0,1,-3,-2,0,2,3,2
842,-1,-2,2,3,3,3,0,-3,-3,-2,3
843,2,3,2,3,-1,-2,-1,2,2,2,-2
844,3,2,2,-2,-3,-2,-2,2,3,2,-2
845,2,3,1,-3,-2,-2,2,2,2,0,-2
846,-2,-2,0,1,2,0,-1,-1,-1,1,1
847,2,2,1,-1,-2,3,3,3,-2,-2,-3
848,2,1,-1,-3,-3,-1,-2,1,2,1,1
849,-3,-2,-1,2,1,-1,-2,-3,-2,0,2
850,1,-3,-2,0,1,2,1,0,-2,-1,-1
851,2,3,3,3,3,-1,-1,-2,-1,-3,-2
852,-1,1,2,3,2,2,-3,-3,-2,1,3
853,1,2,2,2,-1,-1,-3,-2,-2,1,0
854,-3,-3,-3,-3,-3,-3,-3,-3,2,2,0
855,-3,3,3,3,3,-3,-3,-3,-3,3,1
856,-3,-3,-1,0,1,2,2,0,-2,-2,1
857,-1,-1,2,3,3,0,-2,-2,-2,1,1
858,-2,-2,-3,-1,-2,2,0,1,-1,-1,-2
859,0,1,3,2,2,-2,-1,1,2,2,2
860,2,2,-1,-1,0,0,3,2,2,-1,0
861,2,2,2,2,1,-1,-2,-1,2,1,1
862,1,-3,-3,0,3,3,3,3,-3,-3,-3
863,-3,1,2,2,-2,-2,-3,-1,-2,2,0
864,3,3,3,-3,-3,-3,0,2,1,-2,-2
865,-2,-2,-3,-2,-1,1,1,2,-1,-1,-2
866,-2,-2,0,2,2,2,-2,-2,-2,0,0
867,-2,-1,0,2,2,1,-2,-1,0,2,2
868,-2,-2,0,2,2,-1,-2,-2,-2,1,1
869,-3,2,2,-1,-2,-3,-2,-2,-1,0,1
870,2,0,-2,-2,-1,2,2,1,-1,-2,-1
871,1,0,-1,2,2,2,2,0,-1,2,3
872,0,-3,-1,1,1,3,1,-2,-2,0,3
873,1,-2,-2,-3,-2,-1,1,1,2,-1,-1
874,2,2,0,-1,-1,2,2,2,-1,-2,-3
875,2,2,-1,1,2,2,2,-1,-2,-3,-2
876,-1,1,2,1,0,-2,1,3,3,3,2
877,-2,-3,-3,3,3,3,3,1,-2,2,3
878,0,-2,-2,-2,-2,2,1,-2,0,-3,-1
879,-2,-2,0,1,2,2,-1,-2,-1,-1,2
880,1,-1,2,2,1,0,-1,-2,0,1,2
881,0,3,2,2,-2,-3,-2,0,2,3,1
882,-2,1,2,2,1,-2,-3,0,2,3,3
883,2,-1,3,-1,-2,-2,-2,0,3,1,2
884,-1,-2,-1,-1,2,2,0,-1,-2,-1,0
885,0,-1,-1,2,2,2,-1,-2,-3,1,-1
886,-2,0,0,3,1,-1,-1,-3,-2,2,2
887,2,-3,-3,-3,-1,-1,1,2,2,2,2
888,-2,-1,1,1,1,1,0,0,2,2,2
889,1,0,1,2,1,0,-1,-1,1,2,3
890,1,2,2,-2,0,-3,0,-1,1,1,-2
891,2,1,-3,-3,-2,3,3,3,3,-2,-3
892,2,-2,-2,-3,-2,2,2,2,1,-2,-2
893,1,0,-2,-2,-2,-2,1,1,2,-1,-1
894,2,2,2,1,0,-3,-2,-1,2,2,0
895,-1,1,2,2,-1,-1,-1,2,2,2,1
896,1,-1,-1,-1,1,2,3,3,-1,0,-1
897,0,-2,-2,0,1,2,2,-1,-2,-1,-1
898,0,3,2,2,-2,-2,-2,0,2,3,2
899,3,2,1,0,-2,-2,-2,2,2,2,0
900,-2,-2,1,0,2,1,1,-1,-2,-2,0
901,-3,-3,3,3,3,3,-3,-3,-3,-3,3
902,0,3,2,-2,-2,-3,-2,2,2,2,1
903,-2,2,2,0,-3,-3,0,2,3,3,3
904,2,2,1,-2,-3,-2,-2,1,2,-1,-2
905,1,2,-1,-2,-2,-1,2,2,1,-1,-1
906,-3,-3,-3,3,3,3,3,-3,-3,-3,-3
907,-2,-2,-2,-2,1,2,2,0,-1,-2,-1
908,-1,-2,-1,1,2,1,1,0,-2,-1,0
909,0,-3,-3,-2,0,2,2,0,-1,-2,2
910,-2,-3,-2,0,2,2,2,1,-2,-2,-2
911,2,2,1,3,2,2,1,-3,-2,-1,0
912,-1,2,1,-2,-2,-3,-2,-1,2,2,1
913,0,2,1,0,-1,-2,-2,-1,-1,-1,-2
914,0,-1,-2,-2,1,2,3,2,3,-1,-2
915,2,2,1,1,1,0,-2,-2,-1,-1,-1
916,-2,-1,2,2,1,-1,-1,-1,1,2,3
917,3,3,2,0,-2,-1,0,2,2,2,-3
918,0,-2,-2,2,2,2,0,-1,-2,-1,1
919,3,-2,-3,-3,-3,2,3,3,3,-3,-3
920,3,2,-2,-2,-1,0,1,1,1,0,-1
921,2,1,-2,-2,-2,2,1,1,-2,-2,-2
922,1,2,2,1,-1,-1,1,1,3,2,1
923,-2,-2,-2,-2,1,1,2,-1,-1,-1,1
924,3,2,-3,0,2,-2,-3,-3,-3,-3,-2
925,-2,-2,-1,2,2,2,2,-2,-2,0,0
926,-2,-2,0,1,2,2,0,-1,-1,0,2
927,1,0,2,1,2,2,1,-2,-2,-1,0
928,-2,2,1,2,0,-2,-1,1,2,2,2
929,1,3,1,-2,-2,0,3,3,-2,-3,-3
930,2,1,0,0,0,1,2,2,-1,-3,-2
931,3,3,-2,-2,-3,-2,0,1,-1,-2,-3
932,-2,0,2,2,2,-2,-2,-2,-1,-1,3
933,-2,-2,1,2,1,1,0,1,2,2,2
934,2,1,-2,-3,-3,2,2,3,3,-1,1
935,2,1,-1,-2,-2,-2,0,1,2,-1,-2
936,-3,-3,0,3,3,2,-3,-3,-3,-3,-3
937,-2,-2,0,2,2,1,0,-3,1,2,3
938,-1,-3,-2,2,2,3,1,-2,-2,-1,2
939,3,2,2,2,0,2,3,3,3,-2,-2
940,-2,-3,-3,2,2,3,3,-1,1,0,0
941,-2,-3,-2,-1,2,2,1,-1,-1,-1,1
942,2,1,-2,-2,-2,0,2,2,2,-1,-2
943,1,1,-2,-2,-2,-2,1,2,2,0,-1
944,0,-1,-1,2,2,2,1,-2,-2,1,2
945,1,-1,-2,-1,-2,-3,-2,3,3,3,-3
946,-3,1,-2,0,-3,1,-1,1,2,2,2
947,2,1,-1,-2,-1,1,2,2,-1,-1,-1
948,2,2,2,-1,0,1,2,2,2,2,1
949,-2,-2,2,2,2,2,-2,-3,-2,3,3
