,Action 1,Action 2,Action 3,Action 4,Action 5,Action 6,Action 7,Action 8,Action 9,Action 10,Action to Next Point
2339,-1,1,2,1,-2,-3,-2,-2,1,3,2
2340,0,0,3,3,3,1,-1,-3,-3,-3,1
2341,1,1,-1,-2,-2,-1,1,2,-1,-2,-2
2342,2,1,-1,-3,-3,-2,-2,-1,0,-1,-2
2343,1,0,-2,-2,-1,3,3,2,2,-3,-2
2344,2,2,2,2,-2,-2,-2,1,2,3,3
2345,-1,0,1,-1,-2,-2,-2,1,2,2,1
2346,3,1,-3,-2,-2,2,2,2,0,-2,-2
2347,1,0,-3,-2,-1,2,2,1,0,-2,-2
2348,-2,-2,1,2,3,2,3,-1,-2,-1,2
2349,3,3,3,-2,-2,-2,-2,-1,-2,-2,-3
2350,3,3,3,2,-2,0,2,3,3,-2,-3
2351,-1,-1,1,1,-2,-2,-3,-3,3,3,3
2352,0,0,1,0,1,1,0,2,3,3,3
2353,2,3,3,3,0,-3,-3,-3,-1,2,2
2354,-1,2,1,0,-1,-2,-1,1,2,2,1
2355,1,2,2,0,-1,-1,0,2,2,2,2
2356,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
2357,-1,-1,2,2,2,1,-1,2,2,2,-2
2358,-1,1,2,2,2,-2,-2,2,2,2,0
2359,2,-1,-3,-2,-2,2,2,2,0,0,-3
2360,-2,-2,-2,-1,0,-2,0,-3,-1,-2,0
2361,2,-1,-2,-2,-2,-1,1,1,2,-1,-2
2362,2,-2,-2,-2,0,2,3,2,2,-2,-3
2363,2,3,2,2,-2,-3,-2,-2,2,3,2
2364,-2,1,2,2,1,-1,-1,1,1,3,2
2365,1,1,0,-2,-2,-1,-1,-1,-1,2,2
2366,2,2,2,2,2,0,0,0,1,2,2
2367,2,-1,-1,2,2,2,2,-1,-2,-2,-2
2368,-1,-3,-3,-2,-1,1,1,-1,-2,-2,-1
2369,-2,-2,1,3,2,0,-2,-3,0,1,2
2370,2,-3,-3,0,-1,-3,-3,-1,-3,-1,0
2371,0,3,2,1,-2,-1,0,0,3,2,1
2372,2,2,-2,-2,-2,2,2,2,2,1,-2
2373,3,3,-1,0,0,0,1,1,1,0,0
2374,-2,-1,1,2,2,2,-2,-2,2,2,2
2375,3,2,-2,-2,-3,-2,2,2,2,1,-2
2376,-2,-2,2,3,2,-2,-3,-3,1,2,2
2377,-1,2,1,-1,-2,-3,-2,0,2,2,0
2378,0,1,2,1,0,-1,-1,1,2,3,-1
2379,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
2380,-2,-2,-2,1,2,2,0,-2,-2,-2,0
2381,-3,-3,-3,-3,-3,-1,-3,-3,-3,-1,2
2382,2,-1,-1,-1,-1,-1,3,3,3,3,-3
2383,-3,-2,-2,-2,2,2,-2,-2,-2,2,2
2384,-2,0,2,-2,-3,-3,-2,2,3,3,3
2385,0,-3,-2,-1,1,3,2,-2,-2,-3,-2
2386,-2,-1,-1,2,1,1,-1,-2,-1,0,1
2387,3,3,2,-2,0,2,3,3,-2,-3,-3
2388,2,2,2,2,-2,-2,2,2,2,1,-2
2389,-2,0,2,2,-1,-3,-3,-3,-3,-2,1
2390,-1,1,1,2,2,1,0,2,2,2,2
2391,-1,1,1,2,0,-1,-1,-1,1,2,1
2392,-2,0,2,3,3,3,3,-1,-1,-2,-1
2393,1,0,-1,-2,-2,-1,-1,-1,-2,-3,-2
2394,1,2,3,2,-2,-3,-2,-2,1,3,2
2395,0,-2,-2,-2,0,2,2,2,-2,-2,-1
2396,-3,-2,2,3,3,-3,-3,-3,-3,-3,-3
2397,2,-2,-1,0,1,2,2,-1,-1,-1,0
2398,3,3,-3,-3,-3,-3,-3,0,2,-2,-3
2399,-2,2,2,2,1,0,-3,-2,-1,2,2
2400,0,-1,-2,-2,2,1,1,0,-2,-2,0
2401,1,-2,-1,0,0,3,2,1,-2,0,-2
2402,2,2,2,0,-3,-2,-2,2,2,0,-3
2403,-2,-1,-1,3,2,-1,-2,-2,-2,3,3
2404,1,-1,-2,-2,-2,0,1,2,-1,-2,-2
2405,1,2,2,2,-2,-2,-2,3,3,3,3
2406,3,-2,-3,-3,-2,3,3,-1,-3,-3,-2
2407,-2,2,3,3,3,0,-3,-3,-2,3,2
2408,2,2,2,1,-2,-2,-1,2,2,2,2
2409,2,-3,-3,-3,-1,-2,-3,0,-3,-2,-2
2410,-1,2,2,2,1,-2,-3,-2,-2,1,2
2411,1,2,0,-2,-3,1,2,3,3,3,0
2412,0,2,2,-1,-1,-1,-1,1,1,1,0
2413,0,0,3,2,1,-2,-1,0,0,3,2
2414,-1,-2,2,3,2,2,-2,-3,-2,-2,2
2415,2,0,-2,-2,0,2,2,1,0,-2,-1
2416,2,-1,-2,1,-1,3,2,2,-2,-2,-2
2417,3,-1,-2,-1,2,2,2,-2,-2,-2,0
2418,-2,-1,-3,-1,-1,1,0,0,-1,1,2
2419,2,3,2,1,1,1,-1,3,2,-2,-2
2420,-3,-2,-1,2,2,1,-2,-1,-1,2,3
2421,-2,-2,3,3,1,-2,0,-3,-1,2,3
2422,2,-1,-1,-2,-1,0,2,1,-1,-1,-2
2423,-1,-1,1,2,2,2,2,-1,-3,-2,0
2424,-2,1,2,0,0,-2,-2,-2,1,2,2
2425,-3,-2,0,2,1,-2,0,-3,-1,0,3
2426,-1,-2,-2,-1,1,2,-1,-2,-2,-2,0
2427,-1,1,2,-2,0,-3,1,-1,2,2,1
2428,-2,-2,0,3,2,2,-2,-3,-2,0,2
2429,-1,-2,-1,-3,-2,-2,0,0,2,1,0
2430,-2,-2,-3,-3,2,2,1,-3,-3,-2,2
2431,-2,-2,0,1,3,2,2,-2,-1,1,2
2432,-1,-2,-1,1,2,2,-1,-1,-1,2,2
2433,-3,-3,-3,-3,-3,2,2,0,1,1,2
2434,-3,-3,-3,-2,-2,-3,-3,1,-2,-2,-2
2435,-2,-2,2,2,2,1,-2,-3,-2,1,2
2436,0,2,2,2,-2,-2,-2,0,0,3,1
2437,-3,-3,-3,-3,3,3,3,3,-3,-3,-3
2438,-1,2,2,1,-2,-3,-2,-2,-1,-1,-1
2439,2,3,2,-2,-3,-2,-2,1,3,2,0
2440,3,3,-1,-3,-3,-2,0,3,3,3,2
2441,-3,-3,-3,-3,-3,2,2,1,-1,-3,-3
2442,-1,2,2,2,2,0,-1,2,3,3,3
2443,-3,-2,-2,-1,-2,-2,-3,-2,-2,2,-1
2444,-3,0,-3,-2,-2,1,1,1,0,-2,-1
2445,-3,-2,2,2,3,2,0,0,0,1,0
2446,1,-2,-2,-2,2,2,0,1,-3,-2,0
2447,-1,2,3,3,1,-2,-3,-2,-2,-1,-2
2448,-2,-2,-2,2,2,2,1,-2,-3,-2,1
2449,2,2,-2,-1,0,1,2,2,-1,-1,-1
2450,-2,-2,-2,2,2,2,2,-2,-3,-2,3
2451,-2,-2,-2,-1,1,1,-1,-2,-2,-1,0
2452,1,2,3,2,2,-2,-2,-1,2,3,3
2453,-2,-2,-1,1,2,-1,-2,-2,-2,0,2
2454,-1,0,0,0,1,1,1,0,0,0,3
2455,-2,0,2,2,2,-1,-2,-2,-2,1,2
2456,3,-3,-2,2,3,3,-3,-3,-3,-3,-3
2457,3,2,2,-2,-1,1,2,2,2,-2,-2
2458,2,0,-2,-2,-1,1,2,2,0,-2,-3
2459,2,1,-1,-1,1,-1,3,2,1,0,-1
2460,3,3,2,-2,-1,-1,3,3,3,2,-2
2461,1,1,-2,-2,-2,1,1,0,-1,0,-3
2462,2,2,2,-2,-3,-2,-1,0,2,1,1
2463,3,3,2,-3,-3,0,-1,-3,-3,-1,-3
2464,3,3,3,3,-3,-3,-3,-3,-3,1,2
2465,-1,-3,-2,-2,1,0,-2,-2,-2,0,1
2466,-1,-2,1,2,1,1,-2,-2,-2,1,1
2467,-2,0,1,1,-2,-2,-2,-2,1,2,2
2468,0,1,1,1,-2,-2,-1,-3,-1,-1,1
2469,-2,3,3,3,-2,-3,-2,-1,3,3,2
2470,-3,-2,-2,-1,0,-2,-1,-1,2,2,2
2471,-3,-3,0,0,-2,-1,-3,-3,-3,1,2
2472,3,2,-2,0,2,3,3,-2,-3,-3,-3
2473,2,2,2,-1,-1,-1,2,2,2,2,0
2474,2,0,-1,0,2,2,3,2,1,1,1
2475,2,2,-2,-2,-2,-1,-2,-2,-1,1,1
2476,-1,2,2,2,-1,-2,-2,-2,-2,0,2
2477,2,3,3,0,-2,-2,-2,1,1,2,1
2478,-2,-2,-3,-2,-2,3,3,1,-2,0,-3
2479,0,3,1,2,-2,-2,-1,2,2,2,0
2480,-1,-2,-2,-2,1,2,2,2,-1,-1,0
2481,-3,-2,3,3,3,-3,-3,-3,-3,-3,0
2482,2,-1,-3,-2,0,1,1,-2,-2,-2,-2
2483,2,2,2,1,-1,-2,3,3,3,3,3
2484,-1,-2,1,1,2,-1,-2,-2,-2,1,1
2485,2,2,2,-3,-3,-3,-2,2,1,-1,-2
2486,-1,1,1,-2,-2,-2,-2,1,2,2,0
2487,-2,-2,-2,1,1,2,-1,-1,-1,1,2
2488,1,-2,-3,-3,1,2,3,2,-2,-3,-2
2489,0,-1,-1,-1,2,2,2,2,-1,-2,1
2490,2,1,-2,-2,-3,-2,-1,1,1,2,-1
2491,1,2,-1,-2,-2,-2,0,2,2,-1,-2
2492,1,-2,-2,1,2,2,-1,1,-3,-2,0
2493,-3,-3,-2,3,1,-2,-3,-1,2,3,2
2494,3,3,-1,-3,-3,0,2,2,-2,-3,-3
2495,0,2,2,2,2,-2,-2,2,2,2,1
2496,2,2,0,-2,-2,-1,2,2,1,-1,-2
2497,-1,0,2,2,-2,-2,-3,-2,-2,-1,3
2498,3,3,3,-3,-3,-3,-3,3,1,-2,-3
2499,-1,-3,-3,-2,0,2,3,3,3,3,-1
2500,-1,-2,-3,-2,0,2,1,1,0,-2,0
2501,-2,3,3,3,-2,-2,-3,-3,-2,2,2
2502,-1,1,2,3,-1,-2,-2,-2,2,3,2
2503,1,2,2,0,-2,-2,-2,0,2,3,2
2504,1,2,2,0,-2,-2,1,2,2,1,-1
2505,3,3,3,-3,-3,-3,2,3,-3,-2,2
2506,3,3,3,3,3,3,-3,-3,-3,2,3
2507,2,2,1,-2,-2,-1,0,2,2,1,0
2508,-3,-3,-3,-3,2,2,1,-1,-3,-3,-2
2509,-1,-3,-3,-3,-3,-2,1,-1,-1,-2,-1
2510,2,3,2,2,1,-2,-2,1,1,-2,-2
2511,-2,-2,1,0,3,2,-1,-1,-1,2,2
2512,-2,-2,-2,2,2,2,1,-1,-3,-2,1
2513,1,2,2,1,-2,-3,0,2,3,3,3
2514,-2,-3,-2,0,1,1,-2,-2,-2,-2,0
2515,3,3,-2,-3,-3,-2,3,3,-1,-3,-3
2516,-2,-1,1,2,2,-2,0,-3,0,-1,1
2517,-1,-2,-1,-3,-1,1,0,3,2,-1,-2
2518,-1,3,3,3,2,-2,-3,-3,-3,-1,-1
2519,-3,-2,0,1,1,-2,-2,-2,-2,1,2
2520,1,-1,-2,-2,-2,-1,-1,-1,-2,-2,-2
2521,0,-2,-2,1,2,2,1,-1,-2,3,3
2522,2,2,2,0,0,-3,-1,0,2,1,-1
2523,-2,2,2,2,2,-2,-3,-2,3,3,3
2524,-3,-3,2,3,2,2,1,-2,-3,-1,2
2525,-1,-1,-1,0,2,1,2,0,1,1,1
2526,3,3,-3,-3,-3,-3,-3,-3,-3,-3,-3
2527,-2,-2,1,1,-2,-2,-3,-3,-2,3,2
2528,-1,-1,0,2,2,2,2,0,-2,-2,2
2529,-3,-3,2,3,3,3,-3,-3,-3,-3,2
2530,-1,-1,-1,2,2,2,1,-1,-3,-2,-2
2531,3,3,-2,-2,-3,-3,-2,2,2,2,-1
2532,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2
2533,2,1,-2,-2,-2,1,0,2,1,1,-1
2534,2,1,1,-2,-2,1,2,2,-1,1,-3
2535,-2,1,2,2,1,-1,-2,3,3,3,-2
2536,-1,-1,1,2,3,-1,-2,-2,-2,2,3
2537,-1,1,1,0,0,-3,-2,-2,1,2,2
2538,0,-1,1,2,2,0,-2,-2,-2,-2,1
2539,-3,-3,-3,-2,2,2,3,2,0,0,0
2540,-2,3,3,2,0,-3,-1,1,1,3,1
2541,-3,-3,-3,-3,-2,-2,2,2,-1,-2,-2
2542,-1,-1,2,2,2,2,-1,-2,-2,-2,2
2543,3,2,-2,-2,-3,-3,2,2,1,-3,-3
2544,3,3,3,-1,-1,-2,-1,-3,-2,-2,0
2545,-1,-2,-2,-2,-1,2,2,2,0,-1,-2
2546,-2,-2,3,3,2,-1,-2,-3,-2,-1,2
2547,-1,1,0,3,2,-1,-2,-2,2,2,2
2548,-2,1,2,2,1,-2,-2,-1,1,1,1
2549,1,2,1,-2,-3,-2,-2,1,3,2,-2
2550,0,1,1,0,-1,-2,-2,1,2,3,2
2551,2,1,-2,-2,-2,2,2,1,1,-2,-2
2552,-3,-2,3,2,2,-2,-3,-2,0,2,2
2553,-1,2,2,2,-1,-2,-2,-2,-1,1,1
2554,-1,0,2,2,1,-2,-2,-1,0,2,2
2555,-1,-1,1,-1,3,2,1,0,-1,-1,2
2556,-1,0,2,2,2,-1,0,1,2,2,2
2557,1,1,1,0,0,-1,1,2,3,2,2
2558,0,-2,-1,-1,2,2,2,3,2,2,2
2559,-1,2,1,-2,-1,-3,0,0,2,3,2
2560,-2,-2,-2,0,2,3,2,2,1,-2,-2
2561,-2,0,2,2,2,1,-2,-2,1,1,2
2562,1,-2,-2,-1,1,1,2,0,-1,-1,-1
2563,0,-1,2,2,2,2,0,-1,2,3,3
2564,3,3,2,2,-3,-3,1,2,3,3,-2
2565,-3,-3,-3,-3,1,2,0,-2,-3,1,2
2566,1,1,0,0,0,3,3,3,1,-1,-3
2567,-2,-2,0,3,1,2,-2,-2,-1,2,2
2568,1,-2,-2,-2,-2,0,2,2,0,-2,-2
2569,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
2570,2,-1,-2,-2,-2,1,1,2,0,-1,0
2571,3,2,2,0,-3,-1,-1,1,1,-2,-2
2572,-1,-2,-2,-2,-2,0,0,-2,-2,-2,-1
2573,2,2,0,-1,-3,-2,0,2,2,-1,-2
2574,2,-3,-3,-3,-2,-2,-1,0,-2,-1,-1
2575,-1,1,2,2,1,-2,-2,-2,-2,0,2
2576,-3,-3,-3,-3,-3,-3,-3,2,-1,3,3
2577,1,-1,-1,1,-1,3,2,1,0,-1,-1
2578,-2,-2,-2,1,2,0,-1,-2,0,2,2
2579,3,-2,-2,-3,-3,1,-2,0,-3,1,-1
2580,2,-1,-2,-2,-2,3,3,2,0,-3,-1
2581,-3,-3,-3,1,2,-2,-2,-2,0,2,3
2582,-3,-2,2,2,3,1,-2,-2,-1,2,3
2583,2,2,2,-2,-2,-2,-2,2,1,3,1
2584,-2,-2,-1,0,2,3,1,1,-2,-3,-1
2585,2,-1,-2,-3,-3,-2,2,2,2,1,-2
2586,-3,-2,-2,2,0,-1,-3,-2,-2,1,2
2587,-2,-2,-1,2,2,2,0,-1,-2,2,2
2588,-2,-2,0,-1,-1,-2,-3,-2,-2,1,-1
2589,3,2,-2,-3,-3,1,2,2,1,-2,-3
2590,-2,-3,-3,0,0,1,0,-2,-2,-2,-1
2591,1,2,1,-1,-1,-1,2,2,2,0,-1
2592,3,3,-2,-3,-3,-3,2,3,3,3,-3
2593,1,2,3,3,2,-2,-1,-1,3,3,3
2594,1,0,-2,-1,1,2,2,2,-2,-2,2
2595,3,-1,-3,-2,-2,-2,-2,-3,-3,-3,-3
2596,-2,2,3,-1,-2,-2,-1,2,2,2,1
2597,3,-3,-3,-3,1,2,2,-2,-2,-3,-1
2598,1,3,2,2,-2,-1,1,2,2,2,-2
2599,-2,-2,-1,2,2,1,-1,-2,-1,-1,2
2600,2,2,1,-1,2,2,2,-2,-2,-2,-1
2601,-3,1,-2,-2,-2,-3,-2,-3,-3,0,0
2602,0,1,2,-2,-2,-1,2,2,2,1,-2
2603,-2,-2,-1,2,2,2,1,-2,-3,-2,-1
2604,1,2,2,-1,-2,-3,-2,-2,2,0,0
2605,-1,0,1,2,-2,-2,-1,2,2,2,1
2606,-2,-3,-2,0,1,-1,-2,-3,-2,-2,0
2607,2,2,-1,-1,-1,2,2,2,1,-1,-3
2608,-2,-2,-1,-1,-1,-2,-3,-2,-2,-2,2
2609,3,1,-1,-1,-3,-2,2,2,2,0,-2
2610,1,2,1,-1,-2,-2,-2,0,1,2,-1
2611,0,2,3,3,3,-2,-2,-2,-2,-1,-2
2612,-1,1,1,2,-1,-2,1,-1,3,2,2
2613,-2,1,2,0,-1,-2,-2,-1,1,1,2
2614,3,-1,-1,-2,-1,-3,-2,-2,0,0,2
2615,0,-3,-3,2,2,2,-1,-2,-3,0,-2
2616,1,2,3,3,-2,-1,-2,2,3,2,2
2617,-2,1,2,3,3,-2,0,0,-1,3,2
2618,-1,1,-1,3,2,1,0,-1,-1,2,2
2619,2,2,2,-2,-2,-2,2,2,2,1,-1
2620,2,2,2,0,-2,-3,1,2,3,3,-2
2621,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
2622,-3,-3,-2,3,3,3,3,-2,-3,-3,2
2623,-3,-3,-3,-3,-3,-3,2,2,1,-1,-3
2624,2,1,-2,-2,-1,1,2,0,-1,-3,-1
2625,-1,-2,-1,2,1,1,-1,-2,-2,2,2
2626,-1,-2,-2,-2,3,3,2,0,-3,-1,1
2627,2,2,0,1,-3,-2,0,2,3,2,2
2628,2,2,-2,-2,-3,-1,-2,2,0,1,-1
2629,-3,-1,-2,1,1,2,-1,-2,-2,-2,1
2630,0,0,2,2,2,2,3,-1,2,-1,-1
2631,0,0,-1,3,2,2,0,-3,-1,-1,1
2632,-3,-3,-3,2,2,2,1,-1,-2,-2,-1
2633,1,-3,-2,0,1,3,-1,-2,-2,-2,-2
2634,1,1,1,1,1,-2,2,-3,-1,-2,1
2635,2,2,2,0,-2,-2,0,1,3,2,2
2636,-1,-1,-1,3,3,3,3,-3,-3,-3,-3
2637,2,2,1,-2,-2,-2,1,0,2,1,1
2638,-2,-2,-1,-2,-2,-3,-2,-2,2,-1,3
2639,-3,1,2,3,3,3,0,-3,-3,-3,-1
2640,1,2,1,1,-2,-2,-1,1,1,2,0
2641,3,2,-2,-2,-2,-2,2,2,1,-2,-3
2642,1,-2,-1,-2,2,3,3,3,0,-3,-3
2643,2,3,3,3,2,-3,-3,1,2,1,-1
2644,2,3,2,2,-2,-2,-1,2,3,3,-2
2645,3,-2,-3,-3,2,2,2,-1,-3,-3,-2
2646,0,-2,-3,-3,-3,2,1,1,-1,-2,-2
2647,-2,-1,-1,0,2,2,1,-2,-2,-1,0
2648,2,0,-2,-2,-2,-1,0,-2,0,-3,-1
2649,-2,2,0,0,-1,-1,-1,0,0,0,-1
2650,-2,-2,-2,-2,-1,1,-1,-1,-2,-1,1
2651,-2,-3,-3,-3,-3,2,2,2,1,-1,-2
2652,-1,-3,-2,-2,2,2,2,0,0,-3,-1
2653,-2,-1,1,1,0,-1,-2,-2,-2,1,2
2654,2,2,2,2,-2,-2,-1,1,2,2,-2
2655,-3,2,2,1,-1,-3,-3,-2,-2,-1,0
2656,-3,-3,1,2,0,-2,-3,1,2,3,3
2657,1,2,2,-1,1,-3,-2,0,1,3,-1
2658,-1,-2,-2,-2,-2,0,1,0,-2,-2,-1
2659,3,3,1,-1,-3,-3,-3,1,1,0,-3
2660,0,-3,1,2,3,2,2,-2,-2,-1,2
2661,-3,-3,2,2,0,-2,-3,-3,-3,2,1
2662,-1,-2,-3,-2,-2,2,0,-1,-3,-2,-2
2663,3,3,2,-3,-3,-3,1,3,3,3,3
2664,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
2665,-2,0,1,2,0,-2,-2,1,2,2,2
2666,2,-1,-3,-3,-3,-3,2,3,2,2,1
2667,-2,-2,-2,-2,0,2,2,2,-2,-2,-2
2668,-2,-2,-1,1,2,0,-1,-2,-1,1,1
2669,-2,3,3,3,3,2,-3,-3,2,2,0
2670,-1,0,3,2,1,-2,-3,-2,0,1,2
2671,-1,-2,2,2,2,-1,-2,-3,-2,0,2
2672,0,-1,-2,-2,-1,2,2,1,-1,-2,-2
2673,1,1,2,2,2,0,-2,-2,2,2,2
2674,-2,-2,-1,1,1,-1,-2,-2,-1,0,2
2675,-2,0,0,3,2,1,-2,-1,0,0,3
2676,1,2,3,3,-2,-2,-3,-2,0,1,-1
2677,2,1,-1,-2,-2,-1,2,2,2,2,-2
2678,2,2,-2,-2,-2,-2,2,1,3,1,0
2679,-3,0,0,1,0,-2,-2,-2,-1,2,2
2680,-2,1,2,1,1,0,1,2,2,2,-2
2681,-2,-2,-2,-2,2,3,2,2,0,-3,-2
2682,3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-2
2683,-1,2,2,2,1,-1,-2,3,3,3,3
2684,-2,-2,2,2,0,1,-3,-2,0,2,3
2685,2,0,-2,-1,0,2,2,2,-3,-3,-3
2686,-3,-3,-1,2,2,1,-2,-3,-2,-2,-1
2687,3,2,2,-1,-2,-1,0,1,2,-2,-2
2688,-2,-2,-2,-1,0,2,2,2,-1,0,1
2689,3,1,-1,-3,-3,-3,1,1,0,-3,-3
2690,1,2,2,2,-1,-1,2,2,2,-1,-2
2691,1,-3,-3,-1,2,3,1,-2,-3,-3,1
2692,0,-2,-2,1,2,2,2,-2,-2,-2,3
2693,3,2,2,-2,-3,-2,0,2,3,1,-3
2694,2,1,2,2,1,-2,-2,-1,0,2,3
2695,-2,-2,-2,1,3,2,0,-2,-3,0,1
2696,2,2,0,-2,-2,0,1,3,2,2,-2
2697,2,0,-2,-2,1,2,2,2,-2,-2,-2
2698,0,1,0,-2,-1,-1,1,2,1,1,-2
2699,-3,-3,-3,-1,-1,1,2,2,2,2,2
2700,3,2,-2,0,1,2,3,3,2,-3,-1
2701,0,-1,2,1,1,-2,-2,1,2,2,-1
2702,2,3,3,-2,-2,-2,0,3,2,2,-2
2703,2,2,-2,-2,0,1,2,2,-2,-2,-2
2704,-2,-2,1,1,2,1,-3,-3,-3,2,3
2705,0,-3,-2,-2,1,2,2,2,-1,-1,2
2706,1,2,0,-1,-2,-1,1,1,0,-1,-2
2707,3,3,3,2,-3,-3,2,2,0,-2,-3
2708,3,1,0,-2,-2,0,1,2,0,-1,-1
2709,1,3,2,-1,-2,-2,-2,2,2,2,1
2710,-3,-2,0,1,-3,-3,-3,-1,1,0,-2
2711,0,-2,-1,-1,1,1,0,0,0,0,-1
2712,-3,-2,-2,-1,0,-1,-2,-3,-2,-2,2
2713,-2,0,2,1,1,-2,-2,-3,-2,0,1
2714,2,-2,-2,-1,0,1,1,1,0,-1,-2
2715,-2,0,1,2,1,-1,-2,-2,-1,0,2
2716,2,2,2,1,0,-3,-2,2,2,2,2
2717,3,2,-1,-2,-3,-2,-1,2,2,1,-2
2718,-2,-3,-2,2,2,2,1,-2,-2,-2,0
2719,-1,1,2,2,1,-1,-1,1,-1,3,2
2720,-1,2,1,2,-2,-2,-2,-1,0,3,2
2721,2,0,-3,-3,-3,-3,-2,0,2,2,-1
2722,-1,-2,-3,-2,-2,0,1,-2,-1,-3,-1
2723,2,2,2,2,-2,-3,-2,3,3,3,3
2724,-2,-2,0,2,2,1,-2,-2,-1,1,2
2725,-1,-2,-2,-2,-1,2,3,3,-2,-2,-2
2726,2,2,1,-2,-3,-1,2,2,0,-2,-3
2727,-2,-2,0,2,2,2,-1,-2,-2,-2,0
2728,1,-1,3,2,2,-2,-2,-2,-1,1,2
2729,2,-2,-3,-2,0,2,2,0,-2,-2,-2
2730,3,3,-2,-3,-3,2,2,2,-1,-3,-3
2731,-1,-2,-1,0,1,2,-2,-2,-1,2,2
2732,-2,-2,0,2,2,0,-2,-2,0,1,2
2733,2,2,-1,-1,-1,0,2,1,2,0,1
2734,2,2,2,-1,-2,-2,-2,0,2,2,1
2735,-3,-3,3,1,-2,-3,-2,1,3,3,-2
2736,-2,-2,2,2,1,1,-2,-2,-2,-1,2
2737,-1,2,2,3,2,2,-1,-2,0,1,1
2738,1,-1,-1,-1,1,2,2,2,2,-1,-3
2739,1,1,0,-1,-2,-2,-2,1,2,2,2
2740,-1,2,2,1,-1,-2,-2,-2,-1,1,1
2741,0,1,-2,-1,-3,-1,-1,2,2,-1,-2
2742,-3,1,2,3,3,-2,-3,-3,-2,3,3
2743,2,2,1,-1,-1,1,1,3,2,1,-1
2744,-1,0,2,3,1,1,-2,-3,-1,2,2
2745,0,1,0,-1,-1,-1,2,3,3,0,-2
2746,-2,-1,-1,3,2,2,-2,-2,-3,1,2
2747,1,-3,-3,-3,1,0,-1,-2,-2,-3,-2
2748,2,3,2,2,2,1,1,1,-2,-2,-2
2749,2,-3,-1,-2,1,1,2,-1,-2,-2,-2
2750,2,2,1,-2,-3,0,2,3,2,1,0
2751,-2,1,2,2,2,1,-2,-2,-2,1,2
2752,-1,-3,-3,0,2,2,-2,-3,-3,1,-2
2753,-3,-3,-2,3,2,2,-2,-2,-2,2,3
2754,-2,-2,-3,-2,0,1,1,-2,-2,-2,-2
2755,2,2,2,-2,-2,2,2,2,1,-2,-3
2756,0,1,1,-1,-2,-3,-2,0,1,2,1
2757,-2,-2,-2,-2,2,1,-2,0,-3,-1,1
2758,2,2,1,0,-3,-2,-1,2,2,0,-1
2759,2,3,3,3,-3,-3,-3,0,2,1,-2
2760,-1,-3,-1,-1,1,1,1,-2,-2,0,2
2761,2,1,1,-2,-2,1,2,2,1,-2,-2
2762,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,2
2763,-1,2,3,2,2,-1,-3,-3,-3,-3,2
2764,-3,2,2,2,-1,-2,-3,0,-2,0,1
2765,-2,1,2,3,0,-2,-2,-2,1,3,2
2766,1,-2,-3,0,2,3,2,1,0,-2,-2
2767,0,2,1,-2,-2,-3,-2,-1,1,1,2
2768,-2,-2,0,1,0,-2,-2,-1,2,1,2
2769,3,2,1,-1,-3,-2,-2,3,3,2,-1
2770,2,-2,-2,-2,-1,1,2,-1,-2,-1,-1
2771,2,1,-1,-2,-3,-2,0,2,2,0,-2
2772,-2,-2,-2,1,2,1,-1,-2,-2,0,2
2773,-2,0,1,2,1,0,-2,-1,-1,1,1
2774,2,3,3,3,-3,-3,-2,-2,-2,-2,-2
2775,1,1,0,0,0,1,1,3,3,2,2
2776,-1,-1,3,3,3,2,-2,-3,1,1,-1
2777,-2,0,1,2,1,-2,-2,-2,2,2,1
2778,2,2,2,-1,-2,1,2,3,-1,-2,-2
2779,-2,2,0,1,-1,-1,-2,-1,1,1,1
2780,-2,-1,1,3,2,-2,-2,-3,-2,2,1
2781,-2,1,2,2,0,-1,-2,-1,-1,2,1
2782,2,2,2,-1,-2,-1,-2,-1,-3,-1,1
2783,-1,-1,1,2,2,2,1,-2,-2,-2,2
2784,-1,-1,0,0,0,-1,-1,1,0,2,1
2785,0,0,-2,-2,-2,-1,2,2,2,2,1
2786,1,1,0,-3,-3,-2,0,2,2,0,-1
2787,-3,-2,2,2,2,1,-2,-2,-1,2,3
2788,-2,-2,-2,-3,-3,-3,-3,1,2,-2,-2
2789,-2,-2,-1,-3,-1,-1,1,0,0,-1,1
2790,-3,-3,2,-1,3,3,3,3,3,-3,-3
2791,-3,-3,-3,-1,-2,-3,0,-3,-2,-2,1
2792,-1,-2,-2,-2,0,2,2,-1,-2,-2,-2
2793,3,2,2,0,-3,-3,2,2,2,-1,-2
2794,3,3,3,-3,-3,-3,-3,-3,-3,-1,-3
2795,-3,0,2,-2,-3,-3,-3,-3,-2,2,2
2796,2,2,2,0,-1,-3,-2,0,2,2,-1
2797,-2,1,1,1,1,0,0,0,1,1,3
2798,0,1,1,1,-2,-2,-2,-2,-1,2,2
