Date,Country,Cases,Cumulative Cases,Deaths,Cumulative Deaths,Tests,Cumulative Tests,Meeting Friends/Family (indoor),Meeting Friends/Family (outdoor),Domestic Travel,International Travel,Cafes and Restaurants,Pubs and bars,Sports and leisure,Schools Closure,Temperature,Humidity,Nursing & Care Home Visit
06/12/2020,2,30,6290,,0,,0,,,,,,,,,3,1,
6/13/2020,2,26,6316,,0,,0,,,,,,,,,3,1,
6/14/2020,2,25,6341,,0,,0,,,,,,,,,2,1,
6/15/2020,2,24,6365,,0,,0,,,,,,,,,2,1,
6/16/2020,2,28,6393,,0,,0,,,,,,,,,3,1,
6/17/2020,2,25,6418,,0,,0,,,,,,,,,3,1,
6/18/2020,2,30,6448,,0,,0,,,,,,,,,2,1,
6/19/2020,2,29,6477,,0,,0,,,,,,,,,2,1,
6/20/2020,2,44,6521,,0,,0,,,,,,,,,2,1,
6/21/2020,2,44,6565,,0,,0,,,,,,,,,2,2,
6/22/2020,2,45,6610,,0,,0,,,,,,,,,3,1,
6/23/2020,2,34,6644,,0,,0,,,,,,,,,3,1,
6/24/2020,2,33,6677,,0,,0,,,,,,,,,2,1,
6/25/2020,2,37,6714,,0,,0,,,,,,,,,2,1,
6/26/2020,2,49,6763,,0,,0,,,,,,,,,3,1,
6/27/2020,2,60,6823,,0,,0,,,,,,,,,3,1,
6/28/2020,2,64,6887,,0,,0,,,,,,,,,3,1,
6/29/2020,2,56,6943,,0,,0,,,,,,,,,3,1,
6/30/2020,2,72,7015,,0,,0,,,,,,,,,3,1,
07/01/2020,2,63,7078,,0,,0,,,,,,,,,3,1,
07/02/2020,2,95,7173,,0,,0,,,,,,,,,3,1,
07/03/2020,2,99,7272,,0,,0,,,,,,,,,3,1,
07/04/2020,2,127,7399,,0,,0,,,,,,,,,3,1,
07/05/2020,2,106,7505,,0,,0,,,,,,,,,3,1,
07/06/2020,2,84,7589,,0,,0,,,,,,,,,3,1,
