Region No,Group No,Action 1,Action 2,Action 3,Action 4,Action 5,Action 6,Action 7,Action to Next Point
3,76,2,-2,3,-2,1,1,2,2
3,77,-2,3,-2,1,1,2,2,2
3,78,3,-2,1,1,2,2,2,2
3,79,-2,1,1,2,2,2,2,-1
3,80,1,1,2,2,2,2,-1,-1
3,81,1,2,2,2,2,-1,-1,-2
3,82,2,2,2,2,-1,-1,-2,0
3,83,2,2,2,-1,-1,-2,0,-2
3,84,2,2,-1,-1,-2,0,-2,-2
3,85,2,-1,-1,-2,0,-2,-2,-1
3,86,-1,-1,-2,0,-2,-2,-1,-1
3,87,-1,-2,0,-2,-2,-1,-1,-1
3,88,-2,0,-2,-2,-1,-1,-1,-2
3,89,0,-2,-2,-1,-1,-1,-2,0
3,90,-2,-2,-1,-1,-1,-2,0,-3
3,91,-2,-1,-1,-1,-2,0,-3,-1
3,92,-1,-1,-1,-2,0,-3,-1,-2
3,93,-1,-1,-2,0,-3,-1,-2,-2
3,94,-1,-2,0,-3,-1,-2,-2,-2
3,95,-2,0,-3,-1,-2,-2,-2,-2
3,96,0,-3,-1,-2,-2,-2,-2,-2
3,97,-3,-1,-2,-2,-2,-2,-2,-2
3,98,-1,-2,-2,-2,-2,-2,-2,-2
3,99,-2,-2,-2,-2,-2,-2,-2,-2
3,100,-2,-2,-2,-2,-2,-2,-2,-1
3,101,-2,-2,-2,-2,-2,-2,-1,-3
3,102,-2,-2,-2,-2,-2,-1,-3,-2
3,103,-2,-2,-2,-2,-1,-3,-2,1
3,104,-2,-2,-2,-1,-3,-2,1,2
3,105,-2,-2,-1,-3,-2,1,2,2
3,106,-2,-1,-3,-2,1,2,2,2
3,107,-1,-3,-2,1,2,2,2,2
3,108,-3,-2,1,2,2,2,2,2
3,109,-2,1,2,2,2,2,2,2
3,110,1,2,2,2,2,2,2,2
3,111,2,2,2,2,2,2,2,2
3,112,2,2,2,2,2,2,2,2
3,113,2,2,2,2,2,2,2,2
3,114,2,2,2,2,2,2,2,2
3,115,2,2,2,2,2,2,2,2
3,116,2,2,2,2,2,2,2,-2
3,117,2,2,2,2,2,2,-2,-2
3,118,2,2,2,2,2,-2,-2,-2
3,119,2,2,2,2,-2,-2,-2,-2
3,120,2,2,2,-2,-2,-2,-2,-2
3,121,2,2,-2,-2,-2,-2,-2,2
3,122,2,-2,-2,-2,-2,-2,2,2
3,123,-2,-2,-2,-2,-2,2,2,2
3,124,-2,-2,-2,-2,2,2,2,-1
3,125,-2,-2,-2,2,2,2,-1,-2
3,126,-2,-2,2,2,2,-1,-2,-2
3,127,-2,2,2,2,-1,-2,-2,-2
3,128,2,2,2,-1,-2,-2,-2,-2
3,129,2,2,-1,-2,-2,-2,-2,0
3,130,2,-1,-2,-2,-2,-2,0,-2
3,131,-1,-2,-2,-2,-2,0,-2,1
3,132,-2,-2,-2,-2,0,-2,1,2
3,133,-2,-2,-2,0,-2,1,2,2
3,134,-2,-2,0,-2,1,2,2,2
3,135,-2,0,-2,1,2,2,2,2
3,136,0,-2,1,2,2,2,2,2
3,137,-2,1,2,2,2,2,2,-2
3,138,1,2,2,2,2,2,-2,-2
3,139,2,2,2,2,2,-2,-2,-2
3,140,2,2,2,2,-2,-2,-2,2
3,141,2,2,2,-2,-2,-2,2,2
3,142,2,2,-2,-2,-2,2,2,2
3,143,2,-2,-2,-2,2,2,2,2
3,144,-2,-2,-2,2,2,2,2,-2
3,145,-2,-2,2,2,2,2,-2,-2
3,146,-2,2,2,2,2,-2,-2,-2
3,147,2,2,2,2,-2,-2,-2,1
3,148,2,2,2,-2,-2,-2,1,2
3,149,2,2,-2,-2,-2,1,2,2
3,150,2,-2,-2,-2,1,2,2,1
3,151,-2,-2,-2,1,2,2,1,1
3,152,-2,-2,1,2,2,1,1,2
3,153,-2,1,2,2,1,1,2,1
3,154,1,2,2,1,1,2,1,1
3,155,2,2,1,1,2,1,1,1
3,156,2,1,1,2,1,1,1,0
3,157,1,1,2,1,1,1,0,0
3,158,1,2,1,1,1,0,0,2
3,159,2,1,1,1,0,0,2,2
3,160,1,1,1,0,0,2,2,2
3,161,1,1,0,0,2,2,2,2
3,162,1,0,0,2,2,2,2,2
3,163,0,0,2,2,2,2,2,-2
3,164,0,2,2,2,2,2,-2,1
3,165,2,2,2,2,2,-2,1,0
3,166,2,2,2,2,-2,1,0,2
3,167,2,2,2,-2,1,0,2,2
3,168,2,2,-2,1,0,2,2,2
3,169,2,-2,1,0,2,2,2,0
3,170,-2,1,0,2,2,2,0,2
3,171,1,0,2,2,2,0,2,2
3,172,0,2,2,2,0,2,2,2
3,173,2,2,2,0,2,2,2,2
3,174,2,2,0,2,2,2,2,2
3,175,2,0,2,2,2,2,2,-2
3,176,0,2,2,2,2,2,-2,3
3,177,2,2,2,2,2,-2,3,-1
3,178,2,2,2,2,-2,3,-1,2
3,179,2,2,2,-2,3,-1,2,0
3,180,2,2,-2,3,-1,2,0,-2
3,181,2,-2,3,-1,2,0,-2,0
3,182,-2,3,-1,2,0,-2,0,-1
3,183,3,-1,2,0,-2,0,-1,1
3,184,-1,2,0,-2,0,-1,1,-2
3,185,2,0,-2,0,-1,1,-2,-1
3,186,0,-2,0,-1,1,-2,-1,-2
3,187,-2,0,-1,1,-2,-1,-2,1
3,188,0,-1,1,-2,-1,-2,1,-2
3,189,-1,1,-2,-1,-2,1,-2,-2
3,190,1,-2,-1,-2,1,-2,-2,1
3,191,-2,-1,-2,1,-2,-2,1,1
3,192,-1,-2,1,-2,-2,1,1,-2
3,193,-2,1,-2,-2,1,1,-2,-2
3,194,1,-2,-2,1,1,-2,-2,-2
3,195,-2,-2,1,1,-2,-2,-2,-2
3,196,-2,1,1,-2,-2,-2,-2,2
3,197,1,1,-2,-2,-2,-2,2,-1
3,198,1,-2,-2,-2,-2,2,-1,2
3,199,-2,-2,-2,-2,2,-1,2,2
3,200,-2,-2,-2,2,-1,2,2,2
3,201,-2,-2,2,-1,2,2,2,-2
3,202,-2,2,-1,2,2,2,-2,-2
3,203,2,-1,2,2,2,-2,-2,-2
3,204,-1,2,2,2,-2,-2,-2,-2
3,205,2,2,2,-2,-2,-2,-2,2
3,206,2,2,-2,-2,-2,-2,2,2
3,207,2,-2,-2,-2,-2,2,2,1
3,208,-2,-2,-2,-2,2,2,1,-2
3,209,-2,-2,-2,2,2,1,-2,2
3,210,-2,-2,2,2,1,-2,2,2
3,211,-2,2,2,1,-2,2,2,-2
3,212,2,2,1,-2,2,2,-2,-2
3,213,2,1,-2,2,2,-2,-2,-2
3,214,1,-2,2,2,-2,-2,-2,-2
3,215,-2,2,2,-2,-2,-2,-2,-2
3,216,2,2,-2,-2,-2,-2,-2,-2
3,217,2,-2,-2,-2,-2,-2,-2,-2
3,218,-2,-2,-2,-2,-2,-2,-2,-2
3,219,-2,-2,-2,-2,-2,-2,-2,-2
3,220,-2,-2,-2,-2,-2,-2,-2,-1
3,221,-2,-2,-2,-2,-2,-2,-1,-2
3,222,-2,-2,-2,-2,-2,-1,-2,2
3,223,-2,-2,-2,-2,-1,-2,2,2
3,224,-2,-2,-2,-1,-2,2,2,2
3,225,-2,-2,-1,-2,2,2,2,1
3,226,-2,-1,-2,2,2,2,1,2
3,227,-1,-2,2,2,2,1,2,2
3,228,-2,2,2,2,1,2,2,2
3,229,2,2,2,1,2,2,2,0
3,230,2,2,1,2,2,2,0,1
3,231,2,1,2,2,2,0,1,1
3,232,1,2,2,2,0,1,1,2
3,233,2,2,2,0,1,1,2,2
3,234,2,2,0,1,1,2,2,2
3,235,2,0,1,1,2,2,2,-1
3,236,0,1,1,2,2,2,-1,-2
3,237,1,1,2,2,2,-1,-2,-1
3,238,1,2,2,2,-1,-2,-1,1
3,239,2,2,2,-1,-2,-1,1,2
3,240,2,2,-1,-2,-1,1,2,2
3,241,2,-1,-2,-1,1,2,2,1
3,242,-1,-2,-1,1,2,2,1,2
3,243,-2,-1,1,2,2,1,2,2
3,244,-1,1,2,2,1,2,2,2
3,245,1,2,2,1,2,2,2,2
3,246,2,2,1,2,2,2,2,-1
3,247,2,1,2,2,2,2,-1,-2
3,248,1,2,2,2,2,-1,-2,-2
3,249,2,2,2,2,-1,-2,-2,-2
3,250,2,2,2,-1,-2,-2,-2,-2
3,251,2,2,-1,-2,-2,-2,-2,2
3,252,2,-1,-2,-2,-2,-2,2,2
4,1,-2,-2,-2,-2,-2,-2,2,2
4,2,-2,-2,-2,-2,-2,2,2,-1
4,3,-2,-2,-2,-2,2,2,-1,-2
4,4,-2,-2,-2,2,2,-1,-2,-2
4,5,-2,-2,2,2,-1,-2,-2,2
4,6,-2,2,2,-1,-2,-2,2,-3
4,7,2,2,-1,-2,-2,2,-3,2
4,8,2,-1,-2,-2,2,-3,2,0
4,9,-1,-2,-2,2,-3,2,0,-1
4,10,-2,-2,2,-3,2,0,-1,-2
4,11,-2,2,-3,2,0,-1,-2,-2
4,12,2,-3,2,0,-1,-2,-2,-1
4,13,-3,2,0,-1,-2,-2,-1,0
4,14,2,0,-1,-2,-2,-1,0,2
4,15,0,-1,-2,-2,-1,0,2,0
4,16,-1,-2,-2,-1,0,2,0,-2
4,17,-2,-2,-1,0,2,0,-2,-2
4,18,-2,-1,0,2,0,-2,-2,-2
4,19,-1,0,2,0,-2,-2,-2,0
4,20,0,2,0,-2,-2,-2,0,2
4,21,2,0,-2,-2,-2,0,2,0
4,22,0,-2,-2,-2,0,2,0,-2
4,23,-2,-2,-2,0,2,0,-2,-2
4,24,-2,-2,0,2,0,-2,-2,-2
4,25,-2,0,2,0,-2,-2,-2,-2
4,26,0,2,0,-2,-2,-2,-2,-2
4,27,2,0,-2,-2,-2,-2,-2,1
4,28,0,-2,-2,-2,-2,-2,1,-3
4,29,-2,-2,-2,-2,-2,1,-3,-2
4,30,-2,-2,-2,-2,1,-3,-2,-2
4,31,-2,-2,-2,1,-3,-2,-2,-2
4,32,-2,-2,1,-3,-2,-2,-2,-2
4,33,-2,1,-3,-2,-2,-2,-2,-2
4,34,1,-3,-2,-2,-2,-2,-2,-2
4,35,-3,-2,-2,-2,-2,-2,-2,-2
4,36,-2,-2,-2,-2,-2,-2,-2,-1
4,37,-2,-2,-2,-2,-2,-2,-1,-2
4,38,-2,-2,-2,-2,-2,-1,-2,1
4,39,-2,-2,-2,-2,-1,-2,1,-2
4,40,-2,-2,-2,-1,-2,1,-2,-2
4,41,-2,-2,-1,-2,1,-2,-2,-2
4,42,-2,-1,-2,1,-2,-2,-2,-2
4,43,-1,-2,1,-2,-2,-2,-2,-2
4,44,-2,1,-2,-2,-2,-2,-2,2
4,45,1,-2,-2,-2,-2,-2,2,-2
4,46,-2,-2,-2,-2,-2,2,-2,3
4,47,-2,-2,-2,-2,2,-2,3,-2
4,48,-2,-2,-2,2,-2,3,-2,0
4,49,-2,-2,2,-2,3,-2,0,1
4,50,-2,2,-2,3,-2,0,1,2
4,51,2,-2,3,-2,0,1,2,1
4,52,-2,3,-2,0,1,2,1,0
4,53,3,-2,0,1,2,1,0,-2
4,54,-2,0,1,2,1,0,-2,0
4,55,0,1,2,1,0,-2,0,1
4,56,1,2,1,0,-2,0,1,2
4,57,2,1,0,-2,0,1,2,-1
4,58,1,0,-2,0,1,2,-1,-2
4,59,0,-2,0,1,2,-1,-2,2
4,60,-2,0,1,2,-1,-2,2,2
4,61,0,1,2,-1,-2,2,2,2
4,62,1,2,-1,-2,2,2,2,2
4,63,2,-1,-2,2,2,2,2,2
4,64,-1,-2,2,2,2,2,2,2
4,65,-2,2,2,2,2,2,2,1
4,66,2,2,2,2,2,2,1,0
4,67,2,2,2,2,2,1,0,-2
4,68,2,2,2,2,1,0,-2,-2
4,69,2,2,2,1,0,-2,-2,-2
4,70,2,2,1,0,-2,-2,-2,0
4,71,2,1,0,-2,-2,-2,0,0
4,72,1,0,-2,-2,-2,0,0,0
4,73,0,-2,-2,-2,0,0,0,2
4,74,-2,-2,-2,0,0,0,2,2
4,75,-2,-2,0,0,0,2,2,-2
4,76,-2,0,0,0,2,2,-2,3
4,77,0,0,0,2,2,-2,3,-2
4,78,0,0,2,2,-2,3,-2,2
4,79,0,2,2,-2,3,-2,2,0
4,80,2,2,-2,3,-2,2,0,0
4,81,2,-2,3,-2,2,0,0,-1
4,82,-2,3,-2,2,0,0,-1,-1
4,83,3,-2,2,0,0,-1,-1,-1
4,84,-2,2,0,0,-1,-1,-1,-1
4,85,2,0,0,-1,-1,-1,-1,-2
4,86,0,0,-1,-1,-1,-1,-2,2
4,87,0,-1,-1,-1,-1,-2,2,-3
4,88,-1,-1,-1,-1,-2,2,-3,1
4,89,-1,-1,-1,-2,2,-3,1,0
4,90,-1,-1,-2,2,-3,1,0,-2
4,91,-1,-2,2,-3,1,0,-2,-1
4,92,-2,2,-3,1,0,-2,-1,-2
4,93,2,-3,1,0,-2,-1,-2,-2
4,94,-3,1,0,-2,-1,-2,-2,-2
4,95,1,0,-2,-1,-2,-2,-2,-2
4,96,0,-2,-1,-2,-2,-2,-2,1
4,97,-2,-1,-2,-2,-2,-2,1,-1
4,98,-1,-2,-2,-2,-2,1,-1,-1
4,99,-2,-2,-2,-2,1,-1,-1,2
4,100,-2,-2,-2,1,-1,-1,2,2
4,101,-2,-2,1,-1,-1,2,2,2
4,102,-2,1,-1,-1,2,2,2,0
4,103,1,-1,-1,2,2,2,0,3
4,104,-1,-1,2,2,2,0,3,1
4,105,-1,2,2,2,0,3,1,2
4,106,2,2,2,0,3,1,2,2
4,107,2,2,0,3,1,2,2,2
4,108,2,0,3,1,2,2,2,2
4,109,0,3,1,2,2,2,2,2
4,110,3,1,2,2,2,2,2,2
4,111,1,2,2,2,2,2,2,2
4,112,2,2,2,2,2,2,2,0
4,113,2,2,2,2,2,2,0,-2
4,114,2,2,2,2,2,0,-2,0
4,115,2,2,2,2,0,-2,0,-3
4,116,2,2,2,0,-2,0,-3,2
4,117,2,2,0,-2,0,-3,2,-1
4,118,2,0,-2,0,-3,2,-1,-2
4,119,0,-2,0,-3,2,-1,-2,-2
4,120,-2,0,-3,2,-1,-2,-2,-2
4,121,0,-3,2,-1,-2,-2,-2,-2
4,122,-3,2,-1,-2,-2,-2,-2,-2
4,123,2,-1,-2,-2,-2,-2,-2,-2
4,124,-1,-2,-2,-2,-2,-2,-2,0
4,125,-2,-2,-2,-2,-2,-2,0,-3
4,126,-2,-2,-2,-2,-2,0,-3,-2
4,127,-2,-2,-2,-2,0,-3,-2,-2
4,128,-2,-2,-2,0,-3,-2,-2,2
4,129,-2,-2,0,-3,-2,-2,2,2
4,130,-2,0,-3,-2,-2,2,2,2
4,131,0,-3,-2,-2,2,2,2,2
4,132,-3,-2,-2,2,2,2,2,2
4,133,-2,-2,2,2,2,2,2,2
4,134,-2,2,2,2,2,2,2,2
4,135,2,2,2,2,2,2,2,-1
4,136,2,2,2,2,2,2,-1,3
4,137,2,2,2,2,2,-1,3,-2
4,138,2,2,2,2,-1,3,-2,2
4,139,2,2,2,-1,3,-2,2,-1
4,140,2,2,-1,3,-2,2,-1,-1
4,141,2,-1,3,-2,2,-1,-1,0
4,142,-1,3,-2,2,-1,-1,0,-2
4,143,3,-2,2,-1,-1,0,-2,-2
4,144,-2,2,-1,-1,0,-2,-2,-2
4,145,2,-1,-1,0,-2,-2,-2,-2
4,146,-1,-1,0,-2,-2,-2,-2,2
4,147,-1,0,-2,-2,-2,-2,2,-1
4,148,0,-2,-2,-2,-2,2,-1,3
4,149,-2,-2,-2,-2,2,-1,3,0
4,150,-2,-2,-2,2,-1,3,0,2
4,151,-2,-2,2,-1,3,0,2,0
4,152,-2,2,-1,3,0,2,0,-2
4,153,2,-1,3,0,2,0,-2,0
4,154,-1,3,0,2,0,-2,0,2
4,155,3,0,2,0,-2,0,2,2
4,156,0,2,0,-2,0,2,2,2
4,157,2,0,-2,0,2,2,2,2
4,158,0,-2,0,2,2,2,2,2
4,159,-2,0,2,2,2,2,2,0
4,160,0,2,2,2,2,2,0,-2
4,161,2,2,2,2,2,0,-2,-2
4,162,2,2,2,2,0,-2,-2,0
4,163,2,2,2,0,-2,-2,0,-2
4,164,2,2,0,-2,-2,0,-2,-2
4,165,2,0,-2,-2,0,-2,-2,-1
4,166,0,-2,-2,0,-2,-2,-1,0
4,167,-2,-2,0,-2,-2,-1,0,1
4,168,-2,0,-2,-2,-1,0,1,2
4,169,0,-2,-2,-1,0,1,2,2
4,170,-2,-2,-1,0,1,2,2,2
4,171,-2,-1,0,1,2,2,2,2
4,172,-1,0,1,2,2,2,2,2
4,173,0,1,2,2,2,2,2,2
4,174,1,2,2,2,2,2,2,2
4,175,2,2,2,2,2,2,2,2
4,176,2,2,2,2,2,2,2,2
4,177,2,2,2,2,2,2,2,2
4,178,2,2,2,2,2,2,2,2
4,179,2,2,2,2,2,2,2,2
4,180,2,2,2,2,2,2,2,2
4,181,2,2,2,2,2,2,2,2
4,182,2,2,2,2,2,2,2,2
4,183,2,2,2,2,2,2,2,2
4,184,2,2,2,2,2,2,2,0
4,185,2,2,2,2,2,2,0,2
4,186,2,2,2,2,2,0,2,2
4,187,2,2,2,2,0,2,2,2
4,188,2,2,2,0,2,2,2,2
4,189,2,2,0,2,2,2,2,2
4,190,2,0,2,2,2,2,2,-2
4,191,0,2,2,2,2,2,-2,-2
4,192,2,2,2,2,2,-2,-2,-2
4,193,2,2,2,2,-2,-2,-2,-2
4,194,2,2,2,-2,-2,-2,-2,-2
4,195,2,2,-2,-2,-2,-2,-2,-2
4,196,2,-2,-2,-2,-2,-2,-2,-2
4,197,-2,-2,-2,-2,-2,-2,-2,1
4,198,-2,-2,-2,-2,-2,-2,1,1
4,199,-2,-2,-2,-2,-2,1,1,2
4,200,-2,-2,-2,-2,1,1,2,-2
4,201,-2,-2,-2,1,1,2,-2,3
4,202,-2,-2,1,1,2,-2,3,-2
4,203,-2,1,1,2,-2,3,-2,-2
4,204,1,1,2,-2,3,-2,-2,0
4,205,1,2,-2,3,-2,-2,0,-1
4,206,2,-2,3,-2,-2,0,-1,-1
4,207,-2,3,-2,-2,0,-1,-1,-2
4,208,3,-2,-2,0,-1,-1,-2,-2
4,209,-2,-2,0,-1,-1,-2,-2,-2
4,210,-2,0,-1,-1,-2,-2,-2,-2
4,211,0,-1,-1,-2,-2,-2,-2,-2
4,212,-1,-1,-2,-2,-2,-2,-2,-1
4,213,-1,-2,-2,-2,-2,-2,-1,2
4,214,-2,-2,-2,-2,-2,-1,2,2
4,215,-2,-2,-2,-2,-1,2,2,-1
4,216,-2,-2,-2,-1,2,2,-1,-2
4,217,-2,-2,-1,2,2,-1,-2,-2
4,218,-2,-1,2,2,-1,-2,-2,-1
4,219,-1,2,2,-1,-2,-2,-1,2
4,220,2,2,-1,-2,-2,-1,2,2
4,221,2,-1,-2,-2,-1,2,2,2
4,222,-1,-2,-2,-1,2,2,2,2
4,223,-2,-2,-1,2,2,2,2,2
4,224,-2,-1,2,2,2,2,2,1
4,225,-1,2,2,2,2,2,1,2
4,226,2,2,2,2,2,1,2,0
4,227,2,2,2,2,1,2,0,1
4,228,2,2,2,1,2,0,1,2
4,229,2,2,1,2,0,1,2,2
4,230,2,1,2,0,1,2,2,2
4,231,1,2,0,1,2,2,2,2
4,232,2,0,1,2,2,2,2,2
4,233,0,1,2,2,2,2,2,2
4,234,1,2,2,2,2,2,2,-1
4,235,2,2,2,2,2,2,-1,-1
4,236,2,2,2,2,2,-1,-1,1
4,237,2,2,2,2,-1,-1,1,2
4,238,2,2,2,-1,-1,1,2,0
4,239,2,2,-1,-1,1,2,0,-2
4,240,2,-1,-1,1,2,0,-2,-2
4,241,-1,-1,1,2,0,-2,-2,-2
4,242,-1,1,2,0,-2,-2,-2,-1
4,243,1,2,0,-2,-2,-2,-1,2
4,244,2,0,-2,-2,-2,-1,2,1
4,245,0,-2,-2,-2,-1,2,1,2
4,246,-2,-2,-2,-1,2,1,2,0
4,247,-2,-2,-1,2,1,2,0,0
4,248,-2,-1,2,1,2,0,0,1
4,249,-1,2,1,2,0,0,1,2
4,250,2,1,2,0,0,1,2,2
4,251,1,2,0,0,1,2,2,2
4,252,2,0,0,1,2,2,2,2
5,1,-2,-2,-2,1,2,2,-2,-2
5,2,-2,-2,1,2,2,-2,-2,-2
5,3,-2,1,2,2,-2,-2,-2,-2
5,4,1,2,2,-2,-2,-2,-2,0
5,5,2,2,-2,-2,-2,-2,0,2
5,6,2,-2,-2,-2,-2,0,2,2
5,7,-2,-2,-2,-2,0,2,2,-2
5,8,-2,-2,-2,0,2,2,-2,3
5,9,-2,-2,0,2,2,-2,3,-2
5,10,-2,0,2,2,-2,3,-2,-2
5,11,0,2,2,-2,3,-2,-2,-2
5,12,2,2,-2,3,-2,-2,-2,-2
5,13,2,-2,3,-2,-2,-2,-2,-2
5,14,-2,3,-2,-2,-2,-2,-2,2
5,15,3,-2,-2,-2,-2,-2,2,-3
5,16,-2,-2,-2,-2,-2,2,-3,2
5,17,-2,-2,-2,-2,2,-3,2,-2
5,18,-2,-2,-2,2,-3,2,-2,0
5,19,-2,-2,2,-3,2,-2,0,2
5,20,-2,2,-3,2,-2,0,2,2
5,21,2,-3,2,-2,0,2,2,-1
5,22,-3,2,-2,0,2,2,-1,3
5,23,2,-2,0,2,2,-1,3,2
5,24,-2,0,2,2,-1,3,2,2
5,25,0,2,2,-1,3,2,2,2
5,26,2,2,-1,3,2,2,2,2
5,27,2,-1,3,2,2,2,2,2
5,28,-1,3,2,2,2,2,2,-1
5,29,3,2,2,2,2,2,-1,-1
5,30,2,2,2,2,2,-1,-1,-2
5,31,2,2,2,2,-1,-1,-2,0
5,32,2,2,2,-1,-1,-2,0,-2
5,33,2,2,-1,-1,-2,0,-2,2
5,34,2,-1,-1,-2,0,-2,2,2
5,35,-1,-1,-2,0,-2,2,2,2
5,36,-1,-2,0,-2,2,2,2,1
5,37,-2,0,-2,2,2,2,1,-1
5,38,0,-2,2,2,2,1,-1,0
5,39,-2,2,2,2,1,-1,0,1
5,40,2,2,2,1,-1,0,1,-2
5,41,2,2,1,-1,0,1,-2,-2
5,42,2,1,-1,0,1,-2,-2,-2
5,43,1,-1,0,1,-2,-2,-2,-2
5,44,-1,0,1,-2,-2,-2,-2,1
5,45,0,1,-2,-2,-2,-2,1,0
5,46,1,-2,-2,-2,-2,1,0,-2
5,47,-2,-2,-2,-2,1,0,-2,-2
5,48,-2,-2,-2,1,0,-2,-2,-2
5,49,-2,-2,1,0,-2,-2,-2,-2
5,50,-2,1,0,-2,-2,-2,-2,-2
5,51,1,0,-2,-2,-2,-2,-2,-2
5,52,0,-2,-2,-2,-2,-2,-2,2
5,53,-2,-2,-2,-2,-2,-2,2,2
5,54,-2,-2,-2,-2,-2,2,2,2
5,55,-2,-2,-2,-2,2,2,2,2
5,56,-2,-2,-2,2,2,2,2,2
5,57,-2,-2,2,2,2,2,2,2
5,58,-2,2,2,2,2,2,2,-2
5,59,2,2,2,2,2,2,-2,-1
5,60,2,2,2,2,2,-2,-1,2
5,61,2,2,2,2,-2,-1,2,2
5,62,2,2,2,-2,-1,2,2,2
5,63,2,2,-2,-1,2,2,2,2
5,64,2,-2,-1,2,2,2,2,2
5,65,-2,-1,2,2,2,2,2,2
5,66,-1,2,2,2,2,2,2,0
5,67,2,2,2,2,2,2,0,2
5,68,2,2,2,2,2,0,2,2
5,69,2,2,2,2,0,2,2,2
5,70,2,2,2,0,2,2,2,1
5,71,2,2,0,2,2,2,1,1
5,72,2,0,2,2,2,1,1,-1
5,73,0,2,2,2,1,1,-1,0
5,74,2,2,2,1,1,-1,0,-1
5,75,2,2,1,1,-1,0,-1,1
5,76,2,1,1,-1,0,-1,1,2
5,77,1,1,-1,0,-1,1,2,2
5,78,1,-1,0,-1,1,2,2,2
5,79,-1,0,-1,1,2,2,2,2
5,80,0,-1,1,2,2,2,2,1
5,81,-1,1,2,2,2,2,1,2
5,82,1,2,2,2,2,1,2,2
5,83,2,2,2,2,1,2,2,1
5,84,2,2,2,1,2,2,1,-2
5,85,2,2,1,2,2,1,-2,-2
5,86,2,1,2,2,1,-2,-2,-2
5,87,1,2,2,1,-2,-2,-2,-2
5,88,2,2,1,-2,-2,-2,-2,-2
5,89,2,1,-2,-2,-2,-2,-2,-2
5,90,1,-2,-2,-2,-2,-2,-2,0
5,91,-2,-2,-2,-2,-2,-2,0,2
5,92,-2,-2,-2,-2,-2,0,2,2
5,93,-2,-2,-2,-2,0,2,2,1
5,94,-2,-2,-2,0,2,2,1,-1
5,95,-2,-2,0,2,2,1,-1,-1
5,96,-2,0,2,2,1,-1,-1,-2
5,97,0,2,2,1,-1,-1,-2,-2
5,98,2,2,1,-1,-1,-2,-2,-2
5,99,2,1,-1,-1,-2,-2,-2,-2
5,100,1,-1,-1,-2,-2,-2,-2,-2
5,101,-1,-1,-2,-2,-2,-2,-2,1
5,102,-1,-2,-2,-2,-2,-2,1,0
5,103,-2,-2,-2,-2,-2,1,0,1
5,104,-2,-2,-2,-2,1,0,1,2
5,105,-2,-2,-2,1,0,1,2,1
5,106,-2,-2,1,0,1,2,1,-1
5,107,-2,1,0,1,2,1,-1,0
5,108,1,0,1,2,1,-1,0,2
5,109,0,1,2,1,-1,0,2,-2
5,110,1,2,1,-1,0,2,-2,3
5,111,2,1,-1,0,2,-2,3,-2
5,112,1,-1,0,2,-2,3,-2,-2
5,113,-1,0,2,-2,3,-2,-2,1
5,114,0,2,-2,3,-2,-2,1,2
5,115,2,-2,3,-2,-2,1,2,2
5,116,-2,3,-2,-2,1,2,2,-2
5,117,3,-2,-2,1,2,2,-2,-2
5,118,-2,-2,1,2,2,-2,-2,0
5,119,-2,1,2,2,-2,-2,0,2
5,120,1,2,2,-2,-2,0,2,2
5,121,2,2,-2,-2,0,2,2,2
5,122,2,-2,-2,0,2,2,2,2
5,123,-2,-2,0,2,2,2,2,2
5,124,-2,0,2,2,2,2,2,2
5,125,0,2,2,2,2,2,2,2
5,126,2,2,2,2,2,2,2,0
5,127,2,2,2,2,2,2,0,0
5,128,2,2,2,2,2,0,0,-1
5,129,2,2,2,2,0,0,-1,0
5,130,2,2,2,0,0,-1,0,-2
5,131,2,2,0,0,-1,0,-2,1
5,132,2,0,0,-1,0,-2,1,2
5,133,0,0,-1,0,-2,1,2,-1
5,134,0,-1,0,-2,1,2,-1,-2
5,135,-1,0,-2,1,2,-1,-2,-2
5,136,0,-2,1,2,-1,-2,-2,-2
5,137,-2,1,2,-1,-2,-2,-2,-2
5,138,1,2,-1,-2,-2,-2,-2,-2
5,139,2,-1,-2,-2,-2,-2,-2,-2
5,140,-1,-2,-2,-2,-2,-2,-2,-2
5,141,-2,-2,-2,-2,-2,-2,-2,-1
5,142,-2,-2,-2,-2,-2,-2,-1,-2
5,143,-2,-2,-2,-2,-2,-1,-2,-2
5,144,-2,-2,-2,-2,-1,-2,-2,-2
5,145,-2,-2,-2,-1,-2,-2,-2,-2
5,146,-2,-2,-1,-2,-2,-2,-2,-2
5,147,-2,-1,-2,-2,-2,-2,-2,-2
5,148,-1,-2,-2,-2,-2,-2,-2,0
5,149,-2,-2,-2,-2,-2,-2,0,-2
5,150,-2,-2,-2,-2,-2,0,-2,-2
5,151,-2,-2,-2,-2,0,-2,-2,-2
5,152,-2,-2,-2,0,-2,-2,-2,-2
5,153,-2,-2,0,-2,-2,-2,-2,-2
5,154,-2,0,-2,-2,-2,-2,-2,-2
5,155,0,-2,-2,-2,-2,-2,-2,-2
5,156,-2,-2,-2,-2,-2,-2,-2,-2
5,157,-2,-2,-2,-2,-2,-2,-2,-2
5,158,-2,-2,-2,-2,-2,-2,-2,-2
5,159,-2,-2,-2,-2,-2,-2,-2,-2
5,160,-2,-2,-2,-2,-2,-2,-2,-2
5,161,-2,-2,-2,-2,-2,-2,-2,-2
