Region No,Group No,Action 1,Action 2,Action 3,Action 4,Action 5,Action 6,Action 7,Action 8,Action 9,Action 10,Action to Next Point
9,151,-1,1,1,-1,-2,1,2,2,-1,1,-1
9,152,1,1,-1,-2,1,2,2,-1,1,-1,0
9,153,1,-1,-2,1,2,2,-1,1,-1,0,0
9,154,-1,-2,1,2,2,-1,1,-1,0,0,2
9,155,-2,1,2,2,-1,1,-1,0,0,2,2
9,156,1,2,2,-1,1,-1,0,0,2,2,1
9,157,2,2,-1,1,-1,0,0,2,2,1,3
9,158,2,-1,1,-1,0,0,2,2,1,3,2
9,159,-1,1,-1,0,0,2,2,1,3,2,2
9,160,1,-1,0,0,2,2,1,3,2,2,2
9,161,-1,0,0,2,2,1,3,2,2,2,-2
9,162,0,0,2,2,1,3,2,2,2,-2,0
9,163,0,2,2,1,3,2,2,2,-2,0,2
9,164,2,2,1,3,2,2,2,-2,0,2,2
9,165,2,1,3,2,2,2,-2,0,2,2,2
9,166,1,3,2,2,2,-2,0,2,2,2,-1
9,167,3,2,2,2,-2,0,2,2,2,-1,-1
9,168,2,2,2,-2,0,2,2,2,-1,-1,1
9,169,2,2,-2,0,2,2,2,-1,-1,1,-2
9,170,2,-2,0,2,2,2,-1,-1,1,-2,2
9,171,-2,0,2,2,2,-1,-1,1,-2,2,-3
9,172,0,2,2,2,-1,-1,1,-2,2,-3,-3
9,173,2,2,2,-1,-1,1,-2,2,-3,-3,-3
9,174,2,2,-1,-1,1,-2,2,-3,-3,-3,-3
9,175,2,-1,-1,1,-2,2,-3,-3,-3,-3,-3
9,176,-1,-1,1,-2,2,-3,-3,-3,-3,-3,-3
9,177,-1,1,-2,2,-3,-3,-3,-3,-3,-3,-3
9,178,1,-2,2,-3,-3,-3,-3,-3,-3,-3,-3
9,179,-2,2,-3,-3,-3,-3,-3,-3,-3,-3,0
9,180,2,-3,-3,-3,-3,-3,-3,-3,-3,0,0
9,181,-3,-3,-3,-3,-3,-3,-3,-3,0,0,1
9,182,-3,-3,-3,-3,-3,-3,-3,0,0,1,2
9,183,-3,-3,-3,-3,-3,-3,0,0,1,2,3
9,184,-3,-3,-3,-3,-3,0,0,1,2,3,2
9,185,-3,-3,-3,-3,0,0,1,2,3,2,2
9,186,-3,-3,-3,0,0,1,2,3,2,2,-2
9,187,-3,-3,0,0,1,2,3,2,2,-2,-3
9,188,-3,0,0,1,2,3,2,2,-2,-3,-2
9,189,0,0,1,2,3,2,2,-2,-3,-2,-2
9,190,0,1,2,3,2,2,-2,-3,-2,-2,-2
9,191,1,2,3,2,2,-2,-3,-2,-2,-2,-2
9,192,2,3,2,2,-2,-3,-2,-2,-2,-2,-1
9,193,3,2,2,-2,-3,-2,-2,-2,-2,-1,2
9,194,2,2,-2,-3,-2,-2,-2,-2,-1,2,2
9,195,2,-2,-3,-2,-2,-2,-2,-1,2,2,-2
9,196,-2,-3,-2,-2,-2,-2,-1,2,2,-2,-2
9,197,-3,-2,-2,-2,-2,-1,2,2,-2,-2,-3
9,198,-2,-2,-2,-2,-1,2,2,-2,-2,-3,-3
9,199,-2,-2,-2,-1,2,2,-2,-2,-3,-3,-2
9,200,-2,-2,-1,2,2,-2,-2,-3,-3,-2,-2
9,201,-2,-1,2,2,-2,-2,-3,-3,-2,-2,-2
9,202,-1,2,2,-2,-2,-3,-3,-2,-2,-2,1
9,203,2,2,-2,-2,-3,-3,-2,-2,-2,1,-3
9,204,2,-2,-2,-3,-3,-2,-2,-2,1,-3,0
9,205,-2,-2,-3,-3,-2,-2,-2,1,-3,0,-2
9,206,-2,-3,-3,-2,-2,-2,1,-3,0,-2,1
9,207,-3,-3,-2,-2,-2,1,-3,0,-2,1,-3
9,208,-3,-2,-2,-2,1,-3,0,-2,1,-3,2
9,209,-2,-2,-2,1,-3,0,-2,1,-3,2,-1
9,210,-2,-2,1,-3,0,-2,1,-3,2,-1,1
9,211,-2,1,-3,0,-2,1,-3,2,-1,1,-2
9,212,1,-3,0,-2,1,-3,2,-1,1,-2,-2
9,213,-3,0,-2,1,-3,2,-1,1,-2,-2,-2
9,214,0,-2,1,-3,2,-1,1,-2,-2,-2,-2
9,215,-2,1,-3,2,-1,1,-2,-2,-2,-2,0
9,216,1,-3,2,-1,1,-2,-2,-2,-2,0,2
9,217,-3,2,-1,1,-2,-2,-2,-2,0,2,0
9,218,2,-1,1,-2,-2,-2,-2,0,2,0,-2
9,219,-1,1,-2,-2,-2,-2,0,2,0,-2,-2
9,220,1,-2,-2,-2,-2,0,2,0,-2,-2,1
9,221,-2,-2,-2,-2,0,2,0,-2,-2,1,1
9,222,-2,-2,-2,0,2,0,-2,-2,1,1,-1
9,223,-2,-2,0,2,0,-2,-2,1,1,-1,-2
9,224,-2,0,2,0,-2,-2,1,1,-1,-2,1
9,225,0,2,0,-2,-2,1,1,-1,-2,1,1
9,226,2,0,-2,-2,1,1,-1,-2,1,1,-1
9,227,0,-2,-2,1,1,-1,-2,1,1,-1,-2
9,228,-2,-2,1,1,-1,-2,1,1,-1,-2,2
9,229,-2,1,1,-1,-2,1,1,-1,-2,2,0
9,230,1,1,-1,-2,1,1,-1,-2,2,0,3
9,231,1,-1,-2,1,1,-1,-2,2,0,3,2
9,232,-1,-2,1,1,-1,-2,2,0,3,2,2
9,233,-2,1,1,-1,-2,2,0,3,2,2,2
9,234,1,1,-1,-2,2,0,3,2,2,2,2
9,235,1,-1,-2,2,0,3,2,2,2,2,-2
9,236,-1,-2,2,0,3,2,2,2,2,-2,-2
9,237,-2,2,0,3,2,2,2,2,-2,-2,-2
9,238,2,0,3,2,2,2,2,-2,-2,-2,2
9,239,0,3,2,2,2,2,-2,-2,-2,2,2
9,240,3,2,2,2,2,-2,-2,-2,2,2,1
9,241,2,2,2,2,-2,-2,-2,2,2,1,0
9,242,2,2,2,-2,-2,-2,2,2,1,0,-2
9,243,2,2,-2,-2,-2,2,2,1,0,-2,0
9,244,2,-2,-2,-2,2,2,1,0,-2,0,-3
9,245,-2,-2,-2,2,2,1,0,-2,0,-3,0
9,246,-2,-2,2,2,1,0,-2,0,-3,0,-1
9,247,-2,2,2,1,0,-2,0,-3,0,-1,0
9,248,2,2,1,0,-2,0,-3,0,-1,0,-2
9,249,2,1,0,-2,0,-3,0,-1,0,-2,-2
9,250,1,0,-2,0,-3,0,-1,0,-2,-2,-2
10,1,2,2,2,2,2,2,-1,-2,-2,1,2
10,2,2,2,2,2,2,-1,-2,-2,1,2,-1
10,3,2,2,2,2,-1,-2,-2,1,2,-1,-2
10,4,2,2,2,-1,-2,-2,1,2,-1,-2,-2
10,5,2,2,-1,-2,-2,1,2,-1,-2,-2,2
10,6,2,-1,-2,-2,1,2,-1,-2,-2,2,2
10,7,-1,-2,-2,1,2,-1,-2,-2,2,2,-2
10,8,-2,-2,1,2,-1,-2,-2,2,2,-2,-1
10,9,-2,1,2,-1,-2,-2,2,2,-2,-1,-3
10,10,1,2,-1,-2,-2,2,2,-2,-1,-3,-3
10,11,2,-1,-2,-2,2,2,-2,-1,-3,-3,-3
10,12,-1,-2,-2,2,2,-2,-1,-3,-3,-3,-2
10,13,-2,-2,2,2,-2,-1,-3,-3,-3,-2,-2
10,14,-2,2,2,-2,-1,-3,-3,-3,-2,-2,-1
10,15,2,2,-2,-1,-3,-3,-3,-2,-2,-1,0
10,16,2,-2,-1,-3,-3,-3,-2,-2,-1,0,-2
10,17,-2,-1,-3,-3,-3,-2,-2,-1,0,-2,-2
10,18,-1,-3,-3,-3,-2,-2,-1,0,-2,-2,-2
10,19,-3,-3,-3,-2,-2,-1,0,-2,-2,-2,-2
10,20,-3,-3,-2,-2,-1,0,-2,-2,-2,-2,-1
10,21,-3,-2,-2,-1,0,-2,-2,-2,-2,-1,2
10,22,-2,-2,-1,0,-2,-2,-2,-2,-1,2,2
10,23,-2,-1,0,-2,-2,-2,-2,-1,2,2,2
10,24,-1,0,-2,-2,-2,-2,-1,2,2,2,2
10,25,0,-2,-2,-2,-2,-1,2,2,2,2,2
10,26,-2,-2,-2,-2,-1,2,2,2,2,2,2
10,27,-2,-2,-2,-1,2,2,2,2,2,2,-2
10,28,-2,-2,-1,2,2,2,2,2,2,-2,-2
10,29,-2,-1,2,2,2,2,2,2,-2,-2,-2
10,30,-1,2,2,2,2,2,2,-2,-2,-2,-2
10,31,2,2,2,2,2,2,-2,-2,-2,-2,2
10,32,2,2,2,2,2,-2,-2,-2,-2,2,2
10,33,2,2,2,2,-2,-2,-2,-2,2,2,2
10,34,2,2,2,-2,-2,-2,-2,2,2,2,2
10,35,2,2,-2,-2,-2,-2,2,2,2,2,-2
10,36,2,-2,-2,-2,-2,2,2,2,2,-2,-2
10,37,-2,-2,-2,-2,2,2,2,2,-2,-2,-2
10,38,-2,-2,-2,2,2,2,2,-2,-2,-2,-1
10,39,-2,-2,2,2,2,2,-2,-2,-2,-1,-1
10,40,-2,2,2,2,2,-2,-2,-2,-1,-1,0
10,41,2,2,2,2,-2,-2,-2,-1,-1,0,2
10,42,2,2,2,-2,-2,-2,-1,-1,0,2,2
10,43,2,2,-2,-2,-2,-1,-1,0,2,2,2
10,44,2,-2,-2,-2,-1,-1,0,2,2,2,3
10,45,-2,-2,-2,-1,-1,0,2,2,2,3,2
10,46,-2,-2,-1,-1,0,2,2,2,3,2,2
10,47,-2,-1,-1,0,2,2,2,3,2,2,1
10,48,-1,-1,0,2,2,2,3,2,2,1,-2
10,49,-1,0,2,2,2,3,2,2,1,-2,1
10,50,0,2,2,2,3,2,2,1,-2,1,2
10,51,2,2,2,3,2,2,1,-2,1,2,2
10,52,2,2,3,2,2,1,-2,1,2,2,0
10,53,2,3,2,2,1,-2,1,2,2,0,3
10,54,3,2,2,1,-2,1,2,2,0,3,0
10,55,2,2,1,-2,1,2,2,0,3,0,2
10,56,2,1,-2,1,2,2,0,3,0,2,-2
10,57,1,-2,1,2,2,0,3,0,2,-2,0
10,58,-2,1,2,2,0,3,0,2,-2,0,0
10,59,1,2,2,0,3,0,2,-2,0,0,2
10,60,2,2,0,3,0,2,-2,0,0,2,1
10,61,2,0,3,0,2,-2,0,0,2,1,3
10,62,0,3,0,2,-2,0,0,2,1,3,-2
10,63,3,0,2,-2,0,0,2,1,3,-2,0
10,64,0,2,-2,0,0,2,1,3,-2,0,-2
10,65,2,-2,0,0,2,1,3,-2,0,-2,-2
10,66,-2,0,0,2,1,3,-2,0,-2,-2,-1
10,67,0,0,2,1,3,-2,0,-2,-2,-1,2
10,68,0,2,1,3,-2,0,-2,-2,-1,2,1
10,69,2,1,3,-2,0,-2,-2,-1,2,1,2
10,70,1,3,-2,0,-2,-2,-1,2,1,2,3
10,71,3,-2,0,-2,-2,-1,2,1,2,3,2
10,72,-2,0,-2,-2,-1,2,1,2,3,2,1
10,73,0,-2,-2,-1,2,1,2,3,2,1,-2
10,74,-2,-2,-1,2,1,2,3,2,1,-2,-2
10,75,-2,-1,2,1,2,3,2,1,-2,-2,-1
10,76,-1,2,1,2,3,2,1,-2,-2,-1,0
10,77,2,1,2,3,2,1,-2,-2,-1,0,0
10,78,1,2,3,2,1,-2,-2,-1,0,0,0
10,79,2,3,2,1,-2,-2,-1,0,0,0,-2
10,80,3,2,1,-2,-2,-1,0,0,0,-2,-2
10,81,2,1,-2,-2,-1,0,0,0,-2,-2,0
10,82,1,-2,-2,-1,0,0,0,-2,-2,0,-3
10,83,-2,-2,-1,0,0,0,-2,-2,0,-3,0
10,84,-2,-1,0,0,0,-2,-2,0,-3,0,-1
10,85,-1,0,0,0,-2,-2,0,-3,0,-1,0
10,86,0,0,0,-2,-2,0,-3,0,-1,0,1
10,87,0,0,-2,-2,0,-3,0,-1,0,1,2
10,88,0,-2,-2,0,-3,0,-1,0,1,2,2
10,89,-2,-2,0,-3,0,-1,0,1,2,2,2
10,90,-2,0,-3,0,-1,0,1,2,2,2,-1
10,91,0,-3,0,-1,0,1,2,2,2,-1,-2
10,92,-3,0,-1,0,1,2,2,2,-1,-2,2
10,93,0,-1,0,1,2,2,2,-1,-2,2,2
10,94,-1,0,1,2,2,2,-1,-2,2,2,2
10,95,0,1,2,2,2,-1,-2,2,2,2,2
10,96,1,2,2,2,-1,-2,2,2,2,2,-1
10,97,2,2,2,-1,-2,2,2,2,2,-1,-2
10,98,2,2,-1,-2,2,2,2,2,-1,-2,1
10,99,2,-1,-2,2,2,2,2,-1,-2,1,-3
10,100,-1,-2,2,2,2,2,-1,-2,1,-3,-1
10,101,-2,2,2,2,2,-1,-2,1,-3,-1,-2
10,102,2,2,2,2,-1,-2,1,-3,-1,-2,-1
10,103,2,2,2,-1,-2,1,-3,-1,-2,-1,0
10,104,2,2,-1,-2,1,-3,-1,-2,-1,0,1
10,105,2,-1,-2,1,-3,-1,-2,-1,0,1,2
10,106,-1,-2,1,-3,-1,-2,-1,0,1,2,-1
10,107,-2,1,-3,-1,-2,-1,0,1,2,-1,-2
10,108,1,-3,-1,-2,-1,0,1,2,-1,-2,-2
10,109,-3,-1,-2,-1,0,1,2,-1,-2,-2,-2
10,110,-1,-2,-1,0,1,2,-1,-2,-2,-2,0
10,111,-2,-1,0,1,2,-1,-2,-2,-2,0,-3
10,112,-1,0,1,2,-1,-2,-2,-2,0,-3,-2
10,113,0,1,2,-1,-2,-2,-2,0,-3,-2,-2
10,114,1,2,-1,-2,-2,-2,0,-3,-2,-2,1
10,115,2,-1,-2,-2,-2,0,-3,-2,-2,1,2
10,116,-1,-2,-2,-2,0,-3,-2,-2,1,2,-1
10,117,-2,-2,-2,0,-3,-2,-2,1,2,-1,3
10,118,-2,-2,0,-3,-2,-2,1,2,-1,3,-2
10,119,-2,0,-3,-2,-2,1,2,-1,3,-2,1
10,120,0,-3,-2,-2,1,2,-1,3,-2,1,2
10,121,-3,-2,-2,1,2,-1,3,-2,1,2,1
10,122,-2,-2,1,2,-1,3,-2,1,2,1,-2
10,123,-2,1,2,-1,3,-2,1,2,1,-2,-2
10,124,1,2,-1,3,-2,1,2,1,-2,-2,-2
10,125,2,-1,3,-2,1,2,1,-2,-2,-2,-2
10,126,-1,3,-2,1,2,1,-2,-2,-2,-2,-2
10,127,3,-2,1,2,1,-2,-2,-2,-2,-2,2
10,128,-2,1,2,1,-2,-2,-2,-2,-2,2,1
10,129,1,2,1,-2,-2,-2,-2,-2,2,1,-2
10,130,2,1,-2,-2,-2,-2,-2,2,1,-2,0
10,131,1,-2,-2,-2,-2,-2,2,1,-2,0,2
10,132,-2,-2,-2,-2,-2,2,1,-2,0,2,2
10,133,-2,-2,-2,-2,2,1,-2,0,2,2,2
10,134,-2,-2,-2,2,1,-2,0,2,2,2,2
10,135,-2,-2,2,1,-2,0,2,2,2,2,-2
10,136,-2,2,1,-2,0,2,2,2,2,-2,-2
10,137,2,1,-2,0,2,2,2,2,-2,-2,-2
10,138,1,-2,0,2,2,2,2,-2,-2,-2,-2
10,139,-2,0,2,2,2,2,-2,-2,-2,-2,-1
10,140,0,2,2,2,2,-2,-2,-2,-2,-1,1
10,141,2,2,2,2,-2,-2,-2,-2,-1,1,2
10,142,2,2,2,-2,-2,-2,-2,-1,1,2,2
10,143,2,2,-2,-2,-2,-2,-1,1,2,2,1
10,144,2,-2,-2,-2,-2,-1,1,2,2,1,-2
10,145,-2,-2,-2,-2,-1,1,2,2,1,-2,-1
10,146,-2,-2,-2,-1,1,2,2,1,-2,-1,-2
10,147,-2,-2,-1,1,2,2,1,-2,-1,-2,2
10,148,-2,-1,1,2,2,1,-2,-1,-2,2,-3
10,149,-1,1,2,2,1,-2,-1,-2,2,-3,-1
10,150,1,2,2,1,-2,-1,-2,2,-3,-1,2
10,151,2,2,1,-2,-1,-2,2,-3,-1,2,1
10,152,2,1,-2,-1,-2,2,-3,-1,2,1,3
10,153,1,-2,-1,-2,2,-3,-1,2,1,3,2
10,154,-2,-1,-2,2,-3,-1,2,1,3,2,2
10,155,-1,-2,2,-3,-1,2,1,3,2,2,0
10,156,-2,2,-3,-1,2,1,3,2,2,0,-2
10,157,2,-3,-1,2,1,3,2,2,0,-2,-2
10,158,-3,-1,2,1,3,2,2,0,-2,-2,-1
10,159,-1,2,1,3,2,2,0,-2,-2,-1,0
10,160,2,1,3,2,2,0,-2,-2,-1,0,2
10,161,1,3,2,2,0,-2,-2,-1,0,2,-2
10,162,3,2,2,0,-2,-2,-1,0,2,-2,1
10,163,2,2,0,-2,-2,-1,0,2,-2,1,-1
10,164,2,0,-2,-2,-1,0,2,-2,1,-1,2
10,165,0,-2,-2,-1,0,2,-2,1,-1,2,3
10,166,-2,-2,-1,0,2,-2,1,-1,2,3,2
10,167,-2,-1,0,2,-2,1,-1,2,3,2,2
10,168,-1,0,2,-2,1,-1,2,3,2,2,2
10,169,0,2,-2,1,-1,2,3,2,2,2,2
10,170,2,-2,1,-1,2,3,2,2,2,2,1
10,171,-2,1,-1,2,3,2,2,2,2,1,0
10,172,1,-1,2,3,2,2,2,2,1,0,1
10,173,-1,2,3,2,2,2,2,1,0,1,-2
10,174,2,3,2,2,2,2,1,0,1,-2,-2
10,175,3,2,2,2,2,1,0,1,-2,-2,-2
10,176,2,2,2,2,1,0,1,-2,-2,-2,-2
10,177,2,2,2,1,0,1,-2,-2,-2,-2,-2
10,178,2,2,1,0,1,-2,-2,-2,-2,-2,2
10,179,2,1,0,1,-2,-2,-2,-2,-2,2,-3
10,180,1,0,1,-2,-2,-2,-2,-2,2,-3,2
10,181,0,1,-2,-2,-2,-2,-2,2,-3,2,1
10,182,1,-2,-2,-2,-2,-2,2,-3,2,1,2
10,183,-2,-2,-2,-2,-2,2,-3,2,1,2,-2
10,184,-2,-2,-2,-2,2,-3,2,1,2,-2,-2
10,185,-2,-2,-2,2,-3,2,1,2,-2,-2,2
10,186,-2,-2,2,-3,2,1,2,-2,-2,2,2
10,187,-2,2,-3,2,1,2,-2,-2,2,2,2
10,188,2,-3,2,1,2,-2,-2,2,2,2,2
10,189,-3,2,1,2,-2,-2,2,2,2,2,2
10,190,2,1,2,-2,-2,2,2,2,2,2,2
10,191,1,2,-2,-2,2,2,2,2,2,2,1
10,192,2,-2,-2,2,2,2,2,2,2,1,-2
10,193,-2,-2,2,2,2,2,2,2,1,-2,-2
10,194,-2,2,2,2,2,2,2,1,-2,-2,-2
10,195,2,2,2,2,2,2,1,-2,-2,-2,1
10,196,2,2,2,2,2,1,-2,-2,-2,1,-3
10,197,2,2,2,2,1,-2,-2,-2,1,-3,1
10,198,2,2,2,1,-2,-2,-2,1,-3,1,-2
10,199,2,2,1,-2,-2,-2,1,-3,1,-2,-2
10,200,2,1,-2,-2,-2,1,-3,1,-2,-2,-2
10,201,1,-2,-2,-2,1,-3,1,-2,-2,-2,-1
10,202,-2,-2,-2,1,-3,1,-2,-2,-2,-1,1
10,203,-2,-2,1,-3,1,-2,-2,-2,-1,1,1
10,204,-2,1,-3,1,-2,-2,-2,-1,1,1,2
10,205,1,-3,1,-2,-2,-2,-1,1,1,2,0
10,206,-3,1,-2,-2,-2,-1,1,1,2,0,-2
10,207,1,-2,-2,-2,-1,1,1,2,0,-2,-1
10,208,-2,-2,-2,-1,1,1,2,0,-2,-1,0
10,209,-2,-2,-1,1,1,2,0,-2,-1,0,1
10,210,-2,-1,1,1,2,0,-2,-1,0,1,0
10,211,-1,1,1,2,0,-2,-1,0,1,0,-2
10,212,1,1,2,0,-2,-1,0,1,0,-2,-2
10,213,1,2,0,-2,-1,0,1,0,-2,-2,0
10,214,2,0,-2,-1,0,1,0,-2,-2,0,2
10,215,0,-2,-1,0,1,0,-2,-2,0,2,2
10,216,-2,-1,0,1,0,-2,-2,0,2,2,1
10,217,-1,0,1,0,-2,-2,0,2,2,1,0
10,218,0,1,0,-2,-2,0,2,2,1,0,-2
10,219,1,0,-2,-2,0,2,2,1,0,-2,-2
10,220,0,-2,-2,0,2,2,1,0,-2,-2,-1
10,221,-2,-2,0,2,2,1,0,-2,-2,-1,2
10,222,-2,0,2,2,1,0,-2,-2,-1,2,2
10,223,0,2,2,1,0,-2,-2,-1,2,2,2
10,224,2,2,1,0,-2,-2,-1,2,2,2,-1
10,225,2,1,0,-2,-2,-1,2,2,2,-1,0
10,226,1,0,-2,-2,-1,2,2,2,-1,0,-1
10,227,0,-2,-2,-1,2,2,2,-1,0,-1,0
10,228,-2,-2,-1,2,2,2,-1,0,-1,0,-1
10,229,-2,-1,2,2,2,-1,0,-1,0,-1,1
10,230,-1,2,2,2,-1,0,-1,0,-1,1,2
10,231,2,2,2,-1,0,-1,0,-1,1,2,2
10,232,2,2,-1,0,-1,0,-1,1,2,2,1
10,233,2,-1,0,-1,0,-1,1,2,2,1,0
10,234,-1,0,-1,0,-1,1,2,2,1,0,1
10,235,0,-1,0,-1,1,2,2,1,0,1,-1
10,236,-1,0,-1,1,2,2,1,0,1,-1,-1
10,237,0,-1,1,2,2,1,0,1,-1,-1,-2
10,238,-1,1,2,2,1,0,1,-1,-1,-2,-1
10,239,1,2,2,1,0,1,-1,-1,-2,-1,1
10,240,2,2,1,0,1,-1,-1,-2,-1,1,0
10,241,2,1,0,1,-1,-1,-2,-1,1,0,0
10,242,1,0,1,-1,-1,-2,-1,1,0,0,2
10,243,0,1,-1,-1,-2,-1,1,0,0,2,2
10,244,1,-1,-1,-2,-1,1,0,0,2,2,2
10,245,-1,-1,-2,-1,1,0,0,2,2,2,1
10,246,-1,-2,-1,1,0,0,2,2,2,1,0
10,247,-2,-1,1,0,0,2,2,2,1,0,-2
10,248,-1,1,0,0,2,2,2,1,0,-2,-2
10,249,1,0,0,2,2,2,1,0,-2,-2,-2
11,1,0,2,2,2,2,2,2,-1,-2,0,0
11,2,2,2,2,2,2,2,-1,-2,0,0,2
11,3,2,2,2,2,2,-1,-2,0,0,2,-1
11,4,2,2,2,2,-1,-2,0,0,2,-1,0
11,5,2,2,2,-1,-2,0,0,2,-1,0,-1
11,6,2,2,-1,-2,0,0,2,-1,0,-1,-1
11,7,2,-1,-2,0,0,2,-1,0,-1,-1,-1
11,8,-1,-2,0,0,2,-1,0,-1,-1,-1,2
11,9,-2,0,0,2,-1,0,-1,-1,-1,2,2
11,10,0,0,2,-1,0,-1,-1,-1,2,2,2
11,11,0,2,-1,0,-1,-1,-1,2,2,2,0
11,12,2,-1,0,-1,-1,-1,2,2,2,0,-2
11,13,-1,0,-1,-1,-1,2,2,2,0,-2,-2
11,14,0,-1,-1,-1,2,2,2,0,-2,-2,0
11,15,-1,-1,-1,2,2,2,0,-2,-2,0,-3
11,16,-1,-1,2,2,2,0,-2,-2,0,-3,-2
11,17,-1,2,2,2,0,-2,-2,0,-3,-2,-2
11,18,2,2,2,0,-2,-2,0,-3,-2,-2,-2
11,19,2,2,0,-2,-2,0,-3,-2,-2,-2,2
11,20,2,0,-2,-2,0,-3,-2,-2,-2,2,2
11,21,0,-2,-2,0,-3,-2,-2,-2,2,2,2
11,22,-2,-2,0,-3,-2,-2,-2,2,2,2,2
11,23,-2,0,-3,-2,-2,-2,2,2,2,2,2
11,24,0,-3,-2,-2,-2,2,2,2,2,2,-2
11,25,-3,-2,-2,-2,2,2,2,2,2,-2,2
11,26,-2,-2,-2,2,2,2,2,2,-2,2,-1
11,27,-2,-2,2,2,2,2,2,-2,2,-1,2
11,28,-2,2,2,2,2,2,-2,2,-1,2,2
11,29,2,2,2,2,2,-2,2,-1,2,2,2
11,30,2,2,2,2,-2,2,-1,2,2,2,2
11,31,2,2,2,-2,2,-1,2,2,2,2,2
11,32,2,2,-2,2,-1,2,2,2,2,2,2
11,33,2,-2,2,-1,2,2,2,2,2,2,2
11,34,-2,2,-1,2,2,2,2,2,2,2,-1
11,35,2,-1,2,2,2,2,2,2,2,-1,-2
11,36,-1,2,2,2,2,2,2,2,-1,-2,1
11,37,2,2,2,2,2,2,2,-1,-2,1,2
11,38,2,2,2,2,2,2,-1,-2,1,2,2
11,39,2,2,2,2,2,-1,-2,1,2,2,2
11,40,2,2,2,2,-1,-2,1,2,2,2,-2
11,41,2,2,2,-1,-2,1,2,2,2,-2,-2
11,42,2,2,-1,-2,1,2,2,2,-2,-2,0
11,43,2,-1,-2,1,2,2,2,-2,-2,0,-1
11,44,-1,-2,1,2,2,2,-2,-2,0,-1,-2
11,45,-2,1,2,2,2,-2,-2,0,-1,-2,-2
11,46,1,2,2,2,-2,-2,0,-1,-2,-2,1
11,47,2,2,2,-2,-2,0,-1,-2,-2,1,2
11,48,2,2,-2,-2,0,-1,-2,-2,1,2,2
11,49,2,-2,-2,0,-1,-2,-2,1,2,2,2
11,50,-2,-2,0,-1,-2,-2,1,2,2,2,-2
11,51,-2,0,-1,-2,-2,1,2,2,2,-2,-2
11,52,0,-1,-2,-2,1,2,2,2,-2,-2,-2
11,53,-1,-2,-2,1,2,2,2,-2,-2,-2,0
11,54,-2,-2,1,2,2,2,-2,-2,-2,0,-3
11,55,-2,1,2,2,2,-2,-2,-2,0,-3,2
11,56,1,2,2,2,-2,-2,-2,0,-3,2,-2
11,57,2,2,2,-2,-2,-2,0,-3,2,-2,1
11,58,2,2,-2,-2,-2,0,-3,2,-2,1,2
11,59,2,-2,-2,-2,0,-3,2,-2,1,2,2
11,60,-2,-2,-2,0,-3,2,-2,1,2,2,2
11,61,-2,-2,0,-3,2,-2,1,2,2,2,2
11,62,-2,0,-3,2,-2,1,2,2,2,2,1
11,63,0,-3,2,-2,1,2,2,2,2,1,-1
11,64,-3,2,-2,1,2,2,2,2,1,-1,-2
11,65,2,-2,1,2,2,2,2,1,-1,-2,2
11,66,-2,1,2,2,2,2,1,-1,-2,2,2
11,67,1,2,2,2,2,1,-1,-2,2,2,2
11,68,2,2,2,2,1,-1,-2,2,2,2,2
11,69,2,2,2,1,-1,-2,2,2,2,2,-2
11,70,2,2,1,-1,-2,2,2,2,2,-2,3
11,71,2,1,-1,-2,2,2,2,2,-2,3,0
11,72,1,-1,-2,2,2,2,2,-2,3,0,2
11,73,-1,-2,2,2,2,2,-2,3,0,2,2
11,74,-2,2,2,2,2,-2,3,0,2,2,2
11,75,2,2,2,2,-2,3,0,2,2,2,1
11,76,2,2,2,-2,3,0,2,2,2,1,-2
11,77,2,2,-2,3,0,2,2,2,1,-2,-2
11,78,2,-2,3,0,2,2,2,1,-2,-2,-2
11,79,-2,3,0,2,2,2,1,-2,-2,-2,-2
11,80,3,0,2,2,2,1,-2,-2,-2,-2,-2
11,81,0,2,2,2,1,-2,-2,-2,-2,-2,-2
11,82,2,2,2,1,-2,-2,-2,-2,-2,-2,-2
11,83,2,2,1,-2,-2,-2,-2,-2,-2,-2,2
11,84,2,1,-2,-2,-2,-2,-2,-2,-2,2,2
11,85,1,-2,-2,-2,-2,-2,-2,-2,2,2,2
11,86,-2,-2,-2,-2,-2,-2,-2,2,2,2,2
11,87,-2,-2,-2,-2,-2,-2,2,2,2,2,2
11,88,-2,-2,-2,-2,-2,2,2,2,2,2,2
11,89,-2,-2,-2,-2,2,2,2,2,2,2,0
11,90,-2,-2,-2,2,2,2,2,2,2,0,0
11,91,-2,-2,2,2,2,2,2,2,0,0,1
11,92,-2,2,2,2,2,2,2,0,0,1,1
11,93,2,2,2,2,2,2,0,0,1,1,1
11,94,2,2,2,2,2,0,0,1,1,1,-1
11,95,2,2,2,2,0,0,1,1,1,-1,1
11,96,2,2,2,0,0,1,1,1,-1,1,2
11,97,2,2,0,0,1,1,1,-1,1,2,1
11,98,2,0,0,1,1,1,-1,1,2,1,-2
11,99,0,0,1,1,1,-1,1,2,1,-2,-2
11,100,0,1,1,1,-1,1,2,1,-2,-2,-2
11,101,1,1,1,-1,1,2,1,-2,-2,-2,1
11,102,1,1,-1,1,2,1,-2,-2,-2,1,1
11,103,1,-1,1,2,1,-2,-2,-2,1,1,2
11,104,-1,1,2,1,-2,-2,-2,1,1,2,2
