Region No,Group No,Action 1,Action 2,Action 3,Action 4,Action 5,Action to Next Point
3,227,1,-1,-2,-2,-1,0
3,228,-1,-2,-2,-1,0,2
3,229,-2,-2,-1,0,2,2
3,230,-2,-1,0,2,2,2
3,231,-1,0,2,2,2,1
3,232,0,2,2,2,1,2
3,233,2,2,2,1,2,1
3,234,2,2,1,2,1,0
3,235,2,1,2,1,0,-2
3,236,1,2,1,0,-2,-1
3,237,2,1,0,-2,-1,-2
3,238,1,0,-2,-1,-2,-1
3,239,0,-2,-1,-2,-1,-1
3,240,-2,-1,-2,-1,-1,0
3,241,-1,-2,-1,-1,0,1
3,242,-2,-1,-1,0,1,2
3,243,-1,-1,0,1,2,1
3,244,-1,0,1,2,1,0
3,245,0,1,2,1,0,0
3,246,1,2,1,0,0,1
3,247,2,1,0,0,1,2
3,248,1,0,0,1,2,-1
3,249,0,0,1,2,-1,3
3,250,0,1,2,-1,3,-2
3,251,1,2,-1,3,-2,1
3,252,2,-1,3,-2,1,2
3,253,-1,3,-2,1,2,2
3,254,3,-2,1,2,2,2
4,1,0,-2,-2,0,2,2
4,2,-2,-2,0,2,2,2
4,3,-2,0,2,2,2,1
4,4,0,2,2,2,1,1
4,5,2,2,2,1,1,3
4,6,2,2,1,1,3,2
4,7,2,1,1,3,2,2
4,8,1,1,3,2,2,1
4,9,1,3,2,2,1,0
4,10,3,2,2,1,0,1
4,11,2,2,1,0,1,2
4,12,2,1,0,1,2,1
4,13,1,0,1,2,1,2
4,14,0,1,2,1,2,0
4,15,1,2,1,2,0,-2
4,16,2,1,2,0,-2,-2
4,17,1,2,0,-2,-2,-2
4,18,2,0,-2,-2,-2,2
4,19,0,-2,-2,-2,2,-2
4,20,-2,-2,-2,2,-2,-2
4,21,-2,-2,2,-2,-2,-1
4,22,-2,2,-2,-2,-1,2
4,23,2,-2,-2,-1,2,2
4,24,-2,-2,-1,2,2,1
4,25,-2,-1,2,2,1,-2
4,26,-1,2,2,1,-2,-1
4,27,2,2,1,-2,-1,2
4,28,2,1,-2,-1,2,2
4,29,1,-2,-1,2,2,1
4,30,-2,-1,2,2,1,-1
4,31,-1,2,2,1,-1,2
4,32,2,2,1,-1,2,2
4,33,2,1,-1,2,2,2
4,34,1,-1,2,2,2,-1
4,35,-1,2,2,2,-1,2
4,36,2,2,2,-1,2,2
4,37,2,2,-1,2,2,-1
4,38,2,-1,2,2,-1,3
4,39,-1,2,2,-1,3,1
4,40,2,2,-1,3,1,2
4,41,2,-1,3,1,2,2
4,42,-1,3,1,2,2,2
4,43,3,1,2,2,2,2
4,44,1,2,2,2,2,0
4,45,2,2,2,2,0,-2
4,46,2,2,2,0,-2,-1
4,47,2,2,0,-2,-1,2
4,48,2,0,-2,-1,2,2
4,49,0,-2,-1,2,2,2
4,50,-2,-1,2,2,2,2
4,51,-1,2,2,2,2,2
4,52,2,2,2,2,2,2
4,53,2,2,2,2,2,2
4,54,2,2,2,2,2,-1
4,55,2,2,2,2,-1,-2
4,56,2,2,2,-1,-2,1
4,57,2,2,-1,-2,1,0
4,58,2,-1,-2,1,0,1
4,59,-1,-2,1,0,1,-2
4,60,-2,1,0,1,-2,2
4,61,1,0,1,-2,2,2
4,62,0,1,-2,2,2,2
4,63,1,-2,2,2,2,1
4,64,-2,2,2,2,1,-1
4,65,2,2,2,1,-1,2
4,66,2,2,1,-1,2,2
4,67,2,1,-1,2,2,2
4,68,1,-1,2,2,2,2
4,69,-1,2,2,2,2,1
4,70,2,2,2,2,1,0
4,71,2,2,2,1,0,-1
4,72,2,2,1,0,-1,1
4,73,2,1,0,-1,1,-1
4,74,1,0,-1,1,-1,1
4,75,0,-1,1,-1,1,0
4,76,-1,1,-1,1,0,3
4,77,1,-1,1,0,3,1
4,78,-1,1,0,3,1,1
4,79,1,0,3,1,1,-1
4,80,0,3,1,1,-1,2
4,81,3,1,1,-1,2,2
4,82,1,1,-1,2,2,2
4,83,1,-1,2,2,2,2
4,84,-1,2,2,2,2,2
4,85,2,2,2,2,2,-2
4,86,2,2,2,2,-2,-2
4,87,2,2,2,-2,-2,-2
4,88,2,2,-2,-2,-2,1
4,89,2,-2,-2,-2,1,2
4,90,-2,-2,-2,1,2,2
4,91,-2,-2,1,2,2,2
4,92,-2,1,2,2,2,2
4,93,1,2,2,2,2,0
4,94,2,2,2,2,0,-1
4,95,2,2,2,0,-1,-2
4,96,2,2,0,-1,-2,-2
4,97,2,0,-1,-2,-2,-2
4,98,0,-1,-2,-2,-2,-3
4,99,-1,-2,-2,-2,-3,-3
4,100,-2,-2,-2,-3,-3,2
4,101,-2,-2,-3,-3,2,2
4,102,-2,-3,-3,2,2,2
4,103,-3,-3,2,2,2,2
4,104,-3,2,2,2,2,2
4,105,2,2,2,2,2,-2
4,106,2,2,2,2,-2,-2
4,107,2,2,2,-2,-2,3
4,108,2,2,-2,-2,3,-1
4,109,2,-2,-2,3,-1,2
4,110,-2,-2,3,-1,2,-2
4,111,-2,3,-1,2,-2,1
4,112,3,-1,2,-2,1,-3
4,113,-1,2,-2,1,-3,2
4,114,2,-2,1,-3,2,-2
4,115,-2,1,-3,2,-2,0
4,116,1,-3,2,-2,0,-3
4,117,-3,2,-2,0,-3,0
4,118,2,-2,0,-3,0,2
4,119,-2,0,-3,0,2,2
4,120,0,-3,0,2,2,1
4,121,-3,0,2,2,1,-2
4,122,0,2,2,1,-2,1
4,123,2,2,1,-2,1,1
4,124,2,1,-2,1,1,2
4,125,1,-2,1,1,2,0
4,126,-2,1,1,2,0,0
4,127,1,1,2,0,0,1
4,128,1,2,0,0,1,2
4,129,2,0,0,1,2,-1
4,130,0,0,1,2,-1,-1
4,131,0,1,2,-1,-1,-1
4,132,1,2,-1,-1,-1,0
4,133,2,-1,-1,-1,0,2
4,134,-1,-1,-1,0,2,2
4,135,-1,-1,0,2,2,0
4,136,-1,0,2,2,0,0
4,137,0,2,2,0,0,-3
4,138,2,2,0,0,-3,0
4,139,2,0,0,-3,0,0
4,140,0,0,-3,0,0,2
4,141,0,-3,0,0,2,1
4,142,-3,0,0,2,1,-1
4,143,0,0,2,1,-1,-1
4,144,0,2,1,-1,-1,-1
4,145,2,1,-1,-1,-1,-2
4,146,1,-1,-1,-1,-2,-2
4,147,-1,-1,-1,-2,-2,-2
4,148,-1,-1,-2,-2,-2,-2
4,149,-1,-2,-2,-2,-2,-2
4,150,-2,-2,-2,-2,-2,-2
4,151,-2,-2,-2,-2,-2,-2
4,152,-2,-2,-2,-2,-2,-2
4,153,-2,-2,-2,-2,-2,2
4,154,-2,-2,-2,-2,2,2
4,155,-2,-2,-2,2,2,2
4,156,-2,-2,2,2,2,1
4,157,-2,2,2,2,1,3
4,158,2,2,2,1,3,2
4,159,2,2,1,3,2,2
4,160,2,1,3,2,2,2
4,161,1,3,2,2,2,2
4,162,3,2,2,2,2,2
4,163,2,2,2,2,2,-2
4,164,2,2,2,2,-2,0
4,165,2,2,2,-2,0,2
4,166,2,2,-2,0,2,2
4,167,2,-2,0,2,2,2
4,168,-2,0,2,2,2,2
4,169,0,2,2,2,2,3
4,170,2,2,2,2,3,-2
4,171,2,2,2,3,-2,-2
4,172,2,2,3,-2,-2,1
4,173,2,3,-2,-2,1,-1
4,174,3,-2,-2,1,-1,-2
4,175,-2,-2,1,-1,-2,-2
4,176,-2,1,-1,-2,-2,-2
4,177,1,-1,-2,-2,-2,0
4,178,-1,-2,-2,-2,0,-2
4,179,-2,-2,-2,0,-2,2
4,180,-2,-2,0,-2,2,2
4,181,-2,0,-2,2,2,1
4,182,0,-2,2,2,1,-1
4,183,-2,2,2,1,-1,-2
4,184,2,2,1,-1,-2,-2
4,185,2,1,-1,-2,-2,0
4,186,1,-1,-2,-2,0,0
4,187,-1,-2,-2,0,0,-2
4,188,-2,-2,0,0,-2,-2
4,189,-2,0,0,-2,-2,-2
4,190,0,0,-2,-2,-2,-2
4,191,0,-2,-2,-2,-2,-2
4,192,-2,-2,-2,-2,-2,2
4,193,-2,-2,-2,-2,2,2
4,194,-2,-2,-2,2,2,2
4,195,-2,-2,2,2,2,2
4,196,-2,2,2,2,2,2
4,197,2,2,2,2,2,2
4,198,2,2,2,2,2,2
4,199,2,2,2,2,2,2
4,200,2,2,2,2,2,2
4,201,2,2,2,2,2,2
4,202,2,2,2,2,2,2
4,203,2,2,2,2,2,-2
4,204,2,2,2,2,-2,-2
4,205,2,2,2,-2,-2,2
4,206,2,2,-2,-2,2,2
4,207,2,-2,-2,2,2,3
4,208,-2,-2,2,2,3,0
4,209,-2,2,2,3,0,3
4,210,2,2,3,0,3,2
4,211,2,3,0,3,2,2
4,212,3,0,3,2,2,2
4,213,0,3,2,2,2,2
4,214,3,2,2,2,2,3
4,215,2,2,2,2,3,2
4,216,2,2,2,3,2,3
4,217,2,2,3,2,3,-1
4,218,2,3,2,3,-1,2
4,219,3,2,3,-1,2,-3
4,220,2,3,-1,2,-3,0
4,221,3,-1,2,-3,0,-2
4,222,-1,2,-3,0,-2,0
4,223,2,-3,0,-2,0,2
4,224,-3,0,-2,0,2,2
4,225,0,-2,0,2,2,2
4,226,-2,0,2,2,2,2
4,227,0,2,2,2,2,2
4,228,2,2,2,2,2,2
4,229,2,2,2,2,2,0
4,230,2,2,2,2,0,3
4,231,2,2,2,0,3,1
4,232,2,2,0,3,1,2
4,233,2,0,3,1,2,1
4,234,0,3,1,2,1,-2
4,235,3,1,2,1,-2,-2
4,236,1,2,1,-2,-2,-2
4,237,2,1,-2,-2,-2,-2
4,238,1,-2,-2,-2,-2,-2
4,239,-2,-2,-2,-2,-2,2
4,240,-2,-2,-2,-2,2,3
4,241,-2,-2,-2,2,3,2
4,242,-2,-2,2,3,2,2
4,243,-2,2,3,2,2,-2
4,244,2,3,2,2,-2,0
4,245,3,2,2,-2,0,-1
4,246,2,2,-2,0,-1,-1
4,247,2,-2,0,-1,-1,-1
4,248,-2,0,-1,-1,-1,-1
4,249,0,-1,-1,-1,-1,0
4,250,-1,-1,-1,-1,0,-1
4,251,-1,-1,-1,0,-1,0
4,252,-1,-1,0,-1,0,2
4,253,-1,0,-1,0,2,3
4,254,0,-1,0,2,3,2
5,1,0,-3,-2,-2,-2,1
5,2,-3,-2,-2,-2,1,2
5,3,-2,-2,-2,1,2,0
5,4,-2,-2,1,2,0,-2
5,5,-2,1,2,0,-2,-3
5,6,1,2,0,-2,-3,-2
5,7,2,0,-2,-3,-2,2
5,8,0,-2,-3,-2,2,2
5,9,-2,-3,-2,2,2,0
5,10,-3,-2,2,2,0,-2
5,11,-2,2,2,0,-2,-2
5,12,2,2,0,-2,-2,-2
5,13,2,0,-2,-2,-2,2
5,14,0,-2,-2,-2,2,-2
5,15,-2,-2,-2,2,-2,-2
5,16,-2,-2,2,-2,-2,-2
5,17,-2,2,-2,-2,-2,0
5,18,2,-2,-2,-2,0,0
5,19,-2,-2,-2,0,0,-2
5,20,-2,-2,0,0,-2,-2
5,21,-2,0,0,-2,-2,-2
5,22,0,0,-2,-2,-2,1
5,23,0,-2,-2,-2,1,1
5,24,-2,-2,-2,1,1,-1
5,25,-2,-2,1,1,-1,-2
5,26,-2,1,1,-1,-2,-2
5,27,1,1,-1,-2,-2,2
5,28,1,-1,-2,-2,2,-1
5,29,-1,-2,-2,2,-1,1
5,30,-2,-2,2,-1,1,2
5,31,-2,2,-1,1,2,2
5,32,2,-1,1,2,2,2
5,33,-1,1,2,2,2,1
5,34,1,2,2,2,1,2
5,35,2,2,2,1,2,1
5,36,2,2,1,2,1,2
5,37,2,1,2,1,2,0
5,38,1,2,1,2,0,-1
5,39,2,1,2,0,-1,1
5,40,1,2,0,-1,1,2
5,41,2,0,-1,1,2,3
5,42,0,-1,1,2,3,3
5,43,-1,1,2,3,3,0
5,44,1,2,3,3,0,2
5,45,2,3,3,0,2,0
5,46,3,3,0,2,0,2
5,47,3,0,2,0,2,-2
5,48,0,2,0,2,-2,-2
5,49,2,0,2,-2,-2,-2
5,50,0,2,-2,-2,-2,-2
5,51,2,-2,-2,-2,-2,-2
5,52,-2,-2,-2,-2,-2,0
5,53,-2,-2,-2,-2,0,2
5,54,-2,-2,-2,0,2,2
5,55,-2,-2,0,2,2,2
5,56,-2,0,2,2,2,0
5,57,0,2,2,2,0,3
5,58,2,2,2,0,3,1
5,59,2,2,0,3,1,2
5,60,2,0,3,1,2,2
5,61,0,3,1,2,2,-1
5,62,3,1,2,2,-1,-2
5,63,1,2,2,-1,-2,-2
5,64,2,2,-1,-2,-2,-2
5,65,2,-1,-2,-2,-2,-2
5,66,-1,-2,-2,-2,-2,-2
5,67,-2,-2,-2,-2,-2,-2
5,68,-2,-2,-2,-2,-2,-2
5,69,-2,-2,-2,-2,-2,2
5,70,-2,-2,-2,-2,2,3
5,71,-2,-2,-2,2,3,2
5,72,-2,-2,2,3,2,1
5,73,-2,2,3,2,1,-1
5,74,2,3,2,1,-1,-2
5,75,3,2,1,-1,-2,-2
5,76,2,1,-1,-2,-2,-2
5,77,1,-1,-2,-2,-2,-2
5,78,-1,-2,-2,-2,-2,-1
5,79,-2,-2,-2,-2,-1,1
5,80,-2,-2,-2,-1,1,0
5,81,-2,-2,-1,1,0,0
5,82,-2,-1,1,0,0,-2
5,83,-1,1,0,0,-2,-2
5,84,1,0,0,-2,-2,-2
5,85,0,0,-2,-2,-2,2
5,86,0,-2,-2,-2,2,2
5,87,-2,-2,-2,2,2,2
5,88,-2,-2,2,2,2,2
5,89,-2,2,2,2,2,2
5,90,2,2,2,2,2,-1
5,91,2,2,2,2,-1,-2
5,92,2,2,2,-1,-2,-2
5,93,2,2,-1,-2,-2,-2
5,94,2,-1,-2,-2,-2,-2
5,95,-1,-2,-2,-2,-2,0
5,96,-2,-2,-2,-2,0,0
5,97,-2,-2,-2,0,0,0
5,98,-2,-2,0,0,0,-1
5,99,-2,0,0,0,-1,-2
5,100,0,0,0,-1,-2,-2
5,101,0,0,-1,-2,-2,-2
5,102,0,-1,-2,-2,-2,-2
5,103,-1,-2,-2,-2,-2,-3
5,104,-2,-2,-2,-2,-3,-2
5,105,-2,-2,-2,-3,-2,-2
5,106,-2,-2,-3,-2,-2,0
5,107,-2,-3,-2,-2,0,2
5,108,-3,-2,-2,0,2,2
5,109,-2,-2,0,2,2,1
5,110,-2,0,2,2,1,-2
5,111,0,2,2,1,-2,-2
5,112,2,2,1,-2,-2,2
5,113,2,1,-2,-2,2,-3
5,114,1,-2,-2,2,-3,2
5,115,-2,-2,2,-3,2,1
5,116,-2,2,-3,2,1,-1
5,117,2,-3,2,1,-1,-2
5,118,-3,2,1,-1,-2,-2
5,119,2,1,-1,-2,-2,-3
5,120,1,-1,-2,-2,-3,0
5,121,-1,-2,-2,-3,0,-3
5,122,-2,-2,-3,0,-3,0
5,123,-2,-3,0,-3,0,0
5,124,-3,0,-3,0,0,-2
5,125,0,-3,0,0,-2,-2
5,126,-3,0,0,-2,-2,-2
5,127,0,0,-2,-2,-2,2
5,128,0,-2,-2,-2,2,2
5,129,-2,-2,-2,2,2,1
5,130,-2,-2,2,2,1,-2
5,131,-2,2,2,1,-2,-2
5,132,2,2,1,-2,-2,-2
5,133,2,1,-2,-2,-2,-2
5,134,1,-2,-2,-2,-2,-2
5,135,-2,-2,-2,-2,-2,-2
5,136,-2,-2,-2,-2,-2,-2
5,137,-2,-2,-2,-2,-2,2
5,138,-2,-2,-2,-2,2,3
5,139,-2,-2,-2,2,3,2
5,140,-2,-2,2,3,2,2
5,141,-2,2,3,2,2,2
5,142,2,3,2,2,2,-2
5,143,3,2,2,2,-2,0
5,144,2,2,2,-2,0,0
5,145,2,2,-2,0,0,-2
5,146,2,-2,0,0,-2,-2
5,147,-2,0,0,-2,-2,0
5,148,0,0,-2,-2,0,-1
5,149,0,-2,-2,0,-1,-2
5,150,-2,-2,0,-1,-2,-2
5,151,-2,0,-1,-2,-2,-2
5,152,0,-1,-2,-2,-2,-2
5,153,-1,-2,-2,-2,-2,2
5,154,-2,-2,-2,-2,2,2
5,155,-2,-2,-2,2,2,2
5,156,-2,-2,2,2,2,2
5,157,-2,2,2,2,2,-2
5,158,2,2,2,2,-2,-2
5,159,2,2,2,-2,-2,-2
5,160,2,2,-2,-2,-2,-2
5,161,2,-2,-2,-2,-2,-2
5,162,-2,-2,-2,-2,-2,-2
5,163,-2,-2,-2,-2,-2,2
5,164,-2,-2,-2,-2,2,1
5,165,-2,-2,-2,2,1,2
5,166,-2,-2,2,1,2,-2
5,167,-2,2,1,2,-2,-1
5,168,2,1,2,-2,-1,-2
5,169,1,2,-2,-1,-2,-1
5,170,2,-2,-1,-2,-1,2
5,171,-2,-1,-2,-1,2,2
5,172,-1,-2,-1,2,2,2
5,173,-2,-1,2,2,2,2
5,174,-1,2,2,2,2,1
5,175,2,2,2,2,1,-2
5,176,2,2,2,1,-2,-1
5,177,2,2,1,-2,-1,-2
5,178,2,1,-2,-1,-2,-2
5,179,1,-2,-1,-2,-2,-2
5,180,-2,-1,-2,-2,-2,-1
5,181,-1,-2,-2,-2,-1,0
5,182,-2,-2,-2,-1,0,0
5,183,-2,-2,-1,0,0,-2
5,184,-2,-1,0,0,-2,-2
5,185,-1,0,0,-2,-2,0
5,186,0,0,-2,-2,0,1
5,187,0,-2,-2,0,1,2
5,188,-2,-2,0,1,2,2
5,189,-2,0,1,2,2,2
5,190,0,1,2,2,2,2
5,191,1,2,2,2,2,2
5,192,2,2,2,2,2,1
5,193,2,2,2,2,1,-1
5,194,2,2,2,1,-1,1
5,195,2,2,1,-1,1,2
5,196,2,1,-1,1,2,-1
5,197,1,-1,1,2,-1,3
5,198,-1,1,2,-1,3,2
5,199,1,2,-1,3,2,2
5,200,2,-1,3,2,2,2
5,201,-1,3,2,2,2,2
5,202,3,2,2,2,2,0
5,203,2,2,2,2,0,2
5,204,2,2,2,0,2,2
5,205,2,2,0,2,2,-1
5,206,2,0,2,2,-1,-1
5,207,0,2,2,-1,-1,0
5,208,2,2,-1,-1,0,2
5,209,2,-1,-1,0,2,2
5,210,-1,-1,0,2,2,2
5,211,-1,0,2,2,2,-1
5,212,0,2,2,2,-1,1
5,213,2,2,2,-1,1,2
5,214,2,2,-1,1,2,0
5,215,2,-1,1,2,0,0
5,216,-1,1,2,0,0,0
5,217,1,2,0,0,0,2
5,218,2,0,0,0,2,-1
5,219,0,0,0,2,-1,3
5,220,0,0,2,-1,3,-2
5,221,0,2,-1,3,-2,2
5,222,2,-1,3,-2,2,1
5,223,-1,3,-2,2,1,2
5,224,3,-2,2,1,2,2
5,225,-2,2,1,2,2,0
5,226,2,1,2,2,0,2
5,227,1,2,2,0,2,2
5,228,2,2,0,2,2,2
5,229,2,0,2,2,2,2
5,230,0,2,2,2,2,0
5,231,2,2,2,2,0,2
5,232,2,2,2,0,2,2
5,233,2,2,0,2,2,2
5,234,2,0,2,2,2,1
5,235,0,2,2,2,1,2
5,236,2,2,2,1,2,2
5,237,2,2,1,2,2,-2
5,238,2,1,2,2,-2,-2
5,239,1,2,2,-2,-2,-2
5,240,2,2,-2,-2,-2,-2
5,241,2,-2,-2,-2,-2,-2
5,242,-2,-2,-2,-2,-2,-2
5,243,-2,-2,-2,-2,-2,-2
5,244,-2,-2,-2,-2,-2,-2
5,245,-2,-2,-2,-2,-2,-2
5,246,-2,-2,-2,-2,-2,-2
5,247,-2,-2,-2,-2,-2,-2
5,248,-2,-2,-2,-2,-2,-2
5,249,-2,-2,-2,-2,-2,-2
5,250,-2,-2,-2,-2,-2,-2
5,251,-2,-2,-2,-2,-2,0
5,252,-2,-2,-2,-2,0,-2
5,253,-2,-2,-2,0,-2,-1
5,254,-2,-2,0,-2,-1,1
6,1,0,-2,-2,-3,-2,2
6,2,-2,-2,-3,-2,2,2
6,3,-2,-3,-2,2,2,2
6,4,-3,-2,2,2,2,-2
6,5,-2,2,2,2,-2,-2
6,6,2,2,2,-2,-2,-2
6,7,2,2,-2,-2,-2,-2
6,8,2,-2,-2,-2,-2,-2
6,9,-2,-2,-2,-2,-2,2
6,10,-2,-2,-2,-2,2,2
6,11,-2,-2,-2,2,2,2
6,12,-2,-2,2,2,2,-1
6,13,-2,2,2,2,-1,-2
6,14,2,2,2,-1,-2,-2
6,15,2,2,-1,-2,-2,-2
6,16,2,-1,-2,-2,-2,-2
6,17,-1,-2,-2,-2,-2,-2
6,18,-2,-2,-2,-2,-2,-2
6,19,-2,-2,-2,-2,-2,-2
6,20,-2,-2,-2,-2,-2,-2
6,21,-2,-2,-2,-2,-2,2
6,22,-2,-2,-2,-2,2,2
6,23,-2,-2,-2,2,2,2
6,24,-2,-2,2,2,2,2
6,25,-2,2,2,2,2,2
6,26,2,2,2,2,2,2
6,27,2,2,2,2,2,2
6,28,2,2,2,2,2,2
6,29,2,2,2,2,2,-2
6,30,2,2,2,2,-2,-2
6,31,2,2,2,-2,-2,-2
6,32,2,2,-2,-2,-2,-2
6,33,2,-2,-2,-2,-2,1
6,34,-2,-2,-2,-2,1,-2
6,35,-2,-2,-2,1,-2,-2
6,36,-2,-2,1,-2,-2,-2
6,37,-2,1,-2,-2,-2,-2
6,38,1,-2,-2,-2,-2,-2
6,39,-2,-2,-2,-2,-2,-2
6,40,-2,-2,-2,-2,-2,-2
6,41,-2,-2,-2,-2,-2,-2
6,42,-2,-2,-2,-2,-2,-2
6,43,-2,-2,-2,-2,-2,0
6,44,-2,-2,-2,-2,0,-2
6,45,-2,-2,-2,0,-2,2
6,46,-2,-2,0,-2,2,1
6,47,-2,0,-2,2,1,1
6,48,0,-2,2,1,1,-2
6,49,-2,2,1,1,-2,-2
6,50,2,1,1,-2,-2,1
6,51,1,1,-2,-2,1,2
6,52,1,-2,-2,1,2,2
6,53,-2,-2,1,2,2,-1
6,54,-2,1,2,2,-1,-2
6,55,1,2,2,-1,-2,0
6,56,2,2,-1,-2,0,-3
6,57,2,-1,-2,0,-3,2
6,58,-1,-2,0,-3,2,0
6,59,-2,0,-3,2,0,1
6,60,0,-3,2,0,1,2
6,61,-3,2,0,1,2,2
6,62,2,0,1,2,2,2
6,63,0,1,2,2,2,-1
6,64,1,2,2,2,-1,-1
6,65,2,2,2,-1,-1,-2
6,66,2,2,-1,-1,-2,-2
6,67,2,-1,-1,-2,-2,1
6,68,-1,-1,-2,-2,1,2
6,69,-1,-2,-2,1,2,2
6,70,-2,-2,1,2,2,2
6,71,-2,1,2,2,2,2
6,72,1,2,2,2,2,2
6,73,2,2,2,2,2,1
6,74,2,2,2,2,1,-2
6,75,2,2,2,1,-2,-2
6,76,2,2,1,-2,-2,-2
6,77,2,1,-2,-2,-2,-2
6,78,1,-2,-2,-2,-2,-2
6,79,-2,-2,-2,-2,-2,-2
6,80,-2,-2,-2,-2,-2,0
6,81,-2,-2,-2,-2,0,-2
6,82,-2,-2,-2,0,-2,-1
6,83,-2,-2,0,-2,-1,-2
6,84,-2,0,-2,-1,-2,-2
6,85,0,-2,-1,-2,-2,-2
6,86,-2,-1,-2,-2,-2,-2
6,87,-1,-2,-2,-2,-2,-1
6,88,-2,-2,-2,-2,-1,-2
6,89,-2,-2,-2,-1,-2,-2
6,90,-2,-2,-1,-2,-2,-1
6,91,-2,-1,-2,-2,-1,-3
6,92,-1,-2,-2,-1,-3,-2
6,93,-2,-2,-1,-3,-2,-2
6,94,-2,-1,-3,-2,-2,-2
6,95,-1,-3,-2,-2,-2,-3
6,96,-3,-2,-2,-2,-3,-2
6,97,-2,-2,-2,-3,-2,0
6,98,-2,-2,-3,-2,0,2
6,99,-2,-3,-2,0,2,2
6,100,-3,-2,0,2,2,-2
6,101,-2,0,2,2,-2,-2
6,102,0,2,2,-2,-2,-1
6,103,2,2,-2,-2,-1,2
6,104,2,-2,-2,-1,2,2
6,105,-2,-2,-1,2,2,-1
6,106,-2,-1,2,2,-1,-2
6,107,-1,2,2,-1,-2,-1
6,108,2,2,-1,-2,-1,-2
6,109,2,-1,-2,-1,-2,-3
6,110,-1,-2,-1,-2,-3,2
6,111,-2,-1,-2,-3,2,-3
6,112,-1,-2,-3,2,-3,2
6,113,-2,-3,2,-3,2,1
6,114,-3,2,-3,2,1,3
6,115,2,-3,2,1,3,-2
6,116,-3,2,1,3,-2,2
6,117,2,1,3,-2,2,2
6,118,1,3,-2,2,2,2
6,119,3,-2,2,2,2,-1
6,120,-2,2,2,2,-1,2
6,121,2,2,2,-1,2,-2
6,122,2,2,-1,2,-2,2
6,123,2,-1,2,-2,2,-2
6,124,-1,2,-2,2,-2,2
6,125,2,-2,2,-2,2,2
6,126,-2,2,-2,2,2,3
6,127,2,-2,2,2,3,0
6,128,-2,2,2,3,0,3
6,129,2,2,3,0,3,1
6,130,2,3,0,3,1,1
6,131,3,0,3,1,1,-1
6,132,0,3,1,1,-1,-2
6,133,3,1,1,-1,-2,-2
6,134,1,1,-1,-2,-2,-2
6,135,1,-1,-2,-2,-2,1
6,136,-1,-2,-2,-2,1,1
6,137,-2,-2,-2,1,1,2
6,138,-2,-2,1,1,2,-1
6,139,-2,1,1,2,-1,-1
6,140,1,1,2,-1,-1,2
6,141,1,2,-1,-1,2,-2
6,142,2,-1,-1,2,-2,3
6,143,-1,-1,2,-2,3,-1
6,144,-1,2,-2,3,-1,2
6,145,2,-2,3,-1,2,-1
6,146,-2,3,-1,2,-1,1
6,147,3,-1,2,-1,1,-2
6,148,-1,2,-1,1,-2,0
6,149,2,-1,1,-2,0,-3
6,150,-1,1,-2,0,-3,-2
6,151,1,-2,0,-3,-2,0
6,152,-2,0,-3,-2,0,-2
6,153,0,-3,-2,0,-2,-2
6,154,-3,-2,0,-2,-2,2
6,155,-2,0,-2,-2,2,-3
6,156,0,-2,-2,2,-3,-2
6,157,-2,-2,2,-3,-2,-2
6,158,-2,2,-3,-2,-2,-2
6,159,2,-3,-2,-2,-2,1
6,160,-3,-2,-2,-2,1,2
6,161,-2,-2,-2,1,2,2
6,162,-2,-2,1,2,2,-1
6,163,-2,1,2,2,-1,-2
6,164,1,2,2,-1,-2,0
6,165,2,2,-1,-2,0,2
6,166,2,-1,-2,0,2,2
6,167,-1,-2,0,2,2,-2
6,168,-2,0,2,2,-2,-2
6,169,0,2,2,-2,-2,2
6,170,2,2,-2,-2,2,-3
6,171,2,-2,-2,2,-3,2
6,172,-2,-2,2,-3,2,-1
6,173,-2,2,-3,2,-1,2
6,174,2,-3,2,-1,2,-2
6,175,-3,2,-1,2,-2,1
6,176,2,-1,2,-2,1,1
6,177,-1,2,-2,1,1,2
6,178,2,-2,1,1,2,0
6,179,-2,1,1,2,0,2
6,180,1,1,2,0,2,-2
6,181,1,2,0,2,-2,3
6,182,2,0,2,-2,3,-2
6,183,0,2,-2,3,-2,2
6,184,2,-2,3,-2,2,1
6,185,-2,3,-2,2,1,3
6,186,3,-2,2,1,3,-2
6,187,-2,2,1,3,-2,-1
6,188,2,1,3,-2,-1,-1
6,189,1,3,-2,-1,-1,1
6,190,3,-2,-1,-1,1,-1
6,191,-2,-1,-1,1,-1,-2
6,192,-1,-1,1,-1,-2,-1
6,193,-1,1,-1,-2,-1,-1
6,194,1,-1,-2,-1,-1,-2
6,195,-1,-2,-1,-1,-2,-3
6,196,-2,-1,-1,-2,-3,-2
6,197,-1,-1,-2,-3,-2,-2
6,198,-1,-2,-3,-2,-2,-1
6,199,-2,-3,-2,-2,-1,2
6,200,-3,-2,-2,-1,2,-2
6,201,-2,-2,-1,2,-2,3
6,202,-2,-1,2,-2,3,-2
6,203,-1,2,-2,3,-2,0
6,204,2,-2,3,-2,0,2
6,205,-2,3,-2,0,2,2
6,206,3,-2,0,2,2,2
6,207,-2,0,2,2,2,2
6,208,0,2,2,2,2,-2
6,209,2,2,2,2,-2,2
6,210,2,2,2,-2,2,-3
6,211,2,2,-2,2,-3,2
6,212,2,-2,2,-3,2,0
