Region No,Group No,Action 1,Action 2,Action 3,Action 4,Action 5,Action to Next Point
10,123,-2,1,2,-1,3,-2
10,124,1,2,-1,3,-2,1
10,125,2,-1,3,-2,1,2
10,126,-1,3,-2,1,2,1
10,127,3,-2,1,2,1,-2
10,128,-2,1,2,1,-2,-2
10,129,1,2,1,-2,-2,-2
10,130,2,1,-2,-2,-2,-2
10,131,1,-2,-2,-2,-2,-2
10,132,-2,-2,-2,-2,-2,2
10,133,-2,-2,-2,-2,2,1
10,134,-2,-2,-2,2,1,-2
10,135,-2,-2,2,1,-2,0
10,136,-2,2,1,-2,0,2
10,137,2,1,-2,0,2,2
10,138,1,-2,0,2,2,2
10,139,-2,0,2,2,2,2
10,140,0,2,2,2,2,-2
10,141,2,2,2,2,-2,-2
10,142,2,2,2,-2,-2,-2
10,143,2,2,-2,-2,-2,-2
10,144,2,-2,-2,-2,-2,-1
10,145,-2,-2,-2,-2,-1,1
10,146,-2,-2,-2,-1,1,2
10,147,-2,-2,-1,1,2,2
10,148,-2,-1,1,2,2,1
10,149,-1,1,2,2,1,-2
10,150,1,2,2,1,-2,-1
10,151,2,2,1,-2,-1,-2
10,152,2,1,-2,-1,-2,2
10,153,1,-2,-1,-2,2,-3
10,154,-2,-1,-2,2,-3,-1
10,155,-1,-2,2,-3,-1,2
10,156,-2,2,-3,-1,2,1
10,157,2,-3,-1,2,1,3
10,158,-3,-1,2,1,3,2
10,159,-1,2,1,3,2,2
10,160,2,1,3,2,2,0
10,161,1,3,2,2,0,-2
10,162,3,2,2,0,-2,-2
10,163,2,2,0,-2,-2,-1
10,164,2,0,-2,-2,-1,0
10,165,0,-2,-2,-1,0,2
10,166,-2,-2,-1,0,2,-2
10,167,-2,-1,0,2,-2,1
10,168,-1,0,2,-2,1,-1
10,169,0,2,-2,1,-1,2
10,170,2,-2,1,-1,2,3
10,171,-2,1,-1,2,3,2
10,172,1,-1,2,3,2,2
10,173,-1,2,3,2,2,2
10,174,2,3,2,2,2,2
10,175,3,2,2,2,2,1
10,176,2,2,2,2,1,0
10,177,2,2,2,1,0,1
10,178,2,2,1,0,1,-2
10,179,2,1,0,1,-2,-2
10,180,1,0,1,-2,-2,-2
10,181,0,1,-2,-2,-2,-2
10,182,1,-2,-2,-2,-2,-2
10,183,-2,-2,-2,-2,-2,2
10,184,-2,-2,-2,-2,2,-3
10,185,-2,-2,-2,2,-3,2
10,186,-2,-2,2,-3,2,1
10,187,-2,2,-3,2,1,2
10,188,2,-3,2,1,2,-2
10,189,-3,2,1,2,-2,-2
10,190,2,1,2,-2,-2,2
10,191,1,2,-2,-2,2,2
10,192,2,-2,-2,2,2,2
10,193,-2,-2,2,2,2,2
10,194,-2,2,2,2,2,2
10,195,2,2,2,2,2,2
10,196,2,2,2,2,2,1
10,197,2,2,2,2,1,-2
10,198,2,2,2,1,-2,-2
10,199,2,2,1,-2,-2,-2
10,200,2,1,-2,-2,-2,1
10,201,1,-2,-2,-2,1,-3
10,202,-2,-2,-2,1,-3,1
10,203,-2,-2,1,-3,1,-2
10,204,-2,1,-3,1,-2,-2
10,205,1,-3,1,-2,-2,-2
10,206,-3,1,-2,-2,-2,-1
10,207,1,-2,-2,-2,-1,1
10,208,-2,-2,-2,-1,1,1
10,209,-2,-2,-1,1,1,2
10,210,-2,-1,1,1,2,0
10,211,-1,1,1,2,0,-2
10,212,1,1,2,0,-2,-1
10,213,1,2,0,-2,-1,0
10,214,2,0,-2,-1,0,1
10,215,0,-2,-1,0,1,0
10,216,-2,-1,0,1,0,-2
10,217,-1,0,1,0,-2,-2
10,218,0,1,0,-2,-2,0
10,219,1,0,-2,-2,0,2
10,220,0,-2,-2,0,2,2
10,221,-2,-2,0,2,2,1
10,222,-2,0,2,2,1,0
10,223,0,2,2,1,0,-2
10,224,2,2,1,0,-2,-2
10,225,2,1,0,-2,-2,-1
10,226,1,0,-2,-2,-1,2
10,227,0,-2,-2,-1,2,2
10,228,-2,-2,-1,2,2,2
10,229,-2,-1,2,2,2,-1
10,230,-1,2,2,2,-1,0
10,231,2,2,2,-1,0,-1
10,232,2,2,-1,0,-1,0
10,233,2,-1,0,-1,0,-1
10,234,-1,0,-1,0,-1,1
10,235,0,-1,0,-1,1,2
10,236,-1,0,-1,1,2,2
10,237,0,-1,1,2,2,1
10,238,-1,1,2,2,1,0
10,239,1,2,2,1,0,1
10,240,2,2,1,0,1,-1
10,241,2,1,0,1,-1,-1
10,242,1,0,1,-1,-1,-2
10,243,0,1,-1,-1,-2,-1
10,244,1,-1,-1,-2,-1,1
10,245,-1,-1,-2,-1,1,0
10,246,-1,-2,-1,1,0,0
10,247,-2,-1,1,0,0,2
10,248,-1,1,0,0,2,2
10,249,1,0,0,2,2,2
10,250,0,0,2,2,2,1
10,251,0,2,2,2,1,0
10,252,2,2,2,1,0,-2
10,253,2,2,1,0,-2,-2
10,254,2,1,0,-2,-2,-2
11,1,0,2,2,2,2,2
11,2,2,2,2,2,2,2
11,3,2,2,2,2,2,-1
11,4,2,2,2,2,-1,-2
11,5,2,2,2,-1,-2,0
11,6,2,2,-1,-2,0,0
11,7,2,-1,-2,0,0,2
11,8,-1,-2,0,0,2,-1
11,9,-2,0,0,2,-1,0
11,10,0,0,2,-1,0,-1
11,11,0,2,-1,0,-1,-1
11,12,2,-1,0,-1,-1,-1
11,13,-1,0,-1,-1,-1,2
11,14,0,-1,-1,-1,2,2
11,15,-1,-1,-1,2,2,2
11,16,-1,-1,2,2,2,0
11,17,-1,2,2,2,0,-2
11,18,2,2,2,0,-2,-2
11,19,2,2,0,-2,-2,0
11,20,2,0,-2,-2,0,-3
11,21,0,-2,-2,0,-3,-2
11,22,-2,-2,0,-3,-2,-2
11,23,-2,0,-3,-2,-2,-2
11,24,0,-3,-2,-2,-2,2
11,25,-3,-2,-2,-2,2,2
11,26,-2,-2,-2,2,2,2
11,27,-2,-2,2,2,2,2
11,28,-2,2,2,2,2,2
11,29,2,2,2,2,2,-2
11,30,2,2,2,2,-2,2
11,31,2,2,2,-2,2,-1
11,32,2,2,-2,2,-1,2
11,33,2,-2,2,-1,2,2
11,34,-2,2,-1,2,2,2
11,35,2,-1,2,2,2,2
11,36,-1,2,2,2,2,2
11,37,2,2,2,2,2,2
11,38,2,2,2,2,2,2
11,39,2,2,2,2,2,-1
11,40,2,2,2,2,-1,-2
11,41,2,2,2,-1,-2,1
11,42,2,2,-1,-2,1,2
11,43,2,-1,-2,1,2,2
11,44,-1,-2,1,2,2,2
11,45,-2,1,2,2,2,-2
11,46,1,2,2,2,-2,-2
11,47,2,2,2,-2,-2,0
11,48,2,2,-2,-2,0,-1
11,49,2,-2,-2,0,-1,-2
11,50,-2,-2,0,-1,-2,-2
11,51,-2,0,-1,-2,-2,1
11,52,0,-1,-2,-2,1,2
11,53,-1,-2,-2,1,2,2
11,54,-2,-2,1,2,2,2
11,55,-2,1,2,2,2,-2
11,56,1,2,2,2,-2,-2
11,57,2,2,2,-2,-2,-2
11,58,2,2,-2,-2,-2,0
11,59,2,-2,-2,-2,0,-3
11,60,-2,-2,-2,0,-3,2
11,61,-2,-2,0,-3,2,-2
11,62,-2,0,-3,2,-2,1
11,63,0,-3,2,-2,1,2
11,64,-3,2,-2,1,2,2
11,65,2,-2,1,2,2,2
11,66,-2,1,2,2,2,2
11,67,1,2,2,2,2,1
11,68,2,2,2,2,1,-1
11,69,2,2,2,1,-1,-2
11,70,2,2,1,-1,-2,2
11,71,2,1,-1,-2,2,2
11,72,1,-1,-2,2,2,2
11,73,-1,-2,2,2,2,2
11,74,-2,2,2,2,2,-2
11,75,2,2,2,2,-2,3
11,76,2,2,2,-2,3,0
11,77,2,2,-2,3,0,2
11,78,2,-2,3,0,2,2
11,79,-2,3,0,2,2,2
11,80,3,0,2,2,2,1
11,81,0,2,2,2,1,-2
11,82,2,2,2,1,-2,-2
11,83,2,2,1,-2,-2,-2
11,84,2,1,-2,-2,-2,-2
11,85,1,-2,-2,-2,-2,-2
11,86,-2,-2,-2,-2,-2,-2
11,87,-2,-2,-2,-2,-2,-2
11,88,-2,-2,-2,-2,-2,2
11,89,-2,-2,-2,-2,2,2
11,90,-2,-2,-2,2,2,2
11,91,-2,-2,2,2,2,2
11,92,-2,2,2,2,2,2
11,93,2,2,2,2,2,2
11,94,2,2,2,2,2,0
11,95,2,2,2,2,0,0
11,96,2,2,2,0,0,1
11,97,2,2,0,0,1,1
11,98,2,0,0,1,1,1
11,99,0,0,1,1,1,-1
11,100,0,1,1,1,-1,1
11,101,1,1,1,-1,1,2
11,102,1,1,-1,1,2,1
11,103,1,-1,1,2,1,-2
11,104,-1,1,2,1,-2,-2
11,105,1,2,1,-2,-2,-2
11,106,2,1,-2,-2,-2,1
11,107,1,-2,-2,-2,1,1
11,108,-2,-2,-2,1,1,2
11,109,-2,-2,1,1,2,2
11,110,-2,1,1,2,2,2
11,111,1,1,2,2,2,2
11,112,1,2,2,2,2,2
11,113,2,2,2,2,2,2
11,114,2,2,2,2,2,-2
11,115,2,2,2,2,-2,3
11,116,2,2,2,-2,3,-2
11,117,2,2,-2,3,-2,-2
11,118,2,-2,3,-2,-2,2
11,119,-2,3,-2,-2,2,2
11,120,3,-2,-2,2,2,2
11,121,-2,-2,2,2,2,2
11,122,-2,2,2,2,2,-1
11,123,2,2,2,2,-1,-2
11,124,2,2,2,-1,-2,-2
11,125,2,2,-1,-2,-2,-1
11,126,2,-1,-2,-2,-1,2
11,127,-1,-2,-2,-1,2,1
11,128,-2,-2,-1,2,1,2
11,129,-2,-1,2,1,2,0
11,130,-1,2,1,2,0,3
11,131,2,1,2,0,3,-1
11,132,1,2,0,3,-1,-1
11,133,2,0,3,-1,-1,-2
11,134,0,3,-1,-1,-2,-2
11,135,3,-1,-1,-2,-2,-2
11,136,-1,-1,-2,-2,-2,-2
11,137,-1,-2,-2,-2,-2,1
11,138,-2,-2,-2,-2,1,-3
11,139,-2,-2,-2,1,-3,-2
11,140,-2,-2,1,-3,-2,-2
11,141,-2,1,-3,-2,-2,-1
11,142,1,-3,-2,-2,-1,1
11,143,-3,-2,-2,-1,1,2
11,144,-2,-2,-1,1,2,2
11,145,-2,-1,1,2,2,2
11,146,-1,1,2,2,2,2
11,147,1,2,2,2,2,-1
11,148,2,2,2,2,-1,1
11,149,2,2,2,-1,1,1
11,150,2,2,-1,1,1,0
11,151,2,-1,1,1,0,-1
11,152,-1,1,1,0,-1,-2
11,153,1,1,0,-1,-2,2
11,154,1,0,-1,-2,2,1
11,155,0,-1,-2,2,1,2
11,156,-1,-2,2,1,2,-2
11,157,-2,2,1,2,-2,1
11,158,2,1,2,-2,1,2
11,159,1,2,-2,1,2,2
11,160,2,-2,1,2,2,2
11,161,-2,1,2,2,2,2
11,162,1,2,2,2,2,2
11,163,2,2,2,2,2,2
11,164,2,2,2,2,2,-3
11,165,2,2,2,2,-3,2
11,166,2,2,2,-3,2,0
11,167,2,2,-3,2,0,2
11,168,2,-3,2,0,2,2
11,169,-3,2,0,2,2,2
11,170,2,0,2,2,2,2
11,171,0,2,2,2,2,2
11,172,2,2,2,2,2,1
11,173,2,2,2,2,1,2
11,174,2,2,2,1,2,2
11,175,2,2,1,2,2,2
11,176,2,1,2,2,2,3
11,177,1,2,2,2,3,-2
11,178,2,2,2,3,-2,-2
11,179,2,2,3,-2,-2,1
11,180,2,3,-2,-2,1,2
11,181,3,-2,-2,1,2,0
11,182,-2,-2,1,2,0,2
11,183,-2,1,2,0,2,1
11,184,1,2,0,2,1,-1
11,185,2,0,2,1,-1,0
11,186,0,2,1,-1,0,-1
11,187,2,1,-1,0,-1,2
11,188,1,-1,0,-1,2,0
11,189,-1,0,-1,2,0,0
11,190,0,-1,2,0,0,1
11,191,-1,2,0,0,1,2
11,192,2,0,0,1,2,2
11,193,0,0,1,2,2,2
11,194,0,1,2,2,2,2
11,195,1,2,2,2,2,-2
11,196,2,2,2,2,-2,-2
11,197,2,2,2,-2,-2,-1
11,198,2,2,-2,-2,-1,2
11,199,2,-2,-2,-1,2,2
11,200,-2,-2,-1,2,2,3
11,201,-2,-1,2,2,3,2
11,202,-1,2,2,3,2,2
11,203,2,2,3,2,2,2
11,204,2,3,2,2,2,-2
11,205,3,2,2,2,-2,3
11,206,2,2,2,-2,3,-2
11,207,2,2,-2,3,-2,-1
11,208,2,-2,3,-2,-1,-2
11,209,-2,3,-2,-1,-2,-2
11,210,3,-2,-1,-2,-2,-1
11,211,-2,-1,-2,-2,-1,2
11,212,-1,-2,-2,-1,2,-1
11,213,-2,-2,-1,2,-1,2
11,214,-2,-1,2,-1,2,-3
11,215,-1,2,-1,2,-3,2
11,216,2,-1,2,-3,2,-2
11,217,-1,2,-3,2,-2,2
11,218,2,-3,2,-2,2,-3
11,219,-3,2,-2,2,-3,1
11,220,2,-2,2,-3,1,-2
11,221,-2,2,-3,1,-2,2
11,222,2,-3,1,-2,2,-3
11,223,-3,1,-2,2,-3,2
11,224,1,-2,2,-3,2,-1
11,225,-2,2,-3,2,-1,-1
11,226,2,-3,2,-1,-1,0
11,227,-3,2,-1,-1,0,-2
11,228,2,-1,-1,0,-2,-2
11,229,-1,-1,0,-2,-2,-2
11,230,-1,0,-2,-2,-2,2
11,231,0,-2,-2,-2,2,1
11,232,-2,-2,-2,2,1,1
11,233,-2,-2,2,1,1,-2
11,234,-2,2,1,1,-2,-2
11,235,2,1,1,-2,-2,-1
11,236,1,1,-2,-2,-1,1
11,237,1,-2,-2,-1,1,2
11,238,-2,-2,-1,1,2,-1
11,239,-2,-1,1,2,-1,-1
11,240,-1,1,2,-1,-1,-1
11,241,1,2,-1,-1,-1,1
11,242,2,-1,-1,-1,1,-1
11,243,-1,-1,-1,1,-1,0
11,244,-1,-1,1,-1,0,0
11,245,-1,1,-1,0,0,-1
11,246,1,-1,0,0,-1,-2
11,247,-1,0,0,-1,-2,-2
11,248,0,0,-1,-2,-2,-2
11,249,0,-1,-2,-2,-2,-2
11,250,-1,-2,-2,-2,-2,-2
11,251,-2,-2,-2,-2,-2,-2
11,252,-2,-2,-2,-2,-2,2
11,253,-2,-2,-2,-2,2,2
12,1,0,-1,-2,-2,-2,2
12,2,-1,-2,-2,-2,2,2
12,3,-2,-2,-2,2,2,2
12,4,-2,-2,2,2,2,2
12,5,-2,2,2,2,2,2
12,6,2,2,2,2,2,2
12,7,2,2,2,2,2,2
12,8,2,2,2,2,2,-1
12,9,2,2,2,2,-1,3
12,10,2,2,2,-1,3,-2
12,11,2,2,-1,3,-2,0
12,12,2,-1,3,-2,0,-1
12,13,-1,3,-2,0,-1,-2
12,14,3,-2,0,-1,-2,1
12,15,-2,0,-1,-2,1,-2
12,16,0,-1,-2,1,-2,-2
12,17,-1,-2,1,-2,-2,-2
12,18,-2,1,-2,-2,-2,1
12,19,1,-2,-2,-2,1,-3
12,20,-2,-2,-2,1,-3,-1
12,21,-2,-2,1,-3,-1,-2
12,22,-2,1,-3,-1,-2,-2
12,23,1,-3,-1,-2,-2,2
12,24,-3,-1,-2,-2,2,2
12,25,-1,-2,-2,2,2,1
12,26,-2,-2,2,2,1,2
12,27,-2,2,2,1,2,2
12,28,2,2,1,2,2,2
12,29,2,1,2,2,2,3
12,30,1,2,2,2,3,-2
12,31,2,2,2,3,-2,-2
12,32,2,2,3,-2,-2,-1
12,33,2,3,-2,-2,-1,0
12,34,3,-2,-2,-1,0,-2
12,35,-2,-2,-1,0,-2,-2
12,36,-2,-1,0,-2,-2,-1
12,37,-1,0,-2,-2,-1,2
12,38,0,-2,-2,-1,2,3
12,39,-2,-2,-1,2,3,-2
12,40,-2,-1,2,3,-2,3
12,41,-1,2,3,-2,3,-2
12,42,2,3,-2,3,-2,-2
12,43,3,-2,3,-2,-2,-3
12,44,-2,3,-2,-2,-3,-2
12,45,3,-2,-2,-3,-2,-2
12,46,-2,-2,-3,-2,-2,-2
12,47,-2,-3,-2,-2,-2,-2
12,48,-3,-2,-2,-2,-2,-2
12,49,-2,-2,-2,-2,-2,-2
12,50,-2,-2,-2,-2,-2,-2
12,51,-2,-2,-2,-2,-2,-1
12,52,-2,-2,-2,-2,-1,2
12,53,-2,-2,-2,-1,2,2
12,54,-2,-2,-1,2,2,2
12,55,-2,-1,2,2,2,2
12,56,-1,2,2,2,2,2
12,57,2,2,2,2,2,-2
12,58,2,2,2,2,-2,3
12,59,2,2,2,-2,3,-2
12,60,2,2,-2,3,-2,-2
12,61,2,-2,3,-2,-2,-2
12,62,-2,3,-2,-2,-2,-2
12,63,3,-2,-2,-2,-2,-2
12,64,-2,-2,-2,-2,-2,-2
12,65,-2,-2,-2,-2,-2,-2
12,66,-2,-2,-2,-2,-2,-2
12,67,-2,-2,-2,-2,-2,-2
12,68,-2,-2,-2,-2,-2,2
12,69,-2,-2,-2,-2,2,2
12,70,-2,-2,-2,2,2,2
12,71,-2,-2,2,2,2,2
12,72,-2,2,2,2,2,2
12,73,2,2,2,2,2,1
12,74,2,2,2,2,1,-2
12,75,2,2,2,1,-2,1
12,76,2,2,1,-2,1,2
12,77,2,1,-2,1,2,2
12,78,1,-2,1,2,2,-2
12,79,-2,1,2,2,-2,2
12,80,1,2,2,-2,2,-1
12,81,2,2,-2,2,-1,2
12,82,2,-2,2,-1,2,-2
12,83,-2,2,-1,2,-2,-2
12,84,2,-1,2,-2,-2,2
12,85,-1,2,-2,-2,2,-3
12,86,2,-2,-2,2,-3,-2
12,87,-2,-2,2,-3,-2,2
12,88,-2,2,-3,-2,2,-3
12,89,2,-3,-2,2,-3,2
12,90,-3,-2,2,-3,2,1
12,91,-2,2,-3,2,1,-1
12,92,2,-3,2,1,-1,1
12,93,-3,2,1,-1,1,2
12,94,2,1,-1,1,2,-1
12,95,1,-1,1,2,-1,2
12,96,-1,1,2,-1,2,1
12,97,1,2,-1,2,1,2
12,98,2,-1,2,1,2,3
12,99,-1,2,1,2,3,2
12,100,2,1,2,3,2,-2
12,101,1,2,3,2,-2,-2
12,102,2,3,2,-2,-2,-2
12,103,3,2,-2,-2,-2,-2
12,104,2,-2,-2,-2,-2,1
12,105,-2,-2,-2,-2,1,-1
12,106,-2,-2,-2,1,-1,0
12,107,-2,-2,1,-1,0,-1
12,108,-2,1,-1,0,-1,2
12,109,1,-1,0,-1,2,2
12,110,-1,0,-1,2,2,2
12,111,0,-1,2,2,2,2
12,112,-1,2,2,2,2,1
12,113,2,2,2,2,1,2
12,114,2,2,2,1,2,-2
12,115,2,2,1,2,-2,2
12,116,2,1,2,-2,2,-1
12,117,1,2,-2,2,-1,2
12,118,2,-2,2,-1,2,-2
12,119,-2,2,-1,2,-2,2
12,120,2,-1,2,-2,2,-3
12,121,-1,2,-2,2,-3,2
12,122,2,-2,2,-3,2,2
12,123,-2,2,-3,2,2,2
12,124,2,-3,2,2,2,2
12,125,-3,2,2,2,2,2
12,126,2,2,2,2,2,2
12,127,2,2,2,2,2,2
12,128,2,2,2,2,2,-1
12,129,2,2,2,2,-1,-2
12,130,2,2,2,-1,-2,-2
12,131,2,2,-1,-2,-2,1
12,132,2,-1,-2,-2,1,2
12,133,-1,-2,-2,1,2,2
12,134,-2,-2,1,2,2,1
12,135,-2,1,2,2,1,-1
12,136,1,2,2,1,-1,-1
12,137,2,2,1,-1,-1,2
12,138,2,1,-1,-1,2,-1
12,139,1,-1,-1,2,-1,0
12,140,-1,-1,2,-1,0,-2
12,141,-1,2,-1,0,-2,-1
12,142,2,-1,0,-2,-1,1
12,143,-1,0,-2,-1,1,2
12,144,0,-2,-1,1,2,2
12,145,-2,-1,1,2,2,1
12,146,-1,1,2,2,1,1
12,147,1,2,2,1,1,2
12,148,2,2,1,1,2,2
12,149,2,1,1,2,2,2
12,150,1,1,2,2,2,-2
12,151,1,2,2,2,-2,-2
12,152,2,2,2,-2,-2,1
12,153,2,2,-2,-2,1,-3
12,154,2,-2,-2,1,-3,2
12,155,-2,-2,1,-3,2,-2
12,156,-2,1,-3,2,-2,-3
12,157,1,-3,2,-2,-3,-2
12,158,-3,2,-2,-3,-2,-2
12,159,2,-2,-3,-2,-2,-2
12,160,-2,-3,-2,-2,-2,-2
12,161,-3,-2,-2,-2,-2,-2
12,162,-2,-2,-2,-2,-2,-1
12,163,-2,-2,-2,-2,-1,2
12,164,-2,-2,-2,-1,2,2
12,165,-2,-2,-1,2,2,2
12,166,-2,-1,2,2,2,-1
12,167,-1,2,2,2,-1,-1
12,168,2,2,2,-1,-1,2
12,169,2,2,-1,-1,2,2
12,170,2,-1,-1,2,2,2
12,171,-1,-1,2,2,2,-1
12,172,-1,2,2,2,-1,-1
12,173,2,2,2,-1,-1,-2
12,174,2,2,-1,-1,-2,-1
12,175,2,-1,-1,-2,-1,1
12,176,-1,-1,-2,-1,1,0
12,177,-1,-2,-1,1,0,0
12,178,-2,-1,1,0,0,0
12,179,-1,1,0,0,0,-2
12,180,1,0,0,0,-2,0
12,181,0,0,0,-2,0,-1
12,182,0,0,-2,0,-1,1
12,183,0,-2,0,-1,1,3
12,184,-2,0,-1,1,3,1
12,185,0,-1,1,3,1,1
12,186,-1,1,3,1,1,-2
12,187,1,3,1,1,-2,2
12,188,3,1,1,-2,2,2
12,189,1,1,-2,2,2,2
12,190,1,-2,2,2,2,2
12,191,-2,2,2,2,2,2
12,192,2,2,2,2,2,-1
12,193,2,2,2,2,-1,0
12,194,2,2,2,-1,0,1
12,195,2,2,-1,0,1,-2
12,196,2,-1,0,1,-2,-2
12,197,-1,0,1,-2,-2,-2
12,198,0,1,-2,-2,-2,-2
12,199,1,-2,-2,-2,-2,0
12,200,-2,-2,-2,-2,0,1
12,201,-2,-2,-2,0,1,-1
12,202,-2,-2,0,1,-1,-2
12,203,-2,0,1,-1,-2,2
12,204,0,1,-1,-2,2,2
12,205,1,-1,-2,2,2,2
12,206,-1,-2,2,2,2,2
12,207,-2,2,2,2,2,-2
12,208,2,2,2,2,-2,-1
12,209,2,2,2,-2,-1,0
12,210,2,2,-2,-1,0,1
12,211,2,-2,-1,0,1,0
12,212,-2,-1,0,1,0,1
12,213,-1,0,1,0,1,1
12,214,0,1,0,1,1,1
12,215,1,0,1,1,1,-1
12,216,0,1,1,1,-1,0
12,217,1,1,1,-1,0,-1
12,218,1,1,-1,0,-1,-2
12,219,1,-1,0,-1,-2,-2
12,220,-1,0,-1,-2,-2,-2
12,221,0,-1,-2,-2,-2,-3
12,222,-1,-2,-2,-2,-3,2
12,223,-2,-2,-2,-3,2,2
12,224,-2,-2,-3,2,2,0
12,225,-2,-3,2,2,0,2
12,226,-3,2,2,0,2,2
12,227,2,2,0,2,2,2
12,228,2,0,2,2,2,2
12,229,0,2,2,2,2,-2
12,230,2,2,2,2,-2,1
12,231,2,2,2,-2,1,-3
12,232,2,2,-2,1,-3,0
12,233,2,-2,1,-3,0,-2
12,234,-2,1,-3,0,-2,1
12,235,1,-3,0,-2,1,2
12,236,-3,0,-2,1,2,2
12,237,0,-2,1,2,2,1
12,238,-2,1,2,2,1,-2
12,239,1,2,2,1,-2,-2
12,240,2,2,1,-2,-2,-2
12,241,2,1,-2,-2,-2,2
12,242,1,-2,-2,-2,2,1
12,243,-2,-2,-2,2,1,2
12,244,-2,-2,2,1,2,2
12,245,-2,2,1,2,2,2
12,246,2,1,2,2,2,-1
12,247,1,2,2,2,-1,0
12,248,2,2,2,-1,0,-1
12,249,2,2,-1,0,-1,2
12,250,2,-1,0,-1,2,2
12,251,-1,0,-1,2,2,2
12,252,0,-1,2,2,2,2
12,253,-1,2,2,2,2,2
13,1,0,-1,-2,0,-2,-2
13,2,-1,-2,0,-2,-2,-2
13,3,-2,0,-2,-2,-2,1
13,4,0,-2,-2,-2,1,1
13,5,-2,-2,-2,1,1,-2
13,6,-2,-2,1,1,-2,0
13,7,-2,1,1,-2,0,-3
13,8,1,1,-2,0,-3,-2
13,9,1,-2,0,-3,-2,-2
13,10,-2,0,-3,-2,-2,-2
13,11,0,-3,-2,-2,-2,0
13,12,-3,-2,-2,-2,0,-2
13,13,-2,-2,-2,0,-2,-2
13,14,-2,-2,0,-2,-2,-2
13,15,-2,0,-2,-2,-2,-2
13,16,0,-2,-2,-2,-2,2
13,17,-2,-2,-2,-2,2,2
13,18,-2,-2,-2,2,2,2
13,19,-2,-2,2,2,2,1
13,20,-2,2,2,2,1,3
13,21,2,2,2,1,3,1
13,22,2,2,1,3,1,1
13,23,2,1,3,1,1,-2
13,24,1,3,1,1,-2,-2
13,25,3,1,1,-2,-2,-1
13,26,1,1,-2,-2,-1,2
13,27,1,-2,-2,-1,2,2
13,28,-2,-2,-1,2,2,2
13,29,-2,-1,2,2,2,2
13,30,-1,2,2,2,2,2
13,31,2,2,2,2,2,2
13,32,2,2,2,2,2,-1
13,33,2,2,2,2,-1,-2
13,34,2,2,2,-1,-2,-1
13,35,2,2,-1,-2,-1,-2
13,36,2,-1,-2,-1,-2,-2
13,37,-1,-2,-1,-2,-2,-2
13,38,-2,-1,-2,-2,-2,-2
13,39,-1,-2,-2,-2,-2,-2
13,40,-2,-2,-2,-2,-2,-2
13,41,-2,-2,-2,-2,-2,-1
13,42,-2,-2,-2,-2,-1,0
13,43,-2,-2,-2,-1,0,-1
13,44,-2,-2,-1,0,-1,-2
13,45,-2,-1,0,-1,-2,-2
13,46,-1,0,-1,-2,-2,-2
13,47,0,-1,-2,-2,-2,0
13,48,-1,-2,-2,-2,0,2
13,49,-2,-2,-2,0,2,2
13,50,-2,-2,0,2,2,2
13,51,-2,0,2,2,2,2
13,52,0,2,2,2,2,2
13,53,2,2,2,2,2,2
13,54,2,2,2,2,2,-2
13,55,2,2,2,2,-2,-2
13,56,2,2,2,-2,-2,-2
13,57,2,2,-2,-2,-2,-2
13,58,2,-2,-2,-2,-2,-2
13,59,-2,-2,-2,-2,-2,1
13,60,-2,-2,-2,-2,1,1
13,61,-2,-2,-2,1,1,0
13,62,-2,-2,1,1,0,0
13,63,-2,1,1,0,0,2
13,64,1,1,0,0,2,2
13,65,1,0,0,2,2,-2
13,66,0,0,2,2,-2,-2
13,67,0,2,2,-2,-2,-2
13,68,2,2,-2,-2,-2,-2
13,69,2,-2,-2,-2,-2,-2
13,70,-2,-2,-2,-2,-2,-2
13,71,-2,-2,-2,-2,-2,-2
13,72,-2,-2,-2,-2,-2,-2
13,73,-2,-2,-2,-2,-2,-2
13,74,-2,-2,-2,-2,-2,1
13,75,-2,-2,-2,-2,1,2
13,76,-2,-2,-2,1,2,-1
13,77,-2,-2,1,2,-1,-1
13,78,-2,1,2,-1,-1,-1
13,79,1,2,-1,-1,-1,-2
13,80,2,-1,-1,-1,-2,-2
13,81,-1,-1,-1,-2,-2,-2
13,82,-1,-1,-2,-2,-2,-2
13,83,-1,-2,-2,-2,-2,-2
13,84,-2,-2,-2,-2,-2,2
13,85,-2,-2,-2,-2,2,2
13,86,-2,-2,-2,2,2,2
13,87,-2,-2,2,2,2,2
13,88,-2,2,2,2,2,2
13,89,2,2,2,2,2,2
13,90,2,2,2,2,2,2
13,91,2,2,2,2,2,-2
13,92,2,2,2,2,-2,-1
13,93,2,2,2,-2,-1,0
13,94,2,2,-2,-1,0,0
13,95,2,-2,-1,0,0,1
13,96,-2,-1,0,0,1,-2
13,97,-1,0,0,1,-2,0
13,98,0,0,1,-2,0,0
13,99,0,1,-2,0,0,1
13,100,1,-2,0,0,1,1
13,101,-2,0,0,1,1,2
13,102,0,0,1,1,2,2
13,103,0,1,1,2,2,3
13,104,1,1,2,2,3,2
13,105,1,2,2,3,2,2
13,106,2,2,3,2,2,2
13,107,2,3,2,2,2,-1
13,108,3,2,2,2,-1,-2
13,109,2,2,2,-1,-2,-2
13,110,2,2,-1,-2,-2,-2
13,111,2,-1,-2,-2,-2,-2
13,112,-1,-2,-2,-2,-2,-2
