Region No,Group No,Action 1,Action 2,Action 3,Action 4,Action 5,Action 6,Action 7,Action to Next Point
9,200,-1,-2,-2,2,2,1,-2,-3
9,201,-2,-2,2,2,1,-2,-3,-3
9,202,-2,2,2,1,-2,-3,-3,-2
9,203,2,2,1,-2,-3,-3,-2,-2
9,204,2,1,-2,-3,-3,-2,-2,-2
9,205,1,-2,-3,-3,-2,-2,-2,-2
9,206,-2,-3,-3,-2,-2,-2,-2,-2
9,207,-3,-3,-2,-2,-2,-2,-2,-3
9,208,-3,-2,-2,-2,-2,-2,-3,1
9,209,-2,-2,-2,-2,-2,-3,1,-2
9,210,-2,-2,-2,-2,-3,1,-2,-2
9,211,-2,-2,-2,-3,1,-2,-2,-2
9,212,-2,-2,-3,1,-2,-2,-2,-2
9,213,-2,-3,1,-2,-2,-2,-2,-2
9,214,-3,1,-2,-2,-2,-2,-2,-2
9,215,1,-2,-2,-2,-2,-2,-2,-2
9,216,-2,-2,-2,-2,-2,-2,-2,-2
9,217,-2,-2,-2,-2,-2,-2,-2,-2
9,218,-2,-2,-2,-2,-2,-2,-2,-2
9,219,-2,-2,-2,-2,-2,-2,-2,2
9,220,-2,-2,-2,-2,-2,-2,2,0
9,221,-2,-2,-2,-2,-2,2,0,-1
9,222,-2,-2,-2,-2,2,0,-1,-2
9,223,-2,-2,-2,2,0,-1,-2,0
9,224,-2,-2,2,0,-1,-2,0,0
9,225,-2,2,0,-1,-2,0,0,0
9,226,2,0,-1,-2,0,0,0,-2
9,227,0,-1,-2,0,0,0,-2,1
9,228,-1,-2,0,0,0,-2,1,0
9,229,-2,0,0,0,-2,1,0,-1
9,230,0,0,0,-2,1,0,-1,-2
9,231,0,0,-2,1,0,-1,-2,2
9,232,0,-2,1,0,-1,-2,2,2
9,233,-2,1,0,-1,-2,2,2,3
9,234,1,0,-1,-2,2,2,3,-1
9,235,0,-1,-2,2,2,3,-1,2
9,236,-1,-2,2,2,3,-1,2,2
9,237,-2,2,2,3,-1,2,2,2
9,238,2,2,3,-1,2,2,2,1
9,239,2,3,-1,2,2,2,1,-2
9,240,3,-1,2,2,2,1,-2,-2
9,241,-1,2,2,2,1,-2,-2,-1
9,242,2,2,2,1,-2,-2,-1,2
9,243,2,2,1,-2,-2,-1,2,2
9,244,2,1,-2,-2,-1,2,2,-1
9,245,1,-2,-2,-1,2,2,-1,-2
9,246,-2,-2,-1,2,2,-1,-2,-2
9,247,-2,-1,2,2,-1,-2,-2,-2
9,248,-1,2,2,-1,-2,-2,-2,-3
9,249,2,2,-1,-2,-2,-2,-3,2
9,250,2,-1,-2,-2,-2,-3,2,2
9,251,-1,-2,-2,-2,-3,2,2,-2
9,252,-2,-2,-2,-3,2,2,-2,-2
9,253,-2,-2,-3,2,2,-2,-2,-2
10,1,0,2,3,-2,-2,1,-1,-2
10,2,2,3,-2,-2,1,-1,-2,-2
10,3,3,-2,-2,1,-1,-2,-2,2
10,4,-2,-2,1,-1,-2,-2,2,2
10,5,-2,1,-1,-2,-2,2,2,1
10,6,1,-1,-2,-2,2,2,1,-2
10,7,-1,-2,-2,2,2,1,-2,-2
10,8,-2,-2,2,2,1,-2,-2,0
10,9,-2,2,2,1,-2,-2,0,2
10,10,2,2,1,-2,-2,0,2,-2
10,11,2,1,-2,-2,0,2,-2,-2
10,12,1,-2,-2,0,2,-2,-2,-3
10,13,-2,-2,0,2,-2,-2,-3,-3
10,14,-2,0,2,-2,-2,-3,-3,-2
10,15,0,2,-2,-2,-3,-3,-2,-3
10,16,2,-2,-2,-3,-3,-2,-3,-2
10,17,-2,-2,-3,-3,-2,-3,-2,0
10,18,-2,-3,-3,-2,-3,-2,0,1
10,19,-3,-3,-2,-3,-2,0,1,-2
10,20,-3,-2,-3,-2,0,1,-2,-2
10,21,-2,-3,-2,0,1,-2,-2,-2
10,22,-3,-2,0,1,-2,-2,-2,-2
10,23,-2,0,1,-2,-2,-2,-2,-2
10,24,0,1,-2,-2,-2,-2,-2,2
10,25,1,-2,-2,-2,-2,-2,2,2
10,26,-2,-2,-2,-2,-2,2,2,2
10,27,-2,-2,-2,-2,2,2,2,2
10,28,-2,-2,-2,2,2,2,2,2
10,29,-2,-2,2,2,2,2,2,2
10,30,-2,2,2,2,2,2,2,2
10,31,2,2,2,2,2,2,2,-2
10,32,2,2,2,2,2,2,-2,-3
10,33,2,2,2,2,2,-2,-3,2
10,34,2,2,2,2,-2,-3,2,2
10,35,2,2,2,-2,-3,2,2,3
10,36,2,2,-2,-3,2,2,3,-2
10,37,2,-2,-3,2,2,3,-2,-1
10,38,-2,-3,2,2,3,-2,-1,-1
10,39,-3,2,2,3,-2,-1,-1,-2
10,40,2,2,3,-2,-1,-1,-2,-2
10,41,2,3,-2,-1,-1,-2,-2,-2
10,42,3,-2,-1,-1,-2,-2,-2,-1
10,43,-2,-1,-1,-2,-2,-2,-1,0
10,44,-1,-1,-2,-2,-2,-1,0,2
10,45,-1,-2,-2,-2,-1,0,2,2
10,46,-2,-2,-2,-1,0,2,2,2
10,47,-2,-2,-1,0,2,2,2,3
10,48,-2,-1,0,2,2,2,3,2
10,49,-1,0,2,2,2,3,2,2
10,50,0,2,2,2,3,2,2,1
10,51,2,2,2,3,2,2,1,-2
10,52,2,2,3,2,2,1,-2,1
10,53,2,3,2,2,1,-2,1,2
10,54,3,2,2,1,-2,1,2,2
10,55,2,2,1,-2,1,2,2,2
10,56,2,1,-2,1,2,2,2,2
10,57,1,-2,1,2,2,2,2,3
10,58,-2,1,2,2,2,2,3,-2
10,59,1,2,2,2,2,3,-2,-2
10,60,2,2,2,2,3,-2,-2,-1
10,61,2,2,2,3,-2,-2,-1,1
10,62,2,2,3,-2,-2,-1,1,2
10,63,2,3,-2,-2,-1,1,2,2
10,64,3,-2,-2,-1,1,2,2,2
10,65,-2,-2,-1,1,2,2,2,2
10,66,-2,-1,1,2,2,2,2,3
10,67,-1,1,2,2,2,2,3,-3
10,68,1,2,2,2,2,3,-3,1
10,69,2,2,2,2,3,-3,1,0
10,70,2,2,2,3,-3,1,0,2
10,71,2,2,3,-3,1,0,2,1
10,72,2,3,-3,1,0,2,1,2
10,73,3,-3,1,0,2,1,2,3
10,74,-3,1,0,2,1,2,3,2
10,75,1,0,2,1,2,3,2,1
10,76,0,2,1,2,3,2,1,-2
10,77,2,1,2,3,2,1,-2,-2
10,78,1,2,3,2,1,-2,-2,-1
10,79,2,3,2,1,-2,-2,-1,0
10,80,3,2,1,-2,-2,-1,0,0
10,81,2,1,-2,-2,-1,0,0,0
10,82,1,-2,-2,-1,0,0,0,1
10,83,-2,-2,-1,0,0,0,1,-2
10,84,-2,-1,0,0,0,1,-2,-2
10,85,-1,0,0,0,1,-2,-2,-3
10,86,0,0,0,1,-2,-2,-3,-1
10,87,0,0,1,-2,-2,-3,-1,-1
10,88,0,1,-2,-2,-3,-1,-1,0
10,89,1,-2,-2,-3,-1,-1,0,1
10,90,-2,-2,-3,-1,-1,0,1,1
10,91,-2,-3,-1,-1,0,1,1,2
10,92,-3,-1,-1,0,1,1,2,2
10,93,-1,-1,0,1,1,2,2,1
10,94,-1,0,1,1,2,2,1,-2
10,95,0,1,1,2,2,1,-2,1
10,96,1,1,2,2,1,-2,1,2
10,97,1,2,2,1,-2,1,2,2
10,98,2,2,1,-2,1,2,2,2
10,99,2,1,-2,1,2,2,2,2
10,100,1,-2,1,2,2,2,2,-2
10,101,-2,1,2,2,2,2,-2,-2
10,102,1,2,2,2,2,-2,-2,-3
10,103,2,2,2,2,-2,-2,-3,2
10,104,2,2,2,-2,-2,-3,2,-2
10,105,2,2,-2,-2,-3,2,-2,-2
10,106,2,-2,-2,-3,2,-2,-2,0
10,107,-2,-2,-3,2,-2,-2,0,1
10,108,-2,-3,2,-2,-2,0,1,2
10,109,-3,2,-2,-2,0,1,2,1
10,110,2,-2,-2,0,1,2,1,-2
10,111,-2,-2,0,1,2,1,-2,-2
10,112,-2,0,1,2,1,-2,-2,-2
10,113,0,1,2,1,-2,-2,-2,-2
10,114,1,2,1,-2,-2,-2,-2,-3
10,115,2,1,-2,-2,-2,-2,-3,-1
10,116,1,-2,-2,-2,-2,-3,-1,-2
10,117,-2,-2,-2,-2,-3,-1,-2,-1
10,118,-2,-2,-2,-3,-1,-2,-1,2
10,119,-2,-2,-3,-1,-2,-1,2,2
10,120,-2,-3,-1,-2,-1,2,2,2
10,121,-3,-1,-2,-1,2,2,2,2
10,122,-1,-2,-1,2,2,2,2,2
10,123,-2,-1,2,2,2,2,2,2
10,124,-1,2,2,2,2,2,2,2
10,125,2,2,2,2,2,2,2,1
10,126,2,2,2,2,2,2,1,-2
10,127,2,2,2,2,2,1,-2,-2
10,128,2,2,2,2,1,-2,-2,-2
10,129,2,2,2,1,-2,-2,-2,-2
10,130,2,2,1,-2,-2,-2,-2,2
10,131,2,1,-2,-2,-2,-2,2,1
10,132,1,-2,-2,-2,-2,2,1,-2
10,133,-2,-2,-2,-2,2,1,-2,-1
10,134,-2,-2,-2,2,1,-2,-1,2
10,135,-2,-2,2,1,-2,-1,2,2
10,136,-2,2,1,-2,-1,2,2,2
10,137,2,1,-2,-1,2,2,2,2
10,138,1,-2,-1,2,2,2,2,-1
10,139,-2,-1,2,2,2,2,-1,-2
10,140,-1,2,2,2,2,-1,-2,-2
10,141,2,2,2,2,-1,-2,-2,-2
10,142,2,2,2,-1,-2,-2,-2,-2
10,143,2,2,-1,-2,-2,-2,-2,0
10,144,2,-1,-2,-2,-2,-2,0,2
10,145,-1,-2,-2,-2,-2,0,2,2
10,146,-2,-2,-2,-2,0,2,2,2
10,147,-2,-2,-2,0,2,2,2,-1
10,148,-2,-2,0,2,2,2,-1,-2
10,149,-2,0,2,2,2,-1,-2,-2
10,150,0,2,2,2,-1,-2,-2,-2
10,151,2,2,2,-1,-2,-2,-2,-2
10,152,2,2,-1,-2,-2,-2,-2,-3
10,153,2,-1,-2,-2,-2,-2,-3,2
10,154,-1,-2,-2,-2,-2,-3,2,3
10,155,-2,-2,-2,-2,-3,2,3,2
10,156,-2,-2,-2,-3,2,3,2,2
10,157,-2,-2,-3,2,3,2,2,3
10,158,-2,-3,2,3,2,2,3,-2
10,159,-3,2,3,2,2,3,-2,-2
10,160,2,3,2,2,3,-2,-2,-3
10,161,3,2,2,3,-2,-2,-3,2
10,162,2,2,3,-2,-2,-3,2,2
10,163,2,3,-2,-2,-3,2,2,2
10,164,3,-2,-2,-3,2,2,2,-1
10,165,-2,-2,-3,2,2,2,-1,1
10,166,-2,-3,2,2,2,-1,1,0
10,167,-3,2,2,2,-1,1,0,2
10,168,2,2,2,-1,1,0,2,3
10,169,2,2,-1,1,0,2,3,1
10,170,2,-1,1,0,2,3,1,2
10,171,-1,1,0,2,3,1,2,2
10,172,1,0,2,3,1,2,2,2
10,173,0,2,3,1,2,2,2,2
10,174,2,3,1,2,2,2,2,-1
10,175,3,1,2,2,2,2,-1,0
10,176,1,2,2,2,2,-1,0,-1
10,177,2,2,2,2,-1,0,-1,-2
10,178,2,2,2,-1,0,-1,-2,-2
10,179,2,2,-1,0,-1,-2,-2,-2
10,180,2,-1,0,-1,-2,-2,-2,-2
10,181,-1,0,-1,-2,-2,-2,-2,-2
10,182,0,-1,-2,-2,-2,-2,-2,-2
10,183,-1,-2,-2,-2,-2,-2,-2,-2
10,184,-2,-2,-2,-2,-2,-2,-2,-2
10,185,-2,-2,-2,-2,-2,-2,-2,1
10,186,-2,-2,-2,-2,-2,-2,1,-2
10,187,-2,-2,-2,-2,-2,1,-2,-2
10,188,-2,-2,-2,-2,1,-2,-2,1
10,189,-2,-2,-2,1,-2,-2,1,2
10,190,-2,-2,1,-2,-2,1,2,2
10,191,-2,1,-2,-2,1,2,2,2
10,192,1,-2,-2,1,2,2,2,2
10,193,-2,-2,1,2,2,2,2,2
10,194,-2,1,2,2,2,2,2,2
10,195,1,2,2,2,2,2,2,-1
10,196,2,2,2,2,2,2,-1,-2
10,197,2,2,2,2,2,-1,-2,-2
10,198,2,2,2,2,-1,-2,-2,-2
10,199,2,2,2,-1,-2,-2,-2,-3
10,200,2,2,-1,-2,-2,-2,-3,2
10,201,2,-1,-2,-2,-2,-3,2,-2
10,202,-1,-2,-2,-2,-3,2,-2,-2
10,203,-2,-2,-2,-3,2,-2,-2,-2
10,204,-2,-2,-3,2,-2,-2,-2,-1
10,205,-2,-3,2,-2,-2,-2,-1,1
10,206,-3,2,-2,-2,-2,-1,1,1
10,207,2,-2,-2,-2,-1,1,1,2
10,208,-2,-2,-2,-1,1,1,2,0
10,209,-2,-2,-1,1,1,2,0,-2
10,210,-2,-1,1,1,2,0,-2,-1
10,211,-1,1,1,2,0,-2,-1,0
10,212,1,1,2,0,-2,-1,0,1
10,213,1,2,0,-2,-1,0,1,0
10,214,2,0,-2,-1,0,1,0,-2
10,215,0,-2,-1,0,1,0,-2,-2
10,216,-2,-1,0,1,0,-2,-2,0
10,217,-1,0,1,0,-2,-2,0,2
10,218,0,1,0,-2,-2,0,2,2
10,219,1,0,-2,-2,0,2,2,2
10,220,0,-2,-2,0,2,2,2,-1
10,221,-2,-2,0,2,2,2,-1,-2
10,222,-2,0,2,2,2,-1,-2,-2
10,223,0,2,2,2,-1,-2,-2,-1
10,224,2,2,2,-1,-2,-2,-1,1
10,225,2,2,-1,-2,-2,-1,1,2
10,226,2,-1,-2,-2,-1,1,2,2
10,227,-1,-2,-2,-1,1,2,2,0
10,228,-2,-2,-1,1,2,2,0,0
10,229,-2,-1,1,2,2,0,0,-1
10,230,-1,1,2,2,0,0,-1,0
10,231,1,2,2,0,0,-1,0,-1
10,232,2,2,0,0,-1,0,-1,1
10,233,2,0,0,-1,0,-1,1,2
10,234,0,0,-1,0,-1,1,2,2
10,235,0,-1,0,-1,1,2,2,2
10,236,-1,0,-1,1,2,2,2,-1
10,237,0,-1,1,2,2,2,-1,0
10,238,-1,1,2,2,2,-1,0,-1
10,239,1,2,2,2,-1,0,-1,-1
10,240,2,2,2,-1,0,-1,-1,-2
10,241,2,2,-1,0,-1,-1,-2,-1
10,242,2,-1,0,-1,-1,-2,-1,1
10,243,-1,0,-1,-1,-2,-1,1,0
10,244,0,-1,-1,-2,-1,1,0,0
10,245,-1,-1,-2,-1,1,0,0,1
10,246,-1,-2,-1,1,0,0,1,2
10,247,-2,-1,1,0,0,1,2,2
10,248,-1,1,0,0,1,2,2,2
10,249,1,0,0,1,2,2,2,0
10,250,0,0,1,2,2,2,0,-2
10,251,0,1,2,2,2,0,-2,-2
10,252,1,2,2,2,0,-2,-2,-2
11,1,0,2,2,2,2,2,2,0
11,2,2,2,2,2,2,2,0,-2
11,3,2,2,2,2,2,0,-2,-1
11,4,2,2,2,2,0,-2,-1,0
11,5,2,2,2,0,-2,-1,0,2
11,6,2,2,0,-2,-1,0,2,-1
11,7,2,0,-2,-1,0,2,-1,1
11,8,0,-2,-1,0,2,-1,1,-1
11,9,-2,-1,0,2,-1,1,-1,-1
11,10,-1,0,2,-1,1,-1,-1,-2
11,11,0,2,-1,1,-1,-1,-2,2
11,12,2,-1,1,-1,-1,-2,2,2
11,13,-1,1,-1,-1,-2,2,2,2
11,14,1,-1,-1,-2,2,2,2,1
11,15,-1,-1,-2,2,2,2,1,0
11,16,-1,-2,2,2,2,1,0,-2
11,17,-2,2,2,2,1,0,-2,-2
11,18,2,2,2,1,0,-2,-2,-3
11,19,2,2,1,0,-2,-2,-3,-2
11,20,2,1,0,-2,-2,-3,-2,-2
11,21,1,0,-2,-2,-3,-2,-2,-2
11,22,0,-2,-2,-3,-2,-2,-2,0
11,23,-2,-2,-3,-2,-2,-2,0,2
11,24,-2,-3,-2,-2,-2,0,2,2
11,25,-3,-2,-2,-2,0,2,2,2
11,26,-2,-2,-2,0,2,2,2,2
11,27,-2,-2,0,2,2,2,2,1
11,28,-2,0,2,2,2,2,1,2
11,29,0,2,2,2,2,1,2,-1
11,30,2,2,2,2,1,2,-1,1
11,31,2,2,2,1,2,-1,1,2
11,32,2,2,1,2,-1,1,2,2
11,33,2,1,2,-1,1,2,2,2
11,34,1,2,-1,1,2,2,2,2
11,35,2,-1,1,2,2,2,2,2
11,36,-1,1,2,2,2,2,2,2
11,37,1,2,2,2,2,2,2,1
11,38,2,2,2,2,2,2,1,-2
11,39,2,2,2,2,2,1,-2,0
11,40,2,2,2,2,1,-2,0,2
11,41,2,2,2,1,-2,0,2,2
11,42,2,2,1,-2,0,2,2,2
11,43,2,1,-2,0,2,2,2,-1
11,44,1,-2,0,2,2,2,-1,-2
11,45,-2,0,2,2,2,-1,-2,0
11,46,0,2,2,2,-1,-2,0,-1
11,47,2,2,2,-1,-2,0,-1,-2
11,48,2,2,-1,-2,0,-1,-2,-2
11,49,2,-1,-2,0,-1,-2,-2,-1
11,50,-1,-2,0,-1,-2,-2,-1,2
11,51,-2,0,-1,-2,-2,-1,2,2
11,52,0,-1,-2,-2,-1,2,2,2
11,53,-1,-2,-2,-1,2,2,2,1
11,54,-2,-2,-1,2,2,2,1,-2
11,55,-2,-1,2,2,2,1,-2,-2
11,56,-1,2,2,2,1,-2,-2,-2
11,57,2,2,2,1,-2,-2,-2,-3
11,58,2,2,1,-2,-2,-2,-3,2
11,59,2,1,-2,-2,-2,-3,2,-2
11,60,1,-2,-2,-2,-3,2,-2,1
11,61,-2,-2,-2,-3,2,-2,1,2
11,62,-2,-2,-3,2,-2,1,2,2
11,63,-2,-3,2,-2,1,2,2,2
11,64,-3,2,-2,1,2,2,2,1
11,65,2,-2,1,2,2,2,1,2
11,66,-2,1,2,2,2,1,2,-1
11,67,1,2,2,2,1,2,-1,-2
11,68,2,2,2,1,2,-1,-2,1
11,69,2,2,1,2,-1,-2,1,2
11,70,2,1,2,-1,-2,1,2,2
11,71,1,2,-1,-2,1,2,2,2
11,72,2,-1,-2,1,2,2,2,2
11,73,-1,-2,1,2,2,2,2,2
11,74,-2,1,2,2,2,2,2,3
11,75,1,2,2,2,2,2,3,-2
11,76,2,2,2,2,2,3,-2,2
11,77,2,2,2,2,3,-2,2,2
11,78,2,2,2,3,-2,2,2,2
11,79,2,2,3,-2,2,2,2,-2
11,80,2,3,-2,2,2,2,-2,-2
11,81,3,-2,2,2,2,-2,-2,-2
11,82,-2,2,2,2,-2,-2,-2,-2
11,83,2,2,2,-2,-2,-2,-2,-2
11,84,2,2,-2,-2,-2,-2,-2,-2
11,85,2,-2,-2,-2,-2,-2,-2,-2
11,86,-2,-2,-2,-2,-2,-2,-2,-1
11,87,-2,-2,-2,-2,-2,-2,-1,2
11,88,-2,-2,-2,-2,-2,-1,2,2
11,89,-2,-2,-2,-2,-1,2,2,2
11,90,-2,-2,-2,-1,2,2,2,2
11,91,-2,-2,-1,2,2,2,2,2
11,92,-2,-1,2,2,2,2,2,1
11,93,-1,2,2,2,2,2,1,0
11,94,2,2,2,2,2,1,0,1
11,95,2,2,2,2,1,0,1,1
11,96,2,2,2,1,0,1,1,1
11,97,2,2,1,0,1,1,1,-1
11,98,2,1,0,1,1,1,-1,1
11,99,1,0,1,1,1,-1,1,2
11,100,0,1,1,1,-1,1,2,1
11,101,1,1,1,-1,1,2,1,-2
11,102,1,1,-1,1,2,1,-2,-2
11,103,1,-1,1,2,1,-2,-2,-2
11,104,-1,1,2,1,-2,-2,-2,1
11,105,1,2,1,-2,-2,-2,1,1
11,106,2,1,-2,-2,-2,1,1,0
11,107,1,-2,-2,-2,1,1,0,2
11,108,-2,-2,-2,1,1,0,2,2
11,109,-2,-2,1,1,0,2,2,2
11,110,-2,1,1,0,2,2,2,2
11,111,1,1,0,2,2,2,2,2
11,112,1,0,2,2,2,2,2,2
11,113,0,2,2,2,2,2,2,2
11,114,2,2,2,2,2,2,2,3
11,115,2,2,2,2,2,2,3,-2
11,116,2,2,2,2,2,3,-2,-2
11,117,2,2,2,2,3,-2,-2,2
11,118,2,2,2,3,-2,-2,2,2
11,119,2,2,3,-2,-2,2,2,2
11,120,2,3,-2,-2,2,2,2,-2
11,121,3,-2,-2,2,2,2,-2,-2
11,122,-2,-2,2,2,2,-2,-2,-2
11,123,-2,2,2,2,-2,-2,-2,-2
11,124,2,2,2,-2,-2,-2,-2,2
11,125,2,2,-2,-2,-2,-2,2,2
11,126,2,-2,-2,-2,-2,2,2,-1
11,127,-2,-2,-2,-2,2,2,-1,2
11,128,-2,-2,-2,2,2,-1,2,3
11,129,-2,-2,2,2,-1,2,3,-1
11,130,-2,2,2,-1,2,3,-1,0
11,131,2,2,-1,2,3,-1,0,-2
11,132,2,-1,2,3,-1,0,-2,-2
11,133,-1,2,3,-1,0,-2,-2,-2
11,134,2,3,-1,0,-2,-2,-2,-2
11,135,3,-1,0,-2,-2,-2,-2,-2
11,136,-1,0,-2,-2,-2,-2,-2,-3
11,137,0,-2,-2,-2,-2,-2,-3,0
11,138,-2,-2,-2,-2,-2,-3,0,-2
11,139,-2,-2,-2,-2,-3,0,-2,-1
11,140,-2,-2,-2,-3,0,-2,-1,-1
11,141,-2,-2,-3,0,-2,-1,-1,2
11,142,-2,-3,0,-2,-1,-1,2,2
11,143,-3,0,-2,-1,-1,2,2,2
11,144,0,-2,-1,-1,2,2,2,2
11,145,-2,-1,-1,2,2,2,2,1
11,146,-1,-1,2,2,2,2,1,1
11,147,-1,2,2,2,2,1,1,1
11,148,2,2,2,2,1,1,1,0
11,149,2,2,2,1,1,1,0,-1
11,150,2,2,1,1,1,0,-1,-2
11,151,2,1,1,1,0,-1,-2,2
11,152,1,1,1,0,-1,-2,2,0
11,153,1,1,0,-1,-2,2,0,2
11,154,1,0,-1,-2,2,0,2,-2
11,155,0,-1,-2,2,0,2,-2,1
11,156,-1,-2,2,0,2,-2,1,2
11,157,-2,2,0,2,-2,1,2,2
11,158,2,0,2,-2,1,2,2,2
11,159,0,2,-2,1,2,2,2,2
11,160,2,-2,1,2,2,2,2,2
11,161,-2,1,2,2,2,2,2,-2
11,162,1,2,2,2,2,2,-2,-2
11,163,2,2,2,2,2,-2,-2,-2
11,164,2,2,2,2,-2,-2,-2,-2
11,165,2,2,2,-2,-2,-2,-2,-2
11,166,2,2,-2,-2,-2,-2,-2,-1
11,167,2,-2,-2,-2,-2,-2,-1,2
11,168,-2,-2,-2,-2,-2,-1,2,2
11,169,-2,-2,-2,-2,-1,2,2,2
11,170,-2,-2,-2,-1,2,2,2,0
11,171,-2,-2,-1,2,2,2,0,1
11,172,-2,-1,2,2,2,0,1,2
11,173,-1,2,2,2,0,1,2,2
11,174,2,2,2,0,1,2,2,2
11,175,2,2,0,1,2,2,2,2
11,176,2,0,1,2,2,2,2,3
11,177,0,1,2,2,2,2,3,-2
11,178,1,2,2,2,2,3,-2,-1
11,179,2,2,2,2,3,-2,-1,-2
11,180,2,2,2,3,-2,-1,-2,2
11,181,2,2,3,-2,-1,-2,2,1
11,182,2,3,-2,-1,-2,2,1,-1
11,183,3,-2,-1,-2,2,1,-1,0
11,184,-2,-1,-2,2,1,-1,0,-1
11,185,-1,-2,2,1,-1,0,-1,2
11,186,-2,2,1,-1,0,-1,2,0
11,187,2,1,-1,0,-1,2,0,0
11,188,1,-1,0,-1,2,0,0,-1
11,189,-1,0,-1,2,0,0,-1,2
11,190,0,-1,2,0,0,-1,2,2
11,191,-1,2,0,0,-1,2,2,2
11,192,2,0,0,-1,2,2,2,2
11,193,0,0,-1,2,2,2,2,-1
11,194,0,-1,2,2,2,2,-1,-2
11,195,-1,2,2,2,2,-1,-2,-2
11,196,2,2,2,2,-1,-2,-2,2
11,197,2,2,2,-1,-2,-2,2,2
11,198,2,2,-1,-2,-2,2,2,3
11,199,2,-1,-2,-2,2,2,3,2
11,200,-1,-2,-2,2,2,3,2,2
11,201,-2,-2,2,2,3,2,2,2
11,202,-2,2,2,3,2,2,2,2
11,203,2,2,3,2,2,2,2,2
11,204,2,3,2,2,2,2,2,2
11,205,3,2,2,2,2,2,2,3
11,206,2,2,2,2,2,2,3,-3
11,207,2,2,2,2,2,3,-3,2
11,208,2,2,2,2,3,-3,2,2
11,209,2,2,2,3,-3,2,2,2
11,210,2,2,3,-3,2,2,2,2
11,211,2,3,-3,2,2,2,2,-2
11,212,3,-3,2,2,2,2,-2,-3
11,213,-3,2,2,2,2,-2,-3,2
11,214,2,2,2,2,-2,-3,2,2
11,215,2,2,2,-2,-3,2,2,-2
11,216,2,2,-2,-3,2,2,-2,-2
11,217,2,-2,-3,2,2,-2,-2,-3
11,218,-2,-3,2,2,-2,-2,-3,2
11,219,-3,2,2,-2,-2,-3,2,-2
11,220,2,2,-2,-2,-3,2,-2,-2
11,221,2,-2,-2,-3,2,-2,-2,-2
11,222,-2,-2,-3,2,-2,-2,-2,-2
11,223,-2,-3,2,-2,-2,-2,-2,-2
11,224,-3,2,-2,-2,-2,-2,-2,-2
11,225,2,-2,-2,-2,-2,-2,-2,-2
11,226,-2,-2,-2,-2,-2,-2,-2,-2
11,227,-2,-2,-2,-2,-2,-2,-2,-2
11,228,-2,-2,-2,-2,-2,-2,-2,-1
11,229,-2,-2,-2,-2,-2,-2,-1,0
11,230,-2,-2,-2,-2,-2,-1,0,1
11,231,-2,-2,-2,-2,-1,0,1,-2
11,232,-2,-2,-2,-1,0,1,-2,-2
11,233,-2,-2,-1,0,1,-2,-2,-1
11,234,-2,-1,0,1,-2,-2,-1,1
11,235,-1,0,1,-2,-2,-1,1,2
11,236,0,1,-2,-2,-1,1,2,-1
11,237,1,-2,-2,-1,1,2,-1,-1
11,238,-2,-2,-1,1,2,-1,-1,-1
11,239,-2,-1,1,2,-1,-1,-1,1
11,240,-1,1,2,-1,-1,-1,1,-1
11,241,1,2,-1,-1,-1,1,-1,1
11,242,2,-1,-1,-1,1,-1,1,-1
11,243,-1,-1,-1,1,-1,1,-1,-1
11,244,-1,-1,1,-1,1,-1,-1,-1
11,245,-1,1,-1,1,-1,-1,-1,-2
11,246,1,-1,1,-1,-1,-1,-2,-2
11,247,-1,1,-1,-1,-1,-2,-2,-2
11,248,1,-1,-1,-1,-2,-2,-2,-2
11,249,-1,-1,-1,-2,-2,-2,-2,-2
11,250,-1,-1,-2,-2,-2,-2,-2,1
11,251,-1,-2,-2,-2,-2,-2,1,2
12,1,0,-1,-2,-2,-2,2,2,2
12,2,-1,-2,-2,-2,2,2,2,2
12,3,-2,-2,-2,2,2,2,2,2
12,4,-2,-2,2,2,2,2,2,2
12,5,-2,2,2,2,2,2,2,0
12,6,2,2,2,2,2,2,0,2
12,7,2,2,2,2,2,0,2,2
12,8,2,2,2,2,0,2,2,3
12,9,2,2,2,0,2,2,3,-2
12,10,2,2,0,2,2,3,-2,-2
12,11,2,0,2,2,3,-2,-2,-2
12,12,0,2,2,3,-2,-2,-2,-1
12,13,2,2,3,-2,-2,-2,-1,-1
12,14,2,3,-2,-2,-2,-1,-1,-2
12,15,3,-2,-2,-2,-1,-1,-2,-2
12,16,-2,-2,-2,-1,-1,-2,-2,-2
12,17,-2,-2,-1,-1,-2,-2,-2,-3
12,18,-2,-1,-1,-2,-2,-2,-3,2
12,19,-1,-1,-2,-2,-2,-3,2,-2
12,20,-1,-2,-2,-2,-3,2,-2,-2
12,21,-2,-2,-2,-3,2,-2,-2,-1
12,22,-2,-2,-3,2,-2,-2,-1,2
12,23,-2,-3,2,-2,-2,-1,2,2
12,24,-3,2,-2,-2,-1,2,2,1
12,25,2,-2,-2,-1,2,2,1,2
12,26,-2,-2,-1,2,2,1,2,2
12,27,-2,-1,2,2,1,2,2,2
12,28,-1,2,2,1,2,2,2,2
12,29,2,2,1,2,2,2,2,2
12,30,2,1,2,2,2,2,2,3
12,31,1,2,2,2,2,2,3,-2
12,32,2,2,2,2,2,3,-2,-2
12,33,2,2,2,2,3,-2,-2,-2
12,34,2,2,2,3,-2,-2,-2,-2
