Region No,Group No,Action 1,Action 2,Action 3,Action 4,Action 5,Action 6,Action 7,Action 8,Action 9,Action 10,Action to Next Point
2,186,-2,-3,1,-1,2,3,-2,-2,-2,-3,2
2,187,-3,1,-1,2,3,-2,-2,-2,-3,2,-1
2,188,1,-1,2,3,-2,-2,-2,-3,2,-1,2
2,189,-1,2,3,-2,-2,-2,-3,2,-1,2,2
2,190,2,3,-2,-2,-2,-3,2,-1,2,2,3
2,191,3,-2,-2,-2,-3,2,-1,2,2,3,-2
2,192,-2,-2,-2,-3,2,-1,2,2,3,-2,1
2,193,-2,-2,-3,2,-1,2,2,3,-2,1,2
2,194,-2,-3,2,-1,2,2,3,-2,1,2,2
2,195,-3,2,-1,2,2,3,-2,1,2,2,-2
2,196,2,-1,2,2,3,-2,1,2,2,-2,1
2,197,-1,2,2,3,-2,1,2,2,-2,1,-2
2,198,2,2,3,-2,1,2,2,-2,1,-2,2
2,199,2,3,-2,1,2,2,-2,1,-2,2,2
2,200,3,-2,1,2,2,-2,1,-2,2,2,3
2,201,-2,1,2,2,-2,1,-2,2,2,3,-2
2,202,1,2,2,-2,1,-2,2,2,3,-2,-2
2,203,2,2,-2,1,-2,2,2,3,-2,-2,2
2,204,2,-2,1,-2,2,2,3,-2,-2,2,2
2,205,-2,1,-2,2,2,3,-2,-2,2,2,2
2,206,1,-2,2,2,3,-2,-2,2,2,2,-2
2,207,-2,2,2,3,-2,-2,2,2,2,-2,-2
2,208,2,2,3,-2,-2,2,2,2,-2,-2,-1
2,209,2,3,-2,-2,2,2,2,-2,-2,-1,1
2,210,3,-2,-2,2,2,2,-2,-2,-1,1,2
2,211,-2,-2,2,2,2,-2,-2,-1,1,2,-1
2,212,-2,2,2,2,-2,-2,-1,1,2,-1,-2
2,213,2,2,2,-2,-2,-1,1,2,-1,-2,-1
2,214,2,2,-2,-2,-1,1,2,-1,-2,-1,-2
2,215,2,-2,-2,-1,1,2,-1,-2,-1,-2,-1
2,216,-2,-2,-1,1,2,-1,-2,-1,-2,-1,-2
2,217,-2,-1,1,2,-1,-2,-1,-2,-1,-2,-2
2,218,-1,1,2,-1,-2,-1,-2,-1,-2,-2,-2
2,219,1,2,-1,-2,-1,-2,-1,-2,-2,-2,-2
2,220,2,-1,-2,-1,-2,-1,-2,-2,-2,-2,-2
2,221,-1,-2,-1,-2,-1,-2,-2,-2,-2,-2,-3
2,222,-2,-1,-2,-1,-2,-2,-2,-2,-2,-3,2
2,223,-1,-2,-1,-2,-2,-2,-2,-2,-3,2,-2
2,224,-2,-1,-2,-2,-2,-2,-2,-3,2,-2,0
2,225,-1,-2,-2,-2,-2,-2,-3,2,-2,0,2
2,226,-2,-2,-2,-2,-2,-3,2,-2,0,2,2
2,227,-2,-2,-2,-2,-3,2,-2,0,2,2,2
2,228,-2,-2,-2,-3,2,-2,0,2,2,2,2
2,229,-2,-2,-3,2,-2,0,2,2,2,2,2
2,230,-2,-3,2,-2,0,2,2,2,2,2,-2
2,231,-3,2,-2,0,2,2,2,2,2,-2,1
2,232,2,-2,0,2,2,2,2,2,-2,1,-2
2,233,-2,0,2,2,2,2,2,-2,1,-2,1
2,234,0,2,2,2,2,2,-2,1,-2,1,-1
2,235,2,2,2,2,2,-2,1,-2,1,-1,-2
2,236,2,2,2,2,-2,1,-2,1,-1,-2,-2
2,237,2,2,2,-2,1,-2,1,-1,-2,-2,-2
2,238,2,2,-2,1,-2,1,-1,-2,-2,-2,-2
2,239,2,-2,1,-2,1,-1,-2,-2,-2,-2,1
2,240,-2,1,-2,1,-1,-2,-2,-2,-2,1,2
2,241,1,-2,1,-1,-2,-2,-2,-2,1,2,2
2,242,-2,1,-1,-2,-2,-2,-2,1,2,2,2
2,243,1,-1,-2,-2,-2,-2,1,2,2,2,2
2,244,-1,-2,-2,-2,-2,1,2,2,2,2,1
2,245,-2,-2,-2,-2,1,2,2,2,2,1,0
2,246,-2,-2,-2,1,2,2,2,2,1,0,-2
2,247,-2,-2,1,2,2,2,2,1,0,-2,-2
2,248,-2,1,2,2,2,2,1,0,-2,-2,-2
3,1,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,0
3,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,2
3,3,-2,-2,-2,-2,-2,-2,-2,-2,0,2,2
3,4,-2,-2,-2,-2,-2,-2,-2,0,2,2,2
3,5,-2,-2,-2,-2,-2,-2,0,2,2,2,2
3,6,-2,-2,-2,-2,-2,0,2,2,2,2,2
3,7,-2,-2,-2,-2,0,2,2,2,2,2,3
3,8,-2,-2,-2,0,2,2,2,2,2,3,-2
3,9,-2,-2,0,2,2,2,2,2,3,-2,-2
3,10,-2,0,2,2,2,2,2,3,-2,-2,2
3,11,0,2,2,2,2,2,3,-2,-2,2,2
3,12,2,2,2,2,2,3,-2,-2,2,2,2
3,13,2,2,2,2,3,-2,-2,2,2,2,2
3,14,2,2,2,3,-2,-2,2,2,2,2,2
3,15,2,2,3,-2,-2,2,2,2,2,2,2
3,16,2,3,-2,-2,2,2,2,2,2,2,0
3,17,3,-2,-2,2,2,2,2,2,2,0,1
3,18,-2,-2,2,2,2,2,2,2,0,1,-2
3,19,-2,2,2,2,2,2,2,0,1,-2,-1
3,20,2,2,2,2,2,2,0,1,-2,-1,-2
3,21,2,2,2,2,2,0,1,-2,-1,-2,-2
3,22,2,2,2,2,0,1,-2,-1,-2,-2,-2
3,23,2,2,2,0,1,-2,-1,-2,-2,-2,2
3,24,2,2,0,1,-2,-1,-2,-2,-2,2,2
3,25,2,0,1,-2,-1,-2,-2,-2,2,2,2
3,26,0,1,-2,-1,-2,-2,-2,2,2,2,-2
3,27,1,-2,-1,-2,-2,-2,2,2,2,-2,-2
3,28,-2,-1,-2,-2,-2,2,2,2,-2,-2,-1
3,29,-1,-2,-2,-2,2,2,2,-2,-2,-1,2
3,30,-2,-2,-2,2,2,2,-2,-2,-1,2,2
3,31,-2,-2,2,2,2,-2,-2,-1,2,2,2
3,32,-2,2,2,2,-2,-2,-1,2,2,2,2
3,33,2,2,2,-2,-2,-1,2,2,2,2,2
3,34,2,2,-2,-2,-1,2,2,2,2,2,2
3,35,2,-2,-2,-1,2,2,2,2,2,2,-2
3,36,-2,-2,-1,2,2,2,2,2,2,-2,-2
3,37,-2,-1,2,2,2,2,2,2,-2,-2,-2
3,38,-1,2,2,2,2,2,2,-2,-2,-2,-2
3,39,2,2,2,2,2,2,-2,-2,-2,-2,-2
3,40,2,2,2,2,2,-2,-2,-2,-2,-2,-2
3,41,2,2,2,2,-2,-2,-2,-2,-2,-2,-2
3,42,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2
3,43,2,2,-2,-2,-2,-2,-2,-2,-2,-2,2
3,44,2,-2,-2,-2,-2,-2,-2,-2,-2,2,2
3,45,-2,-2,-2,-2,-2,-2,-2,-2,2,2,2
3,46,-2,-2,-2,-2,-2,-2,-2,2,2,2,2
3,47,-2,-2,-2,-2,-2,-2,2,2,2,2,2
3,48,-2,-2,-2,-2,-2,2,2,2,2,2,2
3,49,-2,-2,-2,-2,2,2,2,2,2,2,2
3,50,-2,-2,-2,2,2,2,2,2,2,2,2
3,51,-2,-2,2,2,2,2,2,2,2,2,2
3,52,-2,2,2,2,2,2,2,2,2,2,-1
3,53,2,2,2,2,2,2,2,2,2,-1,-1
3,54,2,2,2,2,2,2,2,2,-1,-1,2
3,55,2,2,2,2,2,2,2,-1,-1,2,2
3,56,2,2,2,2,2,2,-1,-1,2,2,-1
3,57,2,2,2,2,2,-1,-1,2,2,-1,-2
3,58,2,2,2,2,-1,-1,2,2,-1,-2,-2
3,59,2,2,2,-1,-1,2,2,-1,-2,-2,-2
3,60,2,2,-1,-1,2,2,-1,-2,-2,-2,-2
3,61,2,-1,-1,2,2,-1,-2,-2,-2,-2,2
3,62,-1,-1,2,2,-1,-2,-2,-2,-2,2,2
3,63,-1,2,2,-1,-2,-2,-2,-2,2,2,1
3,64,2,2,-1,-2,-2,-2,-2,2,2,1,-1
3,65,2,-1,-2,-2,-2,-2,2,2,1,-1,-1
3,66,-1,-2,-2,-2,-2,2,2,1,-1,-1,2
3,67,-2,-2,-2,-2,2,2,1,-1,-1,2,2
3,68,-2,-2,-2,2,2,1,-1,-1,2,2,2
3,69,-2,-2,2,2,1,-1,-1,2,2,2,2
3,70,-2,2,2,1,-1,-1,2,2,2,2,2
3,71,2,2,1,-1,-1,2,2,2,2,2,2
3,72,2,1,-1,-1,2,2,2,2,2,2,2
3,73,1,-1,-1,2,2,2,2,2,2,2,2
3,74,-1,-1,2,2,2,2,2,2,2,2,2
3,75,-1,2,2,2,2,2,2,2,2,2,2
3,76,2,2,2,2,2,2,2,2,2,2,2
3,77,2,2,2,2,2,2,2,2,2,2,2
3,78,2,2,2,2,2,2,2,2,2,2,-1
3,79,2,2,2,2,2,2,2,2,2,-1,-1
3,80,2,2,2,2,2,2,2,2,-1,-1,-2
3,81,2,2,2,2,2,2,2,-1,-1,-2,-2
3,82,2,2,2,2,2,2,-1,-1,-2,-2,0
3,83,2,2,2,2,2,-1,-1,-2,-2,0,-1
3,84,2,2,2,2,-1,-1,-2,-2,0,-1,-1
3,85,2,2,2,-1,-1,-2,-2,0,-1,-1,-2
3,86,2,2,-1,-1,-2,-2,0,-1,-1,-2,-2
3,87,2,-1,-1,-2,-2,0,-1,-1,-2,-2,-3
3,88,-1,-1,-2,-2,0,-1,-1,-2,-2,-3,1
3,89,-1,-2,-2,0,-1,-1,-2,-2,-3,1,-2
3,90,-2,-2,0,-1,-1,-2,-2,-3,1,-2,-1
3,91,-2,0,-1,-1,-2,-2,-3,1,-2,-1,-2
3,92,0,-1,-1,-2,-2,-3,1,-2,-1,-2,-2
3,93,-1,-1,-2,-2,-3,1,-2,-1,-2,-2,-2
3,94,-1,-2,-2,-3,1,-2,-1,-2,-2,-2,-2
3,95,-2,-2,-3,1,-2,-1,-2,-2,-2,-2,-2
3,96,-2,-3,1,-2,-1,-2,-2,-2,-2,-2,-2
3,97,-3,1,-2,-1,-2,-2,-2,-2,-2,-2,-2
3,98,1,-2,-1,-2,-2,-2,-2,-2,-2,-2,-3
3,99,-2,-1,-2,-2,-2,-2,-2,-2,-2,-3,-2
3,100,-1,-2,-2,-2,-2,-2,-2,-2,-3,-2,0
3,101,-2,-2,-2,-2,-2,-2,-2,-3,-2,0,2
3,102,-2,-2,-2,-2,-2,-2,-3,-2,0,2,2
3,103,-2,-2,-2,-2,-2,-3,-2,0,2,2,2
3,104,-2,-2,-2,-2,-3,-2,0,2,2,2,2
3,105,-2,-2,-2,-3,-2,0,2,2,2,2,2
3,106,-2,-2,-3,-2,0,2,2,2,2,2,2
3,107,-2,-3,-2,0,2,2,2,2,2,2,2
3,108,-3,-2,0,2,2,2,2,2,2,2,2
3,109,-2,0,2,2,2,2,2,2,2,2,2
3,110,0,2,2,2,2,2,2,2,2,2,2
3,111,2,2,2,2,2,2,2,2,2,2,2
3,112,2,2,2,2,2,2,2,2,2,2,2
3,113,2,2,2,2,2,2,2,2,2,2,-2
3,114,2,2,2,2,2,2,2,2,2,-2,-2
3,115,2,2,2,2,2,2,2,2,-2,-2,-2
3,116,2,2,2,2,2,2,2,-2,-2,-2,-2
3,117,2,2,2,2,2,2,-2,-2,-2,-2,-2
3,118,2,2,2,2,2,-2,-2,-2,-2,-2,2
3,119,2,2,2,2,-2,-2,-2,-2,-2,2,2
3,120,2,2,2,-2,-2,-2,-2,-2,2,2,2
3,121,2,2,-2,-2,-2,-2,-2,2,2,2,2
3,122,2,-2,-2,-2,-2,-2,2,2,2,2,-2
3,123,-2,-2,-2,-2,-2,2,2,2,2,-2,-2
3,124,-2,-2,-2,-2,2,2,2,2,-2,-2,-2
3,125,-2,-2,-2,2,2,2,2,-2,-2,-2,-2
3,126,-2,-2,2,2,2,2,-2,-2,-2,-2,-2
3,127,-2,2,2,2,2,-2,-2,-2,-2,-2,-2
3,128,2,2,2,2,-2,-2,-2,-2,-2,-2,1
3,129,2,2,2,-2,-2,-2,-2,-2,-2,1,2
3,130,2,2,-2,-2,-2,-2,-2,-2,1,2,2
3,131,2,-2,-2,-2,-2,-2,-2,1,2,2,2
3,132,-2,-2,-2,-2,-2,-2,1,2,2,2,2
3,133,-2,-2,-2,-2,-2,1,2,2,2,2,2
3,134,-2,-2,-2,-2,1,2,2,2,2,2,-1
3,135,-2,-2,-2,1,2,2,2,2,2,-1,-2
3,136,-2,-2,1,2,2,2,2,2,-1,-2,-2
3,137,-2,1,2,2,2,2,2,-1,-2,-2,0
3,138,1,2,2,2,2,2,-1,-2,-2,0,2
3,139,2,2,2,2,2,-1,-2,-2,0,2,2
3,140,2,2,2,2,-1,-2,-2,0,2,2,2
3,141,2,2,2,-1,-2,-2,0,2,2,2,0
3,142,2,2,-1,-2,-2,0,2,2,2,0,-2
3,143,2,-1,-2,-2,0,2,2,2,0,-2,-2
3,144,-1,-2,-2,0,2,2,2,0,-2,-2,-2
3,145,-2,-2,0,2,2,2,0,-2,-2,-2,2
3,146,-2,0,2,2,2,0,-2,-2,-2,2,2
3,147,0,2,2,2,0,-2,-2,-2,2,2,2
3,148,2,2,2,0,-2,-2,-2,2,2,2,1
3,149,2,2,0,-2,-2,-2,2,2,2,1,2
3,150,2,0,-2,-2,-2,2,2,2,1,2,1
3,151,0,-2,-2,-2,2,2,2,1,2,1,1
3,152,-2,-2,-2,2,2,2,1,2,1,1,1
3,153,-2,-2,2,2,2,1,2,1,1,1,0
3,154,-2,2,2,2,1,2,1,1,1,0,0
3,155,2,2,2,1,2,1,1,1,0,0,2
3,156,2,2,1,2,1,1,1,0,0,2,2
3,157,2,1,2,1,1,1,0,0,2,2,2
3,158,1,2,1,1,1,0,0,2,2,2,2
3,159,2,1,1,1,0,0,2,2,2,2,2
3,160,1,1,1,0,0,2,2,2,2,2,-2
3,161,1,1,0,0,2,2,2,2,2,-2,1
3,162,1,0,0,2,2,2,2,2,-2,1,1
3,163,0,0,2,2,2,2,2,-2,1,1,2
3,164,0,2,2,2,2,2,-2,1,1,2,1
3,165,2,2,2,2,2,-2,1,1,2,1,2
3,166,2,2,2,2,-2,1,1,2,1,2,1
3,167,2,2,2,-2,1,1,2,1,2,1,2
3,168,2,2,-2,1,1,2,1,2,1,2,2
3,169,2,-2,1,1,2,1,2,1,2,2,2
3,170,-2,1,1,2,1,2,1,2,2,2,2
3,171,1,1,2,1,2,1,2,2,2,2,2
3,172,1,2,1,2,1,2,2,2,2,2,2
3,173,2,1,2,1,2,2,2,2,2,2,2
3,174,1,2,1,2,2,2,2,2,2,2,3
3,175,2,1,2,2,2,2,2,2,2,3,-2
3,176,1,2,2,2,2,2,2,2,3,-2,-2
3,177,2,2,2,2,2,2,2,3,-2,-2,-2
3,178,2,2,2,2,2,2,3,-2,-2,-2,0
3,179,2,2,2,2,2,3,-2,-2,-2,0,-1
3,180,2,2,2,2,3,-2,-2,-2,0,-1,1
3,181,2,2,2,3,-2,-2,-2,0,-1,1,-2
3,182,2,2,3,-2,-2,-2,0,-1,1,-2,-1
3,183,2,3,-2,-2,-2,0,-1,1,-2,-1,-2
3,184,3,-2,-2,-2,0,-1,1,-2,-1,-2,-1
3,185,-2,-2,-2,0,-1,1,-2,-1,-2,-1,-1
3,186,-2,-2,0,-1,1,-2,-1,-2,-1,-1,-2
3,187,-2,0,-1,1,-2,-1,-2,-1,-1,-2,0
3,188,0,-1,1,-2,-1,-2,-1,-1,-2,0,2
3,189,-1,1,-2,-1,-2,-1,-1,-2,0,2,-2
3,190,1,-2,-1,-2,-1,-1,-2,0,2,-2,-2
3,191,-2,-1,-2,-1,-1,-2,0,2,-2,-2,-2
3,192,-1,-2,-1,-1,-2,0,2,-2,-2,-2,-2
3,193,-2,-1,-1,-2,0,2,-2,-2,-2,-2,0
3,194,-1,-1,-2,0,2,-2,-2,-2,-2,0,1
3,195,-1,-2,0,2,-2,-2,-2,-2,0,1,2
3,196,-2,0,2,-2,-2,-2,-2,0,1,2,2
3,197,0,2,-2,-2,-2,-2,0,1,2,2,2
3,198,2,-2,-2,-2,-2,0,1,2,2,2,-2
3,199,-2,-2,-2,-2,0,1,2,2,2,-2,-2
3,200,-2,-2,-2,0,1,2,2,2,-2,-2,-2
3,201,-2,-2,0,1,2,2,2,-2,-2,-2,-2
3,202,-2,0,1,2,2,2,-2,-2,-2,-2,1
3,203,0,1,2,2,2,-2,-2,-2,-2,1,2
3,204,1,2,2,2,-2,-2,-2,-2,1,2,2
3,205,2,2,2,-2,-2,-2,-2,1,2,2,-2
3,206,2,2,-2,-2,-2,-2,1,2,2,-2,1
3,207,2,-2,-2,-2,-2,1,2,2,-2,1,2
3,208,-2,-2,-2,-2,1,2,2,-2,1,2,0
3,209,-2,-2,-2,1,2,2,-2,1,2,0,-2
3,210,-2,-2,1,2,2,-2,1,2,0,-2,-2
3,211,-2,1,2,2,-2,1,2,0,-2,-2,-2
3,212,1,2,2,-2,1,2,0,-2,-2,-2,-2
3,213,2,2,-2,1,2,0,-2,-2,-2,-2,-2
3,214,2,-2,1,2,0,-2,-2,-2,-2,-2,-2
3,215,-2,1,2,0,-2,-2,-2,-2,-2,-2,-2
3,216,1,2,0,-2,-2,-2,-2,-2,-2,-2,-2
3,217,2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2
3,218,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-1
3,219,-2,-2,-2,-2,-2,-2,-2,-2,-2,-1,1
3,220,-2,-2,-2,-2,-2,-2,-2,-2,-1,1,2
3,221,-2,-2,-2,-2,-2,-2,-2,-1,1,2,2
3,222,-2,-2,-2,-2,-2,-2,-1,1,2,2,1
3,223,-2,-2,-2,-2,-2,-1,1,2,2,1,2
3,224,-2,-2,-2,-2,-1,1,2,2,1,2,2
3,225,-2,-2,-2,-1,1,2,2,1,2,2,2
3,226,-2,-2,-1,1,2,2,1,2,2,2,1
3,227,-2,-1,1,2,2,1,2,2,2,1,0
3,228,-1,1,2,2,1,2,2,2,1,0,0
3,229,1,2,2,1,2,2,2,1,0,0,2
3,230,2,2,1,2,2,2,1,0,0,2,2
3,231,2,1,2,2,2,1,0,0,2,2,2
3,232,1,2,2,2,1,0,0,2,2,2,0
3,233,2,2,2,1,0,0,2,2,2,0,-2
3,234,2,2,1,0,0,2,2,2,0,-2,-1
3,235,2,1,0,0,2,2,2,0,-2,-1,1
3,236,1,0,0,2,2,2,0,-2,-1,1,2
3,237,0,0,2,2,2,0,-2,-1,1,2,2
3,238,0,2,2,2,0,-2,-1,1,2,2,1
3,239,2,2,2,0,-2,-1,1,2,2,1,2
3,240,2,2,0,-2,-1,1,2,2,1,2,2
3,241,2,0,-2,-1,1,2,2,1,2,2,2
3,242,0,-2,-1,1,2,2,1,2,2,2,2
3,243,-2,-1,1,2,2,1,2,2,2,2,1
3,244,-1,1,2,2,1,2,2,2,2,1,-2
3,245,1,2,2,1,2,2,2,2,1,-2,-2
3,246,2,2,1,2,2,2,2,1,-2,-2,-2
3,247,2,1,2,2,2,2,1,-2,-2,-2,-2
3,248,1,2,2,2,2,1,-2,-2,-2,-2,1
3,249,2,2,2,2,1,-2,-2,-2,-2,1,2
4,1,0,-2,-2,-2,-2,-2,1,1,0,-2,-2
4,2,-2,-2,-2,-2,-2,1,1,0,-2,-2,-2
4,3,-2,-2,-2,-2,1,1,0,-2,-2,-2,-2
4,4,-2,-2,-2,1,1,0,-2,-2,-2,-2,-2
4,5,-2,-2,1,1,0,-2,-2,-2,-2,-2,-2
4,6,-2,1,1,0,-2,-2,-2,-2,-2,-2,-2
4,7,1,1,0,-2,-2,-2,-2,-2,-2,-2,-2
4,8,1,0,-2,-2,-2,-2,-2,-2,-2,-2,-2
4,9,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
4,10,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
4,11,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2
4,12,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,2
4,13,-2,-2,-2,-2,-2,-2,-2,-2,2,2,-2
4,14,-2,-2,-2,-2,-2,-2,-2,2,2,-2,-2
4,15,-2,-2,-2,-2,-2,-2,2,2,-2,-2,-2
4,16,-2,-2,-2,-2,-2,2,2,-2,-2,-2,-2
4,17,-2,-2,-2,-2,2,2,-2,-2,-2,-2,2
4,18,-2,-2,-2,2,2,-2,-2,-2,-2,2,2
4,19,-2,-2,2,2,-2,-2,-2,-2,2,2,-2
4,20,-2,2,2,-2,-2,-2,-2,2,2,-2,-2
4,21,2,2,-2,-2,-2,-2,2,2,-2,-2,-2
4,22,2,-2,-2,-2,-2,2,2,-2,-2,-2,-2
4,23,-2,-2,-2,-2,2,2,-2,-2,-2,-2,-2
4,24,-2,-2,-2,2,2,-2,-2,-2,-2,-2,-2
4,25,-2,-2,2,2,-2,-2,-2,-2,-2,-2,-3
4,26,-2,2,2,-2,-2,-2,-2,-2,-2,-3,2
4,27,2,2,-2,-2,-2,-2,-2,-2,-3,2,-2
4,28,2,-2,-2,-2,-2,-2,-2,-3,2,-2,-2
4,29,-2,-2,-2,-2,-2,-2,-3,2,-2,-2,-2
4,30,-2,-2,-2,-2,-2,-3,2,-2,-2,-2,-2
4,31,-2,-2,-2,-2,-3,2,-2,-2,-2,-2,-2
4,32,-2,-2,-2,-3,2,-2,-2,-2,-2,-2,-2
4,33,-2,-2,-3,2,-2,-2,-2,-2,-2,-2,-2
4,34,-2,-3,2,-2,-2,-2,-2,-2,-2,-2,-2
4,35,-3,2,-2,-2,-2,-2,-2,-2,-2,-2,0
4,36,2,-2,-2,-2,-2,-2,-2,-2,-2,0,-1
4,37,-2,-2,-2,-2,-2,-2,-2,-2,0,-1,-2
4,38,-2,-2,-2,-2,-2,-2,-2,0,-1,-2,-2
4,39,-2,-2,-2,-2,-2,-2,0,-1,-2,-2,-2
4,40,-2,-2,-2,-2,-2,0,-1,-2,-2,-2,-2
4,41,-2,-2,-2,-2,0,-1,-2,-2,-2,-2,1
4,42,-2,-2,-2,0,-1,-2,-2,-2,-2,1,2
4,43,-2,-2,0,-1,-2,-2,-2,-2,1,2,2
4,44,-2,0,-1,-2,-2,-2,-2,1,2,2,2
4,45,0,-1,-2,-2,-2,-2,1,2,2,2,2
4,46,-1,-2,-2,-2,-2,1,2,2,2,2,2
4,47,-2,-2,-2,-2,1,2,2,2,2,2,2
4,48,-2,-2,-2,1,2,2,2,2,2,2,2
4,49,-2,-2,1,2,2,2,2,2,2,2,1
4,50,-2,1,2,2,2,2,2,2,2,1,-2
4,51,1,2,2,2,2,2,2,2,1,-2,0
4,52,2,2,2,2,2,2,2,1,-2,0,1
4,53,2,2,2,2,2,2,1,-2,0,1,2
4,54,2,2,2,2,2,1,-2,0,1,2,-1
4,55,2,2,2,2,1,-2,0,1,2,-1,-1
4,56,2,2,2,1,-2,0,1,2,-1,-1,-2
4,57,2,2,1,-2,0,1,2,-1,-1,-2,2
4,58,2,1,-2,0,1,2,-1,-1,-2,2,2
4,59,1,-2,0,1,2,-1,-1,-2,2,2,2
4,60,-2,0,1,2,-1,-1,-2,2,2,2,2
4,61,0,1,2,-1,-1,-2,2,2,2,2,2
4,62,1,2,-1,-1,-2,2,2,2,2,2,2
4,63,2,-1,-1,-2,2,2,2,2,2,2,2
4,64,-1,-1,-2,2,2,2,2,2,2,2,-2
4,65,-1,-2,2,2,2,2,2,2,2,-2,-2
4,66,-2,2,2,2,2,2,2,2,-2,-2,-2
4,67,2,2,2,2,2,2,2,-2,-2,-2,-1
4,68,2,2,2,2,2,2,-2,-2,-2,-1,0
4,69,2,2,2,2,2,-2,-2,-2,-1,0,0
4,70,2,2,2,2,-2,-2,-2,-1,0,0,0
4,71,2,2,2,-2,-2,-2,-1,0,0,0,2
4,72,2,2,-2,-2,-2,-1,0,0,0,2,2
4,73,2,-2,-2,-2,-1,0,0,0,2,2,3
4,74,-2,-2,-2,-1,0,0,0,2,2,3,-2
4,75,-2,-2,-1,0,0,0,2,2,3,-2,-1
4,76,-2,-1,0,0,0,2,2,3,-2,-1,1
4,77,-1,0,0,0,2,2,3,-2,-1,1,0
4,78,0,0,0,2,2,3,-2,-1,1,0,-1
4,79,0,0,2,2,3,-2,-1,1,0,-1,-1
4,80,0,2,2,3,-2,-1,1,0,-1,-1,0
4,81,2,2,3,-2,-1,1,0,-1,-1,0,-1
4,82,2,3,-2,-1,1,0,-1,-1,0,-1,-2
4,83,3,-2,-1,1,0,-1,-1,0,-1,-2,-2
4,84,-2,-1,1,0,-1,-1,0,-1,-2,-2,-2
4,85,-1,1,0,-1,-1,0,-1,-2,-2,-2,-3
4,86,1,0,-1,-1,0,-1,-2,-2,-2,-3,2
4,87,0,-1,-1,0,-1,-2,-2,-2,-3,2,2
4,88,-1,-1,0,-1,-2,-2,-2,-3,2,2,1
4,89,-1,0,-1,-2,-2,-2,-3,2,2,1,-2
4,90,0,-1,-2,-2,-2,-3,2,2,1,-2,-2
4,91,-1,-2,-2,-2,-3,2,2,1,-2,-2,-2
4,92,-2,-2,-2,-3,2,2,1,-2,-2,-2,-2
4,93,-2,-2,-3,2,2,1,-2,-2,-2,-2,-1
4,94,-2,-3,2,2,1,-2,-2,-2,-2,-1,-1
4,95,-3,2,2,1,-2,-2,-2,-2,-1,-1,-1
4,96,2,2,1,-2,-2,-2,-2,-1,-1,-1,2
4,97,2,1,-2,-2,-2,-2,-1,-1,-1,2,2
4,98,1,-2,-2,-2,-2,-1,-1,-1,2,2,2
4,99,-2,-2,-2,-2,-1,-1,-1,2,2,2,2
4,100,-2,-2,-2,-1,-1,-1,2,2,2,2,2
4,101,-2,-2,-1,-1,-1,2,2,2,2,2,3
4,102,-2,-1,-1,-1,2,2,2,2,2,3,-1
4,103,-1,-1,-1,2,2,2,2,2,3,-1,2
4,104,-1,-1,2,2,2,2,2,3,-1,2,2
4,105,-1,2,2,2,2,2,3,-1,2,2,2
4,106,2,2,2,2,2,3,-1,2,2,2,2
4,107,2,2,2,2,3,-1,2,2,2,2,2
4,108,2,2,2,3,-1,2,2,2,2,2,2
4,109,2,2,3,-1,2,2,2,2,2,2,-1
4,110,2,3,-1,2,2,2,2,2,2,-1,-1
4,111,3,-1,2,2,2,2,2,2,-1,-1,-2
4,112,-1,2,2,2,2,2,2,-1,-1,-2,-2
4,113,2,2,2,2,2,2,-1,-1,-2,-2,-3
4,114,2,2,2,2,2,-1,-1,-2,-2,-3,2
4,115,2,2,2,2,-1,-1,-2,-2,-3,2,1
4,116,2,2,2,-1,-1,-2,-2,-3,2,1,-2
4,117,2,2,-1,-1,-2,-2,-3,2,1,-2,-2
4,118,2,-1,-1,-2,-2,-3,2,1,-2,-2,-2
4,119,-1,-1,-2,-2,-3,2,1,-2,-2,-2,-2
4,120,-1,-2,-2,-3,2,1,-2,-2,-2,-2,-2
4,121,-2,-2,-3,2,1,-2,-2,-2,-2,-2,-2
4,122,-2,-3,2,1,-2,-2,-2,-2,-2,-2,-2
4,123,-3,2,1,-2,-2,-2,-2,-2,-2,-2,-3
4,124,2,1,-2,-2,-2,-2,-2,-2,-2,-3,-2
4,125,1,-2,-2,-2,-2,-2,-2,-2,-3,-2,2
4,126,-2,-2,-2,-2,-2,-2,-2,-3,-2,2,2
4,127,-2,-2,-2,-2,-2,-2,-3,-2,2,2,2
4,128,-2,-2,-2,-2,-2,-3,-2,2,2,2,2
4,129,-2,-2,-2,-2,-3,-2,2,2,2,2,2
4,130,-2,-2,-2,-3,-2,2,2,2,2,2,2
4,131,-2,-2,-3,-2,2,2,2,2,2,2,2
4,132,-2,-3,-2,2,2,2,2,2,2,2,2
4,133,-3,-2,2,2,2,2,2,2,2,2,3
4,134,-2,2,2,2,2,2,2,2,2,3,-2
