Regions,Cases,Cumulative Cases,Deaths,Cumulative Deaths,Tests,Cumulative Tests,Meeting Friends/Family (Indoor),Meeting Friends/Family (Outdoor),Domestic Travel,International Travel,Cafes and Restaurants,Pubs and Bars,Sports and Leisure,Hospitals/ Care and Nursing Home Visits,Non-Essential Shops,School Closure,Temperature,Humidity
7,989,72986,21,2349,989,72986,3,3,3,2,3,3,3,2,1,0,1,2
7,1174,71997,24,2328,1174,71997,3,3,3,2,3,3,3,2,1,0,2,2
7,1290,70823,24,2304,1290,70823,3,3,3,2,3,3,3,2,1,0,2,2
7,1733,69533,23,2280,1733,69533,3,3,3,2,3,3,3,2,1,0,1,2
7,1055,67800,18,2257,1055,67800,3,3,3,2,3,3,3,2,1,0,1,2
7,1253,66745,11,2239,1253,66745,3,3,3,2,3,3,3,2,1,0,2,2
7,1716,65492,15,2228,1716,65492,3,3,3,2,3,3,3,2,1,0,1,2
7,1556,63776,19,2213,1556,63776,3,3,3,2,3,3,3,2,1,0,1,2
7,1589,62220,18,2194,1589,62220,3,3,3,2,3,3,3,2,1,0,2,2
7,1772,60631,10,2176,1772,60631,3,3,3,2,3,3,3,2,1,1,2,2
7,1902,58859,16,2166,1902,58859,3,3,3,2,3,3,3,2,1,1,2,2
7,1290,56957,19,2150,1290,56957,3,3,3,2,3,3,3,2,1,1,2,2
7,1163,55667,11,2131,1163,55667,3,3,3,2,3,3,3,2,1,1,1,2
7,1480,54504,16,2120,1480,54504,3,3,3,2,3,3,3,2,1,1,1,2
7,1557,53024,14,2104,1557,53024,3,3,3,2,3,3,3,2,1,1,1,2
7,1602,51467,7,2090,1602,51467,2,2,1,2,1,2,1,2,0,1,1,2
7,1533,49865,8,2083,1533,49865,2,2,1,2,1,2,1,2,0,1,1,2
7,1785,48332,14,2075,1785,48332,2,2,1,2,1,2,1,2,0,1,2,2
7,710,46547,8,2061,710,46547,2,2,1,2,1,2,1,2,0,1,2,2
7,851,45837,9,2053,851,45837,2,2,1,2,1,2,1,2,0,1,2,2
7,1240,44986,12,2044,1240,44986,2,2,1,2,1,2,1,2,0,1,2,2
7,1410,43746,15,2032,1410,43746,2,2,1,2,1,2,1,2,0,1,2,2
7,1369,42336,8,2017,1369,42336,2,2,1,2,1,2,1,2,0,1,1,2
7,1421,40967,11,2009,1421,40967,2,2,1,2,1,2,1,2,0,1,1,2
7,1335,39546,8,1998,1335,39546,2,2,1,2,1,2,1,2,0,1,1,2
7,903,38211,5,1990,903,38211,2,2,1,2,1,2,1,2,0,1,1,2
7,787,37308,7,1985,787,37308,2,2,1,2,1,2,1,2,0,1,2,2
7,1135,36521,5,1978,1135,36521,2,2,1,2,1,2,2,2,0,1,1,2
7,1278,35386,5,1973,1278,35386,2,2,1,2,1,2,2,2,0,1,1,2
7,1356,34108,7,1968,1356,34108,2,2,1,2,1,2,2,2,0,1,2,2
7,1138,32752,3,1961,1138,32752,2,2,1,2,1,2,2,2,0,1,2,2
7,1122,31614,3,1958,1122,31614,2,2,1,2,1,2,2,2,0,1,2,1
7,585,30492,4,1955,585,30492,2,2,1,2,1,2,2,2,0,0,1,2
7,642,29907,8,1951,642,29907,2,2,1,2,1,2,2,2,0,0,1,2
7,783,29265,5,1943,783,29265,2,2,1,2,1,2,2,2,0,0,1,2
7,677,28482,2,1938,677,28482,2,2,1,2,1,2,2,2,0,0,1,2
7,855,27805,3,1936,855,27805,2,2,1,2,1,2,2,2,0,0,1,2
7,952,26950,2,1933,952,26950,2,2,1,2,1,2,2,2,0,0,1,2
7,743,25998,4,1931,743,25998,2,2,1,2,1,2,2,2,0,0,1,2
7,479,25255,5,1927,479,25255,2,2,1,2,1,2,2,2,0,0,2,1
7,562,24776,1,1922,562,24776,2,2,1,2,1,2,2,2,0,0,1,2
7,757,24214,2,1921,757,24214,2,2,1,2,1,2,2,2,0,0,1,2
7,836,23457,1,1919,836,23457,2,2,1,2,1,2,2,2,0,0,2,2
7,794,22621,1,1918,794,22621,2,2,1,2,1,2,2,2,0,0,2,2
7,647,21827,1,1917,647,21827,2,2,1,2,1,2,2,2,0,0,2,2
7,645,21180,1,1916,645,21180,2,2,1,2,1,2,2,2,0,0,2,2
7,430,20535,3,1915,430,20535,2,2,1,2,1,2,2,2,0,0,1,2
7,396,20105,1,1912,396,20105,2,2,1,2,1,2,2,2,0,0,2,2
7,416,19709,1,1911,416,19709,2,2,1,2,1,2,2,2,0,0,2,2
7,391,19293,1,1910,391,19293,2,2,1,2,1,2,2,2,0,0,1,2
7,394,18902,1,1909,394,18902,2,2,1,2,1,2,2,2,0,0,2,2
7,270,18508,0,1908,270,18508,2,2,1,2,1,2,2,2,0,0,2,2
7,318,18238,1,1908,318,18238,2,2,1,2,1,2,2,2,0,0,2,2
7,118,17920,1,1907,118,17920,2,2,1,2,1,2,2,2,0,0,2,1
7,129,17802,0,1906,129,17802,2,2,1,2,1,2,2,2,0,0,1,1
7,218,17673,1,1906,218,17673,2,2,1,2,1,2,2,2,0,0,1,1
7,206,17455,2,1905,206,17455,2,2,1,2,1,2,2,2,0,0,1,2
7,171,17249,1,1903,171,17249,2,2,1,2,1,1,1,2,0,0,2,2
7,152,17078,0,1902,152,17078,2,2,1,2,1,1,1,2,0,0,2,2
7,150,16926,0,1902,150,16926,2,2,1,2,1,1,1,2,0,0,2,2
7,144,16776,1,1902,144,16776,2,2,1,2,1,1,1,2,0,0,2,2
7,126,16632,0,1901,126,16632,2,2,1,2,1,1,1,2,0,0,2,1
7,124,16506,1,1901,124,16506,2,2,1,2,1,1,1,2,0,0,2,1
7,106,16382,1,1900,106,16382,2,2,1,2,1,1,1,2,0,0,2,1
7,74,16276,0,1899,74,16276,2,2,1,2,1,1,1,2,0,0,2,2
7,86,16202,2,1899,86,16202,2,2,1,2,1,1,1,2,0,0,2,1
7,76,16116,0,1897,76,16116,2,2,1,2,1,1,1,2,0,0,2,1
7,55,16040,2,1897,55,16040,2,2,1,2,1,1,1,2,0,0,2,1
7,63,15985,0,1895,63,15985,2,2,1,2,1,1,1,2,0,0,2,2
7,94,15922,0,1895,94,15922,2,2,1,2,1,1,1,2,0,0,2,2
7,84,15828,1,1895,84,15828,2,2,1,2,1,1,1,2,0,0,2,1
7,76,15744,0,1894,76,15744,2,2,1,2,1,1,1,2,0,0,2,2
7,75,15668,0,1894,75,15668,2,2,1,2,1,1,1,2,0,0,2,2
7,97,15593,0,1894,97,15593,2,2,1,2,1,1,1,2,0,0,2,2
7,73,15496,0,1894,73,15496,2,2,1,2,1,1,1,2,0,0,2,2
7,83,15423,1,1894,83,15423,2,2,1,2,1,1,1,2,0,0,2,2
7,131,15340,1,1893,131,15340,2,2,1,2,1,1,1,2,0,0,2,2
7,146,15209,0,1892,146,15209,2,2,1,2,1,1,1,2,0,0,2,2
7,131,15063,0,1892,131,15063,2,2,1,2,1,1,1,2,0,0,2,2
7,99,14932,0,1892,99,14932,2,2,1,2,1,1,1,2,0,0,2,1
7,57,14833,0,1892,57,14833,2,2,1,2,1,1,1,2,0,0,2,1
7,34,14776,0,1892,34,14776,2,2,1,2,1,1,1,2,0,0,2,1
7,50,14742,0,1892,50,14742,2,2,1,2,1,1,1,2,0,0,2,1
7,72,14692,1,1892,72,14692,2,2,1,2,1,1,1,2,0,0,2,2
7,57,14620,1,1891,57,14620,2,2,1,2,1,1,1,2,0,0,2,2
7,62,14563,0,1890,62,14563,2,2,1,2,1,1,1,2,0,0,2,2
7,50,14501,1,1890,50,14501,2,2,1,2,1,1,1,2,0,0,2,2
7,49,14451,0,1889,49,14451,2,2,1,2,1,1,1,2,0,0,2,2
7,41,14402,1,1889,41,14402,2,2,1,2,1,1,1,2,0,0,2,2
7,39,14361,1,1888,39,14361,2,2,1,2,1,1,1,2,0,0,2,2
7,64,14322,0,1887,64,14322,2,2,1,2,1,1,1,2,0,0,2,2
7,85,14258,1,1887,85,14258,2,2,1,2,1,1,1,2,0,0,2,1
7,69,14173,0,1886,69,14173,2,2,1,2,1,1,1,2,0,0,2,2
7,58,14104,0,1886,58,14104,2,2,1,2,1,1,1,2,0,0,2,2
7,48,14046,2,1886,48,14046,2,2,1,2,1,1,1,2,0,0,2,2
7,37,13998,0,1884,37,13998,2,2,1,2,1,1,1,2,0,0,2,2
7,24,13961,0,1884,24,13961,2,2,1,2,1,1,1,2,0,0,2,2
7,55,13937,1,1884,55,13937,2,2,1,2,1,1,2,2,0,0,2,2
7,53,13882,0,1883,53,13882,2,2,1,2,1,1,2,2,0,0,2,2
7,42,13829,1,1883,42,13829,2,2,1,2,1,1,2,2,0,0,3,1
7,41,13787,0,1882,41,13787,2,2,1,2,1,1,2,2,0,0,3,2
7,41,13746,0,1882,41,13746,2,2,1,2,1,1,2,2,0,0,2,2
7,15,13705,0,1882,15,13705,2,2,1,2,1,1,2,2,0,0,2,2
7,25,13690,0,1882,25,13690,2,2,1,2,1,1,2,2,0,0,3,2
7,41,13665,0,1882,41,13665,2,2,1,2,1,1,2,2,0,0,2,2
7,45,13624,0,1882,45,13624,2,2,1,2,1,1,2,2,0,0,2,2
7,40,13579,0,1882,40,13579,2,2,1,2,1,1,2,2,0,0,2,2
7,54,13539,1,1882,54,13539,2,2,1,2,1,1,2,2,0,0,2,1
7,43,13485,0,1881,43,13485,2,2,1,2,1,1,2,2,0,0,2,1
7,10,13442,0,1881,10,13442,2,2,1,2,1,1,2,2,0,0,2,2
7,9,13432,0,1881,9,13432,2,2,1,2,1,1,2,2,0,0,2,2
7,29,13423,0,1881,29,13423,2,2,1,2,2,2,2,2,0,0,3,1
7,63,13394,1,1881,63,13394,2,2,1,2,2,2,2,2,0,0,2,1
7,53,13331,0,1880,53,13331,2,2,1,2,2,2,2,2,0,0,2,1
7,34,13278,0,1880,34,13278,2,2,1,2,2,2,2,2,0,0,2,2
7,39,13244,0,1880,39,13244,2,2,1,2,2,2,2,2,0,0,2,2
7,20,13205,0,1880,20,13205,2,2,1,2,2,2,2,2,0,0,2,2
7,17,13185,0,1880,17,13185,2,2,1,2,2,2,2,2,0,0,2,2
7,35,13168,0,1880,35,13168,2,2,1,2,2,2,2,2,0,0,2,2
7,39,13133,0,1880,39,13133,2,2,1,2,2,2,2,2,0,0,2,2
7,30,13094,0,1880,30,13094,2,2,1,2,2,2,2,2,0,0,2,1
7,35,13064,2,1880,35,13064,2,2,1,2,2,2,2,2,0,0,2,1
7,22,13029,0,1878,22,13029,2,2,1,2,2,2,2,2,0,0,2,1
7,9,13007,1,1878,9,13007,2,2,1,2,2,2,2,2,0,0,2,1
7,12,12998,1,1877,12,12998,2,2,1,2,2,2,2,2,0,0,2,2
7,20,12986,0,1876,20,12986,2,2,1,2,2,2,2,2,0,0,2,2
7,27,12966,1,1876,27,12966,2,2,1,2,2,2,2,2,0,0,2,2
7,17,12939,1,1875,17,12939,2,2,1,2,2,2,2,2,0,0,2,2
7,19,12922,0,1874,19,12922,2,2,1,2,2,2,2,2,0,0,2,2
7,17,12903,1,1874,17,12903,2,2,1,2,2,2,2,2,0,0,2,1
7,6,12886,0,1873,6,12886,2,2,1,2,2,2,2,2,0,0,2,1
7,6,12880,0,1873,6,12880,2,2,1,2,2,2,2,2,0,0,2,1
7,13,12874,1,1873,13,12874,2,2,1,2,2,2,2,2,0,0,2,1
7,17,12861,0,1872,17,12861,2,2,1,2,2,2,2,2,0,0,2,2
7,15,12844,0,1872,15,12844,2,2,1,2,2,2,2,2,0,0,2,2
7,17,12829,0,1872,17,12829,2,2,1,2,2,2,2,2,0,0,2,2
7,23,12812,0,1872,23,12812,2,2,1,2,2,2,2,2,0,0,2,1
7,17,12789,1,1872,17,12789,2,2,1,2,2,2,2,2,0,0,2,1
7,9,12772,0,1871,9,12772,2,2,1,2,2,2,2,2,0,0,2,2
7,8,12763,1,1871,8,12763,2,2,1,2,2,2,2,2,0,0,2,2
7,11,12755,0,1870,11,12755,2,2,1,2,2,2,2,2,0,0,2,2
7,24,12744,1,1870,24,12744,2,2,1,2,2,2,2,2,0,0,2,2
7,18,12730,3,1869,18,12730,2,2,2,2,3,3,3,2,0,0,2,2
7,16,12712,1,1866,16,12712,2,2,2,2,3,3,3,2,0,0,2,1
7,11,12696,0,1865,11,12696,2,2,2,2,3,3,3,2,0,0,2,2
7,8,12685,0,1865,8,12685,2,2,2,2,3,3,3,2,0,0,2,2
7,12,12677,1,1865,12,12677,2,2,2,2,3,3,3,2,0,0,2,1
7,8,12665,0,1864,8,12665,2,2,2,2,3,3,3,2,0,0,3,1
7,17,12657,2,1864,17,12657,2,2,2,2,3,3,3,2,0,0,3,1
7,15,12640,4,1862,15,12640,2,2,2,2,3,3,3,2,0,0,2,1
7,19,12625,1,1858,19,12625,2,2,2,2,3,3,3,2,0,0,2,1
7,8,12606,2,1857,8,12606,2,2,2,2,3,3,3,2,0,0,2,2
7,8,12598,1,1855,8,12598,2,2,2,2,3,3,3,2,0,0,2,2
7,24,12590,1,1854,24,12590,2,2,2,2,3,3,3,2,0,0,2,2
7,13,12566,1,1853,13,12566,2,2,2,2,3,3,3,2,0,0,2,2
7,16,12553,2,1852,16,12553,2,2,2,2,3,3,3,2,0,0,2,2
7,15,12537,4,1850,15,12537,2,2,2,2,3,3,3,2,0,0,2,1
7,20,12522,2,1846,20,12522,2,2,2,2,3,3,3,2,0,0,2,1
7,9,12502,2,1844,9,12502,2,2,2,2,3,3,3,2,0,0,2,2
7,13,12493,2,1842,13,12493,2,2,2,2,3,3,3,2,1,0,2,2
7,19,12480,2,1840,19,12480,2,2,2,2,3,3,3,3,1,0,2,2
7,25,12461,4,1838,25,12461,2,2,2,2,3,3,3,3,1,0,2,2
7,31,12436,4,1834,31,12436,2,2,2,2,3,3,3,3,1,0,2,2
7,25,12405,1,1830,25,12405,2,2,2,2,3,3,3,3,1,0,2,1
7,23,12380,4,1829,23,12380,2,2,2,2,3,3,3,3,1,0,2,1
7,18,12357,11,1825,18,12357,2,2,2,2,3,3,3,3,1,0,2,1
7,24,12339,3,1814,24,12339,2,2,2,2,3,3,3,3,1,0,1,2
7,51,12315,3,1811,51,12315,2,2,2,2,3,3,3,3,1,0,2,1
7,65,12264,6,1808,65,12264,2,2,2,2,3,3,3,3,1,0,2,2
7,69,12199,8,1802,69,12199,2,2,2,2,3,3,3,3,1,0,2,2
7,52,12130,4,1794,52,12130,2,2,2,2,3,3,3,3,1,0,2,1
7,52,12078,8,1790,52,12078,2,2,2,2,3,3,3,3,1,0,2,1
7,62,12026,5,1782,62,12026,2,2,2,2,3,3,3,3,1,1,2,1
7,51,11964,7,1777,51,11964,2,2,2,2,3,3,3,3,1,1,2,1
7,75,11913,11,1770,75,11913,2,2,2,2,3,3,3,3,1,1,2,1
7,116,11838,13,1759,116,11838,2,2,2,2,3,3,3,3,1,1,2,1
7,104,11722,8,1746,104,11722,2,2,2,2,3,3,3,3,1,1,2,1
7,81,11618,12,1738,81,11618,2,2,2,2,3,3,3,3,1,1,2,1
7,61,11537,11,1726,61,11537,2,2,2,2,3,3,3,3,1,1,2,1
7,59,11476,8,1715,59,11476,2,2,2,2,3,3,3,3,1,1,2,2
7,41,11417,11,1707,41,11417,2,2,2,2,3,3,3,3,1,1,2,1
7,82,11376,10,1696,82,11376,2,2,2,2,3,3,3,3,1,1,2,1
7,87,11294,10,1686,87,11294,2,2,2,3,3,3,3,3,1,1,2,1
7,137,11207,9,1676,137,11207,2,2,2,3,3,3,3,3,1,1,2,1
7,108,11070,14,1667,108,11070,2,2,2,3,3,3,3,3,1,1,2,2
7,119,10962,10,1653,119,10962,2,2,2,3,3,3,3,3,1,1,2,1
7,97,10843,11,1643,97,10843,2,2,2,3,3,3,3,3,1,1,2,2
7,92,10746,10,1632,92,10746,2,2,2,3,3,3,3,3,1,1,2,1
7,104,10654,7,1622,104,10654,2,2,2,3,3,3,3,3,1,1,2,1
7,94,10550,12,1615,94,10550,2,2,2,3,3,3,3,3,1,1,1,1
7,177,10456,16,1603,177,10456,2,2,2,3,3,3,3,3,1,1,1,1
7,177,10279,7,1587,177,10279,2,2,2,3,3,3,3,3,1,1,1,1
7,254,10102,12,1580,254,10102,2,2,2,3,3,3,3,3,1,1,1,1
7,134,9848,13,1568,134,9848,2,2,2,3,3,3,3,3,1,1,2,1
7,107,9714,24,1555,107,9714,3,3,3,3,3,3,3,3,1,1,2,1
7,178,9607,14,1531,178,9607,3,3,3,3,3,3,3,3,1,1,2,1
7,180,9429,29,1517,180,9429,3,3,3,3,3,3,3,3,1,1,2,1
7,200,9249,32,1488,200,9249,3,3,3,3,3,3,3,3,1,1,2,1
7,172,9049,30,1456,172,9049,3,3,3,3,3,3,3,3,1,1,1,1
7,167,8877,30,1426,167,8877,3,3,3,3,3,3,3,3,1,1,2,1
7,176,8710,20,1396,176,8710,3,3,3,3,3,3,3,3,1,1,1,2
7,208,8534,24,1376,208,8534,3,3,3,3,3,3,3,3,1,1,1,1
7,265,8326,11,1352,265,8326,3,3,3,3,3,3,3,3,1,1,1,2
7,245,8061,38,1341,245,8061,3,3,3,3,3,3,3,3,1,1,1,2
7,347,7816,33,1303,347,7816,3,3,3,3,3,3,3,3,1,1,1,2
7,276,7469,29,1270,276,7469,3,3,3,3,3,3,3,3,1,1,1,2
7,321,7193,33,1241,321,7193,3,3,3,3,3,3,3,3,1,1,2,1
7,254,6872,37,1208,254,6872,3,3,3,3,3,3,3,3,1,1,2,1
7,200,6618,26,1171,200,6618,3,3,3,3,3,3,3,3,1,1,2,1
7,250,6418,37,1145,250,6418,3,3,3,3,3,3,3,3,1,1,2,1
7,281,6168,35,1108,281,6168,3,3,3,3,3,3,3,3,1,1,2,1
7,286,5887,31,1073,286,5887,3,3,3,3,3,3,3,3,1,1,2,1
7,228,5601,46,1042,228,5601,3,3,3,3,3,3,3,3,1,1,2,1
7,184,5373,41,996,184,5373,3,3,3,3,3,3,3,3,1,1,2,1
7,201,5189,50,955,201,5189,3,3,3,3,3,3,3,3,1,1,2,1
7,167,4988,41,905,167,4988,3,3,3,3,3,3,3,3,1,1,1,2
7,239,4821,49,864,239,4821,3,3,3,3,3,3,3,3,1,1,1,2
7,262,4582,39,815,262,4582,3,3,3,3,3,3,3,3,1,1,2,1
7,211,4320,41,776,211,4320,3,3,3,3,3,3,3,3,1,1,1,1
7,185,4109,35,735,185,4109,3,3,3,3,3,3,3,3,1,1,1,1
7,194,3924,45,700,194,3924,3,3,3,3,3,3,3,3,1,1,1,1
7,179,3730,37,655,179,3730,3,3,3,3,3,3,3,3,1,1,2,1
7,173,3551,42,618,173,3551,3,3,3,3,3,3,3,3,1,1,2,1
7,234,3378,62,576,234,3378,3,3,3,3,3,3,3,3,1,1,2,1
7,246,3144,31,514,246,3144,3,3,3,3,3,3,3,3,1,1,2,1
7,237,2898,51,483,237,2898,3,3,3,3,3,3,3,3,1,1,2,1
7,212,2661,46,432,212,2661,3,3,3,3,3,3,3,3,1,1,2,1
7,186,2449,42,386,186,2449,3,3,3,3,3,3,3,3,1,1,2,1
7,153,2263,37,344,153,2263,3,3,3,3,3,3,3,3,1,1,2,1
7,174,2110,41,307,174,2110,3,3,3,3,3,3,3,3,1,1,1,1
7,191,1936,32,266,191,1936,3,3,3,3,3,3,3,3,1,1,1,1
7,183,1745,31,234,183,1745,3,3,3,3,3,3,3,3,1,1,1,2
7,183,1562,24,203,183,1562,3,3,3,3,3,3,3,3,1,1,1,1
7,141,1379,26,179,141,1379,3,3,3,3,3,3,3,3,1,1,1,1
7,164,1238,28,153,164,1238,3,3,3,3,3,3,3,3,1,1,1,1
7,101,1074,23,125,101,1074,3,3,3,3,3,3,3,3,1,1,1,1
7,102,973,23,102,102,973,3,3,3,3,3,3,3,3,1,1,1,1
7,129,871,13,79,129,871,3,3,3,3,3,3,3,3,1,1,1,1
7,119,742,11,66,119,742,3,3,3,3,3,3,3,3,1,1,1,1
7,104,623,10,55,104,623,3,3,3,3,3,3,3,3,1,1,1,1
7,68,519,6,45,68,519,3,3,3,3,3,3,3,3,1,1,1,1
7,62,451,9,39,62,451,3,3,3,3,3,3,3,3,1,1,1,1
7,44,389,6,30,44,389,1,1,1,1,1,1,1,1,0,1,1,1
7,42,345,8,24,42,345,1,1,1,1,1,1,1,1,0,1,1,1
7,43,303,3,16,43,303,1,1,1,1,1,1,1,1,0,0,1,2
7,21,260,4,13,21,260,1,1,1,1,1,1,1,1,0,0,1,2
7,44,239,3,9,44,239,1,1,1,1,1,1,1,1,0,0,1,2
7,21,195,2,6,21,195,1,1,1,1,1,1,1,1,0,0,1,2
7,18,174,0,4,18,174,1,1,1,1,1,1,1,1,0,0,1,1
7,17,156,1,4,17,156,1,1,1,1,1,1,1,1,0,0,1,2
7,10,139,1,3,10,139,1,1,1,1,1,1,1,1,0,0,1,2
7,30,129,0,2,30,129,1,1,1,1,1,1,1,1,0,0,1,2
7,18,99,0,2,18,99,1,1,1,1,1,1,1,1,0,0,1,1
7,14,81,1,2,14,81,1,1,1,1,1,1,1,1,0,0,1,2
7,11,67,0,1,11,67,1,1,1,1,1,1,1,1,0,0,1,2
7,5,56,1,1,5,56,1,1,1,1,1,1,1,1,0,0,1,2
7,3,51,0,0,3,51,1,1,1,1,1,1,1,1,0,0,1,2
7,4,48,0,0,4,48,1,1,1,1,1,1,1,1,0,0,1,2
7,11,44,0,0,11,44,1,1,1,1,1,1,1,1,0,0,1,2
7,4,33,0,0,4,33,1,1,1,1,1,1,1,1,0,0,1,2
7,6,29,0,0,6,29,1,1,1,1,1,1,1,1,0,0,1,2
7,10,23,0,0,10,23,1,1,1,1,1,1,1,1,0,0,1,2
7,8,13,0,0,8,13,1,1,1,1,1,1,1,1,0,0,1,2
7,3,5,0,0,3,5,1,1,1,1,1,1,1,1,0,0,1,2
7,0,2,0,0,0,2,1,1,1,1,1,1,1,1,0,0,1,2
7,0,2,0,0,0,2,1,1,1,1,1,1,1,1,0,0,1,2
7,1,2,0,0,1,2,1,1,1,1,1,1,1,1,0,0,1,1
7,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1
7,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,2
7,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,2
7,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,2
7,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,2
7,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,2
7,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,2
7,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,2
7,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,2
7,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,2
7,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,2
7,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,2,2
7,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,2
7,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,2
7,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,2
7,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1
8,3603,322369,105,9674,3603,322369,3,3,3,2,3,3,3,3,1,1,1,1
8,3559,318766,113,9569,3559,318766,3,3,3,2,3,3,3,3,1,1,1,2
8,4884,315207,104,9456,4884,315207,3,3,3,2,3,3,3,3,1,1,1,2
8,4991,310323,105,9352,4991,310323,3,3,3,2,3,3,3,3,1,1,1,2
8,5210,305332,98,9247,5210,305332,3,3,3,2,3,3,3,3,1,1,1,2
8,5457,300122,112,9149,5457,300122,3,3,3,2,3,3,3,3,1,1,1,2
8,5844,294665,113,9037,5844,294665,3,3,3,2,3,3,3,3,1,1,1,2
8,3802,288821,104,8924,3802,288821,3,3,3,2,3,3,3,3,1,1,1,2
8,3950,285019,95,8820,3950,285019,3,3,3,2,3,3,3,3,1,1,1,2
8,4605,281069,100,8725,4605,281069,3,3,3,2,3,3,3,3,1,1,1,2
8,4754,276464,90,8625,4754,276464,3,3,3,2,3,3,3,3,1,1,0,2
8,5582,271710,79,8535,5582,271710,3,3,3,2,3,3,3,3,1,1,1,2
8,5860,266128,74,8456,5860,266128,3,3,3,2,3,3,3,3,1,1,1,2
8,7141,260268,71,8382,7141,260268,3,3,3,2,3,3,3,3,1,1,1,2
8,4854,253127,50,8311,4854,253127,3,2,2,2,2,2,2,2,0,1,1,2
8,5648,248273,64,8261,5648,248273,3,2,2,2,2,2,2,2,0,1,1,2
8,3002,242625,57,8197,3002,242625,3,2,2,2,2,2,2,2,0,1,1,2
8,4572,239623,58,8140,4572,239623,3,2,2,2,2,2,2,2,0,1,0,2
8,5885,235051,70,8082,5885,235051,3,2,2,2,2,2,2,2,0,1,1,2
8,6087,229166,49,8012,6087,229166,3,2,2,2,2,2,2,2,0,1,1,2
8,3135,223079,49,7963,3135,223079,3,2,2,2,2,2,2,2,0,1,1,2
8,3153,219944,54,7914,3153,219944,3,2,2,2,2,2,2,2,0,1,1,2
8,2596,216791,62,7860,2596,216791,3,2,2,2,2,2,2,2,0,1,1,2
8,1010,214195,52,7798,1010,214195,3,2,2,2,2,2,2,2,0,1,1,1
8,2112,213185,54,7746,2112,213185,3,2,2,2,2,2,2,2,0,1,1,1
8,2721,211073,47,7692,2721,211073,3,2,2,2,2,2,2,2,0,1,1,2
8,2809,208352,60,7645,2809,208352,3,2,2,2,2,2,2,2,0,1,1,2
8,2978,205543,52,7585,2978,205543,3,2,2,2,2,2,2,2,0,1,1,2
8,2214,202565,46,7533,2214,202565,3,2,2,2,2,2,2,2,0,1,1,2
8,1608,200351,46,7487,1608,200351,3,2,2,2,2,2,2,2,0,0,1,2
8,2075,198743,59,7441,2075,198743,3,2,2,2,2,2,2,2,0,0,2,2
8,2120,196668,54,7382,2120,196668,3,2,2,2,2,2,2,2,0,0,1,2
8,2063,194548,47,7328,2063,194548,3,2,2,2,2,2,2,2,0,0,1,2
8,2242,192485,50,7281,2242,192485,3,2,2,2,2,2,2,2,0,0,1,2
8,2384,190243,49,7231,2384,190243,3,2,2,2,2,2,2,2,0,0,1,2
8,1322,187859,54,7182,1322,187859,3,2,2,2,2,2,2,2,0,0,1,2
8,1340,186537,53,7128,1340,186537,3,2,2,2,2,2,2,2,0,0,1,2
8,1747,185197,50,7075,1747,185197,3,2,2,2,2,2,2,2,0,0,1,2
8,1677,183450,53,7025,1677,183450,3,2,2,2,2,2,2,2,0,0,1,2
8,1654,181773,50,6972,1654,181773,3,2,2,2,2,2,2,2,0,0,1,2
8,1720,180119,62,6922,1720,180119,3,2,2,2,2,2,2,2,0,0,1,2
8,1734,178399,48,6860,1734,178399,3,2,2,2,2,2,2,2,0,0,1,2
8,1131,176665,55,6812,1131,176665,3,2,2,2,2,2,2,2,0,0,1,2
8,1106,175534,50,6757,1106,175534,3,2,2,2,2,2,2,2,0,0,1,2
8,1396,174428,61,6707,1396,174428,3,2,2,2,2,2,2,2,0,0,1,2
8,1348,173032,60,6646,1348,173032,3,2,2,2,2,2,2,2,0,0,1,2
8,1471,171684,44,6586,1471,171684,3,2,2,2,2,2,2,2,0,0,1,2
8,1531,170213,48,6542,1531,170213,3,3,3,2,3,3,3,2,1,0,1,1
8,1700,168581,67,6493,1700,168581,3,3,3,2,3,3,3,2,1,0,1,2
8,1119,166881,73,6426,1119,166881,3,3,3,2,3,3,3,2,1,0,1,2
8,1135,165762,49,6353,1135,165762,3,3,3,2,3,3,3,2,1,0,1,2
8,1563,164627,45,6304,1563,164627,3,3,3,2,3,3,3,2,1,0,1,2
8,1696,163064,61,6259,1696,163064,3,3,3,2,3,3,3,2,1,0,1,2
8,1911,161368,50,6198,1911,161368,3,3,3,2,3,3,3,2,1,0,1,2
