Regions,Cases,Cumulative Cases,Deaths,Cumulative Deaths,Tests,Cumulative Tests,Meeting Friends/Family (Indoor),Meeting Friends/Family (Outdoor),Domestic Travel,International Travel,Cafes and Restaurants,Pubs and Bars,Sports and Leisure,Hospitals/ Care and Nursing Home Visits,Non-Essential Shops,School Closure,Temperature,Humidity
3,74,32210,9,6037,74,32210,2,2,2,2,3,3,3,3,1,1,2,1
3,84,32136,9,6028,84,32136,2,2,2,2,3,3,3,3,1,1,2,1
3,65,32052,11,6019,65,32052,2,2,2,2,3,3,3,3,1,1,3,1
3,58,31987,9,6008,58,31987,2,2,2,2,3,3,3,3,1,1,2,1
3,50,31929,6,5999,50,31929,2,2,2,2,3,3,3,3,1,1,2,1
3,65,31879,6,5993,65,31879,2,2,2,2,3,3,3,3,1,1,2,1
3,83,31814,8,5987,83,31814,2,2,2,2,3,3,3,3,1,1,2,1
3,158,31731,12,5979,158,31731,2,2,2,3,3,3,3,3,1,1,3,1
3,143,31573,16,5967,143,31573,2,2,2,3,3,3,3,3,1,1,3,1
3,128,31430,19,5951,128,31430,2,2,2,3,3,3,3,3,1,1,2,1
3,112,31302,13,5932,112,31302,2,2,2,3,3,3,3,3,1,1,2,1
3,79,31190,15,5919,79,31190,2,2,2,3,3,3,3,3,1,1,2,1
3,76,31111,10,5904,76,31111,2,2,2,3,3,3,3,3,1,1,2,1
3,132,31035,17,5894,132,31035,2,2,2,3,3,3,3,3,1,1,2,1
3,158,30903,18,5877,158,30903,2,2,2,3,3,3,3,3,1,1,1,1
3,203,30745,12,5859,203,30745,2,2,2,3,3,3,3,3,1,1,1,1
3,193,30542,15,5847,193,30542,2,2,2,3,3,3,3,3,1,1,2,1
3,160,30349,23,5832,160,30349,2,2,2,3,3,3,3,3,1,1,1,1
3,125,30189,27,5809,125,30189,2,2,2,3,3,3,3,3,1,1,2,1
3,128,30064,25,5782,128,30064,3,3,3,3,3,3,3,3,1,1,2,1
3,206,29936,29,5757,206,29936,3,3,3,3,3,3,3,3,1,1,2,1
3,270,29730,28,5728,270,29730,3,3,3,3,3,3,3,3,1,1,2,1
3,267,29460,42,5700,267,29460,3,3,3,3,3,3,3,3,1,1,2,1
3,216,29193,33,5658,216,29193,3,3,3,3,3,3,3,3,1,1,2,1
3,245,28977,37,5625,245,28977,3,3,3,3,3,3,3,3,1,1,2,1
3,167,28732,42,5588,167,28732,3,3,3,3,3,3,3,3,1,1,2,1
3,248,28565,53,5546,248,28565,3,3,3,3,3,3,3,3,1,1,2,1
3,355,28317,43,5493,355,28317,3,3,3,3,3,3,3,3,1,1,2,1
3,424,27962,44,5450,424,27962,3,3,3,3,3,3,3,3,1,1,2,1
3,428,27538,52,5406,428,27538,3,3,3,3,3,3,3,3,1,1,2,1
3,312,27110,58,5354,312,27110,3,3,3,3,3,3,3,3,1,1,1,2
3,419,26798,53,5296,419,26798,3,3,3,3,3,3,3,3,1,1,2,1
3,310,26379,63,5243,310,26379,3,3,3,3,3,3,3,3,1,1,2,1
3,333,26069,60,5180,333,26069,3,3,3,3,3,3,3,3,1,1,2,1
3,378,25736,74,5120,378,25736,3,3,3,3,3,3,3,3,1,1,2,1
3,524,25358,76,5046,524,25358,3,3,3,3,3,3,3,3,1,1,2,1
3,400,24834,111,4970,400,24834,3,3,3,3,3,3,3,3,1,1,2,1
3,465,24434,103,4859,465,24434,3,3,3,3,3,3,3,3,1,1,2,1
3,436,23969,97,4756,436,23969,3,3,3,3,3,3,3,3,1,1,2,1
3,396,23533,115,4659,396,23533,3,3,3,3,3,3,3,3,1,1,2,1
3,400,23137,116,4544,400,23137,3,3,3,3,3,3,3,3,1,1,2,1
3,579,22737,109,4428,579,22737,3,3,3,3,3,3,3,3,1,1,2,1
3,577,22158,139,4319,577,22158,3,3,3,3,3,3,3,3,1,1,2,1
3,657,21581,146,4180,657,21581,3,3,3,3,3,3,3,3,1,1,2,1
3,599,20924,144,4034,599,20924,3,3,3,3,3,3,3,3,1,1,1,1
3,602,20325,170,3890,602,20325,3,3,3,3,3,3,3,3,1,1,1,1
3,501,19723,169,3720,501,19723,3,3,3,3,3,3,3,3,1,1,2,1
3,523,19222,165,3551,523,19222,3,3,3,3,3,3,3,3,1,1,2,1
3,617,18699,174,3386,617,18699,3,3,3,3,3,3,3,3,1,1,2,1
3,800,18082,198,3212,800,18082,3,3,3,3,3,3,3,3,1,1,2,1
3,874,17282,231,3014,874,17282,3,3,3,3,3,3,3,3,1,1,2,1
3,952,16408,222,2783,952,16408,3,3,3,3,3,3,3,3,1,1,2,1
3,860,15456,195,2561,860,15456,3,3,3,3,3,3,3,3,1,1,2,1
3,633,14596,196,2366,633,14596,3,3,3,3,3,3,3,3,1,1,2,1
3,765,13963,224,2170,765,13963,3,3,3,3,3,3,3,3,1,1,2,1
3,983,13198,190,1946,983,13198,3,3,3,3,3,3,3,3,1,1,2,1
3,1069,12215,195,1756,1069,12215,3,3,3,3,3,3,3,3,1,1,2,1
3,979,11146,189,1561,979,11146,3,3,3,3,3,3,3,3,1,1,1,1
3,937,10167,178,1372,937,10167,3,3,3,3,3,3,3,3,1,1,1,1
3,869,9230,151,1194,869,9230,3,3,3,3,3,3,3,3,1,1,1,1
3,596,8361,141,1043,596,8361,3,3,3,3,3,3,3,3,1,1,1,1
3,577,7765,120,902,577,7765,3,3,3,3,3,3,3,3,1,1,1,1
3,819,7188,126,782,819,7188,3,3,3,3,3,3,3,3,1,1,1,1
3,766,6369,123,656,766,6369,3,3,3,3,3,3,3,3,1,1,1,1
3,757,5603,116,533,757,5603,3,3,3,3,3,3,3,3,1,1,1,1
3,636,4846,88,417,636,4846,3,3,3,3,3,3,3,3,1,1,1,1
3,689,4210,56,329,689,4210,3,3,3,3,3,3,3,3,1,1,1,1
3,438,3521,53,273,438,3521,1,1,1,1,1,1,1,1,0,1,1,1
3,351,3083,47,220,351,3083,1,1,1,1,1,1,1,1,0,1,1,1
3,426,2732,45,173,426,2732,1,1,1,1,1,1,1,1,0,0,1,1
3,332,2306,25,128,332,2306,1,1,1,1,1,1,1,1,0,0,1,2
3,356,1974,26,103,356,1974,1,1,1,1,1,1,1,1,0,0,2,1
3,311,1618,23,77,311,1618,1,1,1,1,1,1,1,1,0,0,2,1
3,234,1307,15,54,234,1307,1,1,1,1,1,1,1,1,0,0,1,1
3,165,1073,9,39,165,1073,1,1,1,1,1,1,1,1,0,0,2,1
3,150,908,11,30,150,908,1,1,1,1,1,1,1,1,0,0,2,1
3,136,758,6,19,136,758,1,1,1,1,1,1,1,1,0,0,1,1
3,165,622,6,13,165,622,1,1,1,1,1,1,1,1,0,0,1,1
3,183,457,4,7,183,457,1,1,1,1,1,1,1,1,0,0,2,1
3,92,274,1,3,92,274,1,1,1,1,1,1,1,1,0,0,2,2
3,54,182,2,2,54,182,1,1,1,1,1,1,1,1,0,0,1,1
3,22,128,0,0,22,128,1,1,1,1,1,1,1,1,0,0,2,1
3,14,106,0,0,14,106,1,1,1,1,1,1,1,1,0,0,1,1
3,23,92,0,0,23,92,1,1,1,1,1,1,1,1,0,0,1,1
3,14,69,0,0,14,69,1,1,1,1,1,1,1,1,0,0,1,2
3,18,55,0,0,18,55,1,1,1,1,1,1,1,1,0,0,1,2
3,6,37,0,0,6,37,1,1,1,1,1,1,1,1,0,0,1,1
3,12,31,0,0,12,31,1,1,1,1,1,1,1,1,0,0,1,1
3,4,19,0,0,4,19,1,1,1,1,1,1,1,1,0,0,1,1
3,1,15,0,0,1,15,1,1,1,1,1,1,1,1,0,0,1,1
3,3,14,0,0,3,14,1,1,1,1,1,1,1,1,0,0,1,2
3,2,11,0,0,2,11,1,1,1,1,1,1,1,1,0,0,1,1
3,2,9,0,0,2,9,1,1,1,1,1,1,1,1,0,0,1,1
3,3,7,0,0,3,7,1,1,1,1,1,1,1,1,0,0,1,1
3,1,4,0,0,1,4,1,1,1,1,1,1,1,1,0,0,2,1
3,0,3,0,0,0,3,1,1,1,1,1,1,1,1,0,0,2,1
3,0,3,0,0,0,3,1,1,1,1,1,1,1,1,0,0,2,1
3,0,3,0,0,0,3,1,1,1,1,1,1,1,1,0,0,1,1
3,0,3,0,0,0,3,1,1,1,1,1,1,1,1,0,0,1,1
3,0,3,0,0,0,3,1,1,1,1,1,1,1,1,0,0,1,1
3,0,3,0,0,0,3,1,1,1,1,1,1,1,1,0,0,1,1
3,0,3,0,0,0,3,1,1,1,1,1,1,1,1,0,0,1,1
3,0,3,0,0,0,3,1,1,1,1,1,1,1,1,0,0,2,1
3,0,3,0,0,0,3,1,1,1,1,1,1,1,1,0,0,2,2
3,0,3,0,0,0,3,1,1,1,1,1,1,1,1,0,0,1,1
3,0,3,0,0,0,3,1,1,1,1,1,1,1,1,0,0,1,1
3,2,3,0,0,2,3,1,1,1,1,1,1,1,1,0,0,1,1
3,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1
4,945,152098,30,4709,945,152098,3,3,3,2,3,3,3,3,1,1,1,2
4,1008,151153,31,4679,1008,151153,3,3,3,2,3,3,3,3,1,1,1,2
4,1218,150145,38,4648,1218,150145,3,3,3,2,3,3,3,3,1,1,0,2
4,1225,148927,39,4610,1225,148927,3,3,3,2,3,3,3,3,1,1,1,2
4,1393,147702,24,4571,1393,147702,3,3,3,2,3,3,3,3,1,1,1,2
4,1415,146309,33,4547,1415,146309,3,3,3,2,3,3,3,3,1,1,1,2
4,1680,144894,48,4514,1680,144894,3,3,3,2,3,3,3,3,1,1,1,2
4,1059,143214,37,4466,1059,143214,3,3,3,2,3,3,3,3,1,1,1,2
4,1001,142155,30,4429,1001,142155,3,3,3,2,3,3,3,3,1,1,0,2
4,1148,141154,29,4399,1148,141154,3,3,3,2,3,3,3,3,1,1,0,2
4,1480,140006,30,4370,1480,140006,3,3,3,2,3,3,3,3,1,1,1,2
4,1503,138526,25,4340,1503,138526,3,3,3,2,3,3,3,3,1,1,1,2
4,1725,137023,37,4315,1725,137023,3,3,3,2,3,3,3,3,1,1,1,2
4,2287,135298,25,4278,2287,135298,3,3,3,2,3,3,3,3,1,1,1,1
4,1671,133011,23,4253,1671,133011,3,2,2,3,3,3,3,2,0,1,1,2
4,1760,131340,22,4230,1760,131340,3,2,2,3,3,3,3,2,0,1,1,2
4,948,129580,33,4208,948,129580,3,2,2,3,3,3,3,2,0,1,1,2
4,1562,128632,19,4175,1562,128632,3,2,2,3,3,3,3,2,0,1,0,2
4,2278,127070,21,4156,2278,127070,3,2,2,3,3,3,3,2,0,1,0,2
4,2434,124792,23,4135,2434,124792,3,2,2,3,3,3,3,2,0,1,1,2
4,1432,122358,35,4112,1432,122358,3,2,2,3,3,3,3,2,0,1,0,2
4,1284,120926,30,4077,1284,120926,3,2,2,3,3,3,3,2,0,1,1,2
4,977,119642,33,4047,977,119642,3,2,2,3,3,3,3,2,0,1,1,1
4,312,118665,18,4014,312,118665,3,2,2,3,3,3,3,2,0,1,1,1
4,775,118353,23,3996,775,118353,3,2,2,3,3,3,3,2,0,1,1,2
4,1081,117578,24,3973,1081,117578,3,2,2,3,3,3,3,2,0,1,1,2
4,1143,116497,28,3949,1143,116497,3,2,2,3,3,3,3,2,0,1,1,2
4,1010,115354,18,3921,1010,115354,3,2,2,3,3,3,3,2,0,1,1,2
4,758,114344,26,3903,758,114344,3,2,2,3,3,3,3,2,0,1,1,1
4,606,113586,24,3877,606,113586,3,2,2,2,3,3,3,2,0,0,1,1
4,784,112980,32,3853,784,112980,3,2,2,2,3,3,3,2,0,0,2,2
4,648,112196,21,3821,648,112196,3,2,2,2,3,3,3,2,0,0,1,2
4,821,111548,12,3800,821,111548,3,2,2,2,3,3,3,2,0,0,1,2
4,897,110727,17,3788,897,110727,3,2,2,2,3,3,3,2,0,0,1,2
4,905,109830,29,3771,905,109830,3,2,2,2,3,3,3,2,0,0,1,2
4,572,108925,16,3742,572,108925,3,2,2,2,3,3,3,2,0,0,1,2
4,508,108353,20,3726,508,108353,3,2,2,2,3,3,3,2,0,0,1,2
4,651,107845,21,3706,651,107845,3,2,2,2,3,3,3,2,0,0,1,2
4,647,107194,26,3685,647,107194,3,2,2,2,3,3,3,2,0,0,1,2
4,644,106547,16,3659,644,106547,3,2,2,2,3,3,3,2,0,0,1,2
4,725,105903,19,3643,725,105903,3,2,2,2,3,3,3,2,0,0,1,2
4,758,105178,27,3624,758,105178,3,2,2,2,3,3,3,2,0,0,1,2
4,511,104420,21,3597,511,104420,3,2,2,2,3,3,3,2,0,0,1,2
4,417,103909,27,3576,417,103909,3,2,2,2,3,3,3,2,0,0,1,2
4,557,103492,18,3549,557,103492,3,2,2,2,3,3,3,2,0,0,1,2
4,592,102935,20,3531,592,102935,3,2,2,2,3,3,3,2,0,0,1,2
4,644,102343,19,3511,644,102343,3,2,2,2,3,3,3,2,0,0,1,2
4,649,101699,19,3492,649,101699,3,3,3,2,3,3,3,2,1,0,1,2
4,766,101015,25,3473,766,101015,3,3,3,2,3,3,3,2,1,0,1,2
4,455,100249,28,3447,455,100249,3,3,3,2,3,3,3,2,1,0,1,2
4,493,99794,25,3419,493,99794,3,3,3,2,3,3,3,2,1,0,1,2
4,638,99301,24,3394,638,99301,3,3,3,2,3,3,3,2,1,0,1,2
4,704,98663,29,3370,704,98663,3,3,3,2,3,3,3,2,1,0,1,2
4,804,97959,28,3341,804,97959,3,3,3,2,3,3,3,2,1,0,1,2
4,855,97155,38,3313,855,97155,3,3,3,2,3,3,3,2,1,0,2,1
4,973,96300,34,3275,973,96300,3,3,3,2,3,3,3,2,1,0,1,2
4,625,95327,28,3241,625,95327,3,3,3,2,3,3,3,2,1,0,1,1
4,678,94702,32,3213,678,94702,3,3,3,2,3,3,3,2,1,0,1,1
4,941,94024,36,3181,941,94024,3,3,3,2,3,3,3,2,1,0,1,2
4,1023,93083,31,3145,1023,93083,3,3,3,2,3,3,3,2,1,0,1,1
4,1340,92060,29,3114,1340,92060,3,3,3,2,3,3,3,2,1,0,2,1
4,1469,90720,31,3085,1469,90720,3,3,3,2,3,3,3,2,1,0,2,1
4,1571,89251,26,3054,1571,89251,3,3,3,2,3,3,3,2,1,0,1,1
4,1053,87680,32,3028,1053,87680,3,3,3,2,3,3,3,2,1,0,1,1
4,1051,86627,32,2996,1051,86627,3,3,3,2,3,3,3,2,1,0,1,2
4,1510,85576,29,2964,1510,85576,3,3,3,2,3,3,3,2,1,0,1,1
4,1533,84066,22,2935,1533,84066,3,3,3,2,3,3,3,2,1,0,1,1
4,1859,82533,21,2913,1859,82533,3,3,3,2,3,3,3,2,1,0,2,2
4,1778,80674,23,2892,1778,80674,3,3,3,2,3,3,3,2,1,1,2,2
4,2055,78896,31,2869,2055,78896,3,3,3,2,3,3,3,2,1,1,2,2
4,1294,76841,19,2838,1294,76841,3,3,3,2,3,3,3,2,1,1,1,2
4,1345,75547,24,2819,1345,75547,3,3,3,2,3,3,3,2,1,1,1,2
4,1460,74202,26,2795,1460,74202,3,3,3,2,3,3,3,2,1,1,1,2
4,1485,72742,23,2769,1485,72742,3,3,3,2,3,3,3,2,1,1,1,2
4,1415,71257,20,2746,1415,71257,3,2,2,2,1,2,1,2,0,1,1,2
4,1518,69842,17,2726,1518,69842,2,2,2,2,1,2,1,2,0,1,1,1
4,1672,68324,19,2709,1672,68324,2,2,2,2,1,2,1,2,0,1,1,2
4,994,66652,25,2690,994,66652,2,2,2,2,1,2,1,2,0,1,2,1
4,886,65658,17,2665,886,65658,2,2,2,2,1,2,1,2,0,1,2,2
4,1210,64772,26,2648,1210,64772,2,2,2,2,1,2,1,2,0,1,2,1
4,1122,63562,16,2622,1122,63562,2,2,2,2,1,2,1,2,0,1,1,2
4,1171,62440,27,2606,1171,62440,2,2,2,2,1,2,1,2,0,1,1,1
4,1176,61269,19,2579,1176,61269,2,2,2,2,1,2,1,2,0,1,1,2
4,1318,60093,21,2560,1318,60093,2,2,2,2,1,2,1,2,0,1,1,2
4,848,58775,16,2539,848,58775,2,2,2,2,1,2,1,2,0,1,1,1
4,861,57927,14,2523,861,57927,2,2,2,2,1,2,1,2,0,1,1,2
4,1039,57066,13,2509,1039,57066,3,3,3,2,3,3,3,2,0,1,1,2
4,1227,56027,22,2496,1227,56027,3,3,3,2,3,3,3,2,0,1,1,2
4,1505,54800,19,2474,1505,54800,3,3,3,2,3,3,3,2,0,1,2,2
4,1434,53295,17,2455,1434,53295,3,3,3,2,3,3,3,2,0,1,2,2
4,1410,51861,22,2438,1410,51861,3,3,3,2,3,3,3,2,0,1,2,2
4,824,50451,15,2416,824,50451,3,3,3,2,3,3,3,2,0,1,1,2
4,807,49627,18,2401,807,49627,3,3,3,2,3,3,3,2,0,0,1,2
4,1080,48820,15,2383,1080,48820,3,3,3,2,3,3,3,2,0,0,1,2
4,1169,47740,16,2368,1169,47740,3,3,3,2,3,3,3,2,0,0,1,2
4,1387,46571,16,2352,1387,46571,3,3,2,2,2,2,2,2,0,0,1,2
4,1295,45184,13,2336,1295,45184,3,3,2,2,2,2,2,2,0,0,1,2
4,1386,43889,11,2323,1386,43889,3,3,2,2,2,2,2,2,0,0,1,2
4,932,42503,14,2312,932,42503,3,3,2,2,2,2,2,2,0,0,1,1
4,843,41571,16,2298,843,41571,3,3,2,2,2,2,2,2,0,0,1,2
4,1178,40728,7,2282,1178,40728,3,3,2,2,2,2,2,2,0,0,1,1
4,1378,39550,13,2275,1378,39550,3,3,2,2,2,2,2,2,0,0,1,2
4,1471,38172,11,2262,1471,38172,3,3,2,2,2,2,2,2,0,0,2,1
4,1443,36701,10,2251,1443,36701,3,3,2,2,2,2,2,2,0,0,2,2
4,1374,35258,7,2241,1374,35258,3,3,2,2,2,2,2,2,0,0,2,2
4,1198,33884,9,2234,1198,33884,3,3,2,2,2,2,2,2,0,0,2,2
4,1163,32686,7,2225,1163,32686,3,3,2,2,2,2,2,2,0,0,2,2
4,1217,31523,18,2218,1217,31523,3,3,2,2,2,2,2,2,0,0,1,2
4,1181,30306,5,2200,1181,30306,3,3,2,2,2,2,2,2,0,0,1,1
4,963,29125,3,2195,963,29125,2,2,1,2,2,2,2,2,0,0,2,2
4,1045,28162,5,2192,1045,28162,2,2,1,2,2,2,2,2,0,0,2,2
4,969,27117,6,2187,969,27117,2,2,1,2,2,2,2,2,0,0,1,2
4,660,26148,11,2181,660,26148,2,2,1,2,2,2,2,2,0,0,1,1
4,778,25488,8,2170,778,25488,2,2,1,2,2,2,2,2,0,0,1,1
4,607,24710,6,2162,607,24710,2,2,1,2,2,2,2,2,0,0,1,1
4,719,24103,1,2156,719,24103,2,2,1,2,2,2,2,2,0,0,1,2
4,640,23384,5,2155,640,23384,2,2,1,2,2,2,2,2,0,0,1,2
4,549,22744,2,2150,549,22744,2,2,1,2,2,2,2,2,0,0,2,1
4,610,22195,5,2148,610,22195,2,2,1,2,2,2,2,2,0,0,2,2
4,590,21585,3,2143,590,21585,2,2,1,2,2,2,2,2,0,0,2,2
4,434,20995,1,2140,434,20995,2,2,1,2,2,2,2,2,0,0,2,2
4,462,20561,3,2139,462,20561,2,2,1,2,2,2,2,2,0,0,1,2
4,370,20099,4,2136,370,20099,2,2,1,2,1,1,1,2,0,0,2,1
4,328,19729,2,2132,328,19729,2,2,1,2,1,1,1,2,0,0,2,2
4,263,19401,1,2130,263,19401,2,2,1,2,1,1,1,2,0,0,2,1
4,196,19138,1,2129,196,19138,2,2,1,2,1,1,1,2,0,0,2,1
4,141,18942,1,2128,141,18942,2,2,1,2,1,1,1,2,0,0,2,1
4,156,18801,0,2127,156,18801,2,2,1,2,1,1,1,2,0,0,2,1
4,200,18645,1,2127,200,18645,2,2,1,2,1,1,1,2,0,0,2,1
4,235,18445,0,2126,235,18445,2,2,1,2,1,1,1,2,0,0,2,1
4,234,18210,0,2126,234,18210,2,2,1,2,1,1,1,2,0,0,2,1
4,224,17976,0,2126,224,17976,2,2,1,2,1,1,1,2,0,0,2,1
4,203,17752,1,2126,203,17752,2,2,1,2,1,1,1,2,0,0,2,2
4,170,17549,1,2125,170,17549,2,2,1,2,1,1,1,2,0,0,2,2
4,233,17379,1,2124,233,17379,2,2,1,2,1,1,1,2,0,0,2,1
4,176,17146,0,2123,176,17146,2,2,1,2,1,1,1,2,0,0,2,1
4,204,16970,0,2123,204,16970,2,2,1,2,1,1,1,2,0,0,2,1
4,127,16766,0,2123,127,16766,2,2,1,2,1,1,1,2,0,0,2,2
4,118,16639,0,2123,118,16639,2,2,1,2,1,1,1,2,0,0,2,1
4,91,16521,0,2123,91,16521,2,2,1,2,1,1,1,2,0,0,2,1
4,61,16430,0,2123,61,16430,2,2,1,2,1,1,1,2,0,0,2,1
4,78,16369,1,2123,78,16369,2,2,1,2,1,1,1,2,0,0,2,1
4,67,16291,1,2122,67,16291,2,2,1,2,1,1,1,2,0,0,2,2
4,66,16227,0,2121,66,16227,2,2,1,2,1,1,1,2,0,0,2,2
4,68,16161,0,2121,68,16161,2,2,1,2,1,1,1,2,0,0,2,2
4,49,16093,0,2121,49,16093,2,2,1,2,1,1,1,2,0,0,2,2
4,39,16044,0,2121,39,16044,2,2,1,2,1,1,1,2,0,0,2,2
4,23,16005,0,2121,23,16005,2,2,1,2,1,1,1,2,0,0,2,2
4,33,15982,0,2121,33,15982,2,2,1,2,1,1,1,2,0,0,2,1
4,42,15949,0,2121,42,15949,2,2,1,2,1,1,1,2,0,0,2,1
4,43,15907,0,2121,43,15907,2,2,1,2,1,1,1,2,0,0,2,1
4,46,15864,0,2121,46,15864,2,2,1,2,1,1,1,2,0,0,2,2
4,36,15818,1,2121,36,15818,2,2,1,2,1,1,1,2,0,0,2,2
4,32,15782,1,2120,32,15782,2,2,1,2,1,1,1,2,0,0,2,2
4,11,15750,0,2119,11,15750,2,2,1,2,1,1,1,2,0,0,2,2
4,18,15739,1,2119,18,15739,2,2,1,2,1,1,1,2,0,0,2,2
4,31,15721,0,2118,31,15721,2,2,1,2,1,1,2,2,0,0,2,2
4,53,15690,0,2118,53,15690,2,2,1,2,1,1,2,2,0,0,2,2
4,39,15637,0,2118,39,15637,2,2,1,2,1,1,2,2,0,0,2,2
4,45,15598,1,2118,45,15598,2,2,1,2,1,1,2,2,0,0,2,2
4,21,15553,0,2117,21,15553,2,2,1,2,1,1,2,2,0,0,2,2
4,15,15532,0,2117,15,15532,2,2,1,2,1,1,2,2,0,0,2,2
4,12,15517,0,2117,12,15517,2,2,1,2,1,1,2,2,0,0,2,1
4,15,15505,0,2117,15,15505,2,2,1,2,1,1,2,2,0,0,3,1
4,24,15490,0,2117,24,15490,2,2,1,2,1,1,2,2,0,0,2,1
4,30,15466,0,2117,30,15466,2,2,1,2,1,1,2,2,0,0,2,1
4,20,15436,0,2117,20,15436,2,2,1,2,1,1,2,2,0,0,2,2
4,19,15416,0,2117,19,15416,2,2,1,2,1,1,2,2,0,0,2,1
4,16,15397,0,2117,16,15397,2,2,1,2,1,1,2,2,0,0,2,1
4,9,15381,0,2117,9,15381,2,2,1,2,1,1,2,2,0,0,2,1
4,12,15372,0,2117,12,15372,2,2,1,2,2,2,2,2,0,0,2,1
4,15,15360,0,2117,15,15360,2,2,1,2,2,2,2,2,0,0,2,2
4,21,15345,0,2117,21,15345,2,2,1,2,2,2,2,2,0,0,2,1
4,5,15324,0,2117,5,15324,2,2,1,2,2,2,2,2,0,0,2,1
4,9,15319,0,2117,9,15319,2,2,1,2,2,2,2,2,0,0,2,2
4,6,15310,0,2117,6,15310,2,2,1,2,2,2,2,2,0,0,2,1
4,5,15304,0,2117,5,15304,2,2,1,2,2,2,2,2,0,0,2,1
4,7,15299,0,2117,7,15299,2,2,1,2,2,2,2,2,0,0,2,1
4,8,15292,0,2117,8,15292,2,2,1,2,2,2,2,2,0,0,2,2
4,16,15284,0,2117,16,15284,2,2,1,2,2,2,2,2,0,0,2,1
4,14,15268,0,2117,14,15268,2,2,1,2,2,2,2,2,0,0,2,1
4,11,15254,0,2117,11,15254,2,2,1,2,2,2,2,2,0,0,2,1
4,7,15243,1,2117,7,15243,2,2,1,2,2,2,2,2,0,0,2,1
4,4,15236,0,2116,4,15236,2,2,1,2,2,2,2,2,0,0,2,1
4,10,15232,1,2116,10,15232,2,2,1,2,2,2,2,2,0,0,2,1
4,15,15222,0,2115,15,15222,2,2,1,2,2,2,2,2,0,0,2,1
4,16,15207,0,2115,16,15207,2,2,1,2,2,2,2,2,0,0,2,1
4,12,15191,0,2115,12,15191,2,2,1,2,2,2,2,2,0,0,2,1
4,9,15179,0,2115,9,15179,2,2,1,2,2,2,2,2,0,0,2,1
4,3,15170,0,2115,3,15170,2,2,1,2,2,2,2,2,0,0,2,1
4,7,15167,0,2115,7,15167,2,2,1,2,2,2,2,2,0,0,2,1
4,10,15160,0,2115,10,15160,2,2,1,2,2,2,2,2,0,0,2,2
4,17,15150,0,2115,17,15150,2,2,1,2,2,2,2,2,0,0,2,1
4,12,15133,0,2115,12,15133,2,2,1,2,2,2,2,2,0,0,2,1
4,12,15121,0,2115,12,15121,2,2,1,2,2,2,2,2,0,0,2,1
4,11,15109,0,2115,11,15109,2,2,1,2,2,2,2,2,0,0,2,1
4,4,15098,0,2115,4,15098,2,2,1,2,2,2,2,2,0,0,2,1
4,9,15094,1,2115,9,15094,2,2,1,2,2,2,2,2,0,0,2,2
4,8,15085,0,2114,8,15085,2,2,1,2,2,2,2,2,0,0,2,2
4,9,15077,1,2114,9,15077,2,2,1,2,2,2,2,2,0,0,2,1
4,7,15068,0,2113,7,15068,2,2,1,2,2,2,2,2,0,0,2,2
4,11,15061,0,2113,11,15061,2,2,2,2,3,3,3,2,0,0,2,1
4,11,15050,0,2113,11,15050,2,2,2,2,3,3,3,2,0,0,2,1
4,9,15039,2,2113,9,15039,2,2,2,2,3,3,3,2,0,0,2,1
4,13,15030,2,2111,13,15030,2,2,2,2,3,3,3,2,0,0,2,2
4,8,15017,1,2109,8,15017,2,2,2,2,3,3,3,2,0,0,2,1
4,12,15009,3,2108,12,15009,2,2,2,2,3,3,3,2,0,0,2,1
4,11,14997,2,2105,11,14997,2,2,2,2,3,3,3,2,0,0,3,1
4,26,14986,3,2103,26,14986,2,2,2,2,3,3,3,2,0,0,2,1
4,24,14960,4,2100,24,14960,2,2,2,2,3,3,3,2,0,0,2,1
4,4,14936,5,2096,4,14936,2,2,2,2,3,3,3,2,0,0,2,1
4,17,14932,2,2091,17,14932,2,2,2,2,3,3,3,2,0,0,2,1
4,14,14915,0,2089,14,14915,2,2,2,2,3,3,3,2,0,0,2,2
4,23,14901,4,2089,23,14901,2,2,2,2,3,3,3,2,0,0,2,2
4,19,14878,0,2085,19,14878,2,2,2,2,3,3,3,2,0,0,2,2
4,18,14859,7,2085,18,14859,2,2,2,2,3,3,3,2,0,0,2,2
4,32,14841,0,2078,32,14841,2,2,2,2,3,3,3,2,0,0,2,2
4,31,14809,3,2078,31,14809,2,2,2,2,3,3,3,2,0,0,2,2
4,31,14778,1,2075,31,14778,2,2,2,2,3,3,3,2,1,0,2,2
4,40,14747,4,2074,40,14747,2,2,2,2,3,3,3,3,1,0,2,2
4,23,14707,3,2070,23,14707,2,2,2,2,3,3,3,3,1,0,2,2
4,38,14684,6,2067,38,14684,2,2,2,2,3,3,3,3,1,0,2,2
4,40,14646,3,2061,40,14646,2,2,2,2,3,3,3,3,1,0,1,1
4,33,14606,7,2058,33,14606,2,2,2,2,3,3,3,3,1,0,1,1
4,17,14573,9,2051,17,14573,2,2,2,2,3,3,3,3,1,0,1,2
4,28,14556,2,2042,28,14556,2,2,2,2,3,3,3,3,1,0,1,1
4,42,14528,11,2040,42,14528,2,2,2,2,3,3,3,3,1,0,1,1
4,59,14486,9,2029,59,14486,2,2,2,2,3,3,3,3,1,0,1,1
