Local time in Bern / Liebefeld,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
24.08.2020 04:00,12.9,716.2,764.7,-0.9,87,Calm no wind,0,,,, ,,,,,,,,,,,10.7,No precipitation,1,,,,
24.08.2020 03:00,14.2,716.5,764.8,-0.9,81,Wind blowing from the north,0,,,, ,,,,,,,,,,,11.0,No precipitation,1,,,,
24.08.2020 02:00,15.0,716.7,764.8,-0.7,73,Wind blowing from the south-southeast,1,,,, ,,,,,,,,,,,10.2,No precipitation,1,,,,
24.08.2020 01:00,15.1,717.1,765.2,-0.3,77,Wind blowing from the north-northwest,0,,,, ,,,,,,,,,,,11.1,No precipitation,6,,,,
24.08.2020 00:00,15.9,717.4,765.4,0.1,75,Calm no wind,0,,,, ,,,,,,,,,,,11.4,No precipitation,1,,,,
23.08.2020 23:00,16.2,717.4,765.4,0.3,67,Wind blowing from the north-northeast,1,,,, ,,,,,,,,,,,10.1,No precipitation,1,,,,
23.08.2020 22:00,16.0,717.4,765.4,0.6,66,Wind blowing from the north,1,,,, ,,,,,,,,,,,9.5,No precipitation,1,,,,
23.08.2020 21:00,17.4,717.3,765.1,0.8,66,Wind blowing from the north-east,0,,,, ,,,,,,,,,,,11.0,No precipitation,1,,,,
23.08.2020 20:00,18.7,717.1,764.5,0.6,56,Wind blowing from the north-northeast,1,,,, ,,,,,,,,,,,9.7,No precipitation,1,,,,
23.08.2020 19:00,19.8,716.8,764.1,0.1,51,Wind blowing from the north-northwest,3,,,, ,,,,23.0,,,,,,,9.3,No precipitation,12,,,,
23.08.2020 18:00,21.5,716.5,763.5,-0.4,45,Wind blowing from the north-west,3,,,, ,,,,,,,,,,,9.1,No precipitation,1,,,,
23.08.2020 17:00,21.6,716.5,763.5,-0.6,48,Wind blowing from the west,3,,,, ,,,,,,,,,,,10.2,No precipitation,1,,,,
23.08.2020 16:00,22.5,716.7,763.5,-0.7,45,Wind blowing from the west,2,,,, ,,,,,,,,,,,10.1,No precipitation,1,,,,
23.08.2020 15:00,22.0,716.9,763.9,,47,Wind blowing from the west,3,,,, ,,,,,,,,,,,10.1,,,,,,
23.08.2020 14:00,22.5,717.1,764.0,-0.8,46,Wind blowing from the west,4,,,, ,,,,,,,,,,,10.3,No precipitation,1,,,,
23.08.2020 13:00,20.7,717.4,764.5,-0.5,56,Wind blowing from the west-northwest,4,,,, ,,,,,,,,,,,11.6,No precipitation,6,,,,
23.08.2020 12:00,20.7,717.6,764.8,-0.1,56,Wind blowing from the west,3,,,, ,,,,,,,,,,,11.5,No precipitation,1,,,,
23.08.2020 11:00,19.6,717.9,765.3,0.2,62,Wind blowing from the west-southwest,3,,,, ,,,,,,,,,,,12.0,No precipitation,1,,,,
23.08.2020 10:00,19.3,717.9,765.4,0.4,62,Wind blowing from the west,3,,,, ,,,,,,,,,,,11.9,No precipitation,1,,,,
23.08.2020 09:00,18.1,717.7,765.4,0.4,72,Wind blowing from the south-southwest,1,,,, ,,,,,,,,,,,13.0,No precipitation,1,,,,
23.08.2020 08:00,16.8,717.7,765.5,0.6,81,Calm no wind,0,,,, ,,,,,,,,,,,13.4,No precipitation,1,,,,
23.08.2020 07:00,16.8,717.5,765.4,0.3,79,Wind blowing from the south,1,,,, ,,,15.6,,,,,,,,13.1,No precipitation,12,,,,
23.08.2020 06:00,15.7,717.3,765.4,0.0,90,Wind blowing from the south,1,,,, ,,,,,,,,,,,14.0,No precipitation,1,,,,
23.08.2020 05:00,15.9,717.1,765.1,-0.6,91,Wind blowing from the south-west,2,,,, ,,,,,,,,,,,14.4,No precipitation,1,,,,
23.08.2020 04:00,16.4,717.2,765.1,-0.5,85,Wind blowing from the west-southwest,1,,,, ,,,,,,,,,,,13.9,No precipitation,1,,,,
23.08.2020 03:00,16.6,717.3,765.2,-0.7,85,Wind blowing from the south-southwest,1,,,, ,,,,,,,,,,,14.1,No precipitation,1,,,,
23.08.2020 02:00,16.6,717.7,765.6,-0.3,88,Wind blowing from the south,1,,,, ,,,,,,,,,,,14.5,No precipitation,1,,,,
23.08.2020 01:00,16.7,717.7,765.7,-0.3,83,Wind blowing from the south-west,1,,,, ,,,,,,,,,,,13.8,No precipitation,6,,,,
23.08.2020 00:00,16.6,718.0,766.0,0.0,84,Wind blowing from the west-southwest,1,,,, ,,,,,,,,,,,13.8,No precipitation,1,,,,
22.08.2020 23:00,16.9,718.0,766.0,0.3,84,Wind blowing from the south-east,0,,,, ,,,,,,,,,,,14.1,No precipitation,1,,,,
22.08.2020 22:00,17.3,718.0,765.9,0.7,80,Wind blowing from the west-southwest,1,,,, ,,,,,,,,,,,13.8,No precipitation,1,,,,
22.08.2020 21:00,18.1,718.0,765.7,0.9,72,Wind blowing from the north-northeast,1,,,, ,,,,,,,,,,,13.0,No precipitation,1,,,,
22.08.2020 20:00,18.8,717.7,765.3,0.5,69,Wind blowing from the north-east,1,,,, ,,,,,,,,,,,13.0,No precipitation,1,,,,
22.08.2020 19:00,21.1,717.3,764.4,0.0,58,Wind blowing from the north,2,,,, ,,,,24.1,,,,,,,12.4,0.4,12,,,,
22.08.2020 18:00,22.3,717.1,763.9,-0.4,55,Wind blowing from the north-west,3,,,, ,,,,,,,,,,,12.8,No precipitation,1,,,,
22.08.2020 17:00,23.6,717.2,763.9,-0.6,57,Wind blowing from the west,2,,,, ,,,,,,,,,,,14.5,No precipitation,1,,,,
22.08.2020 16:00,23.2,717.3,764.0,-0.7,54,Wind blowing from the west-southwest,4,,,, ,,,,,,,,,,,13.4,No precipitation,1,,,,
22.08.2020 15:00,23.0,717.5,764.3,-0.5,58,Wind blowing from the south-west,4,,,, ,,,,,,,,,,,14.3,No precipitation,1,,,,
22.08.2020 14:00,22.3,717.8,764.8,0.0,65,Wind blowing from the south-west,4,,,, ,,,,,,,,,,,15.4,No precipitation,1,,,,
22.08.2020 13:00,21.3,718.0,765.1,0.0,71,Wind blowing from the west,2,,,, ,,,,,,,,,,,15.9,0.4,6,,,,
22.08.2020 12:00,20.0,718.0,765.3,0.1,78,Wind blowing from the west,3,,,, ,,,,,,,,,,,16.0,No precipitation,1,,,,
22.08.2020 11:00,21.5,717.8,764.9,0.7,79,Wind blowing from the south-west,2,,,, ,,,,,,,,,,,17.6,No precipitation,1,,,,
22.08.2020 10:00,19.3,718.0,765.4,0.9,84,Wind blowing from the south-west,1,,,, ,,,,,,,,,,,16.5,0.1,1,,,,
22.08.2020 09:00,19.0,717.9,765.4,0.8,86,Wind blowing from the south-west,2,,,, ,,,,,,,,,,,16.6,0.3,1,,,,
22.08.2020 08:00,19.7,717.1,764.5,0.5,85,Wind blowing from the west-southwest,2,,,, ,,,,,,,,,,,17.1,No precipitation,1,,,,
22.08.2020 07:00,19.5,717.1,764.5,0.8,88,Wind blowing from the south,2,,,, ,,,17.9,,,,,,,,17.4,0.6,12,,,,
22.08.2020 06:00,19.2,717.1,764.5,1.3,89,Wind blowing from the south,1,,,, ,,,,,,,,,,,17.4,0.6,1,,,,
22.08.2020 05:00,19.3,716.6,764.0,1.3,88,Wind blowing from the south,1,,,, ,,,,,,,,,,,17.2,No precipitation,1,,,,
22.08.2020 04:00,18.6,716.3,763.8,1.5,90,Wind blowing from the south,1,,,, ,,,,,,,,,,,16.9,No precipitation,1,,,,
22.08.2020 03:00,17.9,715.8,763.3,1.0,91,Wind blowing from the north,0,,,, ,,,,,,,,,,,16.4,No precipitation,1,,,,
22.08.2020 02:00,19.1,715.3,762.6,0.8,85,Wind blowing from the north-east,1,,,, ,,,,,,,,,,,16.5,No precipitation,1,,,,
22.08.2020 01:00,20.2,714.8,761.9,0.4,82,Wind blowing from the south-west,1,,,, ,,,,,,,,,,,17.0,No precipitation,6,,,,
22.08.2020 00:00,20.6,714.8,761.8,0.7,81,Wind blowing from the south,1,,,, ,,,,,,,,,,,17.2,No precipitation,1,,,,
21.08.2020 23:00,20.1,714.5,761.6,1.0,85,Wind blowing from the west-southwest,1,,,, ,,,,,,,,,,,17.4,No precipitation,1,,,,
21.08.2020 22:00,22.2,714.4,761.1,1.3,70,Wind blowing from the south,1,,,, ,,,,,,,,,,,16.4,No precipitation,1,,,,
21.08.2020 21:00,22.8,714.1,760.6,1.1,66,Wind blowing from the south-southeast,2,,,, ,,,,,,,,,,,16.0,No precipitation,1,,,,
21.08.2020 20:00,24.3,713.5,759.7,0.3,63,Wind blowing from the east-northeast,0,,,, ,,,,,,,,,,,16.8,No precipitation,1,,,,
21.08.2020 19:00,27.0,713.1,758.9,0.0,53,Wind blowing from the south,1,,,, ,,,,31.6,,,,,,,16.5,No precipitation,12,,,,
21.08.2020 18:00,30.0,713.0,758.3,-0.2,36,Wind blowing from the south-west,3,,,, ,,,,,,,,,,,13.2,No precipitation,1,,,,
21.08.2020 17:00,30.5,713.2,758.5,-0.3,37,Wind blowing from the west-southwest,2,,,, ,,,,,,,,,,,14.1,No precipitation,1,,,,
21.08.2020 16:00,31.2,713.1,758.2,,29,Wind blowing from the west-southwest,4,,,, ,,,,,,,,,,,11.3,,,,,,
21.08.2020 15:00,31.1,713.2,758.4,-0.4,34,Wind blowing from the west,4,,,, ,,,,,,,,,,,13.6,No precipitation,1,,,,
21.08.2020 14:00,30.6,713.5,758.7,-0.2,40,Wind blowing from the west,3,,,, ,,,,,,,,,,,15.6,No precipitation,1,,,,
21.08.2020 13:00,29.9,713.6,759.0,-0.1,52,Wind blowing from the west-northwest,2,,,, ,,,,,,,,,,,19.0,No precipitation,6,,,,
21.08.2020 12:00,28.5,713.6,759.2,0.1,49,Wind blowing from the west,1,,,, ,,,,,,,,,,,16.6,No precipitation,1,,,,
21.08.2020 11:00,26.9,713.7,759.6,0.3,58,Wind blowing from the west,2,,,, ,,,,,,,,,,,17.8,No precipitation,1,,,,
21.08.2020 10:00,25.2,713.7,759.9,0.5,59,Wind blowing from the west,1,,,, ,,,,,,,,,,,16.6,No precipitation,1,,,,
21.08.2020 09:00,23.8,713.5,760.0,0.5,62,Wind blowing from the south,2,,,, ,,,,,,,,,,,16.0,No precipitation,1,,,,
21.08.2020 08:00,21.9,713.4,760.1,0.7,69,Wind blowing from the south,2,,,, ,,,,,,,,,,,16.0,No precipitation,1,,,,
21.08.2020 07:00,18.3,713.2,760.5,0.7,89,Wind blowing from the west,0,,,, ,,,16.1,,,,,,,,16.4,No precipitation,12,,,,
21.08.2020 06:00,16.6,713.0,760.6,0.6,93,Wind blowing from the north-west,1,,,, ,,,,,,,,,,,15.5,No precipitation,1,,,,
21.08.2020 05:00,17.0,712.7,760.3,0.4,94,Wind blowing from the south-west,1,,,, ,,,,,,,,,,,16.0,No precipitation,1,,,,
21.08.2020 04:00,18.0,712.5,759.8,0.2,90,Wind blowing from the south-southwest,1,,,, ,,,,,,,,,,,16.3,No precipitation,1,,,,
21.08.2020 03:00,17.7,712.4,759.8,0.2,93,Wind blowing from the south-west,1,,,, ,,,,,,,,,,,16.5,No precipitation,1,,,,
21.08.2020 02:00,19.1,712.3,759.4,0.4,86,Wind blowing from the south,2,,,, ,,,,,,,,,,,16.7,No precipitation,1,,,,
21.08.2020 01:00,20.3,712.3,759.1,0.6,79,Wind blowing from the south,2,,,, ,,,,,,,,,,,16.5,No precipitation,6,,,,
21.08.2020 00:00,22.2,712.2,758.8,0.5,69,Wind blowing from the south,2,,,, ,,,,,,,,,,,16.3,No precipitation,1,,,,
20.08.2020 23:00,22.8,711.9,758.3,0.5,69,Wind blowing from the south-southeast,2,,,, ,,,,,,,,,,,16.7,No precipitation,1,,,,
20.08.2020 22:00,24.1,711.7,757.9,0.6,64,Wind blowing from the south,2,,,, ,,,,,,,,,,,16.8,No precipitation,1,,,,
20.08.2020 21:00,24.5,711.7,757.8,0.6,63,Wind blowing from the south-east,2,,,, ,,,,,,,,,,,16.9,No precipitation,1,,,,
20.08.2020 20:00,21.1,711.4,758.1,0.3,85,Wind blowing from the south-east,1,,,, ,,,,,,,,,,,18.5,No precipitation,1,,,,
20.08.2020 19:00,25.0,711.1,757.1,-0.2,71,Wind blowing from the north-east,1,,,, ,,,,30.3,,,,,,,19.3,No precipitation,12,,,,
20.08.2020 18:00,29.3,711.1,756.4,-0.4,44,Wind blowing from the north-east,2,,,, ,,,,,,,,,,,15.8,No precipitation,1,,,,
20.08.2020 17:00,29.5,711.1,756.4,-0.6,47,Wind blowing from the west,1,,,, ,,,,,,,,,,,17.1,No precipitation,1,,,,
20.08.2020 16:00,29.3,711.3,756.6,,42,Wind blowing from the west,1,,,, ,,,,,,,,,,,15.0,,,,,,
20.08.2020 15:00,29.3,711.5,756.8,-0.5,50,Wind blowing from the west-northwest,1,,,, ,,,,,,,,,,,17.9,No precipitation,1,,,,
20.08.2020 14:00,28.6,711.7,757.2,-0.4,47,Wind blowing from the west-northwest,1,,,, ,,,,,,,,,,,16.3,No precipitation,1,,,,
20.08.2020 13:00,27.4,712.0,757.6,-0.1,46,Wind blowing from the west-southwest,2,,,, ,,,,,,,,,,,14.9,No precipitation,6,,,,
20.08.2020 12:00,26.4,712.0,757.8,0.0,54,Wind blowing from the north-west,1,,,, ,,,,,,,,,,,16.3,No precipitation,1,,,,
20.08.2020 11:00,25.3,712.1,758.2,0.2,57,Wind blowing from the west-northwest,2,,,, ,,,,,,,,,,,16.2,No precipitation,1,,,,
20.08.2020 10:00,24.2,712.1,758.3,0.4,63,Wind blowing from the west,2,,,, ,,,,,,,,,,,16.7,No precipitation,1,,,,
20.08.2020 09:00,22.9,712.0,758.4,0.6,63,Wind blowing from the south,1,,,, ,,,,,,,,,,,15.5,No precipitation,1,,,,
20.08.2020 08:00,20.9,711.9,758.7,0.8,70,Wind blowing from the south,2,,,, ,,,,,,,,,,,15.2,No precipitation,1,,,,
20.08.2020 07:00,18.5,711.7,758.8,0.8,89,Wind blowing from the south,1,,,, ,,,16.8,,,,,,,,16.6,No precipitation,12,,,,
20.08.2020 06:00,17.4,711.4,758.7,0.6,94,Wind blowing from the south-west,1,,,, ,,,,,,,,,,,16.5,No precipitation,1,,,,
20.08.2020 05:00,17.7,711.1,758.5,0.3,92,Wind blowing from the south-west,1,,,, ,,,,,,,,,,,16.4,No precipitation,1,,,,
20.08.2020 04:00,17.9,710.9,758.2,0.1,92,Wind blowing from the south,1,,,, ,,,,,,,,,,,16.6,No precipitation,1,,,,
20.08.2020 03:00,17.6,710.8,758.0,0.0,94,Calm no wind,0,,,, ,,,,,,,,,,,16.6,No precipitation,1,,,,
20.08.2020 02:00,17.5,710.8,758.1,0.1,93,Calm no wind,0,,,, ,,,,,,,,,,,16.4,No precipitation,1,,,,
20.08.2020 01:00,18.3,710.8,757.9,0.3,90,Calm no wind,0,,,, ,,,,,,,,,,,16.7,No precipitation,6,,,,
20.08.2020 00:00,18.5,710.8,757.9,0.3,88,Wind blowing from the north-northeast,1,,,, ,,,,,,,,,,,16.4,No precipitation,1,,,,
19.08.2020 23:00,18.3,710.7,757.9,0.6,89,Wind blowing from the north-northeast,1,,,, ,,,,,,,,,,,16.5,No precipitation,1,,,,
19.08.2020 22:00,18.5,710.5,757.6,0.5,89,Wind blowing from the north,1,,,, ,,,,,,,,,,,16.6,No precipitation,1,,,,
19.08.2020 21:00,19.2,710.5,757.6,0.1,86,Wind blowing from the north-northeast,1,,,, ,,,,,,,,,,,16.8,No precipitation,1,,,,
19.08.2020 20:00,19.4,710.1,757.0,-0.4,80,Wind blowing from the north-northeast,2,,,, ,,,,,,,,,,,15.9,No precipitation,1,,,,
19.08.2020 19:00,22.3,710.0,756.4,-0.5,62,Wind blowing from the east-northeast,2,,,, ,,,,25.0,,,,,,,14.6,No precipitation,12,,,,
19.08.2020 18:00,22.6,710.4,756.8,-0.3,66,Wind blowing from the north-east,2,,,, ,,,,,,,,,,,16.0,No precipitation,1,,,,
19.08.2020 17:00,22.2,710.5,757.0,-0.6,70,Wind blowing from the north-northeast,1,,,, ,,,,,,,,,,,16.5,No precipitation,1,,,,
19.08.2020 16:00,24.5,710.5,756.6,-0.8,48,Wind blowing from the south-west,1,,,, ,,,,,,,,,,,12.8,No precipitation,1,,,,
19.08.2020 15:00,24.4,710.7,756.8,,54,Wind blowing from the south-southwest,2,,,, ,,,,,,,,,,,14.6,,,,,,
19.08.2020 14:00,24.5,711.1,757.2,-0.6,53,Wind blowing from the north,1,,,, ,,,,,,,,,,,14.3,No precipitation,1,,,,
19.08.2020 13:00,23.4,711.3,757.6,-0.9,55,Wind blowing from the north-northwest,1,,,, ,,,,,,,,,,,13.7,No precipitation,6,,,,
19.08.2020 12:00,22.1,711.4,758.0,-0.8,69,Wind blowing from the north-northeast,2,,,, ,,,,,,,,,,,16.1,No precipitation,1,,,,
19.08.2020 11:00,21.4,711.7,758.4,-0.5,69,Wind blowing from the north-west,1,,,, ,,,,,,,,,,,15.5,No precipitation,1,,,,
19.08.2020 10:00,19.9,712.2,759.1,-0.3,69,Wind blowing from the west-southwest,1,,,, ,,,,,,,,,,,14.0,No precipitation,1,,,,
19.08.2020 09:00,18.3,712.2,759.4,-0.2,76,Wind blowing from the north-east,1,,,, ,,,,,,,,,,,13.9,No precipitation,1,,,,
19.08.2020 08:00,16.9,712.2,759.7,-0.4,77,Wind blowing from the east-southeast,2,,,, ,,,,,,,,,,,12.9,No precipitation,1,,,,
19.08.2020 07:00,15.4,712.5,760.3,-0.2,86,Wind blowing from the south-southeast,1,,,, ,,,13.8,,,,,,,,13.1,No precipitation,12,,,,
19.08.2020 06:00,14.5,712.4,760.3,-0.8,91,Wind blowing from the south,2,,,, ,,,,,,,,,,,13.0,No precipitation,1,,,,
19.08.2020 05:00,14.3,712.6,760.6,-0.7,92,Wind blowing from the south,2,,,, ,,,,,,,,,,,13.0,No precipitation,1,,,,
19.08.2020 04:00,14.8,712.7,760.6,-0.6,91,Wind blowing from the south-southeast,3,,,, ,,,,,,,,,,,13.3,No precipitation,1,,,,
19.08.2020 03:00,14.7,713.2,761.1,-0.3,93,Wind blowing from the south,2,,,, ,,,,,,,,,,,13.6,No precipitation,1,,,,
19.08.2020 02:00,13.9,713.3,761.5,-0.2,99,Wind blowing from the west-northwest,1,,,, ,,,,,,,,,,,13.7,No precipitation,1,,,,
19.08.2020 01:00,14.6,713.3,761.3,-0.3,96,Wind blowing from the south-west,2,,,, ,,,,,,,,,,,14.0,No precipitation,6,,,,
19.08.2020 00:00,16.1,713.5,761.2,0.2,91,Wind blowing from the south,2,,,, ,,,,,,,,,,,14.6,No precipitation,1,,,,
18.08.2020 23:00,16.8,713.5,761.2,0.4,88,Wind blowing from the south,2,,,, ,,,,,,,,,,,14.8,No precipitation,1,,,,
18.08.2020 22:00,16.6,713.6,761.2,0.7,90,Wind blowing from the south,2,,,, ,,,,,,,,,,,15.0,No precipitation,1,,,,
18.08.2020 21:00,16.2,713.3,761.0,0.5,94,Wind blowing from the south-southwest,1,,,, ,,,,,,,,,,,15.3,No precipitation,1,,,,
18.08.2020 20:00,17.1,713.1,760.6,0.8,89,Wind blowing from the south,2,,,, ,,,,,,,,,,,15.3,No precipitation,1,,,,
18.08.2020 19:00,17.7,712.9,760.3,0.6,89,Wind blowing from the south-southeast,1,,,, ,,,,23.3,,,,,,,15.8,3.0,12,,,,
18.08.2020 18:00,17.2,712.8,760.3,0.2,82,Wind blowing from the north-east,2,,,, ,,,,,,,,,,,14.0,3.0,1,,,,
18.08.2020 17:00,21.5,712.3,759.1,-0.3,64,Wind blowing from the north-east,2,,,, ,,,,,,,,,,,14.3,No precipitation,1,,,,
18.08.2020 16:00,22.2,712.3,758.9,-0.3,59,Wind blowing from the north-east,3,,,, ,,,,,,,,,,,13.8,No precipitation,1,,,,
18.08.2020 15:00,22.6,712.6,759.1,-0.1,64,Wind blowing from the north,2,,,, ,,,,,,,,,,,15.4,No precipitation,1,,,,
18.08.2020 14:00,21.4,712.6,759.3,-0.6,67,Wind blowing from the north-northwest,4,,,, ,,,,,,,,,,,15.1,No precipitation,1,,,,
18.08.2020 13:00,22.4,712.6,759.1,-0.9,54,Wind blowing from the west,2,,,, ,,,,,,,,,,,12.6,No precipitation,6,,,,
18.08.2020 12:00,22.5,712.7,759.3,-0.8,59,Wind blowing from the south,1,,,, ,,,,,,,,,,,14.0,No precipitation,1,,,,
18.08.2020 11:00,21.1,713.2,760.0,-0.3,68,Wind blowing from the east-southeast,2,,,, ,,,,,,,,,,,15.0,No precipitation,1,,,,
18.08.2020 10:00,19.5,713.5,760.6,0.2,73,Wind blowing from the south-southeast,2,,,, ,,,,,,,,,,,14.4,No precipitation,1,,,,
18.08.2020 09:00,18.2,713.5,760.9,0.4,81,Wind blowing from the south-southeast,3,,,, ,,,,,,,,,,,14.9,No precipitation,1,,,,
18.08.2020 08:00,17.0,713.5,761.0,0.6,82,Wind blowing from the south-southeast,3,,,, ,,,,,,,,,,,13.9,No precipitation,1,,,,
18.08.2020 07:00,15.6,713.3,761.1,0.1,91,Wind blowing from the south,1,,,, ,,,13.6,,,,,,,,14.1,15.0,12,,,,
18.08.2020 06:00,13.8,713.1,761.2,-0.2,97,Wind blowing from the north-northeast,1,,,, ,,,,,,,,,,,13.3,No precipitation,1,,,,
18.08.2020 05:00,14.7,712.9,760.9,-0.5,94,Wind blowing from the south,2,,,, ,,,,,,,,,,,13.7,No precipitation,1,,,,
18.08.2020 04:00,14.0,713.2,761.3,-0.3,97,Wind blowing from the east,0,,,, ,,,,,,,,,,,13.5,No precipitation,1,,,,
18.08.2020 03:00,14.5,713.3,761.3,-0.3,96,Wind blowing from the north-northeast,1,,,, ,,,,,,,,,,,13.9,0.1,1,,,,
18.08.2020 02:00,14.8,713.4,761.3,-0.4,97,Wind blowing from the north-northwest,0,,,, ,,,,,,,,,,,14.3,No precipitation,1,,,,
18.08.2020 01:00,15.2,713.5,761.5,0.4,93,Wind blowing from the north-east,2,,,, ,,,,,,,,,,,14.0,15.0,6,,,,
18.08.2020 00:00,15.6,713.6,761.5,0.7,90,Wind blowing from the south-southeast,2,,,, ,,,,,,,,,,,14.0,0.5,1,,,,
17.08.2020 23:00,15.2,713.8,761.7,1.5,86,Wind blowing from the east,3,,,, ,,,,,,,,,,,12.8,12.0,1,,,,
17.08.2020 22:00,17.7,713.1,760.5,1.2,83,Wind blowing from the south-east,1,,,, ,,,,,,,,,,,14.7,No precipitation,1,,,,
17.08.2020 21:00,18.3,712.9,760.3,1.2,83,Wind blowing from the south-southeast,3,,,, ,,,,,,,,,,,15.4,No precipitation,1,,,,
17.08.2020 20:00,19.1,712.3,759.4,0.6,83,Wind blowing from the south-east,4,,,, ,,,,,,,,,,,16.2,No precipitation,1,,,,
17.08.2020 19:00,20.1,711.9,758.8,0.2,78,Wind blowing from the east-southeast,4,,,, ,,,,23.4,,,,,,,16.2,No precipitation,12,,,,
17.08.2020 18:00,22.2,711.7,758.2,-0.1,68,Wind blowing from the north,2,,,, ,,,,,,,,,,,15.9,No precipitation,1,,,,
17.08.2020 17:00,22.6,711.7,758.2,-0.6,62,Wind blowing from the west,2,,,, ,,,,,,,,,,,14.9,No precipitation,1,,,,
17.08.2020 16:00,23.3,711.7,758.1,-0.6,57,Wind blowing from the south-west,2,,,, ,,,,,,,,,,,14.4,No precipitation,1,,,,
17.08.2020 15:00,22.9,711.8,758.2,-0.7,56,Wind blowing from the west-southwest,2,,,, ,,,,,,,,,,,13.7,No precipitation,1,,,,
17.08.2020 14:00,22.2,712.3,758.8,-0.1,65,Wind blowing from the west-northwest,2,,,, ,,,,,,,,,,,15.2,No precipitation,1,,,,
17.08.2020 13:00,21.8,712.3,758.9,-0.3,66,Wind blowing from the west,2,,,, ,,,,,,,,,,,15.2,No precipitation,6,,,,
17.08.2020 12:00,16.4,712.5,760.1,-0.1,82,Wind blowing from the north-northeast,3,,,, ,,,,,,,,,,,13.3,No precipitation,1,,,,
17.08.2020 11:00,21.0,712.4,759.2,,70,Wind blowing from the west-northwest,2,,,, ,,,,,,,,,,,15.3,,,,,,
17.08.2020 10:00,19.4,712.6,759.7,0.0,79,Wind blowing from the east-southeast,1,,,, ,,,,,,,,,,,15.7,No precipitation,1,,,,
17.08.2020 09:00,18.5,712.6,759.9,-0.1,82,Wind blowing from the south,2,,,, ,,,,,,,,,,,15.3,No precipitation,1,,,,
17.08.2020 08:00,17.1,712.6,760.0,0.1,91,Wind blowing from the south,3,,,, ,,,,,,,,,,,15.6,No precipitation,1,,,,
17.08.2020 07:00,16.5,712.6,760.3,0.0,93,Wind blowing from the west-southwest,1,,,, ,,,16.4,,,,,,,,15.4,34.0,12,,,,
17.08.2020 06:00,16.5,712.7,760.3,0.3,94,Wind blowing from the south,1,,,, ,,,,,,,,,,,15.6,3.0,1,,,,
17.08.2020 05:00,16.5,712.5,760.1,-0.1,94,Wind blowing from the south-southeast,2,,,, ,,,,,,,,,,,15.5,2.0,1,,,,
17.08.2020 04:00,16.8,712.6,760.2,-0.1,93,Wind blowing from the south-southwest,1,,,, ,,,,,,,,,,,15.6,No precipitation,1,,,,
17.08.2020 03:00,16.7,712.4,760.0,-0.5,91,Wind blowing from the south,2,,,, ,,,,,,,,,,,15.2,No precipitation,1,,,,
17.08.2020 02:00,16.7,712.6,760.1,-0.1,92,Wind blowing from the south,2,,,, ,,,,,,,,,,,15.3,0.1,1,,,,
17.08.2020 01:00,16.8,712.7,760.3,-0.2,91,Wind blowing from the south,3,,,, ,,,,,,,,,,,15.3,28.0,6,,,,
17.08.2020 00:00,16.8,712.9,760.4,2.1,93,Wind blowing from the south-southwest,1,,,, ,,,,,,,,,,,15.6,1.0,1,,,,
16.08.2020 23:00,17.0,712.7,760.3,2.2,94,Wind blowing from the south-southeast,2,,,, ,,,,,,,,,,,16.0,4.0,1,,,,
16.08.2020 22:00,17.3,712.9,760.3,2.5,91,Wind blowing from the south-east,4,,,, ,,,,,,,,,,,15.8,22.0,1,,,,
16.08.2020 21:00,22.4,710.8,757.3,0.4,74,Wind blowing from the south-southeast,2,,,, ,,,,,,,,,,,17.6,No precipitation,1,,,,
16.08.2020 20:00,22.6,710.5,757.0,0.0,69,Wind blowing from the north-east,1,,,, ,,,,,,,,,,,16.6,No precipitation,1,,,,
16.08.2020 19:00,23.8,710.4,756.6,-0.4,64,Wind blowing from the west-northwest,1,,,, ,,,,27.6,,,,,,,16.6,No precipitation,12,,,,
16.08.2020 18:00,25.5,710.4,756.3,,55,Wind blowing from the west,2,,,, ,,,,,,,,,,,15.7,No precipitation,1,,,,
16.08.2020 17:00,26.0,710.5,756.4,-0.8,51,Wind blowing from the west-northwest,2,,,, ,,,,,,,,,,,15.2,No precipitation,1,,,,
16.08.2020 16:00,27.3,710.8,756.4,-0.6,48,Wind blowing from the west,3,,,, ,,,,,,,,,,,15.4,No precipitation,1,,,,
16.08.2020 14:00,27.6,711.3,756.9,-0.5,51,Wind blowing from the south-west,2,,,, ,,,,,,,,,,,16.4,No precipitation,1,,,,
16.08.2020 13:00,26.8,711.4,757.2,-0.7,53,Wind blowing from the west-southwest,3,,,, ,,,,,,,,,,,16.4,No precipitation,6,,,,
16.08.2020 12:00,26.3,711.6,757.4,-0.4,54,Wind blowing from the west,2,,,, ,,,,,,,,,,,16.3,No precipitation,1,,,,
16.08.2020 11:00,24.1,711.8,758.0,-0.3,58,Wind blowing from the west-southwest,1,,,, ,,,,,,,,,,,15.4,No precipitation,1,,,,
16.08.2020 10:00,22.6,712.1,758.6,0.2,65,Wind blowing from the south,2,,,, ,,,,,,,,,,,15.7,No precipitation,1,,,,
16.08.2020 09:00,21.0,712.0,758.8,0.0,72,Wind blowing from the east-southeast,1,,,, ,,,,,,,,,,,15.7,No precipitation,1,,,,
