,Date,E3_Fiscal measures,E4_International support,H4_Emergency investment in healthcare,H5_Investment in vaccines,H6_Facial Coverings,ConfirmedCases,ConfirmedDeaths,StringencyIndex,StringencyIndexForDisplay,GovernmentResponseIndexForDisplay,ContainmentHealthIndexForDisplay,EconomicSupportIndexForDisplay,C1_School closing (0),C1_School closing (1),C1_School closing (2),C1_School closing (3),C2_Workplace closing (0),C2_Workplace closing (1),C2_Workplace closing (2),C2_Workplace closing (3),C3_Cancel public events (0),C3_Cancel public events (1),C3_Cancel public events (2),C4_Restrictions on gatherings (0),C4_Restrictions on gatherings (1),C4_Restrictions on gatherings (2),C4_Restrictions on gatherings (3),C4_Restrictions on gatherings (4),C5_Close public transport (0),C5_Close public transport (1),C5_Close public transport (2),C6_Stay at home requirements (0),C6_Stay at home requirements (1),C6_Stay at home requirements (2),C6_Stay at home requirements (3),C7_Restrictions on internal movement (0),C7_Restrictions on internal movement (1),C7_Restrictions on internal movement (2),C8_International travel controls (0),C8_International travel controls (1),C8_International travel controls (2),C8_International travel controls (3),C8_International travel controls (4),E1_Income support (0),E1_Income support (1),E1_Income support (2),E2_Debt/contract relief (0),E2_Debt/contract relief (1),E2_Debt/contract relief (2),H1_Public information campaigns (0),H1_Public information campaigns (1),H1_Public information campaigns (2),H2_Testing policy (0),H2_Testing policy (1),H2_Testing policy (2),H2_Testing policy (3),H3_Contact tracing (0),H3_Contact tracing (1),H3_Contact tracing (2),H7_Vaccination policy (0),H7_Vaccination policy (1),H7_Vaccination policy (2),H7_Vaccination policy (3),H7_Vaccination policy (4),H7_Vaccination policy (5)
174,23/06/2020,0,0,0,0,1,17879,965,25.93,25.93,35,28.85,75,28,18,0,0,28,0,0,0,28,18,0,28,0,0,0,0,28,0,0,28,0,0,0,28,0,0,28,28,21,12,0,28,9,0,28,15,15,28,21,21,28,24,0,0,28,24,0,28,0,0,0,0,0
175,24/06/2020,0,0,0,0,1,17963,967,25.93,25.93,35,28.85,75,29,18,0,0,29,0,0,0,29,18,0,29,0,0,0,0,29,0,0,29,0,0,0,29,0,0,29,27,24,12,0,29,9,0,29,15,15,29,21,21,29,24,0,0,29,24,0,29,0,0,0,0,0
176,25/06/2020,0,0,0,0,1,18055,971,25.93,25.93,35,28.85,75,29,18,0,0,29,0,0,0,29,21,0,29,0,0,0,0,29,0,0,29,0,0,0,29,0,0,29,27,24,12,0,29,9,0,29,15,15,29,21,21,29,27,0,0,29,27,0,29,0,0,0,0,0
177,26/06/2020,0,0,0,0,1,18162,971,25.93,25.93,35,28.85,75,29,18,0,0,29,0,0,0,29,21,0,29,0,0,0,0,29,0,0,29,0,0,0,29,0,0,29,27,24,12,0,29,9,0,29,15,15,29,21,21,29,27,0,0,29,27,0,29,0,0,0,0,0
178,27/06/2020,0,0,0,0,1,18254,971,25.93,25.93,35,28.85,75,29,18,0,0,29,0,0,0,29,21,0,29,0,0,0,0,29,0,0,29,0,0,0,29,0,0,29,27,24,12,0,29,12,0,29,15,15,29,24,24,29,27,0,0,29,27,0,29,0,0,0,0,0
179,28/06/2020,0,0,0,0,1,18366,972,25.93,25.93,35,28.85,75,29,18,0,0,29,0,0,0,29,21,0,29,0,0,0,0,29,0,0,29,0,0,0,29,0,0,29,27,24,12,0,29,12,0,29,15,15,29,24,24,29,27,0,0,29,27,0,29,0,0,0,0,0
180,29/06/2020,0,0,0,0,1,18476,972,25.93,25.93,35,28.85,75,29,18,0,0,29,0,0,0,29,21,0,29,0,0,0,0,29,0,0,29,0,0,0,29,0,0,29,29,24,12,0,29,12,0,29,15,15,29,24,24,29,27,0,0,29,27,0,29,0,0,0,0,0
181,30/06/2020,0,0,0,0,1,18615,972,25.93,25.93,35,28.85,75,30,18,0,0,30,0,0,0,30,21,0,30,0,0,0,0,30,0,0,30,0,0,0,30,0,0,30,27,24,12,0,30,12,0,30,15,15,30,24,24,30,27,0,0,30,27,0,30,0,0,0,0,0
182,01/07/2020,0,465133140,0,0,1,18838,976,25.93,25.93,35,28.85,75,30,18,0,0,30,0,0,0,30,21,0,30,0,0,0,0,30,0,0,30,0,0,0,30,0,0,30,27,24,12,0,30,12,0,30,15,15,30,24,24,30,27,0,0,30,27,0,30,0,0,0,0,0
183,02/07/2020,0,0,0,0,1,19055,977,25.93,25.93,35,28.85,75,30,18,0,0,30,0,0,0,30,21,0,30,0,0,0,0,30,0,0,30,0,0,0,30,0,0,30,27,24,15,0,30,12,0,30,18,18,30,24,24,30,27,0,0,30,27,0,30,0,0,0,0,0
184,03/07/2020,0,0,0,0,1,19185,977,25.93,25.93,35,28.85,75,30,18,0,0,30,0,0,0,30,21,0,30,0,0,0,0,30,0,0,30,0,0,0,30,0,0,30,27,24,15,0,30,12,0,30,18,18,30,24,24,30,27,3,0,30,27,0,30,0,0,0,0,0
185,04/07/2020,0,0,0,0,1,19461,977,25.93,25.93,35,28.85,75,30,18,0,0,30,0,0,0,30,21,0,30,0,0,0,0,30,0,0,30,0,0,0,30,0,0,30,27,24,15,0,30,12,0,30,18,18,30,24,24,30,27,3,0,30,27,0,30,0,0,0,0,0
186,05/07/2020,0,0,0,0,1,19668,977,25.93,25.93,35,28.85,75,30,18,0,0,30,0,0,0,30,21,0,30,0,0,0,0,30,0,0,30,0,0,0,30,0,0,30,30,24,15,0,30,12,0,30,18,18,30,24,24,30,27,3,0,30,27,0,30,0,0,0,0,0
187,06/07/2020,0,0,0,0,1,19848,978,25.93,25.93,35,28.85,75,31,21,0,0,31,0,0,0,31,21,0,31,0,0,0,0,31,0,0,31,0,0,0,31,0,0,31,30,24,15,0,31,12,0,31,18,18,31,24,24,31,27,3,0,31,27,0,31,0,0,0,0,0
188,07/07/2020,0,0,0,0,1,20055,981,25.93,25.93,35,28.85,75,31,21,0,0,31,0,0,0,31,21,0,31,0,0,0,0,31,0,0,31,0,0,0,31,0,0,31,30,24,15,0,31,12,0,31,18,18,31,24,24,31,27,3,0,31,27,0,31,0,0,0,0,0
189,08/07/2020,0,7484026,0,0,1,20261,982,25.93,25.93,35,28.85,75,31,21,0,0,31,0,0,0,31,21,0,31,0,0,0,0,31,0,0,31,0,0,0,31,0,0,31,30,24,15,0,31,12,0,31,18,18,31,24,24,31,27,3,0,31,27,0,31,0,0,0,0,0
190,09/07/2020,0,0,0,0,1,20617,982,25.93,25.93,35,28.85,75,31,21,0,0,31,0,0,0,31,21,0,31,0,0,0,0,31,0,0,31,0,0,0,31,0,0,31,30,24,15,0,31,12,0,31,18,18,31,24,24,31,27,3,0,31,27,0,31,0,0,0,0,0
191,10/07/2020,0,0,0,106000000,1,21044,982,25.93,25.93,35,28.85,75,31,21,0,0,31,0,0,0,31,21,0,31,0,0,0,0,31,0,0,31,0,0,0,31,0,0,31,30,24,15,0,31,12,0,31,18,18,31,24,24,31,27,3,0,31,27,0,31,0,0,0,0,0
192,11/07/2020,0,0,0,0,1,21430,982,25.93,25.93,35,28.85,75,31,21,0,0,31,0,0,0,31,21,0,31,0,0,0,0,31,0,0,31,0,0,0,31,0,0,31,31,24,15,0,31,12,0,31,18,18,31,24,24,31,27,3,0,31,27,0,31,0,0,0,0,0
193,12/07/2020,0,0,0,0,1,21841,983,25.93,25.93,35,28.85,75,32,21,0,0,32,0,0,0,32,21,0,32,0,0,0,0,32,0,0,32,0,0,0,32,0,0,32,30,27,15,0,32,12,0,32,18,18,32,24,24,32,27,3,0,32,27,0,32,0,0,0,0,0
194,13/07/2020,0,0,0,0,1,22125,984,25.93,25.93,35,28.85,75,32,21,0,0,32,0,0,0,32,24,0,32,0,0,0,0,32,0,0,32,0,0,0,32,0,0,32,30,27,15,0,32,12,0,32,18,18,32,24,24,32,30,3,0,32,30,0,32,0,0,0,0,0
195,14/07/2020,0,0,0,0,1,22437,984,25.93,25.93,35,28.85,75,32,21,0,0,32,0,0,0,32,24,0,32,0,0,0,0,32,0,0,32,0,0,0,32,0,0,32,30,27,15,0,32,12,0,32,18,18,32,24,24,32,30,3,0,32,30,0,32,0,0,0,0,0
196,15/07/2020,0,0,0,0,1,23172,984,25.93,25.93,35,28.85,75,32,21,0,0,32,0,0,0,32,24,0,32,0,0,0,0,32,0,0,32,0,0,0,32,0,0,32,30,27,15,0,32,15,0,32,18,18,32,27,27,32,30,3,0,32,30,0,32,0,0,0,0,0
197,16/07/2020,0,0,0,0,1,23510,985,25.93,25.93,35,28.85,75,32,21,0,0,32,0,0,0,32,24,0,32,0,0,0,0,32,0,0,32,0,0,0,32,0,0,32,30,27,15,0,32,15,0,32,18,18,32,27,27,32,30,3,0,32,30,0,32,0,0,0,0,0
198,17/07/2020,0,0,0,0,1,24104,985,25.93,25.93,35,28.85,75,32,21,0,0,32,0,0,0,32,24,0,32,0,0,0,0,32,0,0,32,0,0,0,32,0,0,32,32,27,15,0,32,15,0,32,18,18,32,27,27,32,30,3,0,32,30,0,32,0,0,0,0,0
199,18/07/2020,0,0,0,0,1,24946,986,25.93,25.93,35,28.85,75,33,21,0,0,33,0,0,0,33,24,0,33,0,0,0,0,33,0,0,33,0,0,0,33,0,0,33,30,27,15,0,33,15,0,33,18,18,33,27,27,33,30,3,0,33,30,0,33,0,0,0,0,0
200,19/07/2020,0,0,0,0,1,25446,986,25.93,25.93,35,28.85,75,33,21,0,0,33,0,0,0,33,24,0,33,0,0,0,0,33,0,0,33,0,0,0,33,0,0,33,30,27,15,0,33,15,0,33,18,18,33,27,27,33,30,3,0,33,30,0,33,0,0,0,0,0
201,20/07/2020,0,0,0,0,1,25706,988,25.93,25.93,35,28.85,75,33,21,0,0,33,0,0,0,33,24,0,33,0,0,0,0,33,0,0,33,0,0,0,33,0,0,33,30,27,18,0,33,15,0,33,21,21,33,27,27,33,30,3,0,33,30,0,33,0,0,0,0,0
202,21/07/2020,0,0,0,0,1,26463,988,25.93,25.93,35,28.85,75,33,21,0,0,33,0,0,0,33,24,0,33,0,0,0,0,33,0,0,33,0,0,0,33,0,0,33,30,27,18,0,33,15,0,33,21,21,33,27,27,33,30,6,0,33,30,0,33,0,0,0,0,0
203,22/07/2020,0,0,0,0,1,27136,990,25.93,25.93,35,28.85,75,33,21,0,0,33,0,0,0,33,24,0,33,0,0,0,0,33,0,0,33,0,0,0,33,0,0,33,30,27,18,0,33,15,0,33,21,21,33,27,27,33,30,6,0,33,30,0,33,0,0,0,0,0
204,23/07/2020,0,0,0,0,1,28114,992,30.56,30.56,37.78,32.05,75,33,21,0,0,33,0,0,0,33,24,0,33,0,0,0,0,33,0,0,33,0,0,0,33,0,0,33,33,27,18,0,33,15,0,33,21,21,33,27,27,33,30,6,0,33,30,0,33,0,0,0,0,0
205,24/07/2020,0,0,0,0,1,28883,994,30.56,30.56,37.78,32.05,75,34,24,0,0,34,0,0,0,34,24,0,34,0,0,0,0,34,0,0,34,0,0,0,34,0,0,34,33,27,18,0,34,15,0,34,21,21,34,27,27,34,30,6,0,34,30,0,34,0,0,0,0,0
206,25/07/2020,0,0,0,0,1,29684,996,30.56,30.56,37.78,32.05,75,34,24,0,0,34,0,0,0,34,24,0,34,0,0,0,0,34,0,0,34,0,0,0,34,0,0,34,33,27,18,0,34,15,0,34,21,21,34,27,27,34,30,6,0,34,30,0,34,0,0,0,0,0
207,26/07/2020,0,0,0,0,1,30548,998,34.26,34.26,40,34.62,75,34,24,0,0,34,0,0,0,34,24,0,34,0,0,0,0,34,0,0,34,0,0,0,34,0,0,34,33,27,18,0,34,15,0,34,21,21,34,27,27,34,30,6,0,34,30,0,34,0,0,0,0,0
208,27/07/2020,0,0,0,0,1,31142,998,34.26,34.26,40,34.62,75,34,24,0,0,34,0,0,0,34,24,0,34,0,0,0,0,34,0,0,34,0,0,0,34,0,0,34,33,27,18,0,34,15,0,34,21,21,34,27,27,34,30,6,0,34,30,0,34,0,0,0,0,0
209,28/07/2020,0,0,0,0,1,32116,1001,34.26,34.26,40,34.62,75,34,24,0,0,34,0,0,0,34,24,0,34,0,0,0,0,34,0,0,34,0,0,0,34,0,0,34,33,27,18,0,34,15,0,34,21,21,34,27,27,34,30,6,0,34,30,0,34,0,0,0,0,0
210,29/07/2020,0,0,0,0,1,33382,1001,34.26,34.26,40,34.62,75,34,24,0,0,34,0,0,0,34,24,0,34,0,0,0,0,34,0,0,34,0,0,0,34,0,0,34,34,27,18,0,34,15,0,34,21,21,34,27,27,34,30,6,0,34,30,0,34,0,0,0,0,0
211,30/07/2020,0,0,0,0,1,35144,1007,34.26,34.26,40,34.62,75,35,24,0,0,35,0,0,0,35,24,0,35,0,0,0,0,35,0,0,35,0,0,0,35,0,0,35,33,30,18,0,35,15,0,35,21,21,35,27,27,35,30,6,0,35,30,0,35,0,0,0,0,0
212,31/07/2020,0,0,0,0,1,36234,1008,34.26,34.26,40,34.62,75,35,24,0,0,35,0,0,0,35,27,0,35,0,0,0,0,35,0,0,35,0,0,0,35,0,0,35,33,30,18,0,35,15,0,35,21,21,35,27,27,35,33,6,0,35,33,0,35,0,0,0,0,0
213,01/08/2020,0,0,0,0,1,37804,1012,34.26,34.26,40,34.62,75,35,24,0,0,35,0,0,0,35,27,0,35,0,0,0,0,35,0,0,35,0,0,0,35,0,0,35,33,30,18,0,35,15,0,35,21,21,35,27,27,35,33,6,0,35,33,0,35,0,0,0,0,0
214,02/08/2020,0,0,0,0,1,39116,1013,34.26,34.26,40,34.62,75,35,24,0,0,35,0,0,0,35,27,0,35,0,0,0,0,35,0,0,35,0,0,0,35,0,0,35,33,30,18,0,35,18,0,35,21,21,35,30,30,35,33,6,0,35,33,0,35,0,0,0,0,0
215,03/08/2020,0,0,0,0,1,40099,1018,34.26,34.26,40,34.62,75,35,24,0,0,35,0,0,0,35,27,0,35,0,0,0,0,35,0,0,35,0,0,0,35,0,0,35,33,30,18,0,35,18,0,35,21,21,35,30,30,35,33,6,0,35,33,0,35,0,0,0,0,0
216,04/08/2020,0,0,0,0,1,41347,1023,34.26,34.26,40,34.62,75,35,24,0,0,35,0,0,0,35,27,0,35,0,0,0,0,35,0,0,35,0,0,0,35,0,0,35,35,30,18,0,35,18,0,35,21,21,35,30,30,35,33,6,0,35,33,0,35,0,0,0,0,0
217,05/08/2020,0,0,0,0,1,42686,1028,34.26,34.26,40,34.62,75,36,24,0,0,36,0,0,0,36,27,0,36,0,0,0,0,36,0,0,36,0,0,0,36,0,0,36,33,30,18,0,36,18,0,36,21,21,36,30,30,36,33,6,0,36,33,0,36,0,0,0,0,0
218,06/08/2020,0,0,0,0,1,44167,1034,32.41,32.41,38.89,33.33,75,36,24,0,0,36,0,0,0,36,27,0,36,0,0,0,0,36,0,0,36,0,0,0,36,0,0,36,33,30,18,0,36,18,0,36,21,21,36,30,30,36,33,6,0,36,33,0,36,0,0,0,0,0
219,07/08/2020,10400000000,0,0,0,1,45764,1042,32.41,32.41,38.89,33.33,75,36,24,0,0,36,0,0,0,36,27,0,36,0,0,0,0,36,0,0,36,0,0,0,36,0,0,36,33,30,21,0,36,18,0,36,24,24,36,30,30,36,33,6,0,36,33,0,36,0,0,0,0,0
220,08/08/2020,0,0,0,0,1,47342,1042,32.41,32.41,38.89,33.33,75,36,24,0,0,36,0,0,0,36,27,0,36,0,0,0,0,36,0,0,36,0,0,0,36,0,0,36,33,30,21,0,36,18,0,36,24,24,36,30,30,36,33,9,0,36,33,0,36,0,0,0,0,0
221,09/08/2020,0,0,0,0,1,48782,1047,32.41,32.41,38.89,33.33,75,36,24,0,0,36,0,0,0,36,27,0,36,0,0,0,0,36,0,0,36,0,0,0,36,0,0,36,33,30,21,0,36,18,0,36,24,24,36,30,30,36,33,9,0,36,33,0,36,0,0,0,0,0
222,10/08/2020,0,0,0,0,1,49617,1052,32.41,32.41,38.89,33.33,75,36,24,0,0,36,0,0,0,36,27,0,36,0,0,0,0,36,0,0,36,3,0,0,36,3,0,36,36,30,21,0,36,18,0,36,24,24,36,30,30,36,33,9,0,36,33,0,36,0,0,0,0,0
223,11/08/2020,0,0,0,0,1,50302,1058,32.41,32.41,38.89,33.33,75,37,27,0,0,37,0,0,0,37,27,0,37,0,0,0,0,37,0,0,37,3,0,0,37,3,0,37,36,30,21,0,37,18,0,37,24,24,37,30,30,37,33,9,0,37,33,0,37,0,0,0,0,0
224,12/08/2020,0,0,0,0,1,51288,1066,32.41,32.41,38.89,33.33,75,37,27,0,0,37,0,0,0,37,27,0,37,0,0,0,0,37,0,0,37,3,0,0,37,3,0,37,36,30,21,0,37,18,0,37,24,24,37,30,30,37,33,9,0,37,33,0,37,0,0,0,0,0
225,13/08/2020,0,0,0,0,1,52471,1073,32.41,32.41,38.89,33.33,75,37,27,0,0,37,3,0,0,37,27,0,37,0,0,0,0,37,0,0,37,3,0,0,37,3,0,37,36,30,21,0,37,18,0,37,24,24,37,30,30,37,33,9,0,37,33,0,37,0,0,0,0,0
226,14/08/2020,0,0,0,0,1,53818,1080,32.41,32.41,38.89,33.33,75,37,27,0,0,37,3,0,0,37,27,0,37,0,0,0,0,37,0,0,37,3,0,0,37,3,0,37,36,30,21,0,37,18,0,37,24,24,37,30,30,37,33,9,0,37,33,0,37,0,0,0,0,0
227,15/08/2020,0,0,0,0,1,55051,1093,32.41,32.41,38.89,33.33,75,37,27,0,0,37,3,0,0,37,27,0,37,0,0,0,0,37,0,0,37,3,0,0,37,3,0,37,36,30,21,0,37,18,0,37,24,24,37,30,30,37,33,9,0,37,33,0,37,0,0,0,0,0
228,16/08/2020,0,0,0,0,1,56074,1103,32.41,32.41,38.89,33.33,75,37,27,0,0,37,3,0,0,37,27,0,37,0,0,0,0,37,0,0,37,3,0,0,37,3,0,37,37,30,21,0,37,18,0,37,24,24,37,30,30,37,33,9,0,37,33,0,37,0,0,0,0,0
229,17/08/2020,0,0,0,0,1,56717,1112,32.41,32.41,38.89,33.33,75,38,27,0,0,38,3,0,0,38,27,0,38,0,0,0,0,38,0,0,38,3,0,0,38,3,0,38,36,33,21,0,38,18,0,38,24,24,38,30,30,38,33,9,0,38,33,0,38,0,0,0,0,0
230,18/08/2020,0,0,0,0,1,57636,1135,32.41,32.41,38.89,33.33,75,38,27,0,0,38,3,0,0,38,30,0,38,0,0,0,0,38,0,0,38,3,0,0,38,3,0,38,36,33,21,0,38,18,0,38,24,24,38,30,30,38,36,9,0,38,36,0,38,0,0,0,0,0
231,19/08/2020,0,0,0,0,1,58728,1148,32.41,32.41,38.89,33.33,75,38,27,0,0,38,3,0,0,38,30,0,38,0,0,0,0,38,0,0,38,3,0,0,38,3,0,38,36,33,21,0,38,18,0,38,24,24,38,30,30,38,36,9,0,38,36,0,38,0,0,0,0,0
232,20/08/2020,0,0,0,0,1,59900,1157,32.41,32.41,38.89,33.33,75,38,27,0,0,38,3,0,0,38,30,0,38,0,0,0,0,38,0,0,38,3,0,0,38,3,0,38,36,33,21,0,38,21,0,38,24,24,38,33,33,38,36,9,0,38,36,0,38,0,0,0,0,0
233,21/08/2020,0,0,0,0,1,60949,1175,32.41,32.41,38.89,33.33,75,38,27,0,0,38,3,0,0,38,30,0,38,0,0,0,0,38,0,0,38,3,0,0,38,3,0,38,36,33,21,0,38,21,0,38,24,24,38,33,33,38,36,9,0,38,36,0,38,0,0,0,0,0
234,22/08/2020,0,0,0,0,1,61916,1179,32.41,32.41,38.89,33.33,75,38,27,0,0,38,3,0,0,38,30,0,38,0,0,0,0,38,0,0,38,3,0,0,38,3,0,38,38,33,21,0,38,21,0,38,24,24,38,33,33,38,36,9,0,38,36,0,38,0,0,0,0,0
235,23/08/2020,0,0,0,0,1,62658,1188,32.41,32.41,38.89,33.33,75,39,27,0,0,39,3,0,0,39,30,0,39,0,0,0,0,39,0,0,39,3,0,0,39,3,0,39,36,33,21,0,39,21,0,39,24,24,39,33,33,39,36,9,0,39,36,0,39,0,0,0,0,0
236,24/08/2020,0,0,0,0,1,63158,1201,32.41,32.41,38.89,33.33,75,39,27,0,0,39,3,0,0,39,30,0,39,0,0,0,0,39,0,0,39,3,0,0,39,3,0,39,36,33,21,0,39,21,0,39,24,24,39,33,33,39,36,9,0,39,36,0,39,0,0,0,0,0
237,25/08/2020,0,0,0,0,1,63888,1219,32.41,32.41,38.89,33.33,75,39,27,0,0,39,3,0,0,39,30,0,39,0,0,0,0,39,0,0,39,3,0,0,39,3,0,39,36,33,24,0,39,21,0,39,27,27,39,33,33,39,36,9,0,39,36,0,39,0,0,0,0,0
238,26/08/2020,0,0,0,0,1,64779,1230,32.41,32.41,38.89,33.33,75,39,27,0,0,39,3,0,0,39,30,0,39,0,0,0,0,39,0,0,39,3,0,0,39,3,0,39,36,33,24,0,39,21,0,39,27,27,39,33,33,39,36,12,0,39,36,0,39,0,0,0,0,0
239,27/08/2020,0,0,0,0,1,65653,1241,32.41,32.41,38.89,33.33,75,39,27,0,0,39,3,0,0,39,30,0,39,0,0,0,0,39,0,0,39,3,0,0,39,3,0,39,36,33,24,0,39,21,0,39,27,27,39,33,33,39,36,12,0,39,36,0,39,0,0,0,0,0
240,28/08/2020,0,0,0,0,1,66499,1251,32.41,32.41,38.89,33.33,75,39,27,0,0,39,3,0,0,39,30,0,39,0,0,0,0,39,0,0,39,6,0,0,39,6,0,39,39,33,24,0,39,21,0,39,27,27,39,33,33,39,36,12,0,39,36,0,39,0,0,0,0,0
241,29/08/2020,0,0,0,0,1,67353,1271,32.41,32.41,38.89,33.33,75,40,30,0,0,40,3,0,0,40,30,0,40,0,0,0,0,40,0,0,40,6,0,0,40,6,0,40,39,33,24,0,40,21,0,40,27,27,40,33,33,40,36,12,0,40,36,0,40,0,0,0,0,0
242,30/08/2020,0,0,0,0,1,67958,1285,32.41,32.41,38.89,33.33,75,40,30,0,0,40,3,0,0,40,30,0,40,0,0,0,0,40,0,0,40,6,0,0,40,6,0,40,39,33,24,0,40,21,0,40,27,27,40,33,33,40,36,12,0,40,36,0,40,0,0,0,0,0
243,31/08/2020,0,0,0,0,1,68396,1298,32.41,32.41,38.89,33.33,75,40,30,0,0,40,6,0,0,40,30,0,40,0,0,0,0,40,0,0,40,6,0,0,40,6,0,40,39,33,24,0,40,21,0,40,27,27,40,33,33,40,36,12,0,40,36,0,40,0,0,0,0,0
244,01/09/2020,0,0,0,0,1,69023,1313,32.41,32.41,38.89,33.33,75,40,30,0,0,40,6,0,0,40,30,0,40,0,0,0,0,40,0,0,40,6,0,0,40,6,0,40,39,33,24,0,40,21,0,40,27,27,40,33,33,40,36,12,0,40,36,0,40,0,0,0,0,0
245,02/09/2020,0,0,0,0,1,69619,1327,32.41,32.41,38.89,33.33,75,40,30,0,0,40,6,0,0,40,30,0,40,0,0,0,0,40,0,0,40,6,0,0,40,6,0,40,39,33,24,0,40,21,0,40,27,27,40,33,33,40,36,12,0,40,36,0,40,0,0,0,0,0
246,03/09/2020,0,0,0,0,1,70278,1334,32.41,32.41,38.89,33.33,75,40,30,0,0,40,6,0,0,40,30,0,40,0,0,0,0,40,0,0,40,6,0,0,40,6,0,40,40,33,24,0,40,21,0,40,27,27,40,33,33,40,36,12,0,40,36,0,40,0,0,0,0,0
247,04/09/2020,0,0,0,0,1,70866,1352,32.41,32.41,38.89,33.33,75,41,30,0,0,41,6,0,0,41,30,0,41,0,0,0,0,41,0,0,41,6,0,0,41,6,0,41,39,36,24,0,41,21,0,41,27,27,41,33,33,41,36,12,0,41,36,0,41,0,0,0,0,0
248,05/09/2020,0,0,0,0,1,71467,1361,32.41,32.41,38.89,33.33,75,41,30,0,0,41,6,0,0,41,33,0,41,0,0,0,0,41,0,0,41,6,0,0,41,6,0,41,39,36,24,0,41,21,0,41,27,27,41,33,33,41,39,12,0,41,39,0,41,0,0,0,0,0
249,06/09/2020,0,0,0,0,1,71918,1366,32.41,32.41,38.89,33.33,75,41,30,0,0,41,6,0,0,41,33,0,41,0,0,0,0,41,0,0,41,6,0,0,41,6,0,41,39,36,24,0,41,21,0,41,27,27,41,33,33,41,39,12,0,41,39,0,41,0,0,0,0,0
250,07/09/2020,0,0,0,0,1,72213,1377,32.41,32.41,38.89,33.33,75,41,30,0,0,41,6,0,0,41,33,0,41,0,0,0,0,41,0,0,41,6,0,0,41,6,0,41,39,36,24,0,41,24,0,41,27,27,41,36,36,41,39,12,0,41,39,0,41,0,0,0,0,0
251,08/09/2020,0,0,0,0,1,72724,1398,32.41,32.41,38.89,33.33,75,41,30,0,0,41,6,0,0,41,33,0,41,0,0,0,0,41,0,0,41,6,0,0,41,6,0,41,39,36,24,0,41,24,0,41,27,27,41,36,36,41,39,12,0,41,39,0,41,0,0,0,0,0
252,09/09/2020,0,0,0,0,1,73264,1412,32.41,32.41,38.89,33.33,75,41,30,0,0,41,6,0,0,41,33,0,41,0,0,0,0,41,0,0,41,6,0,0,41,6,0,41,41,36,24,0,41,24,0,41,27,27,41,36,36,41,39,12,0,41,39,0,41,0,0,0,0,0
253,10/09/2020,0,0,0,0,1,73916,1416,38.89,38.89,42.78,37.82,75,42,30,0,0,42,6,0,0,42,33,0,42,0,0,0,0,42,0,0,42,6,0,0,42,6,0,42,39,36,24,0,42,24,0,42,27,27,42,36,36,42,39,12,0,42,39,0,42,0,0,0,0,0
254,11/09/2020,0,0,0,0,1,74558,1428,38.89,38.89,42.78,37.82,75,42,30,0,0,42,6,0,0,42,33,0,42,0,0,0,0,42,0,0,42,6,0,0,42,6,0,42,39,36,24,0,42,24,0,42,27,27,42,36,36,42,39,12,0,42,39,0,42,0,0,0,0,0
255,12/09/2020,0,0,0,0,1,75206,1441,38.89,38.89,42.78,37.82,75,42,30,0,0,42,6,0,0,42,33,0,42,0,0,0,0,42,0,0,42,6,0,0,42,6,0,42,39,36,27,0,42,24,0,42,30,30,42,36,36,42,39,12,0,42,39,0,42,0,0,0,0,0
256,13/09/2020,0,0,0,0,1,75646,1448,38.89,38.89,42.78,37.82,75,42,30,0,0,42,6,0,0,42,33,0,42,0,0,0,0,42,0,0,42,6,0,0,42,6,0,42,39,36,27,0,42,24,0,42,30,30,42,36,36,42,39,15,0,42,39,0,42,0,0,0,0,0
257,14/09/2020,0,0,0,0,1,75914,1455,38.89,38.89,42.78,37.82,75,42,30,0,0,42,6,0,0,42,33,0,42,0,0,0,0,42,0,0,42,6,0,0,42,6,0,42,39,36,27,0,42,24,0,42,30,30,42,36,36,42,39,15,0,42,39,0,42,0,0,0,0,0
258,15/09/2020,0,0,0,0,1,76446,1463,38.89,38.89,42.78,37.82,75,42,30,0,0,42,6,0,0,42,33,0,42,0,0,0,0,42,0,0,42,9,0,0,42,9,0,42,42,36,27,0,42,24,0,42,30,30,42,36,36,42,39,15,0,42,39,0,42,0,0,0,0,0
259,16/09/2020,0,0,0,0,1,76997,1481,38.89,38.89,42.78,37.82,75,43,33,0,0,43,6,0,0,43,33,0,43,0,0,0,0,43,0,0,43,9,0,0,43,9,0,43,42,36,27,0,43,24,0,43,30,30,43,36,36,43,39,15,0,43,39,0,43,0,0,0,0,0
260,17/09/2020,0,0,0,0,1,77488,1490,38.89,38.89,42.78,37.82,75,43,33,0,0,43,6,0,0,43,33,0,43,0,0,0,0,43,0,0,43,9,0,0,43,9,0,43,42,36,27,0,43,24,0,43,30,30,43,36,36,43,39,15,0,43,39,0,43,0,0,0,0,0
261,18/09/2020,0,0,0,0,1,78061,1500,38.89,38.89,42.78,37.82,75,43,33,0,0,43,9,0,0,43,33,0,43,0,0,0,0,43,0,0,43,9,0,0,43,9,0,43,42,36,27,0,43,24,0,43,30,30,43,36,36,43,39,15,0,43,39,0,43,0,0,0,0,0
262,19/09/2020,0,0,0,0,1,78662,1504,38.89,38.89,42.78,37.82,75,43,33,0,0,43,9,0,0,43,33,0,43,0,0,0,0,43,0,0,43,9,0,0,43,9,0,43,42,36,27,0,43,24,0,43,30,30,43,36,36,43,39,15,0,43,39,0,43,0,0,0,0,0
