# Weather station Glasgow (AWS), UK, WMO_ID=3134,selection from 28.02.2020 till 11.11.2020, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=3134&lang=en
#
"Local time in Glasgow (AWS)";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"05.11.2020 23:00";"9.7";"770.0";"775.5";"-1.0";"90";"Wind blowing from the west";"2";"";"";"";" ";"";"";"";"";"";"";"300-600";"";"";"35.0";"8.1";"";"";"";"";"";"";
"05.11.2020 22:00";"10.1";"770.3";"775.8";"-0.8";"89";"Wind blowing from the west-northwest";"2";"";"";"";" ";"";"";"";"";"";"";"300-600";"";"";"40.0";"8.4";"";"";"";"";"";"";
"05.11.2020 21:00";"10.1";"770.7";"776.2";"-0.6";"91";"Wind blowing from the west-northwest";"3";"";"";"";" ";"";"";"";"";"";"";"300-600";"";"";"19.0";"8.6";"";"";"";"";"";"";
"05.11.2020 20:00";"9.9";"771.0";"776.5";"-0.3";"89";"Wind blowing from the west";"2";"";"";"";" ";"";"";"";"";"";"";"300-600";"";"";"40.0";"8.2";"";"";"";"";"";"";
"05.11.2020 19:00";"10.0";"771.1";"776.6";"0.0";"90";"Wind blowing from the west-southwest";"2";"";"";"";" ";"";"";"";"";"";"";"300-600";"";"";"40.0";"8.4";"";"";"";"";"";"";
"05.11.2020 18:00";"10.2";"771.3";"776.8";"0.0";"90";"Wind blowing from the west-southwest";"4";"";"";"";" ";"";"";"";"13.3";"";"";"300-600";"";"";"45.0";"8.6";"No precipitation";"12";"";"";"";"";
"05.11.2020 17:00";"10.5";"771.3";"776.8";"-0.1";"90";"Wind blowing from the west-southwest";"3";"";"";"";" ";"";"";"";"";"";"";"300-600";"";"";"35.0";"8.9";"";"";"";"";"";"";
"05.11.2020 16:00";"10.9";"771.1";"776.6";"-0.5";"88";"Wind blowing from the west";"4";"";"";"";" ";"";"";"";"";"";"";"300-600";"";"";"25.0";"8.9";"";"";"";"";"";"";
"05.11.2020 15:00";"11.4";"771.3";"776.8";"-0.4";"88";"Wind blowing from the west";"4";"";"";"";" ";"";"";"";"";"";"";"300-600";"";"";"20.0";"9.4";"";"";"";"";"";"";
"05.11.2020 14:00";"12.5";"771.4";"776.9";"-0.3";"83";"Wind blowing from the west";"6";"";"";"";" ";"";"";"";"";"";"";"600-1000";"";"";"26.0";"9.6";"";"";"";"";"";"";
"05.11.2020 13:00";"12.8";"771.6";"777.0";"0.2";"81";"Wind blowing from the west";"5";"";"";"";" ";"";"";"";"";"";"";"600-1000";"";"";"26.0";"9.6";"";"";"";"";"";"";
"05.11.2020 12:00";"12.5";"771.7";"777.1";"0.6";"85";"Wind blowing from the west";"4";"";"";"";" ";"";"";"";"";"";"";"300-600";"";"";"21.0";"10.1";"No precipitation";"6";"";"";"";"";
"05.11.2020 11:00";"12.6";"771.7";"777.1";"0.8";"89";"Wind blowing from the west";"4";"";"";"";" ";"";"";"";"";"";"";"600-1000";"";"";"19.0";"10.8";"";"";"";"";"";"";
"05.11.2020 10:00";"11.6";"771.4";"776.8";"0.9";"92";"Wind blowing from the west";"5";"";"";"";" ";"";"";"";"";"";"";"200-300";"";"";"16.0";"10.4";"";"";"";"";"";"";
"05.11.2020 09:00";"11.3";"771.1";"776.5";"0.9";"94";"Wind blowing from the west";"5";"";"";"";" ";"";"";"";"";"";"";"200-300";"";"";"27.0";"10.3";"";"";"";"";"";"";
"05.11.2020 08:00";"11.2";"770.9";"776.4";"0.7";"94";"Wind blowing from the west";"3";"";"";"";" ";"";"";"";"";"";"";"200-300";"";"";"20.0";"10.3";"";"";"";"";"";"";
"05.11.2020 07:00";"11.1";"770.5";"776.0";"0.2";"95";"Wind blowing from the west";"4";"";"";"";" ";"";"";"";"";"";"";"200-300";"";"";"21.0";"10.3";"";"";"";"";"";"";
"05.11.2020 06:00";"10.8";"770.2";"775.7";"-0.3";"94";"Wind blowing from the west";"5";"";"";"";" ";"";"";"7.5";"";"";"";"200-300";"";"";"30.0";"9.9";"0.4";"12";"";"";"";"";
"05.11.2020 05:00";"10.2";"770.2";"775.7";"-0.5";"95";"Wind blowing from the west-southwest";"4";"";"";"";" ";"";"";"";"";"";"";"200-300";"";"";"50.0";"9.4";"";"";"";"";"";"";
"05.11.2020 04:00";"9.9";"770.3";"775.9";"-0.5";"94";"Wind blowing from the west";"6";"";"";"";"Drizzle (not freezing) or snow grains. ";"";"";"";"";"";"";"200-300";"";"";"50.0";"9.0";"";"";"";"";"";"";
"05.11.2020 03:00";"9.9";"770.5";"776.0";"-0.4";"95";"Wind blowing from the west";"5";"";"";"";"Drizzle (not freezing) or snow grains. ";"";"";"";"";"";"";"200-300";"";"";"18.0";"9.2";"";"";"";"";"";"";
"05.11.2020 02:00";"9.9";"770.7";"776.2";"-0.2";"94";"Wind blowing from the south-west";"2";"";"";"";" ";"";"";"";"";"";"";"200-300";"";"";"60.0";"8.9";"";"";"";"";"";"";
"05.11.2020 01:00";"9.7";"770.8";"776.3";"-0.2";"94";"Wind blowing from the west";"3";"";"";"";"Rain (not freezing). ";"";"";"";"";"";"";"200-300";"";"";"13.0";"8.7";"";"";"";"";"";"";
"05.11.2020 00:00";"9.5";"769.9";"775.3";"-1.0";"92";"Wind blowing from the west";"2";"";"";"";" ";"";"";"";"";"";"";"300-600";"";"";"35.0";"8.2";"No precipitation";"6";"";"";"";"";
"04.11.2020 23:00";"9.1";"770.9";"776.4";"0.0";"86";"Wind blowing from the west-southwest";"4";"";"";"";" ";"";"";"";"";"";"";"1000-1500";"";"";"22.0";"6.9";"";"";"";"";"";"";
"04.11.2020 22:00";"8.5";"771.0";"776.5";"0.5";"89";"Wind blowing from the west";"3";"";"";"";"Rain (not freezing). ";"";"";"";"";"";"";"1500-2000";"";"";"21.0";"6.8";"";"";"";"";"";"";
"04.11.2020 21:00";"8.6";"770.9";"776.5";"0.6";"83";"Wind blowing from the west-southwest";"3";"";"";"";" ";"";"";"";"";"";"";"600-1000";"";"";"22.0";"5.8";"";"";"";"";"";"";
"04.11.2020 20:00";"8.1";"770.9";"776.5";"1.1";"84";"Wind blowing from the west";"3";"";"";"";" ";"";"";"";"";"";"";"1000-1500";"";"";"25.0";"5.6";"";"";"";"";"";"";
"04.11.2020 19:00";"8.0";"770.5";"776.1";"0.7";"84";"Wind blowing from the west";"4";"";"";"";" ";"";"";"";"";"";"";"1000-1500";"";"";"29.0";"5.5";"";"";"";"";"";"";
"04.11.2020 18:00";"7.7";"770.3";"775.9";"0.9";"83";"Wind blowing from the west";"4";"";"";"";" ";"";"";"";"10.9";"";"";"1000-1500";"";"";"45.0";"5.0";"Trace of precipitation";"12";"";"";"";"";
"04.11.2020 17:00";"7.0";"769.8";"775.3";"0.3";"86";"Wind blowing from the west-southwest";"4";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"55.0";"4.8";"";"";"";"";"";"";
"04.11.2020 16:00";"8.3";"769.8";"775.3";"0.4";"82";"Wind blowing from the west";"4";"";"";"";" ";"";"";"";"";"";"";"600-1000";"";"";"70.0";"5.4";"";"";"";"";"";"";
"04.11.2020 15:00";"9.0";"769.4";"774.9";"0.4";"77";"Wind blowing from the west-northwest";"4";"";"";"";" ";"";"";"";"";"";"";"1000-1500";"";"";"60.0";"5.2";"";"";"";"";"";"";
"04.11.2020 14:00";"9.4";"769.5";"775.0";"0.8";"80";"Wind blowing from the north-northwest";"5";"";"";"";" ";"";"";"";"";"";"";"600-1000";"";"";"65.0";"6.1";"";"";"";"";"";"";
"04.11.2020 13:00";"9.1";"769.4";"775.0";"1.3";"82";"Wind blowing from the west-northwest";"2";"";"";"";"Drizzle (not freezing) or snow grains. ";"";"";"";"";"";"";"600-1000";"";"";"71.0";"6.1";"";"";"";"";"";"";
"04.11.2020 12:00";"10.2";"769.0";"774.6";"1.2";"79";"Wind blowing from the north-west";"4";"";"";"";"Drizzle (not freezing) or snow grains. ";"";"";"";"";"";"";"600-1000";"";"";"60.0";"6.6";"Trace of precipitation";"6";"";"";"";"";
"04.11.2020 11:00";"9.1";"768.7";"774.3";"1.8";"81";"Wind blowing from the north-west";"5";"";"";"";" ";"";"";"";"";"";"";"600-1000";"";"";"50.0";"5.9";"";"";"";"";"";"";
"04.11.2020 10:00";"8.6";"768.1";"773.5";"2.0";"83";"Wind blowing from the west-northwest";"3";"";"";"";" ";"";"";"";"";"";"";"300-600";"";"";"40.0";"5.9";"";"";"";"";"";"";
"04.11.2020 09:00";"7.4";"767.8";"773.2";"2.3";"87";"Wind blowing from the south-southwest";"2";"";"";"";"Drizzle (not freezing) or snow grains. ";"";"";"";"";"";"";"600-1000";"";"";"35.0";"5.3";"";"";"";"";"";"";
"04.11.2020 08:00";"7.7";"766.9";"772.3";"2.2";"82";"Wind blowing from the north-west";"5";"";"";"";" ";"";"";"";"";"";"";"600-1000";"";"";"35.0";"4.7";"";"";"";"";"";"";
"04.11.2020 07:00";"7.2";"766.1";"771.7";"2.5";"83";"Wind blowing from the west-northwest";"4";"";"";"";" ";"";"";"";"";"";"";"1000-1500";"";"";"35.0";"4.5";"";"";"";"";"";"";
"04.11.2020 06:00";"6.9";"765.5";"771.1";"2.2";"85";"Wind blowing from the west-southwest";"2";"";"";"";" ";"";"";"4.0";"";"";"";"1000-1500";"";"";"35.0";"4.5";"No precipitation";"12";"";"";"";"";
"04.11.2020 05:00";"7.0";"764.7";"770.2";"1.8";"84";"Wind blowing from the north-west";"4";"";"";"";" ";"";"";"";"";"";"";"1000-1500";"";"";"35.0";"4.4";"";"";"";"";"";"";
"04.11.2020 04:00";"7.2";"763.6";"769.0";"1.2";"84";"Wind blowing from the west-northwest";"4";"";"";"";" ";"";"";"";"";"";"";"1000-1500";"";"";"35.0";"4.6";"";"";"";"";"";"";
"04.11.2020 03:00";"6.6";"763.3";"768.9";"1.6";"88";"Wind blowing from the west-northwest";"4";"";"";"";" ";"";"";"";"";"";"";"600-1000";"";"";"40.0";"4.7";"";"";"";"";"";"";
"04.11.2020 02:00";"7.2";"762.9";"768.4";"1.7";"82";"Wind blowing from the west-northwest";"5";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"35.0";"4.3";"";"";"";"";"";"";
"04.11.2020 01:00";"7.5";"762.4";"767.8";"1.7";"79";"Wind blowing from the west-northwest";"5";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"30.0";"4.1";"";"";"";"";"";"";
"04.11.2020 00:00";"6.4";"761.7";"767.2";"1.5";"82";"Wind blowing from the west";"4";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"30.0";"3.6";"No precipitation";"6";"";"";"";"";
"03.11.2020 23:00";"6.6";"761.2";"766.6";"1.9";"84";"Wind blowing from the west-northwest";"5";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"35.0";"4.0";"";"";"";"";"";"";
"03.11.2020 22:00";"4.6";"760.7";"766.3";"2.2";"94";"Wind blowing from the west-northwest";"2";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"40.0";"3.7";"";"";"";"";"";"";
"03.11.2020 21:00";"4.2";"760.2";"765.7";"2.2";"93";"Wind blowing from the south";"2";"";"";"";" ";"";"";"";"";"";"";"1000-1500";"";"";"55.0";"3.2";"";"";"";"";"";"";
"03.11.2020 20:00";"4.9";"759.3";"764.8";"2.3";"88";"Wind blowing from the west-northwest";"2";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"60.0";"3.1";"";"";"";"";"";"";
"03.11.2020 19:00";"4.9";"758.5";"764.0";"2.5";"88";"Wind blowing from the west";"3";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"40.0";"3.1";"";"";"";"";"";"";
"03.11.2020 18:00";"5.8";"758.0";"763.5";"2.6";"85";"Wind blowing from the west";"4";"";"";"";"Rain (not freezing). ";"";"";"";"8.5";"";"";"1000-1500";"";"";"35.0";"3.5";"2.0";"12";"";"";"";"";
"03.11.2020 17:00";"6.7";"757.0";"762.5";"2.1";"83";"Wind blowing from the west";"5";"";"";"";"Rain, not freezing, slight. ";"";"";"";"";"";"";"1000-1500";"";"";"18.0";"3.9";"";"";"";"";"";"";
"03.11.2020 16:00";"7.5";"756.0";"761.5";"1.4";"80";"Wind blowing from the west";"5";"";"";"";"Rain (not freezing). ";"";"";"";"";"";"";"1000-1500";"";"";"35.0";"4.3";"";"";"";"";"";"";
"03.11.2020 15:00";"7.3";"755.4";"760.8";"1.3";"82";"Wind blowing from the west";"4";"";"";"";" ";"";"";"";"";"";"";"1000-1500";"";"";"40.0";"4.4";"";"";"";"";"";"";
"03.11.2020 14:00";"7.6";"754.9";"760.4";"1.4";"84";"Wind blowing from the west";"3";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"16.0";"5.0";"";"";"";"";"";"";
"03.11.2020 13:00";"7.1";"754.6";"760.1";"1.8";"85";"Wind blowing from the west-southwest";"3";"";"";"";" ";"";"";"";"";"";"";"1000-1500";"";"";"60.0";"4.8";"";"";"";"";"";"";
"03.11.2020 12:00";"7.6";"754.1";"759.6";"1.6";"81";"Wind blowing from the west-northwest";"3";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"65.0";"4.5";"2.0";"6";"";"";"";"";
"03.11.2020 11:00";"5.9";"753.5";"759.0";"1.8";"88";"Wind blowing from the west-northwest";"3";"";"";"";" ";"";"";"";"";"";"";"1500-2000";"";"";"71.0";"4.0";"";"";"";"";"";"";
"03.11.2020 10:00";"5.3";"752.8";"758.2";"1.7";"95";"Wind blowing from the south-southwest";"1";"";"";"";"Rain (not freezing). ";"";"";"";"";"";"";"1500-2000";"";"";"71.0";"4.5";"";"";"";"";"";"";
"03.11.2020 09:00";"4.9";"752.5";"757.9";"2.0";"93";"Wind blowing from the north-west";"2";"";"";"";"Rain, not freezing, slight. ";"";"";"";"";"";"";"600-1000";"";"";"9.0";"3.9";"";"";"";"";"";"";
"03.11.2020 08:00";"4.4";"751.7";"757.2";"1.7";"92";"Wind blowing from the west";"4";"";"";"";"Drizzle and rain, slight. ";"";"";"";"";"";"";"1000-1500";"";"";"35.0";"3.2";"";"";"";"";"";"";
"03.11.2020 07:00";"4.8";"751.1";"756.5";"1.6";"93";"Wind blowing from the west-northwest";"4";"";"";"";"Rain, not freezing, slight. ";"";"";"";"";"";"";"1000-1500";"";"";"6.0";"3.8";"";"";"";"";"";"";
"03.11.2020 06:00";"5.1";"750.5";"756.0";"1.9";"93";"Wind blowing from the west-northwest";"4";"";"";"";"Rain, not freezing, slight. ";"";"";"5.1";"";"";"";"300-600";"";"";"15.0";"4.0";"11.0";"12";"";"";"";"";
"03.11.2020 05:00";"5.3";"750.0";"755.5";"1.9";"93";"Wind blowing from the west";"5";"";"";"";"Rain, not freezing, slight. ";"";"";"";"";"";"";"1000-1500";"";"";"8.0";"4.2";"";"";"";"";"";"";
"03.11.2020 04:00";"5.3";"749.5";"754.9";"2.0";"93";"Wind blowing from the west";"6";"";"";"";"Rain, not freezing, slight. ";"";"";"";"";"";"";"600-1000";"";"";"7.0";"4.3";"";"";"";"";"";"";
"03.11.2020 03:00";"5.5";"748.6";"754.1";"1.5";"93";"Wind blowing from the west";"8";"";"";"";"Rain, not freezing, moderate. ";"";"";"";"";"";"";"300-600";"";"";"5.0";"4.4";"";"";"";"";"";"";
"03.11.2020 02:00";"5.3";"748.1";"753.5";"1.3";"93";"Wind blowing from the west";"7";"";"";"";"Rain, not freezing, moderate. ";"";"";"";"";"";"";"300-600";"";"";"4.7";"4.2";"";"";"";"";"";"";
"03.11.2020 01:00";"5.9";"747.5";"752.9";"1.0";"93";"Wind blowing from the west-southwest";"5";"";"";"";"Rain, not freezing, moderate. ";"";"";"";"";"";"";"300-600";"";"";"9.0";"4.9";"";"";"";"";"";"";
"03.11.2020 00:00";"6.3";"747.1";"752.5";"1.3";"92";"Wind blowing from the west-southwest";"5";"";"";"";"Rain, not freezing, moderate. ";"";"";"";"";"";"";"300-600";"";"";"6.0";"5.1";"1.0";"6";"";"";"";"";
"02.11.2020 23:00";"6.9";"746.8";"752.2";"1.7";"91";"Wind blowing from the west";"4";"";"";"";"Rain (not freezing). ";"";"";"";"";"";"";"600-1000";"";"";"35.0";"5.5";"";"";"";"";"";"";
"02.11.2020 22:00";"6.8";"746.5";"751.9";"2.1";"89";"Wind blowing from the west-southwest";"2";"";"";"";"Rain (not freezing). ";"";"";"";"";"";"";"1000-1500";"";"";"28.0";"5.1";"";"";"";"";"";"";
"02.11.2020 21:00";"7.2";"745.8";"751.2";"2.1";"88";"Wind blowing from the west-southwest";"4";"";"";"";"Rain, not freezing, slight. ";"";"";"";"";"";"";"600-1000";"";"";"71.0";"5.4";"";"";"";"";"";"";
"02.11.2020 20:00";"6.1";"745.1";"750.5";"2.6";"87";"Wind blowing from the west";"2";"";"";"";" ";"";"";"";"";"";"";"1500-2000";"";"";"50.0";"4.0";"";"";"";"";"";"";
"02.11.2020 19:00";"7.6";"744.4";"749.7";"2.7";"85";"Wind blowing from the west";"4";"";"";"";"Drizzle (not freezing) or snow grains. ";"";"";"";"";"";"";"1500-2000";"";"";"50.0";"5.2";"";"";"";"";"";"";
"02.11.2020 18:00";"7.9";"743.7";"749.0";"2.7";"86";"Wind blowing from the west";"3";"";"";"";" ";"";"";"";"10.0";"";"";"1500-2000";"";"";"45.0";"5.6";"1.0";"12";"";"";"";"";
"02.11.2020 17:00";"7.4";"742.5";"747.9";"2.3";"89";"Wind blowing from the west";"4";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"40.0";"5.7";"";"";"";"";"";"";
"02.11.2020 16:00";"8.2";"741.7";"747.1";"1.9";"85";"Wind blowing from the west-southwest";"2";"";"";"";"Drizzle (not freezing) or snow grains. ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"45.0";"5.8";"";"";"";"";"";"";
"02.11.2020 15:00";"9.7";"741.0";"746.2";"1.8";"82";"Wind blowing from the west";"3";"";"";"";" ";"";"";"";"";"";"";"1000-1500";"";"";"40.0";"6.7";"";"";"";"";"";"";
"02.11.2020 14:00";"9.2";"740.2";"745.6";"1.8";"84";"Wind blowing from the west";"4";"";"";"";" ";"";"";"";"";"";"";"2000-2500";"";"";"40.0";"6.6";"";"";"";"";"";"";
"02.11.2020 13:00";"9.0";"739.8";"745.0";"2.0";"85";"Wind blowing from the west";"5";"";"";"";" ";"";"";"";"";"";"";"2000-2500";"";"";"40.0";"6.5";"";"";"";"";"";"";
"02.11.2020 12:00";"8.9";"739.2";"744.5";"2.3";"89";"Wind blowing from the west-southwest";"2";"";"";"";"Rain (not freezing). ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"35.0";"7.1";"1.0";"6";"";"";"";"";
"02.11.2020 11:00";"9.5";"738.4";"743.7";"2.4";"85";"Wind blowing from the west";"4";"";"";"";"Rain (not freezing). ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"30.0";"7.0";"";"";"";"";"";"";
"02.11.2020 10:00";"8.3";"737.8";"743.1";"2.7";"91";"Wind blowing from the west-southwest";"3";"";"";"";"Rain, not freezing, slight. ";"";"";"";"";"";"";"600-1000";"";"";"30.0";"6.9";"";"";"";"";"";"";
"02.11.2020 09:00";"7.7";"736.9";"742.3";"2.7";"89";"Wind blowing from the west";"4";"";"";"";"Rain (not freezing). ";"";"";"";"";"";"";"1000-1500";"";"";"55.0";"6.0";"";"";"";"";"";"";
"02.11.2020 08:00";"7.5";"736.0";"741.4";"2.7";"94";"Wind blowing from the south-west";"3";"";"";"";"Rain shower(s) or intermittent rain, slight. ";"";"";"";"";"";"";"1500-2000";"";"";"35.0";"6.6";"";"";"";"";"";"";
"02.11.2020 07:00";"7.4";"735.1";"740.5";"2.4";"92";"Wind blowing from the west";"2";"";"";"";"Rain (not freezing). ";"";"";"";"";"";"";"1500-2000";"";"";"65.0";"6.1";"";"";"";"";"";"";
"02.11.2020 06:00";"8.3";"734.2";"739.5";"2.4";"93";"Wind blowing from the west";"5";"";"";"";"Rain, not freezing, slight. ";"";"";"7.3";"";"";"";"1000-1500";"";"";"23.0";"7.2";"4.0";"12";"";"";"";"";
"02.11.2020 05:00";"8.3";"733.3";"738.6";"1.5";"93";"Wind blowing from the west";"5";"";"";"";"Drizzle and rain, slight. ";"";"";"";"";"";"";"1500-2000";"";"";"40.0";"7.3";"";"";"";"";"";"";
"02.11.2020 04:00";"8.4";"732.7";"737.9";"1.8";"94";"Wind blowing from the west";"5";"";"";"";"Rain, not freezing, slight. ";"";"";"";"";"";"";"1500-2000";"";"";"19.0";"7.4";"";"";"";"";"";"";
"02.11.2020 03:00";"8.8";"731.8";"737.1";"1.1";"93";"Wind blowing from the west";"5";"";"";"";"Rain, not freezing, slight. ";"";"";"";"";"";"";"1500-2000";"";"";"19.0";"7.7";"";"";"";"";"";"";
"02.11.2020 02:00";"8.6";"731.8";"737.0";"1.4";"94";"Wind blowing from the west-southwest";"4";"";"";"";"Rain (not freezing). ";"";"";"";"";"";"";"600-1000";"";"";"22.0";"7.6";"";"";"";"";"";"";
"02.11.2020 01:00";"9.0";"730.9";"736.1";"0.6";"89";"Wind blowing from the west-southwest";"5";"";"";"";"Rain shower(s) or intermittent rain, slight. ";"";"";"";"";"";"";"600-1000";"";"";"16.0";"7.3";"";"";"";"";"";"";
"02.11.2020 00:00";"8.1";"730.7";"736.0";"0.4";"92";"Wind blowing from the south-west";"5";"";"";"";"Rain (not freezing). ";"";"";"";"";"";"";"600-1000";"";"";"18.0";"6.9";"2.0";"6";"";"";"";"";
"01.11.2020 23:00";"7.7";"730.4";"735.7";"-0.1";"92";"Wind blowing from the south-west";"4";"";"";"";"Rain, not freezing, slight. ";"";"";"";"";"";"";"600-1000";"";"";"19.0";"6.5";"";"";"";"";"";"";
"01.11.2020 22:00";"7.6";"730.3";"735.5";"-0.3";"87";"Wind blowing from the west-southwest";"4";"";"";"";"Rain, not freezing, slight. ";"";"";"";"";"";"";"1500-2000";"";"";"14.0";"5.6";"";"";"";"";"";"";
"01.11.2020 21:00";"7.7";"730.3";"735.6";"-0.5";"87";"Wind blowing from the west-southwest";"4";"";"";"";"Rain, not freezing, slight. ";"";"";"";"";"";"";"1500-2000";"";"";"9.0";"5.7";"";"";"";"";"";"";
"01.11.2020 20:00";"8.8";"730.5";"735.7";"-0.7";"92";"Wind blowing from the west";"4";"";"";"";"Rain, not freezing, slight. ";"";"";"";"";"";"";"1500-2000";"";"";"21.0";"7.6";"";"";"";"";"";"";
"01.11.2020 19:00";"9.1";"730.6";"735.8";"-1.3";"95";"Wind blowing from the west";"5";"";"";"";"Rain, not freezing, slight. ";"";"";"";"";"";"";"300-600";"";"";"5.0";"8.3";"";"";"";"";"";"";
"01.11.2020 18:00";"9.6";"730.8";"736.0";"-1.9";"95";"Wind blowing from the south-west";"4";"";"";"";"Rain, not freezing, slight. ";"";"";"";"11.1";"";"";"300-600";"";"";"9.0";"8.8";"9.0";"12";"";"";"";"";
"01.11.2020 17:00";"9.7";"731.2";"736.5";"-2.1";"94";"Wind blowing from the south-west";"9";"";"";"";"Rain, not freezing, slight. ";"";"";"";"";"";"";"300-600";"";"";"2.5";"8.7";"";"";"";"";"";"";
"01.11.2020 16:00";"9.5";"731.9";"737.1";"-2.4";"94";"Wind blowing from the south-west";"9";"";"";"";"Drizzle and rain, slight. ";"";"";"";"";"";"";"300-600";"";"";"7.0";"8.6";"";"";"";"";"";"";
"01.11.2020 15:00";"9.2";"732.7";"737.9";"-2.1";"93";"Wind blowing from the south-west";"8";"";"";"";"Rain, not freezing, slight. ";"";"";"";"";"";"";"300-600";"";"";"7.0";"8.1";"";"";"";"";"";"";
"01.11.2020 14:00";"10.5";"733.3";"738.4";"-1.7";"80";"Wind blowing from the south-southwest";"9";"";"";"";" ";"";"";"";"";"";"";"1000-1500";"";"";"15.0";"7.1";"";"";"";"";"";"";
"01.11.2020 13:00";"10.3";"734.3";"739.6";"-0.5";"79";"Wind blowing from the south-southwest";"8";"";"";"";" ";"";"";"";"";"";"";"1500-2000";"";"";"15.0";"6.8";"";"";"";"";"";"";
"01.11.2020 12:00";"10.1";"734.8";"740.0";"0.3";"77";"Wind blowing from the south-southwest";"9";"";"";"";" ";"";"";"";"";"";"";"600-1000";"";"";"16.0";"6.3";"6.0";"6";"";"";"";"";
"01.11.2020 11:00";"9.6";"735.0";"740.2";"1.5";"77";"Wind blowing from the south-west";"6";"";"";"";" ";"";"";"";"";"";"";"1000-1500";"";"";"17.0";"5.8";"";"";"";"";"";"";
"01.11.2020 10:00";"9.0";"734.8";"740.0";"2.1";"78";"Wind blowing from the south-southwest";"5";"";"";"";" ";"";"";"";"";"";"";"1000-1500";"";"";"18.0";"5.4";"";"";"";"";"";"";
"01.11.2020 09:00";"9.2";"734.5";"739.8";"0.9";"81";"Wind blowing from the west";"5";"";"";"";"Drizzle (not freezing) or snow grains. ";"";"";"";"";"";"";"1500-2000";"";"";"20.0";"6.0";"";"";"";"";"";"";
"01.11.2020 08:00";"8.9";"733.5";"738.7";"-1.2";"92";"Wind blowing from the west";"6";"";"";"";"Drizzle, not freezing, slight. ";"";"";"";"";"";"";"200-300";"";"";"14.0";"7.7";"";"";"";"";"";"";
"01.11.2020 07:00";"10.0";"732.7";"737.8";"-3.8";"99";"Wind blowing from the south-southwest";"5";"";"";"";"Rain, not freezing, moderate. ";"";"";"";"";"";"";"200-300";"";"";"2.9";"9.8";"";"";"";"";"";"";
"01.11.2020 06:00";"9.2";"733.6";"738.9";"-4.8";"97";"Wind blowing from the south";"5";"";"";"";"Rain, not freezing, moderate. ";"";"";"6.9";"";"";"";"200-300";"";"";"1.1";"8.8";"11.0";"12";"";"";"";"";
"01.11.2020 05:00";"8.0";"734.7";"739.9";"-5.6";"99";"Wind blowing from the south-southeast";"6";"";"";"";"Rain, not freezing, moderate. ";"";"";"";"";"";"";"200-300";"";"";"1.8";"7.8";"";"";"";"";"";"";
"01.11.2020 04:00";"7.1";"736.5";"741.8";"-5.2";"97";"Wind blowing from the south-east";"6";"";"";"";"Rain, not freezing, moderate. ";"";"";"";"";"";"";"300-600";"";"";"3.4";"6.7";"";"";"";"";"";"";
"01.11.2020 03:00";"7.0";"738.4";"743.7";"-3.6";"93";"Wind blowing from the south-east";"5";"";"";"";"Rain, not freezing, slight. ";"";"";"";"";"";"";"300-600";"";"";"7.0";"5.9";"";"";"";"";"";"";
"01.11.2020 02:00";"7.6";"740.3";"745.6";"-2.0";"86";"Wind blowing from the south";"6";"";"";"";"Rain, not freezing, slight. ";"";"";"";"";"";"";"1000-1500";"";"";"14.0";"5.4";"";"";"";"";"";"";
