Regions,Cases,Cumulative Cases,Deaths,Cumulative Deaths,Tests,Cumulative Tests,Meeting Friends/Family (Indoor) (Low),Meeting Friends/Family (Indoor) (Moderate),Meeting Friends/Family (Indoor) (High),Meeting Friends/Family (Outdoor) (Low),Meeting Friends/Family (Outdoor) (Moderate),Meeting Friends/Family (Outdoor) (High),Domestic Travel (Low),Domestic Travel (Moderate),Domestic Travel (High),International Travel (Low),International Travel (Moderate),International Travel (High),Cafes and Restaurants (Low),Cafes and Restaurants (Moderate),Cafes and Restaurants (High),Pubs and Bars (Low),Pubs and Bars (Moderate),Pubs and Bars (High),Sports and Leisure (Low),Sports and Leisure (Moderate),Sports and Leisure (High),School Closure,Non-Essential Shops,Hospitals/ Care and Nursing Home Visits (Low),Hospitals/ Care and Nursing Home Visits (Moderate),Hospitals/ Care and Nursing Home Visits (High),Temperature,Humidity
6,46,34017,6,4846,46,34014,26,15,0,26,15,0,26,0,0,26,15,0,26,15,0,26,15,0,26,15,0,18,18,26,15,0,2,1
6,58,33964,3,4840,58,33968,26,15,0,26,15,0,26,0,0,26,15,0,26,15,0,26,15,0,26,15,0,18,18,26,15,0,2,1
6,30,33919,10,4837,30,33910,26,15,0,26,15,0,26,0,0,26,15,0,26,15,0,26,15,0,26,15,0,18,18,26,15,0,2,2
6,65,33868,4,4827,65,33880,25,15,0,25,15,0,25,0,0,25,15,0,25,15,0,25,15,0,25,15,0,18,18,25,15,0,2,1
6,61,33816,7,4823,61,33815,25,15,0,25,15,0,25,0,0,25,15,0,25,15,0,25,15,0,25,15,0,18,17,25,15,0,2,2
6,69,33751,5,4816,69,33754,25,15,0,25,15,0,25,0,0,25,15,0,25,15,0,25,15,0,25,15,0,18,17,25,15,0,2,2
6,58,33688,5,4811,58,33685,25,15,0,25,15,0,25,15,0,25,15,0,25,15,15,25,15,15,25,15,15,17,17,25,15,0,2,2
6,78,33620,5,4806,78,33627,25,15,0,25,15,0,25,15,0,25,15,0,25,15,15,25,15,15,25,15,15,17,17,25,15,0,2,1
6,45,33560,8,4801,45,33549,25,15,0,25,15,0,25,15,0,25,15,0,25,15,15,25,15,15,25,15,15,17,17,25,15,0,2,1
6,54,33501,8,4793,54,33504,24,15,0,24,15,0,24,15,0,24,15,0,24,15,15,24,15,15,24,15,15,17,17,24,15,0,2,2
6,65,33446,8,4785,65,33450,24,15,0,24,15,0,24,15,0,24,15,0,24,15,15,24,15,15,24,15,15,17,16,24,15,0,2,2
6,63,33385,9,4777,63,33385,24,15,0,24,15,0,24,15,0,24,15,0,24,15,15,24,15,15,24,15,15,17,16,24,15,0,3,1
6,44,33328,10,4768,44,33322,24,15,0,24,15,0,24,15,0,24,15,0,24,15,15,24,15,15,24,15,15,16,16,24,15,0,3,1
6,59,33273,7,4758,59,33278,24,15,0,24,15,0,24,15,0,24,15,0,24,15,15,24,15,15,24,15,15,16,16,24,15,0,2,1
6,79,33212,6,4751,79,33219,24,15,0,24,15,0,24,15,0,24,15,0,24,15,15,24,15,15,24,15,15,16,16,24,15,0,2,2
6,66,33144,6,4745,66,33140,23,15,0,23,15,0,23,15,0,23,15,0,23,15,15,23,15,15,23,15,15,16,16,23,15,0,2,2
6,66,33074,7,4739,66,33074,23,12,0,23,12,0,23,12,0,23,12,0,23,12,12,23,12,12,23,12,12,16,15,23,12,0,2,2
6,79,33003,9,4732,79,33008,23,12,0,23,12,0,23,12,0,23,12,0,23,12,12,23,12,12,23,12,12,16,15,23,12,0,2,2
6,74,32930,4,4723,74,32929,23,12,0,23,12,0,23,12,0,23,12,0,23,12,12,23,12,12,23,12,12,15,15,23,12,0,2,2
6,80,32853,10,4719,80,32855,23,12,0,23,12,0,23,12,0,23,12,0,23,12,12,23,12,12,23,12,12,15,15,23,12,0,2,2
6,97,32769,13,4709,97,32775,23,12,0,23,12,0,23,12,0,23,12,0,23,12,12,23,12,12,23,12,12,15,15,23,12,0,2,2
6,97,32678,8,4696,97,32678,22,12,0,22,12,0,22,12,0,22,12,0,22,12,12,22,12,12,22,12,12,15,15,22,12,0,2,2
6,71,32589,9,4688,71,32581,22,12,0,22,12,0,22,12,0,22,12,0,22,12,12,22,12,12,22,12,12,15,14,22,12,0,2,2
6,67,32511,11,4679,67,32510,22,12,0,22,12,0,22,12,0,22,12,0,22,12,12,22,12,12,22,12,12,15,14,22,12,0,2,1
6,89,32435,8,4668,89,32443,22,12,0,22,12,0,22,12,0,22,12,0,22,12,12,22,12,12,22,12,12,14,14,22,12,12,2,2
6,94,32352,9,4660,94,32354,22,12,0,22,12,0,22,12,0,22,12,0,22,12,12,22,12,12,22,12,12,14,14,22,12,12,2,1
6,124,32250,14,4651,124,32260,22,12,0,22,12,0,22,12,0,22,12,0,22,12,12,22,12,12,22,12,12,14,14,22,12,12,2,2
6,112,32143,17,4637,112,32136,21,12,0,21,12,0,21,12,0,21,12,0,21,12,12,21,12,12,21,12,12,14,14,21,12,12,2,1
6,124,32026,12,4620,124,32033,21,12,0,21,12,0,21,12,0,21,12,0,21,12,12,21,12,12,21,12,12,14,13,21,12,12,2,1
6,61,31930,15,4608,61,31909,21,12,0,21,12,0,21,12,0,21,12,0,21,12,12,21,12,12,21,12,12,14,13,21,12,12,2,2
6,85,31840,11,4593,85,31848,21,12,0,21,12,0,21,12,0,21,12,0,21,12,12,21,12,12,21,12,12,13,13,21,12,12,2,1
6,141,31744,15,4582,141,31763,21,12,0,21,12,0,21,12,0,21,12,0,21,12,12,21,12,12,21,12,12,13,13,21,12,12,2,1
6,158,31616,18,4567,158,31622,21,12,0,21,12,0,21,12,0,21,12,0,21,12,12,21,12,12,21,12,12,13,13,21,12,12,2,1
6,136,31471,22,4549,136,31464,20,12,0,20,12,0,20,12,0,20,12,0,20,12,12,20,12,12,20,12,12,13,13,20,12,12,2,1
6,219,31300,26,4527,219,31328,20,9,0,20,9,0,20,9,0,20,9,0,20,9,9,20,9,9,20,9,9,13,12,20,9,9,2,1
6,184,31120,19,4501,184,31109,20,9,0,20,9,0,20,9,0,20,9,0,20,9,9,20,9,9,20,9,9,13,12,20,9,9,2,1
6,134,30941,19,4482,134,30925,20,9,0,20,9,0,20,9,0,20,9,0,20,9,9,20,9,9,20,9,9,12,12,20,9,9,2,1
6,132,30791,23,4463,132,30791,20,9,0,20,9,0,20,9,0,20,9,0,20,9,9,20,9,9,20,9,9,12,12,20,9,9,2,1
6,163,30648,24,4440,163,30659,20,9,0,20,9,0,20,9,0,20,9,0,20,9,9,20,9,9,20,9,9,12,12,20,9,9,2,1
6,202,30483,22,4416,202,30496,19,9,0,19,9,0,19,9,0,19,9,0,19,9,9,19,9,9,19,9,9,12,12,19,9,9,2,1
6,202,30294,24,4394,202,30294,19,9,0,19,9,0,19,9,0,19,9,0,19,9,9,19,9,9,19,9,9,12,11,19,9,9,2,1
6,182,30098,27,4370,182,30092,19,9,0,19,9,0,19,9,0,19,9,0,19,9,9,19,9,9,19,9,9,12,11,19,9,9,2,1
6,187,29908,17,4343,187,29910,19,9,0,19,9,0,19,9,0,19,9,0,19,9,9,19,9,9,19,9,9,11,11,19,9,9,2,1
6,150,29735,26,4326,150,29723,19,9,0,19,9,0,19,9,0,19,9,0,19,9,9,19,9,9,19,9,9,11,11,19,9,9,2,1
6,121,29582,32,4300,121,29573,19,9,0,19,9,0,19,9,0,19,9,0,19,9,9,19,9,9,19,9,9,11,11,19,9,9,2,1
6,247,29410,38,4268,247,29452,18,9,0,18,9,0,18,9,0,18,9,0,18,9,9,18,9,9,18,9,9,11,11,18,9,9,2,2
6,303,29186,18,4230,303,29205,18,9,0,18,9,0,18,9,0,18,9,9,18,9,9,18,9,9,18,9,9,11,10,18,9,9,2,2
6,340,28889,38,4212,340,28902,18,9,0,18,9,0,18,9,0,18,9,9,18,9,9,18,9,9,18,9,9,11,10,18,9,9,2,2
6,386,28546,29,4174,386,28562,18,9,0,18,9,0,18,9,0,18,9,9,18,9,9,18,9,9,18,9,9,10,10,18,9,9,2,2
6,359,28185,31,4145,359,28176,18,9,0,18,9,0,18,9,0,18,9,9,18,9,9,18,9,9,18,9,9,10,10,18,9,9,2,2
6,222,27862,29,4114,222,27817,18,9,0,18,9,0,18,9,0,18,9,9,18,9,9,18,9,9,18,9,9,10,10,18,9,9,2,1
6,191,27605,33,4085,191,27595,17,9,0,17,9,0,17,9,0,17,9,9,17,9,9,17,9,9,17,9,9,10,10,17,9,9,2,1
6,263,27380,39,4052,263,27404,17,6,0,17,6,0,17,6,0,17,6,6,17,6,6,17,6,6,17,6,6,10,9,17,6,6,1,1
6,296,27130,49,4013,296,27141,17,6,0,17,6,0,17,6,0,17,6,6,17,6,6,17,6,6,17,6,6,10,9,17,6,6,1,1
6,484,26782,37,3964,484,26845,17,6,0,17,6,0,17,6,0,17,6,6,17,6,6,17,6,6,17,6,6,9,9,17,6,6,1,1
6,411,26385,45,3927,411,26361,17,6,0,17,6,0,17,6,0,17,6,6,17,6,6,17,6,6,17,6,6,9,9,17,6,6,1,1
6,476,25928,39,3882,476,25950,17,6,0,17,6,0,17,6,0,17,6,6,17,6,6,17,6,6,17,6,6,9,9,17,6,6,1,1
6,308,25530,32,3843,308,25474,16,6,0,16,6,0,16,6,0,16,6,6,16,6,6,16,6,6,16,6,6,9,9,16,6,6,2,1
6,247,25186,55,3811,247,25166,16,6,6,16,6,6,16,6,6,16,6,6,16,6,6,16,6,6,16,6,6,9,8,16,6,6,2,1
6,352,24884,43,3756,352,24919,16,6,6,16,6,6,16,6,6,16,6,6,16,6,6,16,6,6,16,6,6,9,8,16,6,6,2,1
6,419,24544,47,3713,419,24567,16,6,6,16,6,6,16,6,6,16,6,6,16,6,6,16,6,6,16,6,6,8,8,16,6,6,2,1
6,446,24139,43,3666,446,24148,16,6,6,16,6,6,16,6,6,16,6,6,16,6,6,16,6,6,16,6,6,8,8,16,6,6,2,1
6,474,23692,52,3623,474,23702,16,6,6,16,6,6,16,6,6,16,6,6,16,6,6,16,6,6,16,6,6,8,8,16,6,6,2,1
6,488,23223,58,3571,488,23228,15,6,6,15,6,6,15,6,6,15,6,6,15,6,6,15,6,6,15,6,6,8,8,15,6,6,2,1
6,363,22781,32,3513,363,22740,15,6,6,15,6,6,15,6,6,15,6,6,15,6,6,15,6,6,15,6,6,8,7,15,6,6,2,2
6,417,22359,54,3481,417,22377,15,6,6,15,6,6,15,6,6,15,6,6,15,6,6,15,6,6,15,6,6,8,7,15,6,6,1,1
6,523,21924,76,3427,523,21960,15,6,6,15,6,6,15,6,6,15,6,6,15,6,6,15,6,6,15,6,6,7,7,15,6,6,2,1
6,650,21394,53,3351,650,21437,15,6,6,15,6,6,15,6,6,15,6,6,15,6,6,15,6,6,15,6,6,7,7,15,6,6,2,2
6,690,20773,69,3298,690,20787,15,6,6,15,6,6,15,6,6,15,6,6,15,6,6,15,6,6,15,6,6,7,7,15,6,6,2,2
6,659,20107,68,3229,659,20097,14,6,6,14,6,6,14,6,6,14,6,6,14,6,6,14,6,6,14,6,6,7,7,14,6,6,1,2
6,555,19472,59,3161,555,19438,14,3,3,14,3,3,14,3,3,14,3,3,14,3,3,14,3,3,14,3,3,7,6,14,3,3,1,1
6,501,18901,76,3102,501,18883,14,3,3,14,3,3,14,3,3,14,3,3,14,3,3,14,3,3,14,3,3,7,6,14,3,3,1,2
6,517,18376,90,3026,517,18382,14,3,3,14,3,3,14,3,3,14,3,3,14,3,3,14,3,3,14,3,3,6,6,14,3,3,1,2
6,657,17818,92,2936,657,17865,14,3,3,14,3,3,14,3,3,14,3,3,14,3,3,14,3,3,14,3,3,6,6,14,3,3,2,1
6,680,17200,90,2844,680,17208,14,3,3,14,3,3,14,3,3,14,3,3,14,3,3,14,3,3,14,3,3,6,6,14,3,3,2,1
6,694,16523,83,2754,694,16528,13,3,3,13,3,3,13,3,3,13,3,3,13,3,3,13,3,3,13,3,3,6,6,13,3,3,2,1
6,634,15854,90,2671,634,15834,13,3,3,13,3,3,13,3,3,13,3,3,13,3,3,13,3,3,13,3,3,6,5,13,3,3,2,1
6,490,15248,113,2581,490,15200,13,3,3,13,3,3,13,3,3,13,3,3,13,3,3,13,3,3,13,3,3,6,5,13,3,3,2,1
6,414,14735,106,2468,414,14710,13,3,3,13,3,3,13,3,3,13,3,3,13,3,3,13,3,3,13,3,3,5,5,13,3,3,2,1
6,523,14259,77,2362,523,14296,13,3,3,13,3,3,13,3,3,13,3,3,13,3,3,13,3,3,13,3,3,5,5,13,3,3,2,2
6,705,13712,108,2285,705,13773,13,3,3,13,3,3,13,3,3,13,3,3,13,3,3,13,3,3,13,3,3,5,5,13,3,3,2,2
6,656,13084,86,2177,656,13068,12,3,3,12,3,3,12,3,3,12,3,3,12,3,3,12,3,3,12,3,3,5,5,12,3,3,2,1
6,711,12393,93,2091,711,12412,12,3,3,12,3,3,12,3,3,12,3,3,12,3,3,12,3,3,12,3,3,5,4,12,3,3,1,1
6,554,11753,94,1998,554,11701,12,3,3,12,3,3,12,3,3,12,3,3,12,3,3,12,3,3,12,3,3,5,4,12,3,3,1,1
6,576,11139,104,1904,576,11147,12,3,3,12,3,3,12,3,3,12,3,3,12,3,3,12,3,3,12,3,3,4,4,12,3,3,1,1
6,484,10601,117,1800,484,10571,12,3,3,12,3,3,12,3,3,12,3,3,12,3,3,12,3,3,12,3,3,4,4,12,3,3,2,2
6,381,10121,110,1683,381,10087,12,3,3,12,3,3,12,3,3,12,3,3,12,3,3,12,3,3,12,3,3,4,4,12,3,3,2,1
6,576,9641,110,1573,576,9706,11,3,3,11,3,3,11,3,3,11,3,3,11,3,3,11,3,3,11,3,3,4,4,11,3,3,2,1
6,523,9147,128,1463,523,9130,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,4,3,11,0,0,2,1
6,565,8593,112,1335,565,8607,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,4,3,11,0,0,2,1
6,717,7991,118,1223,717,8042,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,3,3,11,0,0,1,1
6,592,7366,104,1105,592,7325,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,3,3,11,0,0,2,2
6,424,6789,104,1001,424,6733,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,3,3,11,0,0,2,1
6,455,6298,114,897,455,6309,10,0,0,10,0,0,10,0,0,10,0,0,10,0,0,10,0,0,10,0,0,3,3,10,0,0,1,2
6,517,5833,83,783,517,5854,10,0,0,10,0,0,10,0,0,10,0,0,10,0,0,10,0,0,10,0,0,3,2,10,0,0,1,2
6,484,5348,80,700,484,5337,10,0,0,10,0,0,10,0,0,10,0,0,10,0,0,10,0,0,10,0,0,3,2,10,0,0,1,1
6,546,4832,85,620,546,4853,10,0,0,10,0,0,10,0,0,10,0,0,10,0,0,10,0,0,10,0,0,2,2,10,0,0,1,1
6,470,4332,69,535,470,4307,10,0,0,10,0,0,10,0,0,10,0,0,10,0,0,10,0,0,10,0,0,2,2,10,0,0,1,1
6,478,3834,68,466,478,3837,10,0,0,10,0,0,10,0,0,10,0,0,10,0,0,10,0,0,10,0,0,2,2,10,0,0,1,1
6,296,3419,62,398,296,3359,9,0,0,9,0,0,9,0,0,9,0,0,9,0,0,9,0,0,9,0,0,2,2,9,0,0,1,1
6,339,3048,38,336,339,3063,9,0,0,9,0,0,9,0,0,9,0,0,9,0,0,9,0,0,9,0,0,2,1,9,0,0,1,1
6,331,2726,47,298,331,2724,9,0,0,9,0,0,9,0,0,9,0,0,9,0,0,9,0,0,9,0,0,2,1,9,0,0,1,1
6,320,2396,44,251,320,2393,9,0,0,9,0,0,9,0,0,9,0,0,9,0,0,9,0,0,9,0,0,1,1,9,0,0,1,1
6,306,2077,40,207,306,2073,9,0,0,9,0,0,9,0,0,9,0,0,9,0,0,9,0,0,9,0,0,1,1,9,0,0,1,1
6,235,1790,30,167,235,1767,9,0,0,9,0,0,9,0,0,9,0,0,9,0,0,9,0,0,9,0,0,1,1,9,0,0,1,1
6,282,1516,24,137,282,1532,8,0,0,8,0,0,8,0,0,8,0,0,8,0,0,8,0,0,8,0,0,1,1,8,0,0,1,1
6,170,1287,28,113,170,1250,8,0,0,8,0,0,8,0,0,8,0,0,8,0,0,8,0,0,8,0,0,1,0,8,0,0,1,1
6,128,1094,14,85,128,1080,8,0,0,8,0,0,8,0,0,8,0,0,8,0,0,8,0,0,8,0,0,1,0,8,0,0,1,1
6,127,952,15,71,127,952,8,0,0,8,0,0,8,0,0,8,0,0,8,0,0,8,0,0,8,0,0,0,0,8,0,0,1,1
6,127,825,8,56,127,825,8,0,0,8,0,0,8,0,0,8,0,0,8,0,0,8,0,0,8,0,0,0,0,8,0,0,1,2
6,122,699,13,48,122,698,8,0,0,8,0,0,8,0,0,8,0,0,8,0,0,8,0,0,8,0,0,0,0,8,0,0,1,2
6,89,587,8,35,89,576,7,0,0,7,0,0,7,0,0,7,0,0,7,0,0,7,0,0,7,0,0,0,0,7,0,0,1,2
6,78,490,8,27,78,487,7,0,0,7,0,0,7,0,0,7,0,0,7,0,0,7,0,0,7,0,0,0,0,7,0,0,1,2
6,53,417,7,19,53,409,7,0,0,7,0,0,7,0,0,7,0,0,7,0,0,7,0,0,7,0,0,0,0,7,0,0,1,2
6,41,360,3,12,41,356,7,0,0,7,0,0,7,0,0,7,0,0,7,0,0,7,0,0,7,0,0,0,0,7,0,0,1,2
6,53,311,2,9,53,315,7,0,0,7,0,0,7,0,0,7,0,0,7,0,0,7,0,0,7,0,0,0,0,7,0,0,1,1
6,86,251,0,7,86,262,7,0,0,7,0,0,7,0,0,7,0,0,7,0,0,7,0,0,7,0,0,0,0,7,0,0,1,1
6,50,188,1,7,50,176,6,0,0,6,0,0,6,0,0,6,0,0,6,0,0,6,0,0,6,0,0,0,0,6,0,0,2,2
6,35,131,1,6,35,126,6,0,0,6,0,0,6,0,0,6,0,0,6,0,0,6,0,0,6,0,0,0,0,6,0,0,2,2
6,24,94,1,5,24,91,6,0,0,6,0,0,6,0,0,6,0,0,6,0,0,6,0,0,6,0,0,0,0,6,0,0,1,2
6,10,71,1,4,10,67,6,0,0,6,0,0,6,0,0,6,0,0,6,0,0,6,0,0,6,0,0,0,0,6,0,0,1,2
6,5,58,0,3,5,57,6,0,0,6,0,0,6,0,0,6,0,0,6,0,0,6,0,0,6,0,0,0,0,6,0,0,1,2
6,16,48,0,3,16,52,6,0,0,6,0,0,6,0,0,6,0,0,6,0,0,6,0,0,6,0,0,0,0,6,0,0,1,1
6,4,40,2,3,4,36,5,0,0,5,0,0,5,0,0,5,0,0,5,0,0,5,0,0,5,0,0,0,0,5,0,0,1,2
6,7,31,0,1,7,32,5,0,0,5,0,0,5,0,0,5,0,0,5,0,0,5,0,0,5,0,0,0,0,5,0,0,1,2
6,9,24,1,1,9,25,5,0,0,5,0,0,5,0,0,5,0,0,5,0,0,5,0,0,5,0,0,0,0,5,0,0,1,2
6,1,18,0,0,1,16,5,0,0,5,0,0,5,0,0,5,0,0,5,0,0,5,0,0,5,0,0,0,0,5,0,0,1,1
6,0,15,0,0,0,15,5,0,0,5,0,0,5,0,0,5,0,0,5,0,0,5,0,0,5,0,0,0,0,5,0,0,1,1
6,2,14,0,0,2,15,5,0,0,5,0,0,5,0,0,5,0,0,5,0,0,5,0,0,5,0,0,0,0,5,0,0,1,1
6,2,13,0,0,2,13,4,0,0,4,0,0,4,0,0,4,0,0,4,0,0,4,0,0,4,0,0,0,0,4,0,0,1,2
6,2,11,0,0,2,11,4,0,0,4,0,0,4,0,0,4,0,0,4,0,0,4,0,0,4,0,0,0,0,4,0,0,1,2
6,0,9,0,0,0,9,4,0,0,4,0,0,4,0,0,4,0,0,4,0,0,4,0,0,4,0,0,0,0,4,0,0,1,1
6,1,8,0,0,1,9,4,0,0,4,0,0,4,0,0,4,0,0,4,0,0,4,0,0,4,0,0,0,0,4,0,0,1,2
6,1,8,0,0,1,8,4,0,0,4,0,0,4,0,0,4,0,0,4,0,0,4,0,0,4,0,0,0,0,4,0,0,1,2
6,1,7,0,0,1,7,4,0,0,4,0,0,4,0,0,4,0,0,4,0,0,4,0,0,4,0,0,0,0,4,0,0,2,2
6,0,6,0,0,0,6,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,0,0,3,0,0,1,2
6,0,6,0,0,0,6,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,0,0,3,0,0,1,2
6,0,6,0,0,0,6,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,0,0,3,0,0,1,2
6,0,6,0,0,0,6,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,0,0,3,0,0,1,2
6,0,6,0,0,0,6,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,0,0,3,0,0,1,2
6,0,6,0,0,0,6,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,0,0,3,0,0,1,2
6,0,6,0,0,0,6,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,0,0,2,0,0,1,2
6,0,6,0,0,0,6,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,0,0,2,0,0,2,2
6,0,6,0,0,0,6,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,0,0,2,0,0,1,2
6,0,6,0,0,0,6,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,0,0,2,0,0,1,2
6,0,6,0,0,0,6,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,0,0,2,0,0,1,2
6,0,6,0,0,0,6,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,0,0,2,0,0,1,1
6,0,6,0,0,0,6,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1
6,1,5,0,0,1,6,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,2,2
6,4,4,0,0,4,5,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,2
6,0,2,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,2
6,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,2
7,1724,167852,75,4308,1724,167908,57,48,12,57,48,0,57,12,0,57,48,0,57,12,0,57,18,0,57,18,0,51,50,57,48,0,1,2
7,2428,165949,62,4233,2428,166184,57,48,9,57,48,0,57,9,0,57,48,0,57,9,0,57,18,0,57,9,0,51,50,57,48,0,1,2
7,2779,163639,77,4171,2779,163756,57,48,9,57,48,0,57,9,0,57,48,0,57,9,0,57,18,0,57,9,0,50,50,57,48,0,1,2
7,2843,160955,60,4094,2843,160977,57,48,9,57,48,0,57,9,0,57,48,0,57,9,0,57,18,0,57,9,0,50,50,57,48,0,1,2
7,3062,158061,70,4034,3062,158134,57,48,9,57,48,0,57,9,0,57,48,0,57,9,0,57,18,0,57,9,0,50,50,57,48,0,1,2
7,3693,154861,57,3964,3693,155072,56,48,9,56,48,0,56,9,0,56,48,0,56,9,0,56,18,0,56,9,0,50,50,56,48,0,1,2
7,2144,151895,59,3907,2144,151379,56,48,9,56,48,0,56,9,0,56,48,0,56,9,0,56,18,0,56,9,0,50,49,56,48,0,1,2
7,2470,149126,42,3848,2470,149235,56,48,9,56,48,0,56,9,0,56,48,0,56,9,0,56,15,0,56,9,0,50,49,56,48,0,0,2
7,2688,146692,48,3806,2688,146765,56,48,9,56,48,0,56,9,0,56,48,0,56,9,0,56,15,0,56,9,0,49,49,56,48,0,1,2
7,2848,144023,48,3758,2848,144077,56,48,9,56,48,0,56,9,0,56,48,0,56,9,0,56,15,0,56,9,0,49,49,56,48,0,0,2
7,3162,141124,40,3710,3162,141229,56,48,9,56,48,0,56,9,0,56,48,0,56,9,0,56,15,0,56,9,0,49,49,56,48,0,1,2
7,3904,137819,40,3670,3904,138067,55,48,9,55,48,0,55,9,0,55,48,0,55,9,0,55,15,0,55,9,0,49,49,55,48,0,1,2
7,4160,134077,45,3630,4160,134163,55,45,9,55,45,0,55,9,0,55,45,0,55,9,0,55,15,0,55,9,0,49,48,55,45,0,1,2
7,2793,130458,35,3585,2793,130003,55,45,9,55,45,0,55,9,0,55,45,0,55,9,0,55,15,0,55,15,0,49,48,55,45,0,1,2
7,3024,127133,36,3550,3024,127210,55,45,9,55,45,0,55,9,0,55,45,0,55,9,0,55,15,0,55,15,0,48,48,55,45,0,1,2
7,1834,124582,34,3514,1834,124186,55,45,9,55,45,0,55,9,0,55,45,0,55,9,0,55,15,0,55,15,0,48,48,55,45,0,1,2
7,2588,122100,31,3480,2588,122352,55,45,9,55,45,0,55,9,0,55,45,0,55,9,0,55,15,0,55,15,0,48,48,55,45,0,1,2
7,3179,119567,25,3449,3179,119764,54,45,9,54,45,0,54,9,0,54,45,0,54,9,0,54,15,0,54,15,0,48,48,54,45,0,1,2
7,4113,116273,31,3424,4113,116585,54,45,9,54,45,0,54,9,0,54,45,0,54,9,0,54,15,0,54,15,0,48,47,54,45,0,1,2
7,2432,113032,33,3393,2432,112472,54,45,6,54,45,0,54,6,0,54,45,0,54,6,0,54,15,0,54,6,0,48,47,54,45,0,1,2
7,2222,110110,31,3360,2222,110040,54,45,6,54,45,0,54,6,0,54,45,0,54,6,0,54,15,0,54,6,0,47,47,54,45,0,1,2
7,1818,107952,29,3329,1818,107818,54,45,6,54,45,0,54,6,0,54,45,0,54,6,0,54,15,0,54,6,0,47,47,54,45,0,1,2
7,567,106417,30,3300,567,106000,54,45,6,54,45,0,54,6,0,54,45,0,54,6,0,54,15,0,54,6,0,47,47,54,45,0,1,2
7,1126,105246,27,3270,1126,105433,53,45,6,53,45,0,53,6,0,53,45,0,53,6,0,53,15,0,53,6,0,47,47,53,45,0,1,1
7,1775,104090,19,3243,1775,104307,53,45,6,53,45,0,53,6,0,53,45,0,53,6,0,53,15,0,53,6,0,47,46,53,45,0,1,2
7,1797,102524,26,3224,1797,102532,53,45,6,53,45,0,53,6,0,53,45,0,53,6,0,53,12,0,53,6,0,47,46,53,45,0,1,2
7,1949,100684,26,3198,1949,100735,53,45,6,53,45,0,53,6,0,53,45,0,53,6,0,53,12,0,53,6,0,46,46,53,45,0,2,2
7,1269,99012,20,3172,1269,98786,53,45,6,53,45,0,53,6,0,53,45,0,53,6,0,53,12,0,53,6,0,46,46,53,45,0,1,2
7,775,97681,27,3152,775,97517,53,45,6,53,45,0,53,6,0,53,45,0,53,6,0,53,12,0,53,6,0,46,46,53,45,0,1,2
7,1247,96584,19,3125,1247,96742,52,45,6,52,45,0,52,6,0,52,45,0,52,6,0,52,12,0,52,6,0,46,46,52,45,0,2,2
7,1115,95539,32,3106,1115,95495,52,42,6,52,42,0,52,6,0,52,42,0,52,6,0,52,12,0,52,6,0,46,45,52,42,0,1,2
7,1329,94308,21,3074,1329,94380,52,42,6,52,42,0,52,6,0,52,42,0,52,6,0,52,12,0,52,12,0,46,45,52,42,0,1,2
7,1223,93086,30,3053,1223,93051,52,42,6,52,42,0,52,6,0,52,42,0,52,6,0,52,12,0,52,12,0,45,45,52,42,0,1,2
7,1260,91815,31,3023,1260,91828,52,42,6,52,42,0,52,6,0,52,42,0,52,6,0,52,12,0,52,12,0,45,45,52,42,0,1,2
